identifier,name,url,price,old_price,status,sku,category,brand,image_url,shipping_cost,stock,dealer
8736,Maver Signature Series 1000 (green) Cross Drawer Seatbox,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-1000-green-Cross-Drawer,395.00,,new,5051901054420,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8736/thumb500x500/1138475843/L755.jpg,,,
8737,Maver Signature Series 1000 (black) Seatbox,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-1000-black-Seat-Box,395.00,,new,5051901054437,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8737/thumb500x500/4244212808/L790.jpg,,,
8738,Maver Signature Series 800 Cross Drawer Seatbox,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-800-Cross-Drawer,375.00,,new,5051901054406,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8738/thumb500x500/1103095134/L765 (1).jpg,,,
8739,Maver Signature Series 800 Front Drawer Seatbox,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-800-Front-Drawer,375.00,,new,5051901054390,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8739/thumb500x500/229588637/L760.jpg,,,
8740,Maver Signature Series 600 Cross Drawer Seatbox,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-600-Cross-Drawer,285.00,,new,5051901054383,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8740/thumb500x500/1138475843/L755.jpg,,,
8741,Maver Signature Series 600 Front Drawer Seatbox,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-600-Front-Drawer,278.50,,new,5051901054376,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8741/thumb500x500/2335919155/L750.jpg,,,
8742,Maver Signature Series 200 Seat Box - FREE Next Day Delivery,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Signature-Series-Seatboxes/Signature-Series-200-Seat-Box,238.50,,new,5051901055328,Seat Boxes,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8742/thumb500x500/2290553062/L745.jpg,,,
8743,Maver New Style 2 x Carp/Match Mesh Keepnets - 2.5M,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Keep-Nets/Maver-Carp-Mesh-Keepnet-2.5m,59.50,,new,5051901055212,Maver Keep Nets,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8743/thumb500x500/350972709/$_57.JPG,6.95,,
8744,Maver New Style 2 x Carp/Match Mesh Keepnets - 3M,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Keep-Nets/Maver-Carp-Mesh-Keepnet-3m,66.30,,new,5051901055229,Maver Keep Nets,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8744/thumb500x500/350972709/$_57.JPG,6.95,,
8745,Maver MXi Deluxe Trolley,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Trollies/MXi-Deluxe-Trolley?cPath=18_572&,65.99,,new,5051901042991,Transportation,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8745/thumb500x500/1619322508/L670.jpg,6.95,,
8755,Nash Scope Rod 9ft 4.5lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Specimen-Carp/Carp-Rods/Spod-and-Marker-Rods/Scope-Rod-9ft-4.5lb-TC-Shrink-Wrap?cPath=72_446_1107&,186.99,,new,5055108919278,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8755/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8756,Nash Scope Rod 10ft 4.5lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Scope-Rod-10ft-4.5lb-TC-Shrink-Wrap,179.99,,new,5055108919292,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8756/thumb500x500/662462415/t1900-29-scope-rods-new_2.jpg,,,
8757,Nash Scope Rod 9ft 3.5lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Scope-Rod-9ft-3.5lb-TC-Shrink-Wrap,159.99,,new,5055108919261,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8757/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8758,Nash Scope Rod 10ft 3.5lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Scope-Rod-10ft-3.5lb-TC-Shrink-Wrap,159.99,,new,5055108919285,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8758/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8759,Nash Scope Rod 9ft 3lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Scope-Rod-9ft-3lb-TC-Shrink-Wrap,149.99,,new,5055108919018,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8759/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8760,Nash Scope Rod 10ft 3lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Scope-Rod-10ft-3lb-TC-Shrink-Wrap,149.50,,new,5055108919063,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8760/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8761,Nash Scope Rod 10ft 2.75lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Scope-Rod-9ft-2.75lb-TC-Shrink-Wrap,149.99,,new,5055108919056,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8761/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8762,Nash Scope Rod 9ft 2.75lb TC - Shrink Wrap,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Scope-Range/Nash-Scope-Rod-9ft-2.75lb-TC-Shrink-Wrap,139.99,,new,5055108919001,Scope Range,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8762/thumb500x500/1625040159/t1900-29-scope-rods-new_1.jpg,,,
8765,Snapper 7ft Twin Tip Dropshot Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Snapper/Rods/Snapper-7ft-Twin-Tip-Dropshot-Rod,44.99,,new,5055977420530,Rods,Snapper,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8765/thumb500x500/2158318392/KSNROD7.jpg,6.95,,
8766,Snapper 8ft Twin Tip Dropshot Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Snapper/Rods/Snapper-8ft-Twin-Tip-Dropshot-Rod,44.99,,new,5055977420578,Rods,Snapper,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8766/thumb500x500/315781617/KSNROD-04-FOR-WEB.jpg,6.95,,
8767,Snapper 7ft Jig Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Snapper/Rods/Snapper-7ft-Jig-Rod,35.99,,new,5055977420608,Rods,Snapper,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8767/thumb500x500/49661161/KSNROD8.jpg,6.95,,
8768,Snapper 7ft Lure,http://www.fishingtackle2go.co.uk/Manufacturers/Snapper/Rods/Snapper-7ft-Lure,35.99,,new,5055977420585,Rods,Snapper,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8768/thumb500x500/3477383284/KSNROD-05-FOR-WEB.jpg,6.95,,
8769,Snapper 8ft Lure,http://www.fishingtackle2go.co.uk/Manufacturers/Snapper/Rods/Snapper-8ft-Lure,40.49,,new,5055977420592,Rods,Snapper,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8769/thumb500x500/3477383284/KSNROD-05-FOR-WEB.jpg,6.95,,
8770,Avid Benchmark Bed - XL,http://www.fishingtackle2go.co.uk/Manufacturers/Avid-Carp/Bedchairs-and-Chairs/Avid-Benchmark-Bed-XL,253.74,,new,5055977444987,Bedchairs and Chairs,Avid Carp,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8770/thumb500x500/2939777483/AVBED01B.jpg,,,
8771,Avid Benchmark Bed - Std,http://www.fishingtackle2go.co.uk/Manufacturers/Avid-Carp/Bedchairs-and-Chairs/Avid-Benchmark-Bed,218.74,,new,5055977444970,Bedchairs and Chairs,Avid Carp,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8771/thumb500x500/3902343963/AVBED01A.jpg,,,
8780,Ultron 2500 Pro,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Ultron-Reels/Ultron-2500-Pro,54.99,,new,,Ultron Reels,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8780/thumb500x500/438038442/Ultron2500Pro.jpg,6.95,,
8781,Ultron 1500 Pro,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Ultron-Reels/Ultron-1500-Pro,49.99,,new,,Ultron Reels,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8781/thumb500x500/2214169003/Ultron1500Pro.jpg,6.95,,
8782,Ultron 3500 Pro,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Ultron-Reels/Ultron-3500-Pro,64.99,,new,,Ultron Reels,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8782/thumb500x500/3683987562/Ultron3500Pro.jpg,6.95,,
8783,Ultron HD Welded Bag,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Luggage/Ultron-HD-Welded-Bag,19.99,,new,,Luggage,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8783/thumb500x500/2819773675/UltronHDWelded.jpg,6.95,,
8784,Ultron HD Welded Bag Large,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Luggage/Ultron-HD-Welded-Bag-Large,24.99,,new,,Luggage,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8784/thumb500x500/2819773675/UltronHDWelded.jpg,6.95,,
8785,Ultron Jerk Lure Transporter,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Luggage/Ultron-Jerk-Lure-Transporter,59.99,,new,,Luggage,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8785/thumb500x500/2651325433/UltronJerkLureTrans.jpg,6.95,,
8786,Ultron Rod Sleeve 1.3m,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Luggage/Ultron-Rod-Sleeve-1.3m,16.99,,new,,Luggage,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8786/thumb500x500/3055170131/UltronRodSleeve-copy-2.jpg,6.95,,
8787,Ultron Rod Sleeve 1.6m,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Luggage/Ultron-Rod-Sleeve-1.6m,18.99,,new,,Luggage,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8787/thumb500x500/3055170131/UltronRodSleeve-copy-2.jpg,6.95,,
8788,Pro Voyager Rucksack,http://www.fishingtackle2go.co.uk/Manufacturers/Fox-Rage/Luggage/Pro-Voyager-Rucksack,57.99,,new,,Luggage,Fox Rage,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8788/thumb500x500/4216273027/Luggage-VSeriesRucksack.jpg,6.95,,
8791,Chub RS Plus 12ft Rod 2.50TC,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus-Rods/Chub-RS-Plus-12ft-Rod-2.50TC,38.24,,new,043388326812,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8791/thumb500x500/1255999534/1325416[1].jpg,6.95,,
8792,Chub RS Plus 12ft Rod 2.75TC,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus-Rods/Chub-RS-Plus-12ft-Rod-2.75TC,38.24,,new,043388326829,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8792/thumb500x500/1703666406/RS-Plus_2016_1378047_alt8.jpg,6.95,,
8793,Chub RS Plus 12ft Rod 3lb TC,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus-Rods/Chub-RS-Plus-12ft-Rod-3lb-TC,38.24,,new,043388326850,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8793/thumb500x500/1703666406/RS-Plus_2016_1378047_alt8.jpg,6.95,,
8794,Chub RS Plus 12ft Rod 3.25 TC,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus-Rods/Chub-RS-Plus-12ft-Rod-3.25-TC,38.24,,new,043388326850,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8794/thumb500x500/1703666406/RS-Plus_2016_1378047_alt8.jpg,6.95,,
8795,Chub RS Plus 12ft Rod 3.50 TC,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus-Rods/Chub-RS-Plus-12ft-Rod-3.50-TC,38.24,,new,043388326850,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8795/thumb500x500/1703666406/RS-Plus_2016_1378047_alt8.jpg,6.95,,
8796,Chub RS Plus Spod 12ft  Rod 4.5lb TC,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus/RS-Plus-Spod,38.24,,new,043388326898,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8796/thumb500x500/1703666406/RS-Plus_2016_1378047_alt8.jpg,6.95,,
8797,Chub RS Plus 12ft Marker Rod 3.75lb T.C,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/RS-Plus/RS-Plus-Marker,42.49,,new,043388326881,RS-Plus Rods,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8797/thumb500x500/2204735431/marker.jpg,6.95,,
8798,Chub Vantage Bivvy,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Vantage-Bivvy,324.50,,new,043388327000,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8798/thumb500x500/234424852/1378166_alt1.jpg,,,
8799,Chub Vantage Bivvy 2 Man,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Vantage-Bivvy-2-Man,399.50,,new,043388327024,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/7/8799/thumb500x500/2193227700/1378166_alt7.jpg,,,
8800,Chub Vantage Overwrap,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Chub-Vantage-Overwrap,148.50,,new,043388327017,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8800/thumb500x500/4057935106/Vantage_Overwrap_1378167_alt1.jpg,,,
8801,Chub Vantage 2 Man Overwrap,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Chub-Vantage-2-Man-Overwrap,159.99,,new,043388327031,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8801/thumb500x500/4057935106/Vantage_Overwrap_1378167_alt1.jpg,,,
8802,Chub Vantage Flatbed Wide 8 Leg Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bedchairs/Vantage-Flatbed-Wide-8-Leg,179.50,,new,043388326911,Bedchairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8802/thumb500x500/3878074740/Vantage_Flatbed_1378157_alt1.jpg,,,
8803,Chub Vantage Flatbed 6 Leg Bedchair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bedchairs/Vantage-Flatbed-6-Leg,154.50,,new,043388326928,Bedchairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8803/thumb500x500/372105977/Vantage_Flatbed_1378158_alt1.jpg,,,
8804,Chub Outkast Flatbed Bedchair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bedchairs/Outkast-Flatbed,124.50,,new,043388326393,Bedchairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8804/thumb500x500/2887096541/Outkast_Flatbed-1377364_alt1.jpg,,,
8805,Chub RS Plus Bedchair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bedchairs/RS-Plus-Bedchair,74.50,,new,043388326959,Bedchairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8805/thumb500x500/934191775/RS-Plus_Flatbed_1378161_alt1.jpg,6.95,,
8806,Chub Vantage Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Chairs/Vantage-Chair,74.50,,new,043388326935,Chairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8806/thumb500x500/2652408309/Vantage_Chair_1378159_alt1.jpg,6.95,,
8807,Chub Vantage Long Leg Recliner,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Chairs/Vantage-Long-Leg-Recliner,102.50,,new,043388326942,Chairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8807/thumb500x500/2491657600/Vantage_Long_Leg_Recliner_1378160_alt1.jpg,,,
8808,Chub Outkast Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Chairs/Outkast-Chair,79.50,,new,043388326409,Chairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8808/thumb500x500/1972233691/Outkast_Chair_1377365_alt1.jpg,6.95,,
8809,Chub RS Plus Superlite Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Chairs/RS-Plus-Superlite-Chair,44.99,,new,043388326980,Chairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8809/thumb500x500/4269319203/RS-Plus_SuperLite_Chair-1378164_alt1.jpg,6.95,,
8810,Chub RS Plus Comfy Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Chairs/RS-Plus-Comfy-Chair,42.50,,new,043388326973,Chairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8810/thumb500x500/2637638403/RS-Plus_Comfy_Chair_1378163_alt1.jpg,6.95,,
8811,Chub RS Plus Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Chairs/RS-Plus-Chair,39.99,,new,043388326966,Chairs,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8811/thumb500x500/95988146/RS-Plus_Chair-1378162_alt1.jpg,6.95,,
8812_142,[u'Chub Vantage All Weather Suit'] Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-All-Weather-Suit,134.00,,new,043388326416,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8812/thumb500x500/3293461272/Chub Vantage Suit.JPG,,,
8812_234,[u'Chub Vantage All Weather Suit'] Medium,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-All-Weather-Suit,134.00,,new,043388326416,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8812/thumb500x500/3293461272/Chub Vantage Suit.JPG,,,
8812_639,[u'Chub Vantage All Weather Suit'] X Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-All-Weather-Suit,134.00,,new,043388326416,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8812/thumb500x500/3293461272/Chub Vantage Suit.JPG,,,
8812_642,[u'Chub Vantage All Weather Suit'] XX Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-All-Weather-Suit,134.00,,new,043388326416,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8812/thumb500x500/3293461272/Chub Vantage Suit.JPG,,,
8813_142,[u'Chub Vantage Hybrid Jacket'] Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Hybrid-Jacket,59.49,,new,043388326461,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8813/thumb500x500/2734398229/Vantage_Hybrid_Jacket_1377375_alt1.jpg,6.95,,
8813_217,[u'Chub Vantage Hybrid Jacket'] XXXL,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Hybrid-Jacket,59.49,,new,043388326461,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8813/thumb500x500/2734398229/Vantage_Hybrid_Jacket_1377375_alt1.jpg,6.95,,
8813_234,[u'Chub Vantage Hybrid Jacket'] Medium,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Hybrid-Jacket,59.49,,new,043388326461,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8813/thumb500x500/2734398229/Vantage_Hybrid_Jacket_1377375_alt1.jpg,6.95,,
8813_59,[u'Chub Vantage Hybrid Jacket'] XXL,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Hybrid-Jacket,59.49,,new,043388326461,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8813/thumb500x500/2734398229/Vantage_Hybrid_Jacket_1377375_alt1.jpg,6.95,,
8813_80,[u'Chub Vantage Hybrid Jacket'] XL,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Hybrid-Jacket,59.49,,new,043388326461,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8813/thumb500x500/2734398229/Vantage_Hybrid_Jacket_1377375_alt1.jpg,6.95,,
8814_142,[u'Chub Vantage Quilted Bodywarmer'] Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Quilted-Bodywarmer,46.74,,new,043388326515,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8814/thumb500x500/2854072886/Vantage_Quilted_Bodywarmer_1377380_alt1.jpg,6.95,,
8814_234,[u'Chub Vantage Quilted Bodywarmer'] Medium,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Quilted-Bodywarmer,46.74,,new,043388326515,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8814/thumb500x500/2854072886/Vantage_Quilted_Bodywarmer_1377380_alt1.jpg,6.95,,
8814_639,[u'Chub Vantage Quilted Bodywarmer'] X Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Quilted-Bodywarmer,46.74,,new,043388326515,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8814/thumb500x500/2854072886/Vantage_Quilted_Bodywarmer_1377380_alt1.jpg,6.95,,
8814_642,[u'Chub Vantage Quilted Bodywarmer'] XX Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Quilted-Bodywarmer,46.74,,new,043388326515,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8814/thumb500x500/2854072886/Vantage_Quilted_Bodywarmer_1377380_alt1.jpg,6.95,,
8815_142,[u'Chub Vantage Zip Up Hoody'] Large,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Clothing/Vantage-Zip-Up-Hoody,32.29,,new,043388326560,Clothing,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/8/8/8815/thumb500x500/918666500/Vantage_Zip_Up_Hoody_1377385_alt1.jpg,6.95,,
