identifier,name,url,price,old_price,status,sku,category,brand,image_url,shipping_cost,stock,dealer
4184,Preston Innovations Competition Single Net Bag,http://www.fishingtackle2go.co.uk/Manufacturers/Preston/Luggage/Competition-Match/Single-Net-Bag,14.95,,new,5055977444154,Preston Competition Luggage,Preston Innovations,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/1/4184/thumb500x500/3587305344/CLUG09_1.jpg,6.95,,
4186,Preston Innovations Competition Carryall 45 Litre,http://www.fishingtackle2go.co.uk/Manufacturers/Preston/Luggage/Competition-Match/45-Litre-Carryall,35.19,,new,5055977444116,Preston Competition Luggage,Preston Innovations,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/1/4186/thumb500x500/3020328512/CLUG04_1.jpg,6.95,,
4212,Korum 12ft Waggler Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Rods/korum-Float-Rods/Korum-12ft-Waggler-Rod?cPath=18_522_523&,59.99,,new,5055977443331,Float > Waggler Rods,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4212/thumb500x500/4765367/Krod-05.jpg,6.95,,
4214,Korum 10ft Feeder Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Rods/CS-Series/CS-10ft-Feeder,43.99,,new,5055977443294,Korum Feeder Rods,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4214/thumb500x500/3239244626/KROD-01.jpg,6.95,,
4215,Korum 11ft Feeder Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Rods/CS-Series/CS-11ft-Feeder,48.39,,new,5055977443300,Korum Feeder Rods,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4215/thumb500x500/2259847554/KROD-02.jpg,6.95,,
4216,Korum 12ft Feeder Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Rods/CS-Series/CS-12ft-Feeder,52.79,,new,5055977443317,Korum Feeder Rods,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4216/thumb500x500/1054815890/KROD03-angled.jpg,6.95,,
4222,Korum Deluxe Accessory Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Chairs/Deluxe-Accessory-Chair,119.99,,new,5055977414829,Chairs,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4222/thumb500x500/3913278180/KCHAIR11.jpg,,,
4225,Korum Accessory Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Chairs/Accessory-Chair?cPath=1119&,87.49,,new,5055977414751,Top 20 Coarse,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4225/thumb500x500/576926017/KCHAIR01.jpg,6.95,,
4226,Korum Compact Barrow,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Barrows/Single-Wheel-Barrow?cPath=18_572&,83.12,,new,5055977415093,Transportation,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4226/thumb500x500/1545189977/korum-barrow.jpg,6.95,,
4227,Korum Twin-Wheeled Trolley,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Barrows/Twin-Wheeled-Trolley?cPath=18_572&,52.49,,new,5055977414973,Transportation,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4227/thumb500x500/3773523434/KCHAIR27.jpg,6.95,,
4233,Korum Electronic Scales,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/ScalesUnhooking-Mats/Electronic-Scales,26.39,,new,5055977419961,Scales > Unhooking Mats,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4233/thumb500x500/376494387/KSCALE01-WITH-CASE-a.jpg,6.95,,
4249,Korum Allrounder Rod Holdall,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Rod-Holdalls/Insider-2-Rod-Holdall,45.49,,new,5055977418131,Rod Holdalls,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4249/thumb500x500/2263205255/KMLUG23.jpg,6.95,,
4251,Korum 3 Rod Quiver,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Rod-Holdalls/2-Rod-Quiver,21.87,,new,5055977417158,Rod Holdalls,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4251/thumb500x500/404181888/KITM09.jpg,6.95,,
4252,Korum 5 Rod Quiver,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Rod-Holdalls/5-Rod-Quiver,26.24,,new,5055977417165,Rod Holdalls,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4252/thumb500x500/3085662139/KITM10a.jpg,6.95,,
4254,Korum Total Protection 2-Rod Quiver,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Rod-Holdalls/Total-Protection-2-Rod-Quiver,56.87,,new,,Rod Holdalls,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4254/thumb500x500/4258266722/KITM08a.jpg,6.95,,
4255,Korum Allrounder Net Bag Carryall,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/Allrounder-Net-Bag-Carryall,30.62,,new,5055977418148,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4255/thumb500x500/885332375/KMLUG24.jpg,6.95,,
4256_142,[u'Korum Chair and Net Bag'] Large,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/Chair-and-Net-Bag,26.24,,new,5055977417172,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4256/thumb500x500/3812346852/KITM11.jpg,6.95,,
4256_639,[u'Korum Chair and Net Bag'] X Large ( +£4.38 ),http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/Chair-and-Net-Bag,30.62,,new,5055977417172,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4256/thumb500x500/3812346852/KITM11.jpg,6.95,,
4257,Korum Bait and Bits Bags,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/Bait-and-Bits-Bags,19.24,,new,5055977418032,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4257/thumb500x500/63826940/KMLUG06.jpg,6.95,,
4260,Korum ITM Tabletop Carryall,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/ITM-Tabletop-carryall,46.37,,new,5055977417424,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4260/thumb500x500/4099285127/KITM42.jpg,6.95,,
4261,Korum ITM Day Sack,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/ITM-Day-Sack,30.62,,new,5055977417400,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4261/thumb500x500/2392224743/KITM40.jpg,6.95,,
4264,Korum ITM Tackle and Bait Bag,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/ITM-Tackle-and-Bait-Bag,43.74,,new,5055977417370,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4264/thumb500x500/565419855/KITM37.jpg,6.95,,
4265,Korum Ruckbag,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/RuckbagRuckbag-XL,48.12,,new,5055977417196,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4265/thumb500x500/2583402628/KITM13.jpg,6.95,,
4266,Korum Deluxe Ruckbag,http://www.fishingtackle2go.co.uk/Manufacturers/Korum/Luggage/Carryalls-and-Bags/I.T.M-Soft-Box,61.24,,new,5055977417363,Carryalls and Bags,Korum,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4266/thumb500x500/179775917/KITM36-BACK.jpg,6.95,,
4296,Avid HQ Euro 2 Man + Bivvy,http://www.fishingtackle2go.co.uk/Manufacturers/Avid-Carp/BivviesShelters/HQ-Euro-Bivvy,656.24,,new,5055977401928,Bivvies > Shelters,Avid Carp,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/2/4296/thumb500x500/4043142572/HQ-Euro-Bivvy-A.jpg,,,
4446_337,[u'Map Meat Cutter'] 4mm,http://www.fishingtackle2go.co.uk/Manufacturers/MAP/Meat-Cutters/Map-Meat-Cutter,29.99,,new,,Meat Cutters,MAP,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/4/4446/thumb500x500/2918685507/r9051.jpg,6.95,,
4446_338,[u'Map Meat Cutter'] 6mm,http://www.fishingtackle2go.co.uk/Manufacturers/MAP/Meat-Cutters/Map-Meat-Cutter,29.99,,new,,Meat Cutters,MAP,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/4/4446/thumb500x500/2918685507/r9051.jpg,6.95,,
4446_339,[u'Map Meat Cutter'] 8mm,http://www.fishingtackle2go.co.uk/Manufacturers/MAP/Meat-Cutters/Map-Meat-Cutter,29.99,,new,,Meat Cutters,MAP,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/4/4446/thumb500x500/2918685507/r9051.jpg,6.95,,
4447,Map Meat Cutter Case,http://www.fishingtackle2go.co.uk/Manufacturers/MAP/Meat-Cutters/Map-Meat-Cutter-Case,14.99,,new,,Meat Cutters,MAP,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/4/4447/thumb500x500/1460831964/meat-cutter-case.jpg,6.95,,
4537,Maver Signature  Keepnet/Accessory Bar,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Seat-Box-Accessories/MX-KeepnetAccessory-Bar?cPath=18_61_573&,27.22,,new,5051901054536,Seat Box Attachments,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4537/thumb500x500/2507197104/L965.jpg,6.95,,
4538_230,[u'Maver Signature  Keepnet Arms'] Long ( +£1.00 ),http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Seat-Box-Accessories/MX-Keepnet-Arms?cPath=18_61_573&,7.59,,new,5051901054451,Seat Box Attachments,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4538/thumb500x500/3865321182/L951.jpg,6.95,,
4538_231,[u'Maver Signature  Keepnet Arms'] Short,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Seat-Box-Accessories/MX-Keepnet-Arms?cPath=18_61_573&,7.59,,new,5051901054451,Seat Box Attachments,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4538/thumb500x500/3865321182/L951.jpg,6.95,,
4539,Maver Signature Cross Arm,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Seat-Box-Accessories/MX-Cross-Arm?cPath=18_61_573&,9.07,,new,5051901054444,Seat Box Attachments,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4539/thumb500x500/3674486638/L950.jpg,6.95,,
4541,Maver Signature MXI 30mm Tele Round Legs (pair),http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Boxes/Seat-Box-Accessories/MX-Mini-Banksticks?cPath=18_61_573&,27.22,,new,5051901054543,Seat Box Attachments,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4541/thumb500x500/2630928194/L642.jpg,6.95,,
4544,Maver Signature Deluxe Side Tray,http://www.fishingtackle2go.co.uk/Manufacturers/Maver/Seat-Box-Accessories/Seatbox-Side-Trays/MX-Deluxe-Side-Tray,48.99,,new,5051901054499,Seat Box Attachments,Maver,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4544/thumb500x500/2223588313/L505.jpg,6.95,,
4577,Nash Double Top Extreme 1 Man Bivvy  MK4,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/BivviesShelters/Double-Tops/Double-Top-Extreme-1-Man-MK3,369.99,,new,5055108911104,Nash Double Tops,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4577/thumb500x500/4063288148/t1060---double-top-apex-15-.jpg,,,
4578,Nash Double Top Extreme 2 Man Bivvy  MK4,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/BivviesShelters/Double-Tops/Double-Top-Extreme-2-Man-MK3,459.99,,new,5055108911111,Nash Double Tops,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/5/4578/thumb500x500/4063288148/t1060---double-top-apex-15-.jpg,,,
4619,Nash Frostbite + Sub 20,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/BedchairsSleeping-Bags/Sleeping-Bags/Frostbite-Sub-20,169.99,,new,5055108955207,Sleeping Bags,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4619/thumb500x500/2045657994/T5520.jpg,,,
4620,Nash Frostbite + Sub 20 Wide Boy,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/BedchairsSleeping-Bags/Sleeping-Bags/Frostbite-Sub-20-Wide-Boy,189.99,,new,5055108955214,Sleeping Bags,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4620/thumb500x500/2045657994/T5520.jpg,,,
4621,Nash Frostbite + Sub Zero,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/BedchairsSleeping-Bags/Sleeping-Bags/Frostbite-Sub-Zero,119.99,,new,5055108955252,Sleeping Bags,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4621/thumb500x500/2970537210/T5525.jpg,,,
4630_1712,[u'Nash Cube and Cube Compact'] Compact,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Nash-Cube-and-Cube-Compact,79.99,,new,5055108933588,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4630/thumb500x500/3427020286/T3359.jpg,6.95,,
4630_1713,[u'Nash Cube and Cube Compact'] Standard ( +£20.00 ),http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Nash-Cube-and-Cube-Compact,99.99,,new,5055108933588,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4630/thumb500x500/3427020286/T3359.jpg,6.95,,
4643,Nash Apache Speed  12ft 3 rod (3 tackled up rods),http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Nash-Apache-Speed-12ft-3-rod-3-tackled-up-rods,99.99,,new,5055108934004,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4643/thumb500x500/762783122/T3400-apache-3-rod-holdall_option-5-(2).jpg,6.95,,
4644,Nash Apache Speed  12ft 5 rod (5 tackled up rods),http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Nash-Apache-Speed-12ft-5-rod-5-tackled-up-rods,119.99,,new,5055108934011,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4644/thumb500x500/1596691029/t3401---apache-5-rod-holdall_option-4.jpg,,,
4649,Tackle XL Carryall,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Tackle-XL-Carryall,99.99,,new,5055108933571,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4649/thumb500x500/3184485418/TACKLE-XL.jpg,6.95,,
4650,Compact Carryall,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Compact-Carryall,32.99,,new,5055108933403,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4650/thumb500x500/2863790437/CARRYALL-COMPACT.jpg,6.95,,
4651,Medium Carryall,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Medium-Carryall,38.99,,new,5055108933410,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4651/thumb500x500/4225474932/Medium-Carryall.jpg,6.95,,
4652,Large Carryall,http://www.fishingtackle2go.co.uk/Manufacturers/Nash-Tackle/Nash-Luggage/Nash-Luggage/Large-Carryall,44.99,,new,5055108933427,Nash Luggage,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/6/4652/thumb500x500/4225474932/Medium-Carryall.jpg,6.95,,
4733_438,[u'Chub Oval Umbrellas'] 55 Inch,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Oval-Umbrellas-55-60,79.99,,new,0617075444938,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/7/4733/thumb500x500/2416403668/CB055.jpg,6.95,,
4733_439,[u'Chub Oval Umbrellas'] 60 Inch ( +£5.00 ),http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Oval-Umbrellas-55-60,84.99,,new,0617075444938,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/7/4733/thumb500x500/2416403668/CB055.jpg,6.95,,
4793,Nash H-Gun 2 Rod Pod,http://www.fishingtackle2go.co.uk/Specimen-Carp/Rod-Support/Rod-Pods/2-Rod-Pod?cPath=72_446_454&,54.99,,new,5055108945352,Rod Pods,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/7/4793/thumb500x500/3069714369/T4535.jpg,6.95,,
4794,Nash H-Gun 3 Rod Pod,http://www.fishingtackle2go.co.uk/Specimen-Carp/Rod-Support/Rod-Pods/3-Rod-Pod?cPath=72_446_454&,59.99,,new,5055108945369,Rod Pods,Nash Tackle,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/7/4794/thumb500x500/2484916993/T2701.jpg,6.95,,
4827,Chub X-Tra Protection Cradle,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Carp-Care/Carp-Mats/X-TRA-Protection-Cradle,50.99,,new,0617075435448,Carp Mats,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/8/4827/thumb500x500/443033820/1325376.jpg,6.95,,
4833,Chub Compact X-TRA Protection Mat,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Carp-Care/Carp-Mats/Compact-X-TRA-Protection-Mat,46.74,,new,0617075435479,Carp Mats,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/8/4833/thumb500x500/591414322/1325378_3.jpg,6.95,,
4842,Chub Sat-A-Lite SL-200 Head Torch,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Headlights-and-Lanterns/Chub-Sat-A-Lite-SL-200-Head-Torch,22.94,,new,0617075427788,Headlights and Lanterns,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/8/4842/thumb500x500/4289335130/1325407.jpg,6.95,,
4843,Chub Sat-A-Lite SL-250 Head Torch,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Headlights-and-Lanterns/Chub-Sat-A-Lite-SL-250-Head-Torch,25.49,,new,0617075447502,Headlights and Lanterns,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/8/4843/thumb500x500/2113575051/1325408.jpg,6.95,,
4844,Chub Sat-A-Lite SL-185 Lantern,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Headlights-and-Lanterns/Chub-Sat-A-Lite-SL-185-Lantern,25.49,,new,0617075447519,Headlights and Lanterns,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/8/4844/thumb500x500/3268028138/1325406.jpg,6.95,,
4845,Chub Sat-A-Lite SL-300 Lantern,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Headlights-and-Lanterns/Chub-Sat-A-Lite-SL-300-Lantern,25.49,,new,0617075427801,Headlights and Lanterns,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/4/8/4845/thumb500x500/1083879739/1325409.jpg,6.95,,
5002,Greys Surface Stalking Rod 12ft,http://www.fishingtackle2go.co.uk/Manufacturers/Greys/Stalking-Rods/Stalking-Rod-12ft?cPath=59_193_667&,82.49,,new,0617075463007,Stalking Rods,Greys,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/0/5002/thumb500x500/3617332354/1326930_2.jpg,6.95,,
5046_1635,[u'Chub Cyfish Dome'] One Man,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Super-Cyfish-Dome,290.76,,new,043388423184,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/0/5046/thumb500x500/571809775/Cyfish_Dome_1_man_2017_1404663_alt2.jpg,0.00,,
5046_1636,[u'Chub Cyfish Dome'] 2 Man ( +£42.76 ),http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Super-Cyfish-Dome,290.76,,new,043388423184,Bivvies and Shelters,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/0/5046/thumb500x500/571809775/Cyfish_Dome_1_man_2017_1404663_alt2.jpg,0.00,,
5047,Chub Tri-Brid Shelter,http://www.fishingtackle2go.co.uk/Manufacturers/Chub/Bivvies-and-Shelters/Tri-Brid-Shelter-Front?cPath=1118&,124.50,,new,0617075462574,Top 20 Carp,Chub,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/0/5047/thumb500x500/504589494/1325461_3.jpg,,,
5499,Fox Micron MX+,http://www.fishingtackle2go.co.uk/Specimen-Carp/Bite-Detection/Bite-Alarms/Micron-MX,35.99,,new,5055350210246,Bite Alarms > Sets,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/4/5499/thumb500x500/1633336767/CEI120.jpg,6.95,,
5541,Fox A-Pod Plus Pod inc Case and Buzz Bars,http://www.fishingtackle2go.co.uk/Specimen-Carp/Rod-Support/Rod-Pods/Fox-A-Pod-Plus-Pod-inc-Case-and-Buzz-Bars?cPath=72_565_727&,59.99,,new,5055350222782,Rod Pods,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5541/thumb500x500/735627619/CRP023.jpg,6.95,,
5544,Fox Warrior XL Arm Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Fox/Chairs/Warrior-XL-Arm-Chair,62.99,,new,5055350238677,Chairs,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5544/thumb500x500/2742378183/CBC043.jpg,6.95,,
5545,Fox Warrior Compact Chair,http://www.fishingtackle2go.co.uk/Manufacturers/Fox/Chairs/Warrior-Compact-Chair,49.49,,new,5055350238684,Chairs,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5545/thumb500x500/290816727/CBC044.jpg,6.95,,
5582_1387,[u'Fox Royale Rod Holdall'] 3 rod 13ft ( +£4.50 ),http://www.fishingtackle2go.co.uk/Manufacturers/Fox/Luggage/Royale-Luggage/Royale-Rod-Holdal-12ft,85.49,,new,5055350215173,Royale Luggage,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5582/thumb500x500/1217120437/CLU170-171.jpg,6.95,,
5582_680,[u'Fox Royale Rod Holdall'] 3 Rod,http://www.fishingtackle2go.co.uk/Manufacturers/Fox/Luggage/Royale-Luggage/Royale-Rod-Holdal-12ft,80.99,,new,5055350215173,Royale Luggage,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5582/thumb500x500/1217120437/CLU170-171.jpg,6.95,,
5582_730,[u'Fox Royale Rod Holdall'] 4 Rod ( +£9.00 ),http://www.fishingtackle2go.co.uk/Manufacturers/Fox/Luggage/Royale-Luggage/Royale-Rod-Holdal-12ft,89.99,,new,5055350215173,Royale Luggage,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5582/thumb500x500/1217120437/CLU170-171.jpg,6.95,,
5583,Fox Royale Cooler Bag,http://www.fishingtackle2go.co.uk/Manufacturers/Fox/Luggage/Royale-Luggage/Royale-Cooler-Bag,26.99,,new,5055350215371,Royale Luggage,Fox,http://www.fishingtackle2go.co.uk/images/magictoolbox_cache/8c95d73fec130487c102a73bf1ab42ce/5/5/5583/thumb500x500/2351619907/CLU190.jpg,6.95,,
