0,0,0.0,0.0
107,118,107.0,118.0
315,277,208.0,159.0
486,446,171.0,169.0
619,622,133.0,176.0
738,725,119.0,103.0
923,889,185.0,164.0
1084,1036,161.0,147.0
1186,1206,102.0,170.0
1335,1391,149.0,185.0
1429,1504,94.0,113.0
1567,1666,138.0,162.0
1909,1811,342.0,145.0
2060,1970,151.0,159.0
2212,2131,152.0,161.0
2338,2241,126.0,110.0
2395,2402,57.0,161.0
2398,2562,3.0,160.0
2398,2719,0.0,157.0
2412,2893,14.0,174.0
2421,3002,9.0,109.0
2424,3162,3.0,160.0
2424,3312,0.0,150.0
2446,3484,22.0,172.0
