ProductId,ProductNr,ProductName,ReportCategoryName,EANNumber,StockQty,Brand,ProductCostPriceExVat,ProductSalesPrice_InclVAT,RRP,ProductURL,ProductImage,Tag
4743,SEB0109,Sebastian Professional Volupt Volum Boosting shampoo 250ml,Hårpleie,4015600089450,233,Sebastian,68.13,219,309,https://www.blivakker.no/product/4743,http://static.blivakker.no/Media/2/0/300_300/5973F2AE6D03FB69CC57100DE1D2A4A3_4743_0.jpg,
2710,Der0004,Dermalogica - Age Smart - Multivitamin Power Recovery Masque 75ml,Hudpleie,666151040328,238,Dermalogica,209.51,509,575,https://www.blivakker.no/product/2710,http://static.blivakker.no/Media/2/0/300_300/B94005A5B122288E5C1628B681F3B11E_2710_0.jpg,
3041823,RED0249,Redken Diamond Oil Shampoo 1000ml,Hårpleie,884486103437,68,Redken,188.33,519,960,https://www.blivakker.no/product/3041823,http://static.blivakker.no/Media/2/0/300_300/725ACF2076365A89887704C3324C7606_3041823_0.jpg,
3057846,REA0022,Real Techniques Concealer Brush,Sminke,79625014297,361,Real Techniques,33.00,109,129,https://www.blivakker.no/product/3057846,http://static.blivakker.no/Media/2/0/300_300/61FE436EFEFB574A683D3BF9E4BE6B26_3057846_2.jpg,
4254,WEL0068,Wella Sp Color Save Shampoo 1000ml,Hårpleie,4015600112493,329,Wella SP,106.94,399,940,https://www.blivakker.no/product/4254,http://static.blivakker.no/Media/2/0/300_300/_WEL0068_1.JPG,
3044222,DEC0237,Decléor Prolagène Lift - Lift & Brighten Eye Cream 15ml,Hudpleie,3395015540007,273,Decléor,167.64,459,,https://www.blivakker.no/product/3044222,http://static.blivakker.no/Media/2/0/300_300/8D97181EFAB23293742FCB76BEF20A0F_3044222_0.jpg,
201202,OLE0020,OLE HENRIKSEN - Express The Truth 50g,Hudpleie,687795735012,174,Ole Henriksen,369.36,769,855,https://www.blivakker.no/product/201202,http://static.blivakker.no/Media/2/0/300_300/7B57C3C5237774D3681E36BE06AB2321_201202_0.jpg,
1441,LOR0018,L'Oréal Professionnel Série Expert Vitamino Color Mask 200ml,Hårpleie,3474630714762,314,LOreal Serie Expert,48.13,189,265,https://www.blivakker.no/product/1441,http://static.blivakker.no/Media/2/0/300_300/495ADDCDA686F213654AE3D7D6DAFDC3_1441_2.jpg,
3777,idb0245,BareMinerals - Original Foundation Spf 15 - Golden Medium 8g,Sminke,98132269648,527,BareMinerals,150.13,399,459,https://www.blivakker.no/product/3777,http://static.blivakker.no/Media/2/0/300_300/C1D170D1BEB32C53EA29574D603BF28A_3777_0.jpg,
2737,Der0030,Dermalogica - Ultracalming Cleanser 500ml,Hudpleie,666151010444,433,Dermalogica,281.71,509,565,https://www.blivakker.no/product/2737,http://static.blivakker.no/Media/2/0/300_300/80DFCD5E68903F80C89BE2566403DAD7_2737_0.jpg,
3769,WEL0047,Wella Sp Color Save Shampoo 250ml,Hårpleie,4084500363021,908,Wella SP,45.28,189,205,https://www.blivakker.no/product/3769,http://static.blivakker.no/Media/2/0/300_300/_WEL0047_1.jpg,
202263,GLO0073,glóMinerals - gloConcealer - Under Eye - Golden,Sminke,840749035006,39,GloMinerals,62.05,239,295,https://www.blivakker.no/product/202263,http://static.blivakker.no/Media/2/0/300_300/84B6E7256CA924E710F3BA6F02054D28_202263_0.jpg,
3039239,RED0236,Redken Diamond Oil Shampoo 300ml,Hårpleie,884486103420,397,Redken,67.25,199,289,https://www.blivakker.no/product/3039239,http://static.blivakker.no/Media/2/0/300_300/1351D033C221790FAF0FC02D83253CA8_3039239_0.jpg,
3031963,JOI0247,Joico Body Luxe Shampoo 1000ml,Hårpleie,74469476928,118,Joico,105.65,399,,https://www.blivakker.no/product/3031963,http://static.blivakker.no/Media/2/0/300_300/FA616998A7C009C998C6EFC7CB9B436F_3031963_0.jpg,
3051829,ELI0056,Elisabeth Arden Green Tea Bodylotion 500ml,Hudpleie,85805071370,1428,Elizabeth Arden,60.79,249,365,https://www.blivakker.no/product/3051829,http://static.blivakker.no/Media/2/0/300_300/601FF20338D0254A17B5B3DBD903D9FA_3051829_0.jpg,
3025314,RED0221,Redken Curvaceous Full Swirl 150ml,Hårpleie,884486095213,0,Redken,69.8,279,349,https://www.blivakker.no/product/3025314,http://static.blivakker.no/Media/2/0/300_300/CF1BC8CAD1B09489437E4A8C423EC723_3025314_0.jpg,
3036003,BAL0022,"The Balm TimeBalm Anti Wrinkle Concealer Light 7,5g",Sminke,681619200014,,The Balm,57.08,189,209,https://www.blivakker.no/product/3036003,http://static.blivakker.no/Media/2/0/300_300/C4E251669D8F2BC86F98511A70DEC818_3036003_0.jpg,
3053927,VIT0008,Vita Liberata pHenomenal 2 - 3 Week Tan Mousse Medium 125ml,Hudpleie,5060092027939,84,Vita Liberata,188.00,469,489,https://www.blivakker.no/product/3053927,http://static.blivakker.no/Media/2/0/300_300/CD88FBC29C4C51DD120CBB3328858121_3053927_0.jpg,
201799,SEH0126,Big Sexy Hair - Spray & Stay - Intense Hold Hairspray 300ml,Hårpleie,646630007615,691,SEXY HAIR,38.02,159,248,https://www.blivakker.no/product/201799,http://static.blivakker.no/Media/2/0/300_300/A4C2091A2659D336EBD165BC420B47BF_201799_1.jpg,
3047109,DEC0268,Decléor Prolagene Lift - Aromessence Iris Revitalising Serum 50ml,Hudpleie,3395010003927,173,Decléor,355.32,769,,https://www.blivakker.no/product/3047109,http://static.blivakker.no/Media/2/0/300_300/B6B70AB6EEEB4FD93BFAD9362D4B81EE_3047109_0.jpg,
4273,WEL0076,Wella Sp Repair Balsam 1000ml,Hårpleie,4015600083298,224,Wella SP,171.1,499,1075,https://www.blivakker.no/product/4273,http://static.blivakker.no/Media/2/0/300_300/_WEL0076_1.JPG,
3058263,SWI0007,"Swiss Skin Roller - 0,2mm",Hudpleie,7350082940002,251,Swiss Clinic,139.47,379,420,https://www.blivakker.no/product/3058263,http://static.blivakker.no/Media/2/0/300_300/D622D539AB323E07DE1F64496DE8E5AA_3058263_0.jpg,
4735,KMS0067,Kms California - Silksheen Shampoo 750ml,Hårpleie,4044897455068,,KMS California,77.45,299,,https://www.blivakker.no/product/4735,http://static.blivakker.no/Media/2/0/300_300/F8C4C528B0FE68D44D0DB678E6D80EB6_4735_0.jpg,
3023047,DEC0167,Decléor Aroma Purete - Velvet Mattifying Fluid 50ml,Hudpleie,3395014960011,320,Decléor,100.95,279,349,https://www.blivakker.no/product/3023047,http://static.blivakker.no/Media/2/0/300_300/C7A06823B99740A4A8870238DF7336E5_3023047_2.jpg,
200211,DEC0040,Decléor Excellence De L`Age - Regenerating Eye And Lip Cream 15ml,Hudpleie,3395010001541,202,Decléor,208.29,519,739,https://www.blivakker.no/product/200211,http://static.blivakker.no/Media/2/0/300_300/AF44AEBE1413563E540E95D00F064F20_200211_0.jpg,
3032526,EME0048,emerginC Complexion Control 50ml,Hudpleie,892852002345,92,emerginC,160.6,449,499,https://www.blivakker.no/product/3032526,http://static.blivakker.no/Media/2/0/300_300/89EA85C0A1BF948036FE5733CAD1F394_3032526_0.jpg,
3048625,UNI0001,Uniq One Spray 150ml,Hårpleie,8432225060798,2802,Uniq One,46.28,139,159,https://www.blivakker.no/product/3048625,http://static.blivakker.no/Media/2/0/300_300/901DC5C006ED800F1F08D8FE8DB5571D_3048625_0.jpg,
200040,KER0022,Kérastase Resistance - Ciment Anti-Usure 200ml,Hårpleie,3474630382312,586,Kérastase,87.5,219,280,https://www.blivakker.no/product/200040,http://static.blivakker.no/Media/2/0/300_300/A49865FD46D09D8A3FDBE202009FA23B_200040_3.jpg,
3009569,AGA0007,Agadir Argan Oil Moisture Masque 236ml,Hårpleie,899681002034,752,Agadir Argan Oil,85.36,279,,https://www.blivakker.no/product/3009569,http://static.blivakker.no/Media/2/0/300_300/55F855FE8C52B62E853ABA6D23D8D749_3009569_0.jpg,
201809,DEC0069,Decléor Aroma Sun Expert - Protective Anti-Wrinkle Cream Spf 30 - Face 50ml,Hudpleie,3395017540005,,Decléor,95.79,299,429,https://www.blivakker.no/product/201809,http://static.blivakker.no/Media/2/0/300_300/A509C2BB52F65CB116B109798540E1CB_201809_0.jpg,
2987,Der0060,Dermalogica - Active Moist 100ml,Hudpleie,666151901896,686,Dermalogica,261.77,549,615,https://www.blivakker.no/product/2987,http://static.blivakker.no/Media/2/0/300_300/_Der0060_1.jpg,
3032134,idb0590,Bare Minerals - Correcting Concealer SPF 20 - Light 2,Sminke,98132253562,414,BareMinerals,111.21,399,449,https://www.blivakker.no/product/3032134,http://static.blivakker.no/Media/2/0/300_300/2F26EC2E8CE1F7474351A723729555D3_3032134_0.jpg,
3047951,TCA0096,Tigi Catwalk Headshot Reconstructive Shampoo Og Balsam 2 X 750ml,Hårpleie,615908953923,374,Tigi Catwalk,112.48,419,,https://www.blivakker.no/product/3047951,http://static.blivakker.no/Media/2/0/300_300/A12BF0E318E810DF37922B7D45BDC6BF_3047951_0.jpg,
201855,SEB0128,Sebastian Professional Potion 9 500ml,Hårpleie,4015600135720,261,Sebastian,201.69,469,699,https://www.blivakker.no/product/201855,http://static.blivakker.no/Media/2/0/300_300/79C812F0237D5089B8549B4252F7EC50_201855_0.jpg,
3051830,ELI0057,Elisabeth Arden Green Tea Showergel 500ml,Hudpleie,85805066925,1549,Elizabeth Arden,60.79,219,350,https://www.blivakker.no/product/3051830,http://static.blivakker.no/Media/2/0/300_300/F96C9D57CE8B3A1C5B74BD0A996E46DE_3051830_0.jpg,
3050510,DUR0110,Durance Klesvask Lavendel 1000ml,Accessories,3287570444015,235,Durance,62.05,169,189,https://www.blivakker.no/product/3050510,http://static.blivakker.no/Media/2/0/300_300/B13D89F56F5646A58E27876BCAEEE4B0_3050510_0.jpg,
3060033,ELI0144,Elizabeth Arden Eight Hour Cream Intensive Moisturizing Hand Treatment 75ml,Hudpleie,85805032999,169,Elizabeth Arden,65.69,209,230,https://www.blivakker.no/product/3060033,http://static.blivakker.no/Media/2/0/300_300/4FB431AEA0DC4C46262855B40F9B9DF3_3060033_0.jpg,
3036071,BAL0090,The Balm Frat Boy Shadow/Blush Peachy Apricot,Sminke,681619700651,444,The Balm,69.75,199,229,https://www.blivakker.no/product/3036071,http://static.blivakker.no/Media/2/0/300_300/78410C041068D29C7F026E798CB5EA17_3036071_0.jpg,
3060120,SHE0284,Shelas Vippetang. Modell Shine Finish,Sminke,,1283,Shela`s,42562.00,179,179,https://www.blivakker.no/product/3060120,http://static.blivakker.no/Media/2/0/300_300/73542EDBAF1BB112E66F7C57D4320513_3060120_1.jpg,
3055445,BEY0001,Benefit Cosmetics - Benefit They're Real Mascara,Sminke,602004039200,,Benefit Cosmetics,124.22,249,,https://www.blivakker.no/product/3055445,http://static.blivakker.no/Media/2/0/300_300/C3764573FC807C3CFF475886F03F6FE1_3055445_0.jpg,
200187,DEC0016,Decléor Aromessence Rose D`Orient - Soothing Serum 15ml,Hudpleie,3395010002258,364,Decléor,160.39,479,599,https://www.blivakker.no/product/200187,http://static.blivakker.no/Media/2/0/300_300/FEE56F23F7D65130EB45C7B43C046265_200187_0.jpg,
3054485,SHE0200,Shelas Cosmetic organizer Med 1 Skuff,Accessories,,,Shela`s,57.49,199,,https://www.blivakker.no/product/3054485,http://static.blivakker.no/Media/2/0/300_300/B2781DFC0A882B07F56B804C241AA69D_3054485_0.jpg,
3063396,VIT0020,Vita Liberata pHenomenal Mousse Medium Gavesett,Hudpleie,5060370103690,,Vita Liberata,260.00,579,649,https://www.blivakker.no/product/3063396,http://static.blivakker.no/Media/2/0/300_300/462D3A4F9C990339BC4FA54B5897D97B_3063396_0.jpg,
2643,idb0189,BareMinerals - Multi Tasking Concealer - Bisque 2g,Sminke,98132270132,595,BareMinerals,102.08,359,399,https://www.blivakker.no/product/2643,http://static.blivakker.no/Media/2/0/300_300/C2BD9A37EC75A02EE0A77BC39AC17E0F_2643_0.jpg,
3054483,SHE0198,Shelas Oppbevaringsboks I To Deler,Accessories,,,Shela`s,36.09,159,,https://www.blivakker.no/product/3054483,http://static.blivakker.no/Media/2/0/300_300/3F9B7A0B43B2D20D6C04C041394790FA_3054483_0.jpg,
3743,WEL0040,Wella Sp Repair Balsam 200ml,Hårpleie,4015600133610,429,Wella SP,61.76,199,215,https://www.blivakker.no/product/3743,http://static.blivakker.no/Media/2/0/300_300/_WEL0040_1.jpg,
3815,TIB0097,Tigi Bedhead Foxy Curls Extreme Curl Mousse 250ml,Hårpleie,615908426052,,Tigi Bedhead,50.14,159,249,https://www.blivakker.no/product/3815,http://static.blivakker.no/Media/2/0/300_300/_TIB0097_1.jpg,
4673,RED0130,Redken Real Control Shampoo 1000ml,Hårpleie,884486046697,17,Redken,188.43,519,960,https://www.blivakker.no/product/4673,http://static.blivakker.no/Media/2/0/300_300/D3F5DFE1F4924D5C2F627B401CC41BE1_4673_0.jpg,
4274,WEL0077,Wella Sp Repair Mask 400ml,Hårpleie,4015600134044,402,Wella SP,110.43,349,,https://www.blivakker.no/product/4274,http://static.blivakker.no/Media/2/0/300_300/03250387524BA0990062956DD432FA38_4274_0.jpg,
3050472,DUR0096,Durance Tøymykner Lavendel 1000ml,Accessories,3287570445012,69,Durance,61.2,169,189,https://www.blivakker.no/product/3050472,http://static.blivakker.no/Media/2/0/300_300/C87465AE120545F7A5BEC1676716BE59_3050472_1.JPG,
3050473,DUR0097,Durance Tøymykner Cotton Flower 1000ml,Accessories,3287570445487,200,Durance,62.05,169,189,https://www.blivakker.no/product/3050473,http://static.blivakker.no/Media/2/0/300_300/E7CAFB508217E477F479427AEAED2523_3050473_0.jpg,
3054060,BAT0012,Batiste Dry Shampoo Dark & Deep Brown 200ml,Hårpleie,5010724527443,1,Batiste,24.48,69,79,https://www.blivakker.no/product/3054060,http://static.blivakker.no/Media/2/0/300_300/4793A4888600F8E7BA57E25A7EF9CD72_3054060_0.jpg,
3053374,ETO0001,Eco Tools Powder Brush,Sminke,79625012002,523,Eco Tools,38.00,119,129,https://www.blivakker.no/product/3053374,http://static.blivakker.no/Media/2/0/300_300/31C46D1BF22A3FA162E41DA7E02F7567_3053374_0.jpg,
2569,idb0170,"BareMinerals - All Over Face Color - Faux Tan 1,5g.",Sminke,98132174898,310,BareMinerals,107.75,399,439,https://www.blivakker.no/product/2569,http://static.blivakker.no/Media/2/0/300_300/CCAA0928C4D69CBA9EE967B253DBD739_2569_0.jpg,
3062656,GHD0113,Ghd Arctic Gold Platinum White Gift Set,Elektrisk,5060356735174,17,GHD,1280.22,2198.750000,2198.750000,https://www.blivakker.no/product/3062656,http://static.blivakker.no/Media/2/0/300_300/3757BFAD096D21248DDFA87470889456_3062656_1.jpg,
3012298,JAN0198,Jane Iredale D2O Hydration Spray 90ml,Hudpleie,670959320698,140,Jane Iredale,89.27,319,375,https://www.blivakker.no/product/3012298,http://static.blivakker.no/Media/2/0/300_300/649415DF0BE421778A569547991CB620_3012298_1.jpg,
3035402,DEC0209,Decléor Hydra Floral Hydrating Light Cream 50ml,Hudpleie,3395015350002,367,Decléor,164.21,419,,https://www.blivakker.no/product/3035402,http://static.blivakker.no/Media/2/0/300_300/A3164CF8A1776944BB5CB783F5AA94EA_3035402_0.jpg,
2722,Der0014,Dermalogica - Special Cleansing Gel 500ml,Hudpleie,666151010024,79,Dermalogica,287.56,499,570,https://www.blivakker.no/product/2722,http://static.blivakker.no/Media/2/0/300_300/_Der0014_1.jpg,
3625,Der0066,Dermalogica - Age Smart - Skin Resurfacing Cleanser 150ml,Hudpleie,666151010710,149,Dermalogica,214.06,469,525,https://www.blivakker.no/product/3625,http://static.blivakker.no/Media/2/0/300_300/_Der0066_1.JPG,
3047732,REA0006,Real Techniques Stippling Brush,Accessories,79625014082,440,Real Techniques,44.5,139,159,https://www.blivakker.no/product/3047732,http://static.blivakker.no/Media/2/0/300_300/32573D880169FAA97847A5B6D961AB7A_3047732_1.JPG,
3056034,BUK0043,Beauty UK Lipstick Nr.17 Plumalicious Wet Look,Sminke,5023890036459,,Beauty UK Cosmetics,15.84,79,,https://www.blivakker.no/product/3056034,http://static.blivakker.no/Media/2/0/300_300/EC43E9BC7802197FACBAE0903957FECB_3056034_0.jpg,
3039815,JAN0273,"Jane Iredale PurePressed Base Mineral Powder/Foundation SPF 20 Warm Sienna 9,9g Refill",Sminke,670959112903,8,Jane Iredale,126.11,469,525,https://www.blivakker.no/product/3039815,http://static.blivakker.no/Media/2/0/300_300/6871F2C451CE9815DC5D28C50FCFAF69_3039815_0.jpg,
3008850,ORI0006,Orofluido Beauty Elixir 100ml,Hårpleie,8432225069432,535,Orofluido,64.8,299,318,https://www.blivakker.no/product/3008850,http://static.blivakker.no/Media/2/0/300_300/D172781F2AF168BC7ABAEC766C430685_3008850_0.jpg,
2725,Der0017,Dermalogica - Precleanse 150ml,Hudpleie,666151010628,270,Dermalogica,169.03,399,445,https://www.blivakker.no/product/2725,http://static.blivakker.no/Media/2/0/300_300/_Der0017_1.jpg,
3036052,BAL0071,"The Balm Liquid Eye Liner Schwing 1,7ml",Sminke,681619802201,799,The Balm,55.35,149,169,https://www.blivakker.no/product/3036052,http://static.blivakker.no/Media/2/0/300_300/175F6887304B9DBCB9B0A505A0849318_3036052_0.jpg,
3012861,KER0120,Kérastase Specifique - Bain Exfoliant Hydratant 200ml,Hårpleie,3474630430273,512,Kérastase,77.7,199,250,https://www.blivakker.no/product/3012861,http://static.blivakker.no/Media/2/0/300_300/8D900FDF260993631F0CABAA84A43A9B_3012861_0.jpg,
3051831,ELI0058,Elisabeth Arden Green Tea Creme Deodorant 40ml,Hudpleie,85805445713,1,Elizabeth Arden,48.96,159,140,https://www.blivakker.no/product/3051831,http://static.blivakker.no/Media/2/0/300_300/D52F141FB3B4D8CCC7F2769A58B0EFAB_3051831_0.jpg,
3045082,TCA0090,Tigi Catwalk Your Highness Shampoo Og Balsam Duo 2 x 750ml,Hårpleie,615908952384,217,Tigi Catwalk,125.00,419,,https://www.blivakker.no/product/3045082,http://static.blivakker.no/Media/2/0/300_300/79488980189386E67996EFFF610C3074_3045082_0.jpg,
4138,FUD0035,Fudge Membrane Gas 150g,Hårpleie,667451902149,50,Fudge,45.36,149,,https://www.blivakker.no/product/4138,http://static.blivakker.no/Media/2/0/300_300/_FUD0035_1.gif,
1210,FUD0021,Fudge Hair Shaper 75g Original Strong Hold,Hårpleie,667451902019,225,Fudge,60.00,169,219,https://www.blivakker.no/product/1210,http://static.blivakker.no/Media/2/0/300_300/_FUD0021_2.jpg,
3031981,JOI0265,Joico K-Pak Color Therapy Balsam 1000ml,Hårpleie,74469494373,184,Joico,110.86,429,,https://www.blivakker.no/product/3031981,http://static.blivakker.no/Media/2/0/300_300/7712B84405F91F394554FAB7575806CA_3031981_0.jpg,
3045229,WEL0149,Wella Sp Luxe Oil Keratin Protect Shampoo 1000ml,Hårpleie,4015600612634,281,Wella SP,117.68,399,940,https://www.blivakker.no/product/3045229,http://static.blivakker.no/Media/2/0/300_300/28D2CC3A38A405F9D6E8566D7098C0FB_3045229_0.jpg,
3047100,DEC0258,Decléor Hydra Floral Multi Protection Light Cream 100ml,Hudpleie,3395015350507,207,Decléor,157.34,459,,https://www.blivakker.no/product/3047100,http://static.blivakker.no/Media/2/0/300_300/16CE68854E08BD5CBC7FAD8DCC0F57B7_3047100_0.jpg,
3066585,WET0154,Wet`n Wild CoverAll Face Primer - Partners In Prime E850,Sminke,4049775585004,199,Wet`n Wild,42395.00,79,79,https://www.blivakker.no/product/3066585,http://static.blivakker.no/Media/2/0/300_300/7EFB57D8EB03BEC3380CA089AFD32A87_3066585_0.jpg,
201402,KER0050,Kérastase Specifique - Bain Riche Dermo-Calm - Shampoo 250ml,Hårpleie,3474635001751,356,Kérastase,77.7,199,250,https://www.blivakker.no/product/201402,http://static.blivakker.no/Media/2/0/300_300/5AA5A32DB6CEFDC1304846BD6EB234AF_201402_0.jpg,
3010054,DEC0140,Decléor Aroma Night - Iris Rejuvenating Night Balm 15ml,Hudpleie,3395010001961,541,Decléor,152.27,369,519,https://www.blivakker.no/product/3010054,http://static.blivakker.no/Media/2/0/300_300/2715B241F95C51B76983A0C2E6710004_3010054_0.jpg,
4085,SEB0085,Sebastian Professional Trilliant 150ml,Hårpleie,4015600057985,,Sebastian,91.11,249,290,https://www.blivakker.no/product/4085,http://static.blivakker.no/Media/2/0/300_300/_SEB0085_1.gif,
201212,OLE0030,OLE HENRIKSEN - Firm Action Mask 50g,Hudpleie,687795770013,387,Ole Henriksen,142.2,359,395,https://www.blivakker.no/product/201212,http://static.blivakker.no/Media/2/0/300_300/1F0CC209395796F75CCDC0E1C90BC174_201212_0.jpg,
201045,REE0023,REN -  Invisible Pores Detox Mask 50ml,Hudpleie,5060033770962,287,REN,85.24,269,295,https://www.blivakker.no/product/201045,http://static.blivakker.no/Media/2/0/300_300/A0E1269DC9EB205C5700E45C2CCD70B2_201045_2.jpg,
3051635,TIB0225,Tigi Bed Head Recovery Treatment Mask 200g,Hårpleie,615908424195,96,Tigi Bedhead,57.4,189,274,https://www.blivakker.no/product/3051635,http://static.blivakker.no/Media/2/0/300_300/4AFAE4FD15827FE249D615FFD0779AD9_3051635_0.jpg,
3063397,VIT0021,Vita Liberata pHenomenal Mousse Dark Gavesett,Hudpleie,5060370103683,2,Vita Liberata,260.00,579,649,https://www.blivakker.no/product/3063397,http://static.blivakker.no/Media/2/0/300_300/51FD0DA7066663C355E4D5868A35DAF4_3063397_0.jpg,
3038357,BBY0019,BaByliss PRO Moroccan Argan Oil Treatment - 100ml,Hårpleie,3030050061017,457,BaByliss,50.61,199,259,https://www.blivakker.no/product/3038357,http://static.blivakker.no/Media/2/0/300_300/44989623ACFF26DC80BE3AC1D50DE054_3038357_0.jpg,
200237,idb0335,BareMinerals Matte Foundation Spf 15 - Fairly Medium 6g,Sminke,98132262755,535,BareMinerals,153.12,399,459,https://www.blivakker.no/product/200237,http://static.blivakker.no/Media/2/0/300_300/57B66073170CF972870DEEC67ED84E2A_200237_0.jpg,
3011344,EXU0005,Exuviance Gentle Cleansing Creme 212ml,Hudpleie,732013087050,234,Exuviance,157.21,339,339,https://www.blivakker.no/product/3011344,http://static.blivakker.no/Media/2/0/300_300/FEBA3AB3B7372B861068B8866781CCFB_3011344_3.jpg,
3025619,WEL0125,Wella Sp - Men - Sensitive Shampoo 1000ml,Hårpleie,4015600225810,165,Wella SP,106.94,399,940,https://www.blivakker.no/product/3025619,http://static.blivakker.no/Media/2/0/300_300/4FDE0A4E7BE01C39A3F6734DC5B35282_3025619_0.jpg,
2988,Der0061,Dermalogica - Intensive Moisture Balance 50ml,Hudpleie,666151030251,478,Dermalogica,223.03,439,495,https://www.blivakker.no/product/2988,http://static.blivakker.no/Media/2/0/300_300/_Der0061_1.jpg,
3428,KMS0048,Kms California - Moistrepair Revival Creme 125ml,Hårpleie,4044897205403,,KMS California,46.98,189,239,https://www.blivakker.no/product/3428,http://static.blivakker.no/Media/2/0/300_300/F75A074184E2F301235AE6BAFA1C430A_3428_0.jpg,
3036077,BAL0096,The Balm Meet Matt(e) Nude Eyeshadow Palette 9 Farger I Settet,Sminke,681619802232,489,The Balm,154.09,419,449,https://www.blivakker.no/product/3036077,http://static.blivakker.no/Media/2/0/300_300/F7DD3A5209FF802B612154CEA1D18B13_3036077_0.jpg,
3051861,REA0019,Real Techniques Mini Brush Trio 3 Deler,Sminke,79625014167,357,Real Techniques,51.00,139,159,https://www.blivakker.no/product/3051861,http://static.blivakker.no/Media/2/0/300_300/36E470477B983D3E0BC69C6DAD25BA98_3051861_2.JPG,
3061710,DEC0824,Decléor Aromessence Mandarine Smoothing Night Balm 100ml,Hudpleie,3395016470501,,Decléor,202.51,929,,https://www.blivakker.no/product/3061710,http://static.blivakker.no/Media/2/0/300_300/BD18F4ED379C4921B96C58EE78F5FB11_3061710_0.jpg,
3055073,BBL0002,Beauty Blender Pro,Sminke,851610005325,331,beautyblender,75.08,199,219,https://www.blivakker.no/product/3055073,http://static.blivakker.no/Media/2/0/300_300/3A8080AD91C9FA7B9FD020C68BC46D0C_3055073_0.jpg,
3031964,JOI0248,Joico Color Endure Shampoo 1000ml,Hårpleie,74469489843,22,Joico,111.45,399,,https://www.blivakker.no/product/3031964,http://static.blivakker.no/Media/2/0/300_300/F5A6248A22BC674EEF28FF140A3835EB_3031964_0.jpg,
202305,GLO0115,glóMinerals - gloCamouflage Oil-Free - Beige,Sminke,840749035044,122,GloMinerals,62.05,239,295,https://www.blivakker.no/product/202305,http://static.blivakker.no/Media/2/0/300_300/5D4D4780F0B8956308C2A407429114D1_202305_1.jpg,
3025312,RED0219,Redken Curvaceous Ringlet 180ml,Hårpleie,884486095237,240,Redken,75.28,279,349,https://www.blivakker.no/product/3025312,http://static.blivakker.no/Media/2/0/300_300/EA5D080ACFBEE7C6C0C09AD07306E779_3025312_0.jpg,
3799,LOR0157,L'Oréal Professionnel Série Expert Vitamino Color Shampoo 250ml,Hårpleie,3474630714564,107,LOreal Serie Expert,36.58,169,205,https://www.blivakker.no/product/3799,http://static.blivakker.no/Media/2/0/300_300/5F1522F42979481A04BAF75670F46AAE_3799_0.jpg,
3047365,IDB0672,BareMinerals - Prime Time  BB Primer Cream - Daily Defense SPF 30 Medium 30ml,Sminke,98132361045,284,BareMinerals,147.45,399,459,https://www.blivakker.no/product/3047365,http://static.blivakker.no/Media/2/0/300_300/C4E655E6E0354EDD47A28D0EF4C43BA7_3047365_0.jpg,
3047112,DEC0271,Decléor Excellence De L`Age - Baume Excellence Regenerating Night Balm 100ml,Hudpleie,3395010013940,118,Decléor,389.86,1489,,https://www.blivakker.no/product/3047112,http://static.blivakker.no/Media/2/0/300_300/C6FB015FB20302911064330CF724EC4F_3047112_0.jpg,
3024017,TIB0191,Tigi Bedhead Masterpiece Hairspray 80ml,Hårpleie,615908423969,,Tigi Bedhead,23.00,59,,https://www.blivakker.no/product/3024017,http://static.blivakker.no/Media/2/0/300_300/67938BA97D47280ECC524BF18AA94EA6_3024017_0.jpg,
4220,SEH0049,Healthy Sexy Hair -  Soy Tri-wheat Leave In Balsam 250ml,Hårpleie,646630014149,4,SEXY HAIR,42574.00,139,225,https://www.blivakker.no/product/4220,http://static.blivakker.no/Media/2/0/300_300/CEF6AE0EFCAB60362952D58B4F1521D5_4220_2.jpg,
3055080,BBL0008,Beauty Blender - 1 Pink Blender With Mini Solid Cleanser,Sminke,4260285371585,469,beautyblender,94.78,229,259,https://www.blivakker.no/product/3055080,http://static.blivakker.no/Media/2/0/300_300/C0FDAE5715574E86122EF09938D8DC66_3055080_0.jpg,
1481,LOR0058,L'Oréal Professionnel Série Expert Vitamino Color Balsam Wash-out 150ml,Hårpleie,3474630714687,571,LOreal Serie Expert,41.83,179,239,https://www.blivakker.no/product/1481,http://static.blivakker.no/Media/2/0/300_300/651371C4B6DDD47A4ECA537CCC3C8FB0_1481_2.jpg,
3032523,EME0045,emerginC Deglazing Toner 240ml,Hudpleie,892852002116,33,emerginC,96.36,319,349,https://www.blivakker.no/product/3032523,http://static.blivakker.no/Media/2/0/300_300/A481F389B1944E5FD3ADA09E76FCCADC_3032523_0.jpg,
4682,RED0137,Redken Clear Moisture Balsam 1000ml,Hårpleie,743877039130,234,Redken,202.29,549,1196,https://www.blivakker.no/product/4682,http://static.blivakker.no/Media/2/0/300_300/C7CCC3008DDC22EA9F326C7169D09E3E_4682_0.jpg,
201807,DEC0067,Decléor Aroma Sun Expert - Self-Tanning Milk Natural Glow - Face & Body 125ml,Hudpleie,3395017520007,,Decléor,112.87,299,419,https://www.blivakker.no/product/201807,http://static.blivakker.no/Media/2/0/300_300/C2EAA5DF06C9000FBECD5B6A691EB040_201807_0.jpg,
