"device","url"
"iPhone 5S 16GB","http://shop.vodafone.co.uk/shop/mobile-phone/apple-iphone-5s-16-gb-space-grey"
"iPhone 5S 32GB","http://shop.vodafone.co.uk/shop/mobile-phone/apple-iphone-5s-32-gb-space-grey"
"iPhone 5S 64GB","http://shop.vodafone.co.uk/shop/mobile-phone/apple-iphone-5s-64-gb-space-grey"
"iPhone 5C 16GB","http://shop.vodafone.co.uk/shop/mobile-phone/apple-iphone-5c-16-gb-blue"
"iPhone 5C 32GB","http://shop.vodafone.co.uk/shop/mobile-phone/apple-iphone-5c-32-gb-blue"
"Sony Xperia Z1","http://shop.vodafone.co.uk/shop/mobile-phone/sony-xperia-z-black-paym"
"Nokia Lumia 1020","http://shop.vodafone.co.uk/shop/mobile-phone/nokia-lumia-1020-black-paym"
"Samsung Galaxy S4","http://shop.vodafone.co.uk/shop/mobile-phone/samsung-galaxy-s4-16gb-white-paym"
"HTC One","http://shop.vodafone.co.uk/shop/mobile-phone/htc-one-silver-paym"
