Exit Date,Product Number,Launch Date,Product Description,ACV Fall,Future Product Policy,ACV Spg,Present Product Policy,Theme,NIP ($),On Shelf,Item ID,Margin,Case Pack,RRP
,10805,,Around the World,,,,,DUPLO Town,,,,,,129.99
,10806,,Horses,,,,,DUPLO Town,,,,,,17.99
,10807,,Horse Trailer,,,,,DUPLO Town,,,,,,24.99
,10808,,Little Plane,,,,,DUPLO Town,,,,,,12.99
,10809,,Police Patrol,,,,,DUPLO Town,,,,,,17.99
,10810,,Push Train,,,,,DUPLO Town,,,,,,29.99
,10811,,Backhoe Loader,,,,,DUPLO Town,,,,,,17.99
,10812,,Truck & Tracked Excavator,,,,,DUPLO Town,,,,,,24.99
,10813,,Big Construction Site,,,,,DUPLO Town,,,,,,59.99
,10814,,Tow Truck,,,,,DUPLO Town,,,,,,24.99
12/31/2016,42030,8/1/2014,Remote-Controlled VOLVO L350F Wheel Load,0,C,0,C,LEGO® Technic,185.99,Full Year,6061184,38%,2,299.99
12/31/2016,42031,1/1/2015,Cherry Picker,0,A,0,A,LEGO® Technic,9.29,January,6100266,38%,6,14.99
12/31/2016,42032,1/1/2015,Compact Tracked Loader,0,A,0,A,LEGO® Technic,15.49,January,6100264,38%,5,24.99
12/31/2016,42033,1/1/2015,Record Breaker,0,A,0,A,LEGO® Technic,15.49,January,6100262,38%,5,24.99
12/31/2016,42034,1/1/2015,Quad Bike,0,A,0,A,LEGO® Technic,15.49,January,6100259,38%,6,24.99
12/31/2016,42035,1/1/2015,Mining Truck,0,A,0,A,LEGO® Technic,24.79,January,6100257,38%,3,39.99
12/31/2016,42036,8/1/2015,Street Motorcycle,0,C,0,C,LEGO® Technic,30.99,August,6100255,38%,3,49.99
12/31/2016,42037,1/1/2015,Formula Off-Roader,0,C,0,C,LEGO® Technic,43.39,January,6100253,38%,3,69.99
12/31/2016,42038,1/1/2015,Arctic Truck,0,C,0,C,LEGO® Technic,68.19,January,6100216,38%,3,109.99
12/31/2016,42039,8/1/2015,24 Hours Race Car,0,C,0,C,LEGO® Technic,99.19,August,6100212,38%,2,159.99
12/31/2016,42040,8/1/2015,Fire Plane,0,A,0,,LEGO® Technic,37.19,August,6100210,38%,3,59.99
12/31/2016,42041,1/1/2015,Race Truck,0,D,0,D,LEGO® Technic,55.79,January,6100208,38%,3,89.99
12/31/2016,42042,8/1/2015,Crawler Crane,0,A,0,,LEGO® Technic,111.59,August,6100205,38%,2,179.99
12/31/2017,42043,8/1/2015,Mercedes-Benz Arocs 3245,0,C,0,,LEGO® Technic,167.39,August,6100202,38%,2,269.99
,42044,,Display Team Jet,,,,,Technic,,,,,,15.99
,42045,,Hydroplane Racer,,,,,Technic,,,,,,24.99
,42046,,Getaway Racer,,,,,Technic,,,,,,24.99
,42047,,Police Interceptor,,,,,Technic,,,,,,24.99
,42048,,Race Kart,,,,,Technic,,,,,,39.99
,42049,,Mine Loader,,,,,Technic,,,,,,64.99
,42050,,Drag Racer,,,,,Technic,,,,,,99.99
,42052,,Heavy Lift Helicopter,,,,,Technic,,,,,,179.99
,42053,,Volvo EW160E,,,,,Technic,,,,,,149.99
,42054,,CLAAS XERION 5000 TRAC VC,,,,,Technic,,,,,,229.99
,42055,,Bucket Wheel Excavator,,,,,Technic,,,,,,329.99
,42056,,Confidential - Ultimate,,,,,Technic,,,,,,349.99
12/31/2016,8293,1/1/2014,Power Functions Motor Set,0,C,0,C,LEGO® Technic,24.79,Full Year,6066381,38%,5,39.99
,30277,,First Order Star Destroyer™,,,,,Brick Based Promotions Themed,,,,,,4.99
,30278,,Poe’s X-Wing Fighter™,,,,,Brick Based Promotions Themed,,,,,,4.99
,30279,,Kylo Ren’s Command Shuttle™,,,,,Brick Based Promotions Themed,,,,,,4.99
,30321,,LEGO® DUPLO® Duck,,,,,Brick Based Promotions Themed,,,,,,3.99
,30322,,LEGO® DUPLO® Wildlife,,,,,Brick Based Promotions Themed,,,,,,3.99
,30346,,Prison Island Helicopter,,,,,Brick Based Promotions Themed,,,,,,4.99
,30347,,Fire Car,,,,,Brick Based Promotions Themed,,,,,,4.99
,30348,,Dumper,,,,,Brick Based Promotions Themed,,,,,,4.99
,30349,,Sports Car,,,,,Brick Based Promotions Themed,,,,,,4.99
,30350,,Volcano Jackhammer,,,,,Brick Based Promotions Themed,,,,,,4.99
,30371,,Knight’s Cycle,,,,,Brick Based Promotions Themed,,,,,,4.99
,30372,,Robin's Mini Fortrex,,,,,Brick Based Promotions Themed,,,,,,4.99
,30373,,Knighton Hyper Cannon,,,,,Brick Based Promotions Themed,,,,,,4.99
,30374,,The Lava Slinger,,,,,Brick Based Promotions Themed,,,,,,4.99
,30375,,Sira’s Adventurous Airglider,,,,,Brick Based Promotions Themed,,,,,,4.99
,30396,,Cupcake Stall,,,,,Brick Based Promotions Themed,,,,,,4.99
,30397,,Olaf’s Summertime Fun,,,,,Brick Based Promotions Themed,,,,,,4.99
,30398,,Adventure Camp Bridge,,,,,Brick Based Promotions Themed,,,,,,4.99
,30399,,Amusement Park Bowling,,,,,Brick Based Promotions Themed,,,,,,4.99
,30421,,Skybound Plane,,,,,Brick Based Promotions Themed,,,,,,4.99
,30422,,Kai's Mini Dragon,,,,,Brick Based Promotions Themed,,,,,,4.99
,30423,,Anchor-Jet,,,,,Brick Based Promotions Themed,,,,,,4.99
,30424,,WU-CRU Training Dojo,,,,,Brick Based Promotions Themed,,,,,,4.99
,30446,,The Batmobile,,,,,Brick Based Promotions Themed,,,,,,4.99
,30447,,Captain America’s Motorcycle,,,,,Brick Based Promotions Themed,,,,,,4.99
,30448,,Spider-Man vs. The Venom Symbiote,,,,,Brick Based Promotions Themed,,,,,,4.99
,30471,,Helicopter,,,,,Brick Based Promotions Themed,,,,,,4.99
,30472,,Parrot,,,,,Brick Based Promotions Themed,,,,,,4.99
,30473,,Racer,,,,,Brick Based Promotions Themed,,,,,,4.99
,30474,,Reindeer,,,,,Brick Based Promotions Themed,,,,,,4.99
,30602,,SW Confidential,,,,,Brick Based Promotions Themed,,,,,,4.99
,30603,,Batman™ Classic TV Series - Mr. Freeze™,,,,,Brick Based Promotions Themed,,,,,,4.99
12/31/2016,21006,2/7/2011,The White House,0,B,0,B,LEGO® Architecture,37.19,Full Year,4643332,38%,3,59.99
12/31/2016,21013,6/1/2012,Big Ben,0,C,0,C,LEGO® Architecture,24.79,Full Year,4654646,38%,5,39.99
12/31/2018,21019,1/1/2014,The Eiffel Tower,0,B,0,B,LEGO® Architecture,27.89,Full Year,6024789,38%,3,44.99
12/31/2017,21020,8/1/2014,Trevi Fountain,0,C,0,C,LEGO® Architecture,37.19,Full Year,6061529,38%,3,59.99
12/31/2017,21022,1/1/2015,Lincoln Memorial,0,B,0,B,LEGO® Architecture,24.79,January,6101030,38%,4,39.99
12/31/2017,21023,5/1/2015,Flatiron Building,0,B,0,B,LEGO® Architecture,30.99,May,6101026,38%,3,49.99
12/31/2017,21024,9/1/2015,Louvre,0,B,0,,LEGO® Architecture,46.49,September,6101021,38%,3,74.99
,21026,,Venice,,,,,LEGO Architecture,,,,,,39.99
,21027,,Berlin,,,,,LEGO Architecture,,,,,,39.99
,21028,,New York City,,,,,LEGO Architecture,,,,,,74.99
,21029,,Buckingham Palace,,,,,LEGO Architecture,,,,,,69.99
,21030,,United States Capitol Building,,,,,LEGO Architecture,,,,,,129.99
,21031,,Burj Khalifa,,,,,LEGO Architecture,,,,,,49.99
12/31/2016,21108,6/1/2014,Ghostbusters™ Ecto-1,0,A,0,A,LEGO® Ideas,41.96,Full Year,6089500,30%,3,59.99
12/31/2016,21302,8/1/2015,The Big Bang Theory,0,B,0,,LEGO® Ideas,48.99,August,6125576,30%,3,69.99
12/31/2016,21303,9/1/2015,Wall-E,0,B,0,,LEGO® Ideas,41.98,September,6128859,30%,2,69.99
12/31/2016,21304,12/1/2015,Doctor Who,0,B,0,,LEGO® Ideas,48.99,December,6128861,30%,3,69.99
,21305,,Maze,,,,,LEGO Ideas,,,,,,89.99
,21306,,LEGO Ideas_2_2016,,,,,LEGO Ideas,,,,,,0
12/31/2016,21113,11/15/2014,The Cave,0,A,0,A,LEGO® Minecraft Creative Adventures,17.49,Full Year,6092417,30%,3,24.99
12/31/2016,21114,11/15/2014,The Farm,0,A,0,A,LEGO® Minecraft Creative Adventures,27.99,Full Year,6092426,30%,3,39.99
12/31/2016,21115,11/15/2014,The First Night,0,A,0,A,LEGO® Minecraft Creative Adventures,34.99,Full Year,6092460,30%,2,49.99
12/31/2016,21116,11/15/2014,Crafting Box,0,A,0,A,LEGO® Minecraft Creative Adventures,41.99,Full Year,6092464,30%,2,59.99
12/31/2016,21117,11/15/2014,The Ender Dragon,0,A,0,A,LEGO® Minecraft Creative Adventures,62.99,Full Year,6092467,30%,3,89.99
12/31/2016,21119,8/1/2015,The Dungeon,0,A,0,,LEGO® Minecraft Creative Adventures,17.49,August,6102219,30%,3,24.99
12/31/2016,21120,8/1/2015,The Snow Hideout,0,A,0,,LEGO® Minecraft Creative Adventures,31.49,August,6102223,30%,3,44.99
12/31/2016,21121,8/1/2015,The Desert Outpost,0,A,0,,LEGO® Minecraft Creative Adventures,52.49,August,6102226,30%,3,74.99
12/31/2016,21122,8/1/2015,The Nether Fortress,0,A,0,,LEGO® Minecraft Creative Adventures,69.99,August,6102229,30%,4,99.99
,21123,,The Iron Golem,,,,,Minecraft,,,,,,24.99
,21124,,The End Portal,,,,,Minecraft,,,,,,74.99
,21125,,The Jungle Tree House,,,,,Minecraft,,,,,,89.99
,21126,,The Wither,,,,,Minecraft,,,,,,49.99
,21127,,The Fortress,,,,,Minecraft,,,,,,139.99
,21128,,The Village,,,,,Minecraft,,,,,,249.99
12/31/2015,41015,8/1/2013,Dolphin Cruiser,0,C,0,C,LEGO® Friends,58.49,Full Year,6024551,35%,2,89.99
2/28/2015,70802,1/1/2014,Bad Cop's Pursuit,0,A,0,A,THE LEGO® MOVIE™,27.99,Spring Only,6061110,30%,3,39.99
12/31/2015,10518,6/1/2014,My First Construction Site,0,C,0,C,LEGO® DUPLO® Town,12.99,Full Year,6070175,35%,2,19.99
12/31/2015,10510,8/1/2013,Ripslinger's Air Race,0,C,0,C,LEGO® DUPLO® brand Disney Planes™,17.49,Full Year,6024866,30%,2,24.99
2/28/2015,70800,1/1/2014,Getaway Glider,0,A,0,A,THE LEGO® MOVIE™,11.19,Spring Only,6061106,30%,5,15.99
12/31/2015,10514,6/1/2013,Jake's Pirate Ship Bucky,0,C,0,C,LEGO® DUPLO® brand Disney Jake and the Never Land Pirates™,27.99,Full Year,6024859,30%,2,39.99
,8867,,Flexible Train Track,,,,,LEGO Functions,,,,,,29.99
12/31/2015,10568,8/1/2014,Knight Tournament,0,C,0,C,LEGO® DUPLO® Town,8.44,Full Year,6060869,35%,4,12.99
12/31/2018,10583,3/1/2015,Forest: Fishing Trip,0,C,0,C,LEGO® DUPLO® Town,18.59,March,6101240,38%,2,29.99
,71009,,"LEGO® Minifigures, The Simpsons™ Series",,,,,LEGO Minifigures,,,,,,3.99
,71008,,"LEGO® Minifigures, Series 13",,,,,LEGO Minifigures,,,,,,3.99
12/31/2015,30218,1/1/2015,LEGO® DUPLO® Snail,0,D,0,D,LEGO® Co-Promotion,2.47,January,6102300,38%,30,3.99
12/31/2015,30217,3/1/2015,LEGO® DUPLO® Forest,0,D,0,D,LEGO® Co-Promotion,2.47,March,6102298,38%,30,3.99
1/31/2015,6065103,9/1/2014,LEGO® Mixels Series 3 (4ea. of 41518-41520 & 3ea. of 41521-41526),0,,0,,LEGO® Mixels™,3.89,Spring Only,6065103,35%,1,5.99
3/31/2015,21109,8/1/2014,Exo Suit,0,C,0,C,LEGO® Ideas,27.86,Spring Only,6089502,38%,8,44.99
12/31/2015,30284,1/1/2015,Tractor,0,D,0,D,LEGO® Co-Promotion,3.09,January,6101946,38%,30,4.99
12/31/2015,30285,1/1/2015,Tiger,0,D,0,D,LEGO® Co-Promotion,3.09,January,6101948,38%,30,4.99
12/31/2015,30286,6/1/2015,Christmas Tree,0,F,0,,LEGO® Co-Promotion,3.09,June,6108407,38%,30,4.99
12/31/2015,30283,1/1/2015,Off-Road,0,D,0,D,LEGO® Co-Promotion,3.09,January,6101943,38%,30,4.99
12/31/2016,70413,3/1/2015,The Brick Bounty,0,A,0,A,LEGO® Pirates,74.39,March,6100662,38%,2,119.99
12/31/2016,21118,11/15/2014,The Mine,0,A,0,A,LEGO® Minecraft Creative Adventures,90.99,Full Year,6092470,30%,2,129.99
12/31/2016,70412,3/1/2015,Soldiers Fort,0,A,0,A,LEGO® Pirates,24.79,March,6100658,38%,4,39.99
12/31/2015,60003,1/1/2013,Fire Emergency,0,A,0,A,LEGO® City Fire,32.49,Full Year,6021712,35%,4,49.99
12/31/2015,60002,1/1/2013,Fire Truck,0,A,0,A,LEGO® City Fire,15.49,Full Year,6021708,38%,3,24.99
2/28/2015,60001,1/1/2013,Fire Chief Car,0,A,0,A,LEGO® City Fire,9.29,Jan/Feb Only,6021680,38%,5,14.99
12/31/2015,60007,1/1/2013,High Speed Chase,0,A,0,A,LEGO® City Police,25.99,Full Year,6021722,35%,3,39.99
,9846,,Ultrasonic Sensor,,,,,MINDSTORMS Education,,,,,,47.95
,9845,,Sound Sensor,,,,,MINDSTORMS Education,,,,,,41.95
12/31/2015,60004,1/1/2013,Fire Station,0,A,0,A,LEGO® City Fire,77.99,Full Year,6021715,35%,2,119.99
12/31/2015,5679,10/1/2014,Police Bike,0,C,0,C,LEGO® DUPLO® Town,8.44,Full Year,6111163,35%,8,12.99
7/31/2015,70147,8/1/2014,Sir Fangar’s Ice Fortress,0,D,0,D,LEGO® Legends of Chima™,58.49,Spring Only,6061491,35%,4,89.99
12/31/2015,70146,8/1/2014,Flying Phoenix Fire Temple,0,A,0,A,LEGO® Legends of Chima™,90.99,Full Year,6061488,35%,2,139.99
7/31/2015,70145,8/1/2014,Maula’s Ice Mammoth Stomper,0,A,0,A,LEGO® Legends of Chima™,71.49,Spring Only,6061486,35%,3,109.99
7/31/2015,70144,8/1/2014,Laval’s Fire Lion,0,A,0,A,LEGO® Legends of Chima™,38.99,Spring Only,6061484,35%,3,59.99
7/31/2015,70143,8/1/2014,Sir Fangar’s Saber-tooth Walker,0,A,0,A,LEGO® Legends of Chima™,32.49,Spring Only,6061482,35%,4,49.99
7/31/2015,70142,8/1/2014,Eris’ Fire Eagle Flyer,0,A,0,A,LEGO® Legends of Chima™,25.99,Spring Only,6061480,35%,3,39.99
7/31/2015,70141,8/1/2014,Vardy’s Ice Vulture Glider,0,A,0,A,LEGO® Legends of Chima™,16.24,Spring Only,6061475,35%,4,24.99
8/31/2015,6100813,5/1/2015,LEGO® Minifigures May Series (1Display of 6100804=60 Total Bags of 71009),0,,0,,LEGO® Minifigures™,2.79,May,6100813,30%,1,3.99
12/31/2015,6100817,9/1/2015,LEGO® Minifigures Series 14 (1Display of 6100806=60 Total Bags of 71010),0,,0,,LEGO® Minifigures™,2.47,September,6100817,38%,1,3.99
12/31/2015,75052,8/1/2014,Mos Eisley Cantina™,0,A,0,A,LEGO® Star Wars™,62.99,Full Year,6061145,30%,4,89.99
12/31/2015,75053,8/1/2014,The Ghost,0,A,0,A,LEGO® Star Wars™,76.99,Full Year,6061147,30%,2,109.99
12/31/2015,75050,8/1/2014,B-Wing™,0,A,0,A,LEGO® Star Wars™,41.99,Full Year,6061141,30%,3,59.99
12/31/2015,75051,8/1/2014,Jedi™ Scout Fighter,0,A,0,A,LEGO® Star Wars™,52.49,Full Year,6061143,30%,3,74.99
12/31/2015,75054,8/1/2014,AT-AT™,0,A,0,A,LEGO® Star Wars™,90.99,Full Year,6061437,30%,3,129.99
12/31/2015,75055,8/1/2014,Imperial Star Destroyer™,0,A,0,A,LEGO® Star Wars™,104.99,Full Year,6061439,30%,2,149.99
12/31/2015,70222,1/1/2015,Tormak’s Shadow Blazer,0,A,0,A,LEGO® Legends of Chima™,26.39,January,6099927,34%,3,39.99
7/31/2016,70223,1/1/2015,Icebite’s Claw Driller,0,A,0,A,LEGO® Legends of Chima™,39.59,January,6099925,34%,3,59.99
12/31/2018,10585,1/1/2015,Mom and Baby,0,C,0,C,LEGO® DUPLO® Town,8.05,January,6101259,38%,6,12.99
12/31/2015,30320,5/1/2015,PT IP B 2015 co pro,0,D,0,D,LEGO® Co-Promotion,3.49,May,6112775,30%,30,4.99
,41518,,GLOMP,,,,,Mixels,,,,,,5.99
,41519,,GLURT,,,,,Mixels,,,,,,5.99
7/31/2015,70808,1/1/2014,Super Cycle Chase,0,A,0,A,THE LEGO® MOVIE™,41.99,Spring Only,6061126,30%,3,59.99
12/31/2015,10567,1/1/2014,Toddler Build and Boat Fun,0,C,0,C,LEGO® DUPLO® My First,12.99,Full Year,6059060,35%,4,19.99
12/31/2015,10566,1/1/2014,Creative Picnic,0,C,0,C,LEGO® DUPLO® My First,19.49,Full Year,6059055,35%,2,29.99
12/31/2015,70803,1/1/2014,Cloud Cuckoo Palace,0,A,0,A,THE LEGO® MOVIE™,17.49,Full Year,6061112,30%,4,24.99
12/31/2015,10569,8/1/2014,Treasure Attack,0,C,0,C,LEGO® DUPLO® Town,19.49,Full Year,6060871,35%,2,29.99
7/31/2015,70801,1/1/2014,Melting Room,0,A,0,A,THE LEGO® MOVIE™,11.19,Spring Only,6061108,30%,6,15.99
2/28/2015,70806,1/1/2014,Castle Cavalry,0,A,0,A,THE LEGO® MOVIE™,27.99,Jan/Feb Only,6061118,30%,3,39.99
12/31/2015,70807,1/1/2014,MetalBeard's Duel,0,A,0,A,THE LEGO® MOVIE™,31.49,Full Year,6061122,30%,4,44.99
2/28/2015,70804,1/1/2014,Ice Cream Machine,0,A,0,A,THE LEGO® MOVIE™,27.99,Jan/Feb Only,6061114,30%,3,39.99
2/28/2015,70805,1/1/2014,Trash Chomper,0,A,0,A,THE LEGO® MOVIE™,27.99,Jan/Feb Only,6061116,30%,3,39.99
12/31/2015,76019,6/1/2014,Starblaster Showdown,0,A,0,A,LEGO® Super Heroes,17.49,Full Year,6062400,30%,4,24.99
12/31/2015,76018,3/1/2014,Hulk Lab Smash,0,A,0,A,LEGO® Super Heroes,41.99,Full Year,6062398,30%,3,59.99
12/31/2015,76013,3/1/2014,Batman™: The Joker Steam Roller,0,A,0,A,LEGO® Super Heroes,41.99,Full Year,6062357,30%,2,59.99
12/31/2015,76012,1/1/2014,Batman™: The Riddler Chase,0,A,0,A,LEGO® Super Heroes,27.99,Full Year,6062354,30%,3,39.99
12/31/2015,76011,1/1/2014,Batman™: Man-Bat Attack,0,A,0,A,LEGO® Super Heroes,17.49,Full Year,6062351,30%,3,24.99
12/31/2015,76010,3/1/2014,Batman™: The Penguin Face Off,0,A,0,A,LEGO® Super Heroes,11.19,Full Year,6062255,30%,5,15.99
12/31/2015,76017,3/1/2014,Captain America vs. Hydra,0,A,0,A,LEGO® Super Heroes,17.49,Full Year,6062395,30%,3,24.99
12/31/2015,76016,3/1/2014,Spider-Helicopter Rescue,0,A,0,A,LEGO® Super Heroes,38.49,Full Year,6062393,30%,4,54.99
12/31/2015,76015,3/1/2014,Doc Ock Truck Heist,0,A,0,A,LEGO® Super Heroes,17.49,Full Year,6062361,30%,3,24.99
12/31/2015,76014,3/1/2014,Spider-Trike vs. Electro,0,A,0,A,LEGO® Super Heroes,11.19,Full Year,6062359,30%,5,15.99
2/28/2015,79005,6/1/2013,The Wizard Battle,0,A,0,A,LEGO® The Hobbit™ and The Lord of the Rings™,11.19,Jan/Feb Only,6025201,30%,6,15.99
2/28/2015,79007,6/1/2013,Battle at the Black Gate,0,A,0,A,LEGO® The Hobbit™ and The Lord of the Rings™,52.49,Jan/Feb Only,6025205,30%,3,74.99
2/28/2015,79006,6/1/2013,The Council of Elrond,0,A,0,A,LEGO® The Hobbit™ and The Lord of the Rings™,24.49,Jan/Feb Only,6025203,30%,3,34.99
2/28/2015,79008,6/1/2013,Pirate Ship Ambush,0,A,0,A,LEGO® The Hobbit™ and The Lord of the Rings™,90.99,Jan/Feb Only,6025207,30%,3,129.99
12/31/2015,30259,3/1/2015,Azari’s Magic Fire,0,D,0,D,LEGO® Co-Promotion,3.09,March,6102180,38%,30,4.99
12/31/2015,30256,1/1/2015,Ice Bear Mech,0,D,0,D,LEGO® Co-Promotion,3.09,January,6101940,38%,30,4.99
12/31/2015,60046,1/1/2014,Helicopter Surveillance,0,A,0,A,LEGO® City Police,58.49,Full Year,6059047,35%,3,89.99
12/31/2015,60043,1/1/2014,Prisoner Transporter,0,A,0,A,LEGO® City Police,18.59,Full Year,6059008,38%,3,29.99
12/31/2015,60042,1/1/2014,High Speed Police Chase,0,A,0,A,LEGO® City Police,15.49,Full Year,6059005,38%,5,24.99
12/31/2015,60041,1/1/2014,Crook Pursuit,0,C,0,C,LEGO® City Police,5.57,Full Year,6059003,38%,8,8.99
12/31/2015,60049,1/1/2014,Helicopter Transporter,0,D,0,D,LEGO® City Police,34.09,Full Year,6059056,38%,3,54.99
12/31/2015,60048,1/1/2014,Police Dog Unit,0,D,0,D,LEGO® City Police,24.79,Full Year,6059053,38%,3,39.99
2/28/2015,70404,8/1/2013,King's Castle,0,C,0,C,LEGO® Kingdoms,80.59,Jan/Feb Only,6024778,38%,2,129.99
12/31/2015,75097,9/1/2015,LEGO® Star Wars™ Advent Calendar,0,F,0,,LEGO® Star Wars™,34.99,September,6102259,30%,3,49.99
12/31/2016,75090,2/9/2015,Ezra’s Speeder Bike™,0,A,0,A,LEGO® Star Wars™,17.49,Full Year,6131928,30%,6,24.99
2/28/2015,70400,8/1/2013,Forest Ambush,0,A,0,A,LEGO® Kingdoms,9.29,Jan/Feb Only,6024762,38%,5,14.99
2/28/2015,70401,8/1/2013,Gold Getaway,0,A,0,A,LEGO® Kingdoms,15.49,Jan/Feb Only,6024766,38%,3,24.99
12/31/2015,10665,3/1/2014,Spider-Man™: Spider-Car Pursuit,0,A,0,A,LEGO® Juniors,9.09,Full Year,6061871,30%,5,12.99
12/31/2015,31017,1/1/2014,Sunset Speeder,0,A,0,A,LEGO® Creator,9.91,Full Year,6060876,38%,8,15.99
2/28/2015,70505,1/1/2013,Temple of Light,0,A,0,A,LEGO® Ninjago,58.49,Jan/Feb Only,6024742,35%,3,89.99
12/31/2016,10668,3/1/2014,The Princess Play Castle,0,B,0,B,LEGO® Juniors,11.69,Full Year,6061879,35%,4,17.99
12/31/2015,10669,8/1/2014,Turtle Lair,0,A,0,A,LEGO® Juniors,17.49,Full Year,6061881,30%,4,24.99
2/28/2015,70500,1/1/2013,Kai's Fire Mech,0,A,0,A,LEGO® Ninjago,8.05,Jan/Feb Only,6024732,38%,6,12.99
12/31/2015,10527,1/1/2014,Ambulance,0,C,0,C,LEGO® DUPLO® Town,11.69,Full Year,6061847,35%,4,17.99
12/31/2015,10526,8/1/2014,Peter Pan's Visit,0,C,0,C,LEGO® DUPLO® brand Disney Jake and the Never Land Pirates™,20.99,Full Year,6061834,30%,2,29.99
12/31/2016,10522,1/1/2014,Farm animals,0,C,0,C,LEGO® DUPLO® Town,8.44,Full Year,6061841,35%,4,12.99
12/31/2015,10521,1/1/2014,Baby Calf,0,C,0,C,LEGO® DUPLO® Town,5.84,Full Year,6061838,35%,6,8.99
12/31/2015,10529,1/1/2014,Truck,0,C,0,C,LEGO® DUPLO® Town,11.69,Full Year,6061851,35%,4,17.99
12/31/2015,10528,8/1/2014,School Bus,0,C,0,C,LEGO® DUPLO® Town,12.99,Full Year,6061849,35%,2,19.99
12/31/2015,41091,1/1/2015,Mia’s Roadster,0,A,0,A,LEGO® Friends,11.15,January,6099641,38%,8,17.99
12/31/2015,41090,1/1/2015,Olivia’s Garden Pool,0,A,0,C,LEGO® Friends,8.05,January,6099638,38%,5,12.99
12/31/2015,41092,1/1/2015,Stephanie’s Pizzeria,0,A,0,A,LEGO® Friends,8.05,January,6099645,38%,5,12.99
7/31/2016,41098,8/1/2015,Emma’s Tourist Kiosk,0,C,0,,LEGO® Friends,8.05,August,6099660,38%,5,12.99
7/31/2015,75028,3/1/2014,Clone Turbo Tank™,0,A,0,A,LEGO® Star Wars™,9.09,Spring Only,6060897,30%,5,12.99
12/31/2015,10554,1/1/2013,Toddler Build and Pull Along,0,C,0,C,LEGO® DUPLO® My First,9.74,Full Year,6024781,35%,4,14.99
12/31/2015,10552,6/1/2014,Creative Cars,0,C,0,C,LEGO® DUPLO® My First,12.99,Full Year,6070182,35%,2,19.99
,71010,,"LEGO® Minifigures, Series 14: Monsters",,,,,LEGO Minifigures,,,,,,3.99
12/31/2016,75920,5/1/2015,Raptor Escape,0,C,0,C,LEGO® Jurassic World™,34.99,May,6103355,30%,4,49.99
,41529,,Nurp-Naut,,,,,Mixels,,,,,,5.99
12/31/2015,10237,7/1/2013,The Tower of Orthanc,0,C,0,C,LEGO® The Hobbit™ and The Lord of the Rings™,174.99,Full Year,6025198,30%,2,249.00
,41521,,FOOTI,,,,,Mixels,,,,,,5.99
,41520,,TORTS,,,,,Mixels,,,,,,5.99
,41523,,HOOGI,,,,,Mixels,,,,,,5.99
,41522,,SCORPI,,,,,Mixels,,,,,,5.99
,41525,,MAGNIFO,,,,,Mixels,,,,,,5.99
,41524,,MESMO,,,,,Mixels,,,,,,5.99
,41527,,Rokit,,,,,Mixels,,,,,,5.99
,41526,,WIZWUZ,,,,,Mixels,,,,,,5.99
12/31/2015,79120,4/1/2014,T-Rawket Sky Strike,0,A,0,A,LEGO® Teenage Mutant Ninja Turtles™,31.49,Full Year,6062124,30%,3,44.99
12/31/2015,79121,4/1/2014,Turtle Sub Undersea Chase,0,A,0,A,LEGO® Teenage Mutant Ninja Turtles™,52.49,Full Year,6062127,30%,3,74.99
2/28/2015,9449,8/1/2012,Ultra Sonic Raider,0,A,0,A,LEGO® Ninjago,64.99,Jan/Feb Only,4653094,35%,3,99.99
12/31/2015,70817,1/1/2015,Batman™ & Super Angry Kitty Attack,0,A,0,A,THE LEGO® MOVIE™,9.09,January,6107681,30%,5,12.99
12/31/2015,60088,3/1/2015,Fire Starter Set,0,A,0,A,LEGO® City Fire,8.05,March,6100278,38%,5,12.99
12/31/2015,60083,1/1/2015,Snowplow Truck,0,A,0,A,LEGO® City Great Vehicles,15.49,January,6100284,38%,3,24.99
12/31/2016,60082,1/1/2015,Dune Buggy Trailer,0,A,0,A,LEGO® City Great Vehicles,15.49,January,6100282,38%,3,24.99
12/31/2016,60086,3/1/2015,LEGO® City Starter Set,0,A,0,A,LEGO® City Town,24.79,March,6100342,38%,4,39.99
12/31/2015,42021,8/1/2014,Snowmobile,0,A,0,A,LEGO® Technic,15.49,Full Year,6061166,38%,5,24.99
12/31/2015,42020,8/1/2014,Twin-rotor Helicopter,0,A,0,A,LEGO® Technic,9.29,Full Year,6061164,38%,6,14.99
12/31/2015,42023,8/1/2014,Construction Crew,0,C,0,C,LEGO® Technic,55.79,Full Year,6061170,38%,3,89.99
12/31/2015,42022,8/1/2014,Hot Rod,0,A,0,A,LEGO® Technic,30.99,Full Year,6061168,38%,3,49.99
12/31/2015,42025,8/1/2014,Cargo Plane,0,C,0,C,LEGO® Technic,99.19,Full Year,6061174,38%,2,159.99
12/31/2015,42024,8/1/2014,Container Truck,0,C,0,C,LEGO® Technic,61.99,Full Year,6061172,38%,2,99.99
12/31/2015,42027,8/1/2014,Desert Racer,0,A,0,A,LEGO® Technic,15.49,Full Year,6061178,38%,6,24.99
12/31/2015,42026,8/1/2014,Black Champion Racer,0,C,0,C,LEGO® Technic,15.49,Full Year,6061176,38%,5,24.99
12/31/2015,42029,8/1/2014,Customized Pick up Truck,0,C,0,C,LEGO® Technic,74.39,Full Year,6061182,38%,2,119.99
