SKU,BRAND,NAME,PRODUCT CODE,PRICE,AVAILABILITY,CAT LONG,URL
05092815482428,Fender,Eric Clapton Stratocaster - MN - Pewter,117602843,1506.00,0,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=05092815482428
08101315222329,Fender,Eric Clapton Stratocaster - MN - Torino Red ,117602858,1506.00,0,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=08101315222329
03121115365718,Fender,Stevie Ray Vaughan Stratocaster - RW - 3-Color Sunburst ,109200800,1583.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=03121115365718
09011214382238,Fender,Ritchie Blackmore Strat - Olympic White,139010305,997.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=09011214382238
14052616500938,Fender,James Burton Tele Red Paisley Flames,108602887,1621.00,0,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=14052616500938
13011517024032,Fender,"Richie Kotzen Telecaster®, Maple Fingerboard, Brown Sunburst",255202532,1515.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=13011517024032
10061112255138,Fender,Jim Adkins JA-90 Telecaster Crimson Red Transparent,262350538,584.00,1,Guitars - Electric - Semi Acoustic,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=10061112255138
13122413432832,Fender,"Jim Root Jazzmaster®, Ebony Fingerboard, Flat Black",115300706,1266.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=13122413432832
12081715324388,Fender,"American Vintage '52 Telecaster® Left-Handed, Maple Fingerboard, Butterscotch Blonde",110222850,1314.00,1,Guitars - Electric - LH,http://www.guitarguitar.co.uk/left_guitars_detail.asp?stock=12081715324388
12031010451132,Fender,"American Standard Stratocaster, RN, Black",113000706,1112.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=12031010451132
12031011000632,Fender,"American Standard Stratocaster, RN, Sienna Sunburst",113000747,1160.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=12031011000632
12031012563158,Fender,"American Standard Stratocaster, Left Handed, MN, Black",113022706,1160.00,1,Guitars - Electric - LH,http://www.guitarguitar.co.uk/left_guitars_detail.asp?stock=12031012563158
14121914051758,Fender,"American Standard Stratocaster® HSS Shawbucker™, Maple Fingerboard, Black",113112706,1112.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=14121914051758
14121914055158,Fender,"American Standard Stratocaster® HSS Shawbucker™, Maple Fingerboard, Sienna Sunburst",113112747,1160.00,1,Guitars - Electric - Solid Body,http://www.guitarguitar.co.uk/electric_guitars_detail.asp?stock=14121914055158
04052614385618,Fender,Aerodyne J-Bass - RW - Black ,254505506,853.00,1,Guitars - Bass - 4 String SB,http://www.guitarguitar.co.uk/bass_guitars_detail.asp?stock=04052614385618
