sku,identifier,name,category,price
31006,6024493,Highway Speedster,LEGO Creator,14.99
31007,6024509,Power Mech,LEGO Creator,14.99
31008,6024512,Thunder Wings,LEGO Creator,14.99
31009,6024452,Small Cottage,LEGO Creator,19.99
31010,,Treehouse,LEGO Creator,24.99
31011,6024514,Aviation Adventures,LEGO Creator,49.99
31012,6024465,Family House,LEGO Creator,59.99
31013,6060851,Red Thunder,LEGO Creator,4.99
31014,,Power Digger,LEGO Creator,4.99
31015,,Emerald Express,LEGO Creator,4.99
31017,,Sunset Speeder,LEGO Creator,9.99
31018,,Highway Cruiser,LEGO Creator,9.99
31019,,Forest Animals,LEGO Creator,17.99
31020,,Twinblade Adventures,LEGO Creator,12.99
31021,,Furry Creatures,LEGO Creator,17.99
31022,,Turbo Quad,LEGO Creator,17.99
31023,,Yellow Racers,LEGO Creator,19.99
31024,,Roaring Power,LEGO Creator,19.99
31025,,Mountain Hut,LEGO Creator,34.99
31026,,Bike Shop & Café,LEGO Creator,64.99
31030,,Red Go-Kart,LEGO Creator,9.99
41000,6024543,Water Scooter Fun,LEGO Friends,4.99
41001,6024546,Mia's Magic Tricks,LEGO Friends,9.99
41002,6024564,Emma's Karate Class,LEGO Friends,9.99
41003,6024519,Olivia's Newborn Foal,LEGO Friends,9.99
41004,6024522,Rehearsal Stage,LEGO Friends,17.99
41005,6024532,Heartlake High,LEGO Friends,49.99
41006,6024526,Downtown Bakery,LEGO Friends,24.99
41007,6024560,Heartlake Pet Salon,LEGO Friends,29.99
41008,6024534,Heartlake City Pool,LEGO Friends,39.99
41009,6024515,Andrea’s Bedroom,LEGO Friends,9.99
41010,6024506,Olivia’s Beach Buggy,LEGO Friends,9.99
41011,6024562,Stephanie's Soccer Practice,LEGO Friends,9.99
41013,6024536,Emma’s Sports Car,LEGO Friends,12.99
41015,,Dolphin Cruiser,LEGO Friends,59.99
41016,6024539,LEGO® Friends Advent Calendar,LEGO Friends,19.99
41026,,Sunshine Harvest,LEGO Friends,17.99
41027,6059295,Mia's Lemonade Stand,LEGO Friends,9.99
41028,,Emma's Lifeguard Post,LEGO Friends,9.99
41029,6059300,Stephanie's New Born Lamb,LEGO Friends,9.99
41030,,Olivia’s Ice Cream Bike,LEGO Friends,9.99
41031,6061766,Andrea’s Mountain Hut,LEGO Friends,9.99
41032,,First Aid Jungle Bike,LEGO Friends,12.99
41033,,Jungle Falls Rescue,LEGO Friends,17.99
41034,,Summer Caravan,LEGO Friends,19.99
41035,,Heartlake Juice Bar,LEGO Friends,24.99
41036,,Jungle Bridge Rescue,LEGO Friends,24.99
41037,,Stephanie's Beach House,LEGO Friends,39.99
41038,,Jungle Rescue Base,LEGO Friends,44.99
41039,,Sunshine Ranch,LEGO Friends,59.99
41040,6061796,LEGO® Friends Advent Calendar,LEGO Friends,19.99
41041,6061926,Turtle's Little Paradise,LEGO Friends,3.00
41042,6061932,Tiger's Beautiful Temple,LEGO Friends,3.00
41043,6061935,Penguin's Playground,LEGO Friends,3.00
41044,6061939,Macaw's  Fountain,LEGO Friends,3.00
41045,6061944,Orangutan's Banana Tree,LEGO Friends,3.00
41046,6061947,Brown Bear's River,LEGO Friends,3.00
41047,6061912,Seal’s Little Rock,LEGO Friends,3.00
41048,6061916,Lion Cub’s Savanna,LEGO Friends,3.00
41049,6061922,Panda’s Bamboo,LEGO Friends,3.00
41050,6061725,Ariel's Amazing Treasures,Disney Princess,11.99
41051,6061730,Merida's Highland Games,Disney Princess,17.99
41052,,Ariel's Magical Kiss,Disney Princess,24.99
41053,,Cinderella's Dream Carriage,Disney Princess,24.99
41054,,Rapunzel's Creativity Tower,Disney Princess,34.99
41056,,Heartlake News Van,LEGO Friends,19.99
41057,,Heartlake Horse Show,LEGO Friends,34.99
41058,,Heartlake Shopping Mall,LEGO Friends,79.99
41059,,Jungle Tree Sanctuary,LEGO Friends,24.99
41060,,Sleeping Beauty�s Royal Bedroom,Disney Princess,11.99
41071,,Aira's Creative Workshop,Elves,9.99
41072,,Naida�s Spa Secret,Elves,17.99
41074,,Azari and the Magical Bakery,Elves,24.99
41076,,Farran and the Crystal Hollow,Elves,12.99
41085,,Vet Clinic,LEGO Friends,17.99
41086,,Vet Ambulance,LEGO Friends,9.99
41087,,Bunny & Babies,LEGO Friends,3.99
41088,,Puppy Training,LEGO Friends,3.99
41089,,Little Foal,LEGO Friends,3.99
41090,,Olivia�s Garden Pool,LEGO Friends,9.99
41091,,Mia�s Roadster,LEGO Friends,12.99
41092,,Stephanie�s Pizzeria,LEGO Friends,9.99
41500,6060980,FLAIN,Mixels,3.00
41501,6060982,VULK,Mixels,3.00
41502,6060984,ZORCH,Mixels,3.00
41503,6060986,KRADER,Mixels,3.00
41504,6060988,SEISMO,Mixels,3.00
41505,6060990,SHUFF,Mixels,3.00
41506,6060992,TESLO,Mixels,3.00
41507,6061016,ZAPTOR,Mixels,3.00
41508,6061019,VOLECTRO,Mixels,3.00
41509,6061022,SLUMBO,Mixels,3.00
41510,6061026,LUNK,Mixels,3.00
41511,6061028,FLURR,Mixels,3.00
41512,6061030,CHOMLY,Mixels,3.00
41513,6061033,GOBBA,Mixels,3.00
41514,6061035,JAWG,Mixels,3.00
41515,6061037,KRAW,Mixels,3.00
41516,6061040,TENTRO,Mixels,3.00
41517,6061043,BALK,Mixels,3.00
41518,6061045,GLOMP,Mixels,3.00
41519,6061053,GLURT,Mixels,3.00
41520,6061056,TORTS,Mixels,3.00
41521,6062068,FOOTI,Mixels,3.00
41522,6062072,SCORPI,Mixels,3.00
41523,6062076,HOOGI,Mixels,3.00
41524,6062080,MESMO,Mixels,3.00
41525,6062082,MAGNIFO,Mixels,3.00
41526,6062084,WIZWUZ,Mixels,3.00
41527,,Rokit,Mixels,3
41528,,Niksput,Mixels,3
41529,,Nurp-Naut,Mixels,3
41530,,Meltus,Mixels,3
41531,,Flamzer,Mixels,3
41532,,Burnard,Mixels,3
41533,,Globert,Mixels,3
41534,,Vampos,Mixels,3
41535,,Boogly,Mixels,3
42000,6024750,Grand Prix Racer,Technic,79.99
42001,6024752,Mini Off-Roader,Technic,7.99
42002,6024754,Hovercraft,Technic,12.99
42004,6024756,Mini Backhoe Loader,Technic,17.99
42005,6023341,Monster Truck,Technic,34.99
42006,6025047,Excavator,Technic,49.99
42007,6025212,Moto Cross Bike,Technic,24.99
42008,,Service Truck,Technic,99.99
42009,,Mobile Crane MK II,Technic,149.99
42010,6025225,Off-road Racer,Technic,14.99
42011,6025228,Race Car,Technic,14.99
42020,,Twin-rotor Helicopter,Technic,7.99
42021,,Snowmobile,Technic,14.99
42022,,Hot Rod,Technic,29.99
42023,,Construction Crew,Technic,49.99
42024,,Container Truck,Technic,59.99
42025,,Cargo Plane,Technic,109.99
42026,,Black Champion Racer,Technic,17.99
42027,,Desert Racer,Technic,17.99
42028,,Bulldozer,Technic,34.99
42029,,Customized Pick up Truck,Technic,69.99
44000,6025116,FURNO XL,Hero Factory,14.99
44001,6025133,PYROX,Hero Factory,9.99
44002,6025156,ROCKA,Hero Factory,7.99
44003,6025152,SCAROX,Hero Factory,7.99
44004,6025145,BULK,Hero Factory,7.99
44005,6025131,BRUIZER,Hero Factory,9.99
44006,6025141,BREEZ,Hero Factory,7.99
44007,6025129,OGRUM,Hero Factory,9.99
44008,6025127,SURGE,Hero Factory,9.99
44009,6025114,DRAGON BOLT,Hero Factory,17.99
44010,6025125,STORMER,Hero Factory,9.99
44011,6025123,FROST BEAST,Hero Factory,9.99
44012,6025137,EVO,Hero Factory,7.99
44013,6025135,AQUAGON,Hero Factory,7.99
44014,6025111,JET ROCKA,Hero Factory,24.99
44015,6058903,EVO Walker,Hero Factory,8.99
44016,6058906,JAW Beast vs. STORMER,Hero Factory,8.99
44017,6058909,STORMER Freeze Machine,Hero Factory,12.99
44018,6058913,FURNO Jet Machine,Hero Factory,12.99
44019,6058916,ROCKA Stealth Machine,Hero Factory,12.99
44020,6058920,FLYER Beast vs. BREEZ,Hero Factory,12.99
44021,6058988,SPLITTER Beast vs. FURNO & EVO,Hero Factory,17.99
44022,6058991,EVO XL Machine,Hero Factory,19.99
44023,6058923,ROCKA Crawler,Hero Factory,8.99
44024,6058926,TUNNELER Beast vs. SURGE,Hero Factory,8.99
44025,6058928,BULK Drill Machine,Hero Factory,12.99
44026,6058931,CRYSTAL Beast vs. BULK,Hero Factory,12.99
44027,6058933,BREEZ Flea Machine,Hero Factory,12.99
44028,6058994,SURGE & ROCKA Combat Machine,Hero Factory,24.99
44029,6059000,"QUEEN Beast vs. FURNO, EVO & STORMER",Hero Factory,34.99
50003,6024936,Batman[TM],LEGO Games,19.99
50004,6024944,Story Mixer,LEGO Games,19.99
50006,6024931,Legends of Chima,LEGO Games,14.99
60000,6021696,Fire Motorcycle,City Fire,4.99
60001,6021676,Fire Chief Car,City Fire,7.99
60002,,Fire Truck,City Fire,14.99
60003,,Fire Emergency,City Fire,24.99
60004,,Fire Station,City Fire,69.99
60005,6021717,Fire Boat,City Fire,24.99
60006,6021698,Police ATV,City Police,4.99
60007,,High Speed Chase,City Police,19.99
60008,6021723,Museum Break-in,City Police,49.99
60009,6024991,Helicopter Arrest,City Police,39.99
60010,6021719,Fire Helicopter,City Fire,29.99
60011,,Surfer Rescue,City Coast Guard,4.99
60012,,4x4 & Diving Boat,City Coast Guard,9.99
60013,6024984,Coast Guard Helicopter,City Coast Guard,24.99
60014,,Coast Guard Patrol,City Coast Guard,59.99
60015,6024988,Coast Guard Plane,City Coast Guard,34.99
60016,6021700,Tanker Truck,City Town,17.99
60017,6021681,Flatbed Truck,City Town,17.99
60018,6021693,Cement Mixer,City Town,17.99
60019,6024965,Stunt Plane,City Airport,9.99
60020,6024971,Cargo Truck,City Airport,24.99
60021,6024976,Cargo Heliplane,City Airport,34.99
60022,6024977,Cargo Terminal,City Airport,69.99
60023,6024997,LEGO® City Starter Set,City Town,19.99
60024,6024999,LEGO® City Advent Calendar,City Town,19.99
60025,6025046,Grand Prix Truck,City Town,24.99
60026,6025050,Town Square,City Town,79.99
60027,6024995,Monster Truck Transporter,City Town,24.99
60032,,Arctic Snowmobile,City Arctic,4.99
60033,,Arctic Ice Crawler,City Arctic,9.99
60034,,Arctic Helicrane,City Arctic,24.99
60035,,Arctic Outpost,City Arctic,34.99
60036,,Arctic Base Camp,City Arctic,69.99
60041,,Crook Pursuit,City Police,4.99
60042,,High Speed Police Chase,City Police,12.99
60043,,Prisoner Transporter,City Police,17.99
60045,6059042,Police Patrol,City Police,39.99
60046,,Helicopter Surveillance,City Police,49.99
60048,,Police Dog Unit,City Police,24.99
60049,,Helicopter Transporter,City Police,34.99
60053,,Race Car,City Great Vehicles,7.99
60054,6056697,Light Repair Truck,City Great Vehicles,7.99
60055,,Monster Truck,City Great Vehicles,7.99
60056,6056701,Tow Truck,City Great Vehicles,17.99
60057,,Camper Van,City Great Vehicles,17.99
60058,6059062,SUV with Watercraft,City Great Vehicles,17.99
60059,6059064,Logging Truck,City Great Vehicles,17.99
60060,,Auto Transporter,City Great Vehicles,24.99
60061,6059141,Airport Fire Truck,City Great Vehicles,24.99
60062,,Arctic Icebreaker,City Arctic,79.99
60063,6059273,LEGO® City Advent Calendar,City Town,19.99
60064,6059178,Arctic Supply Plane,City Arctic,49.99
60065,,ATV Patrol,City Police,4.99
60066,,Swamp Police Starter Set,City Police,8.99
60068,,Crooks� Hideout,City Police,39.99
60070,,Water Plane Chase,City Police,24.99
60075,,Excavator and Truck,City Demolition,34.99
60082,,Dune Buggy Trailer,City Great Vehicles,17.99
60083,,Snowplow Truck,City Great Vehicles,17.99
60086,,LEGO� City Starter Set,City Town,19.99
60088,,Fire Starter Set,City Fire,8.99
66448,6040004,City Value Pack,City Fire,24.99
66476,6079527,City Value Pack,City Police,24.99
66478,6079521,Friends Value Pack,LEGO Friends,29.99
66479,6079526,Star Wars Value Pack,Star Wars TM,82.99
66493,6092817,CITY Train Value Pack,City Trains,169.99
66521,,City Value Pack,City Demolition,79.99
70000,6024405,Razcal’s Glider,Chima,7.99
70001,6024407,Crawley’s Claw Ripper,Chima,12.99
70002,6024409,Lennox' Lion Attack,Chima,17.99
70003,6024411,Eris’ Eagle Interceptor,Chima,29.99
70004,6024415,Wakz' Pack Tracker,Chima,29.99
70005,6024421,Laval’s Royal Fighter,Chima,39.99
70006,6024426,Cragger’s Command Ship,Chima,69.99
70007,6024436,Eglor's Twin Bike,Chima,19.99
70008,6024453,Gorzan's Gorilla Striker,Chima,49.99
70009,6024458,Worriz' Combat Lair,Chima,59.99
70010,6024462,The Lion CHI Temple,Chima,99.99
70011,6024467,Eagles’ Castle,Chima,34.99
70012,6024473,Razar’s CHI Raider,Chima,39.99
70013,6024478,Equila’s Ultra Striker,Chima,39.99
70014,6024498,The Croc Swamp Hideout,Chima,69.99
70100,6024556,Ring of Fire,Chima,9.99
70101,6024558,Target Practice,Chima,9.99
70102,6024566,CHI Waterfall,Chima,9.99
70103,6024569,Boulder Bowling,Chima,9.99
70104,6024572,Jungle Gates,Chima,9.99
70105,6024576,Nest Dive,Chima,9.99
70106,6024579,Ice Tower,Chima,9.99
70107,6024600,Skunk Attack,Chima,9.99
70108,6024606,Royal Roost,Chima,9.99
70109,6024608,Whirling Vines,Chima,9.99
70110,6024610,Tower Target,Chima,9.99
70111,6024612,Swamp Jump,Chima,9.99
70112,6024614,Croc Chomp,Chima,9.99
70113,6024616,CHI Battles,Chima,14.99
70114,6024625,Sky Joust,Chima,14.99
70115,6024627,Ultimate Speedor Tournament,Chima,19.99
70123,6061773,Lion Legend Beast,Chima,7.99
70124,6061780,Eagle Legend Beast,Chima,7.99
70125,6061784,Gorilla Legend Beast,Chima,7.99
70126,6061790,Crocodile Legend Beast,Chima,7.99
70127,6061792,Wolf Legend Beast,Chima,7.99
70128,6061450,Braptor’s Wing Striker,Chima,12.99
70129,6061452,Lavertus’ Twin Blade,Chima,17.99
70130,6061454,Sparratus’ Spider Stalker,Chima,17.99
70131,6061457,Rogon’s Rock Flinger,Chima,24.99
70132,6061459,Scorm’s Scorpion Stinger,Chima,34.99
70133,6061462,Spinlyn’s Cavern,Chima,34.99
70134,6061464,Lavertus’ Outland Base,Chima,49.99
70135,,Cragger’s Fire Striker,Chima,34.99
70136,6061712,Banana Bash,Chima,9.99
70137,6061714,Bat Strike,Chima,9.99
70138,6061718,Web Dash,Chima,9.99
70139,6061721,Sky Launch,Chima,9.99
70140,6061726,Stinger Duel,Chima,14.99
70141,,Vardy’s Ice Vulture Glider,Chima,17.99
70142,,Eris’ Fire Eagle Flyer,Chima,24.99
70143,,Sir Fangar’s Saber-tooth Walker,Chima,34.99
70144,,Laval’s Fire Lion,Chima,39.99
70145,,Maula’s Ice Mammoth Stomper,Chima,69.99
70146,,Flying Phoenix Fire Temple,Chima,89.99
70147,,Sir Fangar’s Ice Fortress,Chima,59.99
70149,6061731,Scorching Blades,Chima,9.99
70150,6061739,Flaming Claws,Chima,9.99
70151,6061744,Frozen Spikes,Chima,9.99
70155,6061760,Inferno Pit,Chima,9.99
70156,6061762,Fire vs. Ice,Chima,14.99
70160,,Riverside Raid,Agents,9.99
70161,,Tremor Track Infiltration,Agents,17.99
70162,,Infearno Interception,Agents,24.99
70163,,Toxikita's Toxic Meltdown,Agents,34.99
70164,,Hurricane Heist,Agents,49.99
70165,,Ultra Agents Mission HQ,Agents,79.99
70166,,Spyclops Infiltration,Agents,9.99
70167,,Invizable Gold Getaway,Agents,17.99
70168,,Drillex Diamond Job,Agents,24.99
70169,,Agent Stealth Patrol,Agents,39.99
70170,,UltraCopter vs. AntiMatter,Agents,59.99
70200,6025184,CHI Laval,LOC Constraction,10.99
70201,6025179,CHI Eris,LOC Constraction,10.99
70202,6025174,CHI Gorzan,LOC Constraction,10.99
70203,6025171,CHI Cragger,LOC Constraction,10.99
70204,6025169,CHI Worriz,LOC Constraction,10.99
70205,6025163,CHI Razar,LOC Constraction,10.99
70206,6058951,CHI Laval,LOC Constraction,12.99
70207,6058954,CHI Cragger,LOC Constraction,12.99
70208,6058957,CHI Panthar,LOC Constraction,12.99
70209,6058959,CHI Mungus,LOC Constraction,12.99
70210,6058976,CHI Vardy,LOC Constraction,12.99
70211,6058980,CHI Fluminox,LOC Constraction,17.99
70212,6058984,CHI Sir Fangar,LOC Constraction,17.99
70220,,Strainor�s Saber Cycle,Chima,12.99
70221,,Flinx�s Ultimate Phoenix,Chima,17.99
70222,,Tormak�s Shadow Blazer,Chima,29.99
70223,,Icebite�s Claw Driller,Chima,39.99
70224,,Tiger�s Mobile Command,Chima,59.99
70225,,Bladvic�s Rumble Bear,Chima,34.99
70226,,Mammoth�s Frozen Stronghold,Chima,49.99
70227,,King Crominus� Rescue,Chima,69.99
70228,,Vultrix�s Sky Scavenger,Chima,34.99
70229,,Lion Tribe Pack,Chima,7.99
70230,,Ice Bear Tribe Pack,Chima,7.99
70231,,Crocodile Tribe Pack,Chima,7.99
70232,,Saber-tooth Tiger Tribe Pack,Chima,7.99
70400,6024761,Forest Ambush,Castle,7.99
70401,6024764,Gold Getaway,Castle,17.99
70402,6024769,The Gatehouse Raid,Castle,24.99
70403,6024774,Dragon Mountain,Castle,34.99
70404,6024776,King's Castle,Castle,79.99
70409,,Shipwreck Defense,Pirates,8.99
70410,,Soldiers Outpost,Pirates,17.99
70411,,Treasure Island,Pirates,17.99
70412,,Soldiers Fort,Pirates,29.99
70413,,The Brick Bounty,Pirates,79.99
70500,6024731,Kai's Fire Mech,Ninjago,7.99
70501,6024733,Warrior Bike,Ninjago,17.99
70502,6024735,Cole's Earth Driller,Ninjago,17.99
70503,6024737,The Golden Dragon,Ninjago,24.99
70504,6024739,Garmatron,Ninjago,29.99
70505,6024741,Temple of Light,Ninjago,59.99
70700,6025064,Space Swarmer,Space,7.99
70701,6025066,Swarm Interceptor,Space,17.99
70702,6025175,Warp Stinger,Space,24.99
70703,6025168,Star Slicer,Space,34.99
70704,6025165,Vermin Vaporizer,Space,49.99
70705,6025158,Bug Obliterator,Space,59.99
70706,6025150,Crater Creeper,Space,17.99
70707,6025122,CLS-89 Eradicator Mech,Space,34.99
70708,6025120,Hive Crawler,Space,49.99
70709,6025118,Galactic Titan,Space,79.99
70720,6060908,Hover Hunter,Ninjago,9.99
70721,6060914,Kai Fighter,Ninjago,17.99
70722,6060917,OverBorg Attack,Ninjago,17.99
70723,6060920,Thunder Raider,Ninjago,24.99
70724,6060924,NinjaCopter,Ninjago,49.99
70725,6060926,Nindroid MechDragon,Ninjago,69.99
70726,,Destructoid,Ninjago,24.99
70727,,X-1 Ninja Charger,Ninjago,34.99
70728,,Battle for Ninjago City,Ninjago,89.99
70745,,Anacondrai Crusher,Ninjago,17.99
70750,,Ninja DB X,Ninjago,59.99
70752,,Jungle Trap,Ninjago,5.99
70753,,Lava Falls,Ninjago,7.99
70754,,ElectroMech,Ninjago,12.99
70756,,Dojo Showdown,Ninjago,19.99
70778,,Protector of Jungle,Bionicle,9.99
70779,,Protector of Stone,Bionicle,9.99
70780,,Protector of Water,Bionicle,9.99
70781,,Protector of Earth,Bionicle,9.99
70782,,Protector of Ice,Bionicle,9.99
70783,,Protector of Fire,Bionicle,9.99
70784,,Lewa � Master of Jungle,Bionicle,12.99
70785,,Pohatu � Master of Stone,Bionicle,12.99
70786,,Gali � Master of Water,Bionicle,12.99
70787,,Tahu - Master of Fire,Bionicle,14.99
70788,,Kopaka � Master of Ice,Bionicle,14.99
70789,,Onua � Master of Earth,Bionicle,14.99
70790,,Lord of Skull Spiders,Bionicle,12.99
70800,6061105,Getaway Glider,LEGO Movie,11.99
70801,,Melting Room,LEGO Movie,11.99
70802,6061109,Bad Cop's Pursuit,LEGO Movie,24.99
70803,,Cloud Cuckoo Palace,LEGO Movie,17.99
70804,6061113,Ice Cream Machine,LEGO Movie,24.99
70805,6061115,Trash Chomper,LEGO Movie,24.99
70806,6061117,Castle Cavalry,LEGO Movie,24.99
70807,,MetalBeard's Duel,LEGO Movie,29.99
70808,,Super Cycle Chase,LEGO Movie,44.99
70809,6061127,Lord Business' Evil Lair,LEGO Movie,59.99
70810,,MetalBeard's Sea Cow,LEGO Movie,169.99
70811,6061151,The Flying Flusher,LEGO Movie,24.99
70812,6061153,Creative Ambush,LEGO Movie,34.99
70813,6061155,Rescue Reinforcements,LEGO Movie,59.99
70814,,Emmet’s Construct-o-Mech,LEGO Movie,49.99
70815,,Super Secret Police Dropship,LEGO Movie,69.99
70816,,"Benny's Spaceship, Spaceship, SPACESHIP!",LEGO Movie,79.99
70817,,Batman� & Super Angry Kitty Attack,LEGO Movie,11.99
70818,,Double-Decker Couch,LEGO Movie,14.99
70819,,Bad Cop Car Chase,LEGO Movie,24.99
71004,6059136,LEGO® Minifigures - The LEGO Movie Serie,LEGO Minifigures,2.49
71005,6059139,LEGO® Minifigures - The Simpsons™ Series,LEGO Minifigures,2.49
71007,6059146,LEGO® Minifigures - Series 12,LEGO Minifigures,2.49
71008,,"LEGO� Minifigures, Series 13",LEGO Minifigures,2.49
71009,,"LEGO� Minifigures, The Simpsons� Series",LEGO Minifigures,2.49
75000,6025108,Clone Troopers[TM] vs. Droidekas[TM],Star Wars TM,11.99
75001,6025106,Republic Troopers[TM] vs Sith[TM] Troope,Star Wars TM,11.99
75002,6025104,AT-RT[TM],Star Wars TM,19.99
75003,6025102,A-wing Starfighter[TM],Star Wars TM,24.99
75004,6025100,Z-95 Headhunter[TM],Star Wars TM,39.99
75005,6025098,Rancor[TM] Pit,Star Wars TM,59.99
75006,6025052,Jedi Starfighter[TM] & Kamino[TM],Star Wars TM,9.99
75007,6025054,Republic Assault Ship[TM] & Coruscant[TM,Star Wars TM,9.99
75008,6025056,TIE Bomber[TM] & Asteroid Field,Star Wars TM,9.99
75012,6025096,BARC Speeder[TM] with Sidecar,Star Wars TM,24.99
75013,6025094,Umbaran MHC[TM] (Mobile Heavy Cannon),Star Wars TM,49.99
75014,6025092,Battle of Hoth[TM],Star Wars TM,39.99
75015,6025090,Corporate Alliance Tank Droid[TM],Star Wars TM,19.99
75016,6025088,Homing Spider Droid[TM],Star Wars TM,29.99
75017,6025086,Duel on Geonosis[TM],Star Wars TM,39.99
75018,6025084,Jek-14’s [TM] Stealth Starfighter,Star Wars TM,59.99
75019,6025082,AT-TE[TM],Star Wars TM,79.99
75020,6025080,Jabba’s Sail Barge[TM],Star Wars TM,99.99
75021,6025074,Republic Gunship[TM],Star Wars TM,109.99
75022,6025072,Mandalorian[TM] Speeder,Star Wars TM,24.99
75023,6025076,LEGO® Star Wars[TM] Advent Calendar,Star Wars TM,24.99
75024,6025070,HH-87 Starhopper[TM],Star Wars TM,39.99
75025,6025068,Jedi[TM] Defender-class Cruiser,Star Wars TM,99.99
75028,,Clone Turbo Tank™,Star Wars TM,8.99
75029,6060900,AAT™,Star Wars TM,8.99
75030,,Millennium Falcon™,Star Wars TM,8.99
75031,,TIE Interceptor™,Star Wars TM,8.99
75032,,X-Wing Fighter™,Star Wars TM,8.99
75033,6060911,Star Destroyer™,Star Wars TM,8.99
75034,,Death Star Troopers™,Star Wars TM,11.99
75035,,Kashyyyk Troopers™,Star Wars TM,11.99
75036,,Utapau Troopers™,Star Wars TM,11.99
75037,,Battle on Saleucami™,Star Wars TM,14.99
75038,,Jedi™ Interceptor,Star Wars TM,19.99
75039,6060936,V-Wing Starfighter™,Star Wars TM,19.99
75040,,General Grievous' Wheel Bike™,Star Wars TM,19.99
75041,6061119,Vulture Droid™,Star Wars TM,19.99
75042,,Droid Gunship™,Star Wars TM,44.99
75043,,AT-AP™,Star Wars TM,59.99
75044,,Droid Tri-Fighter™,Star Wars TM,34.99
75045,,Republic AV-7 Anti-Vehicle Cannon,Star Wars TM,44.99
75046,,Coruscant™ Police Gunship,Star Wars TM,49.99
75048,,Phantom™,Star Wars TM,19.99
75049,,Snowspeeder™,Star Wars TM,34.99
75050,,B-Wing™,Star Wars TM,49.99
75051,,Jedi™ Scout Fighter,Star Wars TM,59.99
75052,,Mos Eisley Cantina™,Star Wars TM,64.99
75053,,The Ghost™,Star Wars TM,69.99
75054,,AT-AT™,Star Wars TM,109.99
75055,,Imperial Star Destroyer™,Star Wars TM,119.99
75056,6061441,LEGO® Star Wars™ Advent Calendar,Star Wars TM,24.99
75058,,MTT™,Star Wars TM,89.99
75072,,ARC-170 Starfighter�,Star Wars TM,8.99
75073,,Vulture Droid�,Star Wars TM,8.99
75076,,Republic Gunship�,Star Wars TM,8.99
75077,,Homing Spider Droid�,Star Wars TM,8.99
75080,,AAT�,Star Wars TM,24.99
75081,,T-16 Skyhopper�,Star Wars TM,24.99
75083,,AT-DP�,Star Wars TM,49.99
75084,,Wookiee� Gunship,Star Wars TM,59.99
75090,,Ezra�s Speeder Bike�,Star Wars TM,19.99
75920,,Raptor Escape,Jurassic World,39.99
76000,6023819,Arctic Batman[TM] vs. Mr. Freeze[TM]: Aq,Super Heroes,19.99
76001,6024698,The Bat vs. Bane[TM]: Tumbler Chase,Super Heroes,39.99
76002,6024700,Superman[TM]: Metropolis Showdown,Super Heroes,11.99
76003,6024702,Superman[TM]: Battle of Smallville,Super Heroes,39.99
76004,6024704,Spider-Man[TM]: Spider-Cycle Chase,Super Heroes,19.99
76005,6024706,Spider-Man[TM]: Daily Bugle Showdown,Super Heroes,39.99
76006,6024708,Iron Man[TM]: Extremis[TM] Sea Port Batt,Super Heroes,19.99
76007,6024710,Iron Man[TM]: Malibu Mansion Attack,Super Heroes,34.99
76008,6043504,Iron Man[TM] vs. The Mandarin[TM]: Ultim,Super Heroes,11.99
76009,6043541,Superman[TM]: Black Zero Escape,Super Heroes,19.99
76010,,Batman™: The Penguin Face Off,Super Heroes,11.99
76011,,Batman™: Man-Bat Attack,Super Heroes,19.99
76012,,Batman™: The Riddler Chase,Super Heroes,29.99
76013,,Batman™: The Joker Steam Roller,Super Heroes,49.99
76014,,Spider-Trike vs. Electro,Super Heroes,11.99
76015,,Doc Ock  Truck Heist,Super Heroes,19.99
76016,,Spider-Helicopter Rescue,Super Heroes,44.99
76017,,Captain America vs. Hydra,Super Heroes,19.99
76018,,Hulk Lab Smash,Super Heroes,49.99
76019,,Marvel 1,Super Heroes,19.99
76020,,Marvel 2,Super Heroes,44.99
76021,,Marvel 3,Super Heroes,69.99
76022,,Xmen 1,Super Heroes,44.99
76023,,The Tumbler,Super Heroes,159.99
76027,,Black Manta Deep Sea Strike,Super Heroes,49.99
76028,,Darkseid Invasion,Super Heroes,59.99
76040,,Brainiac Attack,Super Heroes,24.99
76041,,The Hydra Fortress Smash,Super Heroes,49.99
79000,6022036,Riddles for The Ring,LofTR and Hobbit,11.99
79001,6022041,Escape from Mirkwood[TM] Spiders,LofTR and Hobbit,24.99
79002,6022045,Attack of the Wargs,LofTR and Hobbit,49.99
79003,6022051,An Unexpected Gathering,LofTR and Hobbit,59.99
79004,6022054,Barrel Escape,LofTR and Hobbit,39.99
79005,6025200,The Wizard Battle,LofTR and Hobbit,11.99
79006,6025202,The Council of Elrond,LofTR and Hobbit,29.99
79007,6025204,Battle at the Black Gate,LofTR and Hobbit,59.99
79008,6025206,Pirate Ship Ambush,LofTR and Hobbit,89.99
79010,6022057,The Goblin King Battle,LofTR and Hobbit,79.99
79011,6052798, Dol Guldur Ambush ,LofTR and Hobbit,19.99
79012,,MirkwoodTM Elf Army,LofTR and Hobbit,29.99
79013,6052803, Lake-town Chase ,LofTR and Hobbit,49.99
79014,,Dol Guldur Battle,LofTR and Hobbit,69.99
79015,,Hobbit 5,LofTR and Hobbit,11.99
79016,,Hobbit6,LofTR and Hobbit,34.99
79017,,Hobbit7,LofTR and Hobbit,59.99
79018,,Hobbit8,LofTR and Hobbit,99.99
79100,6024693,Kraang Lab Escape,Ninja Turtles TM,9.99
