Unique Product Code,Product name,Brand,Product Group,Stock Availability?,Product URL,Image URL
CONTTUBM30000002825P,"MTB 29 Inner Tube 29""x1.75-2.5 Presta                                                               ",Continental                                       ,TUBES INNER MTB                                   ,yes,http://www.ribblecycles.co.uk/continental-mtb-29-inner-tube/,
CASTZBBS159BKBKXXL00,Free Aero Race Bib Shorts Blk/Blk Stitching 2XL                                                     ,Castelli                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/castelli-free-aero-race-bib-shorts/,
TUFOTUBA303BKRD70X24,S33 Pro 24mm Tubular Black/Red 700x24mm                                                             ,Tufo                                              ,TUBULARS                                          ,no,http://www.ribblecycles.co.uk/tufo-s33-pro-24mm-tubular/,
CATEHRMA230000000000,Strada Digital RD430 with Speed/HR/Cadence                                                          ,Cateye                                            ,HEART RATE MONITORS                               ,yes,http://www.ribblecycles.co.uk/cateye-strada-digital-rd430-with-speed-hr-cadence/,
MICHTUBE300000078352,Aircomp U.Lite Butyl Tube 700x18/23 LV52mm 422204                                                   ,Michelin                                          ,TUBES INNER ROAD                                  ,yes,http://www.ribblecycles.co.uk/michelin-aircomp-ultralite-butyl-tube/,
SHIMPEDM170WH0000000,Clipless SPD M530 Pedals White                                                                      ,Shimano                                           ,PEDALS - MTB                                      ,yes,http://www.ribblecycles.co.uk/shimano-clipless-spd-m530-pedals/,
CAMPBTBR675000081155,Triple Centaur Bottom Bracket Eng BS68-115.5mm                                                      ,Campagnolo                                        ,BOTTOM BRACKETS-ROAD                              ,yes,http://www.ribblecycles.co.uk/campagnolo-triple-centaur-bottom-bracket/,
SHIMCHAX180BK0075366,CX50 Double 10 spd Chainset Black 175 36/46                                                         ,Shimano                                           ,CHAINSETS CYCLOCROSS                              ,yes,http://www.ribblecycles.co.uk/shimano-cx50-double-10-spd-chainset/,
ASSOZOSH3163J00SZ002,Fugu Bootie S7 Black Volkanga Size 2                                                                ,Assos                                             ,OVERSHOES                                         ,yes,http://www.ribblecycles.co.uk/assos-fugu-bootie-s7/,
RODIWHFR250BK00SINGL,Airline Fixie Clinch (inc lockring) Blk Single Spd                                                  ,Rodi                                              ,WHEELS FACTORY ROAD / TRI                         ,yes,http://www.ribblecycles.co.uk/rodi-airline-fixie-clinch-inc-lockring/,
ALTUZBBS401BK00LG000,Airstream Bib Shorts Black L                                                                        ,Altura                                            ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/altura-airstream-bib-shorts/,
BLACLIGH779000000000,Lightset Central 100 Front and Rear 20                                                              ,Blackburn                                         ,LIGHTS AND LIGHTING SYSTEMS                       ,yes,http://www.ribblecycles.co.uk/blackburn-lightset-central-100-front-and-rear-20/,
SHIMCABG426HG0000000,Road Gear PTFE Cableset (CABGR6) High Tech Grey                                                     ,Shimano                                           ,CABLES GEAR                                       ,yes,http://www.ribblecycles.co.uk/shimano-road-gear-ptfe-cableset-cabgr6/,
ELITEMBR3000000150MT,Ozone Chamois Cream 150ml Tube                                                                      ,Elite                                             ,EMBROCATION                                       ,yes,http://www.ribblecycles.co.uk/elite-ozone-chamois-cream/,
TUFOTUBA335000070X21,S3 Lite Tubular 700x21mm                                                                            ,Tufo                                              ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/tufo-s3-lite-tubular/,
TIMEPEDA661YEBK00000,Xpresso 6 Pedals Yellow/Black                                                                       ,Time                                              ,PEDALS - ROAD                                     ,yes,http://www.ribblecycles.co.uk/time-xpresso-6-pedals/,
CASTZBBS137BK00CMD00,2014 Free Aero Race Team Version Bib Shorts Blk M                                                   ,Castelli                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/castelli-2014-free-aero-race-team-version-bib-shorts/,
CAMPWHFX232BK00ED200,Pr Whls Khamsin CX Clinchers Black 9/10/11 Camp                                                     ,Campagnolo                                        ,WHEELS FACTORY CYCLOCROSS                         ,yes,http://www.ribblecycles.co.uk/campagnolo-pr-whls-khamsin-cx-clinchers/,
TUFOTUBA340BKBK70X21,S3 Pro Track Tubular Black/Black 700x21mm                                                           ,Tufo                                              ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/tufo-s3-pro-track-tubular/,
TEKTBRLR170BK0000000,RL340 Performance Road Brake Levers Black                                                           ,Tektro                                            ,BRAKE LEVERS ROAD                                 ,no,http://www.ribblecycles.co.uk/tektro-rl340-performance-road-brake-levers/,
SRAMCHAR315000075340,Force 22 Chainset BB30 excl. bearings 175 34/50                                                     ,Sram                                              ,CHAINSETS ROAD                                    ,no,http://www.ribblecycles.co.uk/sram-force-22-chainset-bb30-excl-bearings/,
SCHWTYRF310BK0070X23,Durano DD Folding Tyre Black 700x23mm                                                               ,Schwalbe                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/schwalbe-durano-dd-folding-tyre/,
ASSOZUSS466BK00LGXL0,SS.skinFoil S7 Spring/Fall Short Sleeve Blk 2 L/XL                                                  ,Assos                                             ,UNDERWEAR SHORT SLEEVE                            ,yes,http://www.ribblecycles.co.uk/assos-ss-skinfoil-s7-spring-fall-short-sleeve/,
SCHWTYRF2405T0070X23,2015 Lugano Folding Tyre Red Stripes 700x23mm                                                       ,Schwalbe                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/schwalbe-2015-lugano-folding-tyre/,
CASTZLEG310BK00CMD00,Nanoflex Leg Warmers Black M                                                                        ,Castelli                                          ,LEGWARMERS                                        ,yes,http://www.ribblecycles.co.uk/castelli-nanoflex-leg-warmers/,
SIDIZSHR436WHBI44000,Wire Carbon Vernice Shoes White/Blk/Iride 44                                                        ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-wire-carbon-vernice-shoes/,
SIDIZSHR436WHBI45000,Wire Carbon Vernice Shoes White/Blk/Iride 45                                                        ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-wire-carbon-vernice-shoes/,
SHIMCHAR198000075362,Ultegra Double 6800 11 Spd Chainset 175 36/52                                                       ,Shimano                                           ,CHAINSETS ROAD                                    ,no,http://www.ribblecycles.co.uk/shimano-ultegra-double-6800-11-spd-chainset/,
SIDIZSHR694BKBK43000,Genius 5 Fit Carbon Shoes Black/Black 43                                                            ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-genius-5-fit-carbon-shoes/,
SIDIZSHR694BKYF46000,Genius 5 Fit Carbon Shoes Black/Fluo Yel 46                                                         ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-genius-5-fit-carbon-shoes/,
DEDAHBSS190BKBK120MM,Zero 1 Stem Black on Black 120mm                                                                    ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-zero-1-stem/,
BONTZSHR190WH0044000,Riot Road Shoes White/Black 44                                                                      ,Bont                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/bont-riot-road-shoes/,
CONTTYRF227BKBK70X25,Ultra Sport 2 Folding Tyre Black/Black 700x25mm                                                     ,Continental                                       ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/continental-ultra-sport-2-folding-tyre/,
LUSSZBBT3500000LG000,Max Repel Bibtights (No Pad) LG                                                                     ,Lusso                                             ,BIB TIGHTS/BIB LONGS                              ,yes,http://www.ribblecycles.co.uk/lusso-max-repel-bibtights-no-pad/,
VITTTYCF310BK0070X31,Cross XN Pro Folding Tyre Full Black 700x31mm                                                       ,Vittoria                                          ,TYRES CROSS FOLDING                               ,yes,http://www.ribblecycles.co.uk/vittoria-cross-xn-pro-folding-tyre/,
MICHTYRF150BKBK70X23,Pro 4 Endurance V2 Folding Tyre Blk/Blk 700x23mm                                                    ,Michelin                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/michelin-pro-4-endurance-v2-folding-tyre/,
SANTZBBS240BK00XL000,Tempo Max Pad Bib Shorts Black XL                                                                   ,Santini                                           ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/santini-tempo-max-pad-bib-shorts/,
LOOKBOTC200CK0000000,HR Carbon Bottle Cage Carbon Black                                                                  ,Look                                              ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/look-hr-carbon-bottle-cage/,
ELITBOTC9759LBK00000,Custom Race Bottle Cage Gloss White/Black                                                           ,Elite                                             ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/elite-custom-race-bottle-cage/,
DEDAHBAQ2030000042CM,Dabar Handlebars Low Profile 42cm                                                                   ,Deda                                              ,H/BARS TT/LO PRO OVERSIZE                         ,yes,http://www.ribblecycles.co.uk/deda-dabar-handlebars-low-profile/,
DEDASPIN568PLBK31635,RS Superleggero 12mm Setback Spin POB 31.6 350mm                                                    ,Deda                                              ,SEATPILLARS-ROAD                                  ,yes,http://www.ribblecycles.co.uk/deda-rs-superleggero-12mm-setback-spin/,
SRAMCHAR324000072340,Rival 22 Chainset BB30 ex bearings 172.5 34/50                                                      ,Sram                                              ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/sram-rival-22-chainset-bb30-ex-bearings/,
CAMPWHFR1900000ED150,Pr Whls Bora One 50 Tub 10/11 Camp 0135660                                                          ,Campagnolo                                        ,WHEELS FACTORY ROAD / TRI                         ,no,http://www.ribblecycles.co.uk/campagnolo-pr-whls-bora-one-50-tub/,
CAMPWHFR1940000ED150,Pr Whls Bora One 50 Dark Tub 10/11 Camp 0135662                                                     ,Campagnolo                                        ,WHEELS FACTORY ROAD / TRI                         ,no,http://www.ribblecycles.co.uk/campagnolo-pr-whls-bora-one-50-dark-tub/,
CAMPWHFR2310000ED200,Pr Whls Bora One 35 Tubular 10/11 Camp 0135700                                                      ,Campagnolo                                        ,WHEELS FACTORY ROAD / TRI                         ,no,http://www.ribblecycles.co.uk/campagnolo-pr-whls-bora-one-35-tubular/,
DEDASPIN245BKBK31635,RSX 01 Seatpillar Black on Black 31.6 350mm                                                         ,Deda                                              ,SEATPILLARS-ROAD                                  ,yes,http://www.ribblecycles.co.uk/deda-rsx-01-seatpillar/,
SHIMBTBR369000086541,BB92-41B Road Press Fit BB Cups 86.5 x 41                                                           ,Shimano                                           ,BOTTOM BRACKETS-ROAD                              ,yes,http://www.ribblecycles.co.uk/shimano-bb92-41b-road-press-fit-bb-cups/,
VREDTYRF610ANBL70X23,Fortezza Senso All Weather Anth/Blue 700x23mm                                                       ,Vredestein                                        ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vredestein-fortezza-senso-all-weather/,
HIGHEFOO600CT001400G,EnergySource X'treme 1.4kg Citrus                                                                   ,High 5                                            ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/high-5-energysource-x-treme/,
CAMPELCO210000000000,Chorus EPS Interface                                                                                ,Campagnolo                                        ,ELECTRONIC COMPONENTS                             ,yes,http://www.ribblecycles.co.uk/campagnolo-chorus-eps-interface/,
LUSSZSHS234BK00CMD00,Pro-Gel 10 Panel Shorts Black MD                                                                    ,Lusso                                             ,SHORTS - CYCLE                                    ,yes,http://www.ribblecycles.co.uk/lusso-pro-gel-10-panel-shorts/,
DEDAHBSS194BK00080MM,Zero 2 Stem Black 80mm                                                                              ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-zero-2-stem/,
LEZYLIGH457BK0000000,Super Drive 1200XL Front Light Black                                                                ,Lezyne                                            ,LIGHTS AND LIGHTING SYSTEMS                       ,yes,http://www.ribblecycles.co.uk/lezyne-super-drive-1200xl-front-light/,
DEDASPIN245BKBK27235,RSX 01 Seatpillar Black on Black 27.2 350mm                                                         ,Deda                                              ,SEATPILLARS-ROAD                                  ,yes,http://www.ribblecycles.co.uk/deda-rsx-01-seatpillar/,
ASSOZCAR2020000300ML,Active Wear Cleanser 300ml                                                                          ,Assos                                             ,CLOTHING CARE                                     ,yes,http://www.ribblecycles.co.uk/assos-active-wear-cleanser/,
STROCHAR580000070888,Impact JIS Triple Chainset Road 170 28/38/48                                                        ,Stronglight                                       ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/stronglight-impact-jis-triple-chainset-road/,
SHIMCASM360000011340,9 Spd XT M770 Cassette 11-34                                                                        ,Shimano                                           ,CASSETTES-MTB                                     ,no,http://www.ribblecycles.co.uk/shimano-9-spd-xt-m770-cassette/,
STROCHRI370SI0046T00,Dural 5083 110mm Shim 9/10 Chainring Silver 46T                                                     ,Stronglight                                       ,CHAINRINGS ROAD                                   ,no,http://www.ribblecycles.co.uk/stronglight-dural-5083-110mm-shim-9-10-chainring/,
CASTZONE204BKWHXL000,Body Paint 3.0 Speed Suit Long Sleeve Blk/Wh XL                                                     ,Castelli                                          ,SKINSUITS AND ONE PIECE SUITS                     ,no,http://www.ribblecycles.co.uk/castelli-body-paint-3-0-speed-suit-long-sleeve/,
SCHWTYRR212BKRG28010,Marathon Rigid Tyre Blk/Reflex 28x1.0 (700x25)                                                      ,Schwalbe                                          ,TYRES ROAD/TRI/TRACK RIGID                        ,yes,http://www.ribblecycles.co.uk/schwalbe-marathon-rigid-tyre/,
BBBACASS110000014270,11Spd Cassette Campag 14-27                                                                         ,BBB                                               ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/bbb-11spd-cassette-campag/,
CONTTYRR510BKBK70X25,Grand Prix (PolyX) Rigid Tyre Black/Black 700x25mm                                                  ,Continental                                       ,TYRES ROAD/TRI/TRACK RIGID                        ,yes,http://www.ribblecycles.co.uk/continental-grand-prix-polyx-rigid-tyre/,
GENUPUMR240000000000,Air Chuck Compact CO2 Inflator                                                                      ,Genuine Innovations                               ,PUMPS MINI - ROAD                                 ,yes,http://www.ribblecycles.co.uk/genuine-innovations-air-chuck-compact-co2-inflator/,
MINOTRAI312000000000,B60-R Trainer with Remote Shifter                                                                   ,Minoura                                           ,TRAINERS / ROLLERS                                ,yes,http://www.ribblecycles.co.uk/minoura-b60-r-trainer-with-remote-shifter/,
TORTRACK250BK0000000,Expedition Rear Pannier Rack Black                                                                  ,Tortec                                            ,PANNIER RACKS                                     ,yes,http://www.ribblecycles.co.uk/tortec-expedition-rear-pannier-rack/,
WIPPCHAI450000000000,Connex 10S1 Stainless 10 Spd Chain                                                                  ,Wippermann                                        ,CHAINS                                            ,no,http://www.ribblecycles.co.uk/wippermann-connex-10s1-stainless-10-spd-chain/,
SRAMGRSH202000000000,Shifter Set TT1150 R2C 11Spd w/cables                                                               ,Sram                                              ,GEARSHIFT LEVERS-ROAD/TT                          ,yes,http://www.ribblecycles.co.uk/sram-shifter-set-tt1150-r2c-11spd-w-cables/,
CONTTYRF227BKBK70X23,Ultra Sport 2 Folding Tyre Black/Black 700x23mm                                                     ,Continental                                       ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/continental-ultra-sport-2-folding-tyre/,
CAMPELFR200000020000,Athena EPS 11 Spd Front Gear Braze-on                                                               ,Campagnolo                                        ,ELECTRONIC DERAILLEUR FRONT                       ,yes,http://www.ribblecycles.co.uk/campagnolo-athena-eps-11-spd-front-gear/,
CAMPWHFR9180000HG423,Scirocco 35 Gatorskin Pkg 10/11 Shim 700x23mm                                                       ,Campagnolo                                        ,WHEELS FACTORY ROAD / TRI                         ,yes,http://www.ribblecycles.co.uk/campagnolo-scirocco-35-gatorskin-pkg/,
SHIMBTBR7440000700IT,BB-R60 11 Speed Cups (Ultegra 6800/105 5800) Ital                                                   ,Shimano                                           ,BOTTOM BRACKETS-ROAD                              ,yes,http://www.ribblecycles.co.uk/shimano-bb-r60-11-speed-cups-ultegra-6800-105-5800/,
SISAEFOO537SB00160KG,Rego Rapid Recovery Strawberry 1.6kg                                                                ,SIS                                               ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/sis-rego-rapid-recovery/,
SHIMCHAX200GY0070366,CX70 Double 10 spd Chainset Grey 170 36/46                                                          ,Shimano                                           ,CHAINSETS CYCLOCROSS                              ,no,http://www.ribblecycles.co.uk/shimano-cx70-double-10-spd-chainset/,
STROCHRI520SI0034T00,Zicral 7075 110mm Camp 9/10 Chainring Silver 34T                                                    ,Stronglight                                       ,CHAINRINGS ROAD                                   ,yes,http://www.ribblecycles.co.uk/stronglight-zicral-7075-110mm-camp-9-10-chainring/,
VITTTUBE208000078380,Road Lite Tubes 700 x 18/23 Presta 80mm                                                             ,Vittoria                                          ,TUBES INNER ROAD                                  ,yes,http://www.ribblecycles.co.uk/vittoria-road-lite-tubes/,
VITTTUBA868F60070X24,Corsa SL Tubular Full Black 700x24mm                                                                ,Vittoria                                          ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/vittoria-corsa-sl-tubular/,
SHIMELSS2000000DOUBL,STI Levers Ultegra Di2 6770 10 Spd Dble ex cables                                                   ,Shimano                                           ,ELECTRONIC BRAKE/GEAR SHIFTERS                    ,yes,http://www.ribblecycles.co.uk/shimano-sti-levers-ultegra-di2-6770-10-spd/,
PARKTOOL698000000000,TW5 Small Clicker Torque Wrench (1/4inch drive)                                                     ,Park                                              ,TOOLS                                             ,yes,http://www.ribblecycles.co.uk/park-tw5-small-clicker-torque-wrench-1-4inch-drive/,
DEDAHBAT282MK0000000,Metal Blast Extensions Matt Black                                                                   ,Deda                                              ,H/BARS TRIBARS & EXTENSIONS                       ,yes,http://www.ribblecycles.co.uk/deda-metal-blast-extensions/,
VITTTYRF801F60070X23,Zaffiro Pro Folding Tyre Full Black 700x23mm                                                        ,Vittoria                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vittoria-zaffiro-pro-folding-tyre/,
SRAMGRRR3520000CMD00,Apex Black 10Spd Rear Derailleur Medium Cage                                                        ,Sram                                              ,GEARS REAR-ROAD                                   ,no,http://www.ribblecycles.co.uk/sram-apex-black-10spd-rear-derailleur/,
TRIVWORK200000000000,Rigid Workstand Pro                                                                                 ,Trivio                                            ,WORKSTANDS                                        ,yes,http://www.ribblecycles.co.uk/trivio-rigid-workstand-pro/,
SIGMCOMP186BK0000000,BC16.12 STS Wireless Computer Black                                                                 ,Sigma                                             ,COMPUTERS                                         ,yes,http://www.ribblecycles.co.uk/sigma-bc16-12-sts-wireless-computer/,
HIGHEFOO111000000000,Trial Pack inc 750ml Bottle                                                                         ,High 5                                            ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/high-5-trial-pack-inc-750ml-bottle/,
VREDTYRF270BKBK70X23,Freccia Tricomp Folding Tyre Black/Black 700x23mm                                                   ,Vredestein                                        ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vredestein-freccia-tricomp-folding-tyre/,
ZIPPHBAT204000040CTC,Vuka Alumina Base Bar 40 c to c                                                                     ,Zipp                                              ,H/BARS TRIBARS & EXTENSIONS                       ,yes,http://www.ribblecycles.co.uk/zipp-vuka-alumina-base-bar/,
DEDAHBSS199BK00060MM,EL Stem Black 60mm                                                                                  ,Deda                                              ,H/BAR STEMS OVERSIZE ROAD                         ,yes,http://www.ribblecycles.co.uk/deda-el-stem/,
TACXGRSZ250BK0000000,T4000 Gear Rollers 8/9/10 Camp/8spd Shim Black                                                      ,Tacx                                              ,GEAR SPARES                                       ,yes,http://www.ribblecycles.co.uk/tacx-gear-rollers-8-9-10-camp-8spd-shim/,
VREDTYRF610ANWH70X23,Fortezza Senso All Weather Anth/White 700x23mm                                                      ,Vredestein                                        ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vredestein-fortezza-senso-all-weather/,
ASSOZMIT2523J00LG000,Summer Gloves S7 Black Volkanga L                                                                   ,Assos                                             ,MITTS                                             ,yes,http://www.ribblecycles.co.uk/assos-summer-gloves-s7/,
TUFOTUBA300BKBK70X21,S33 Pro 21mm Tubular Black/Black 700x21mm                                                           ,Tufo                                              ,TUBULARS                                          ,yes,http://www.ribblecycles.co.uk/tufo-s33-pro-21mm-tubular/,
CONTTYRR510BKBK70X23,Grand Prix (PolyX) Rigid Tyre Black/Black 700x23mm                                                  ,Continental                                       ,TYRES ROAD/TRI/TRACK RIGID                        ,yes,http://www.ribblecycles.co.uk/continental-grand-prix-polyx-rigid-tyre/,
SCHWTYRR214BKRG28012,Marathon Plus Rigid Tyre Blk/Reflex 28x1.25(700x32                                                  ,Schwalbe                                          ,TYRES ROAD/TRI/TRACK RIGID                        ,yes,http://www.ribblecycles.co.uk/schwalbe-marathon-plus-rigid-tyre/,
ZIPPHBTP215BK0000000,Service Course CX Bar Tape Black                                                                    ,Zipp                                              ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/zipphbtp215/,
SHIMCHAR164000065393,105 Black 5800 11Spd Chainset 165 39/53                                                             ,Shimano                                           ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/shimano-105-black-5800-11spd-chainset/,
GARMGPSA464BK0000000,Edge 810 Performance (H.Rate/Speed/Cadence) Black                                                   ,Garmin                                            ,GPS SYSTEMS                                       ,no,http://www.ribblecycles.co.uk/garmin-edge-810-performance-heart-rate-speed-cadence/,
SIDIZSHR694BKYF43000,Genius 5 Fit Carbon Shoes Black/Fluo Yel 43                                                         ,Sidi                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/sidi-genius-5-fit-carbon-shoes/,
ALTUZJAC822YEBKXL000,Cropton Windproof Jacket Yellow / Black XL                                                          ,Altura                                            ,JACKETS - CYCLE                                   ,yes,http://www.ribblecycles.co.uk/altura-cropton-windproof-jacket/,
VREDTYRF605ANAN70X23,Fortezza Senso All Weather SL Anth/Anth 700x23mm                                                    ,Vredestein                                        ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vredestein-fortezza-senso-all-weather-sl/,
STROCHRI370SI0036T00,Dural 5083 110mm Shim 9/10 Chainring Silver 36T                                                     ,Stronglight                                       ,CHAINRINGS ROAD                                   ,yes,http://www.ribblecycles.co.uk/stronglight-dural-5083-110mm-shim-9-10-chainring/,
CASTZBBS156BKBLCMD00,Velocissimo GT Bib Shorts Black/Drive Blue M                                                        ,Castelli                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/castelli-velocissimo-gt-bib-shorts/,
TACXBOTC250BK0000000,Tao Ultralight Bottle Cage Black                                                                    ,Tacx                                              ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/tacx-tao-ultralight-bottle-cage/,
SHIMCHAI985000000000,10 Spd 5701 105 Chain                                                                               ,Shimano                                           ,CHAINS                                            ,no,http://www.ribblecycles.co.uk/shimano-10-spd-5701-105-chain/,
VITTTYRF630BKAN70X28,Rubino Pro 3 Tech Fold Blk/Anthracite 700x28mm                                                      ,Vittoria                                          ,TYRES ROAD/TRI/TRACK FOLDING                      ,yes,http://www.ribblecycles.co.uk/vittoria-rubino-pro-3-tech-fold/,
BBBAZOSH229BK0043440,Heavy Duty Overshoes Black 43-44                                                                    ,BBB                                               ,OVERSHOES                                         ,yes,http://www.ribblecycles.co.uk/bbb-heavy-duty-overshoes/,
CASTZBBS172BK00CMD00,Evoluzione Bib Shorts Black M                                                                       ,Castelli                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/castelli-evoluzione-bib-shorts/,
CASTZJAC576BK00XL000,Gabba 2 Short Sleeve Wind/Rain Jacket Black XL                                                      ,Castelli                                          ,JACKETS - CYCLE                                   ,yes,http://www.ribblecycles.co.uk/castelli-gabba-2-short-sleeve-wind-rain-jacket/,
CAMPWHFR614BK00HG500,Pr Whls Vento ASY G3 Clinchers Black 10/11 Shim                                                     ,Campagnolo                                        ,WHEELS FACTORY ROAD / TRI                         ,no,http://www.ribblecycles.co.uk/campagnolo-pr-whls-vento-asy-g3-clinchers/,
CONTTYRR205BG0070X32,Touring Plus Rigid Tyre Black Reflex 700x32mm                                                       ,Continental                                       ,TYRES ROAD/TRI/TRACK RIGID                        ,yes,http://www.ribblecycles.co.uk/continental-touring-plus-rigid-tyre/,
ITALHSTZ2200000032MM,"Carbon (1 1/8"") Expanding Stem Cap 32mm                                                             ",ITM                                               ,HEADSET SPARES / ACCESSORIES                      ,yes,http://www.ribblecycles.co.uk/itm-carbon-1-1-8-expanding-stem-cap/,
SISAEFOO273BC0000000,GO Isotonic Energy Gels (30x60ml) Blackcurrant                                                      ,SIS                                               ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/sis-go-isotonic-energy-gels-30x60ml/,
STROCHAR560000070340,Impact JIS Compact Chainset Road 170 34/50                                                          ,Stronglight                                       ,CHAINSETS ROAD                                    ,yes,http://www.ribblecycles.co.uk/stronglight-impact-jis-compact-chainset-road/,
POLAHRMA593BK0000000,A300 HR Heart Rate Monitor (Fitness) Black                                                          ,Polar                                             ,HEART RATE MONITORS                               ,yes,http://www.ribblecycles.co.uk/polar-a300-hr-heart-rate-monitor-fitness/,
STROCHRI370SI0048T00,Dural 5083 110mm Shim 9/10 Chainring Silver 48T                                                     ,Stronglight                                       ,CHAINRINGS ROAD                                   ,yes,http://www.ribblecycles.co.uk/stronglight-dural-5083-110mm-shim-9-10-chainring/,
SANTZBBS216BK00CMD00,Corex Max Pad Bib Shorts Black M                                                                    ,Santini                                           ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/santini-corex-max-pad-bib-shorts/,
PRORFRAR200000000046,Rapide Carbon Frame and Forks (inc headset) 46cm                                                    ,Prorace                                           ,FRAMES ROAD                                       ,yes,http://www.ribblecycles.co.uk/prorace-rapide-carbon-frame-and-forks-inc-headset/,
GIORZBBS441BK00LG000,Classic Silverline Bib Shorts with logo Black L                                                     ,Giordana                                          ,BIB SHORTS                                        ,yes,http://www.ribblecycles.co.uk/giordana-classic-silverline-bib-shorts-with-logo/,
SHIMCASM315000011340,9 Spd HG80 Cassette 11-34                                                                           ,Shimano                                           ,CASSETTES-MTB                                     ,no,http://www.ribblecycles.co.uk/shimano-9-spd-hg80-cassette/,
CAMPWHFT200000000000,Front Wheel Pista Track Tubular                                                                     ,Campagnolo                                        ,WHEELS FACTORY TRACK                              ,yes,http://www.ribblecycles.co.uk/campagnolo-front-wheel-pista-track-tubular/,
SHIMCASS911000011250,10Spd Dura Ace 7900 Cassette 11-25                                                                  ,Shimano                                           ,CASSETTES-ROAD                                    ,yes,http://www.ribblecycles.co.uk/shimano-10spd-dura-ace-7900-cassette/,
BONTZSHR190WH0045000,Riot Road Shoes White/Black 45                                                                      ,Bont                                              ,SHOES ROAD                                        ,yes,http://www.ribblecycles.co.uk/bont-riot-road-shoes/,
ARUNBOTC200GKCA00000,Mandible Bottle Cage Gloss Carbon                                                                   ,Arundel                                           ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/arundel-mandible-bottle-cage/,
ARUNBOTC200MOI000000,Mandible Bottle Cage Matt Oil Slick                                                                 ,Arundel                                           ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/arundel-mandible-bottle-cage/,
BBBACASS097000014270,11Spd Cassette Shimano Road  14-27                                                                  ,BBB                                               ,CASSETTES-ROAD                                    ,no,http://www.ribblecycles.co.uk/bbb-11spd-cassette-shimano-road/,
DEDASPIN260000027231,Zero 100 Seatpillar Black 27.2 310mm                                                                ,Deda                                              ,SEATPILLARS-ROAD                                  ,yes,http://www.ribblecycles.co.uk/deda-zero-100-seatpillar/,
