Code,Site,Category,Brand,Name,URL,Price,Screen Size
101588,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 999cxi HD SI Echolot - Modell 2015,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/900-Serie/Humminbird-999cxi-HD-SI-Echolot-Modell-2015--10614.html,2089,"8"""
407990-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 1199cxi SI Echolot - Modell 2015,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/Technik-Side-Imaging/Humminbird-1199cxi-SI-Echolot-Modell-2015--3466.html,2919,"10"""
101583,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 561x Di Echolot mit Down Imaging,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/500-Serie/Humminbird-561x-Di-Echolot-mit-Down-Imaging--10609.html,294.9,"5"""
407810-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 859cxi XD Tiefsee Echolot mit Plotter,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/800-Serie/Humminbird-859cxi-XD-Tiefsee-Echolot-mit-Plotter--3470.html,825.9,"7"""
407750-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 959cxi XD Combo Echolot - Modell 2015,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/900-Serie/Humminbird-959cxi-XD-Combo-Echolot-Modell-2015--3469.html,1469,"8"""
407980-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 1159cxi XD Echolot - Modell 2015,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/1100-Serie/Humminbird-1159cxi-XD-Echolot-Modell-2015--11124.html,2339,"10"""
408460-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 541x Echolot - Modell 2015,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/500-Serie/Humminbird-541x-Echolot-Modell-2015--10191.html,199,"5"""
408240-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 859cxi DI Echolot - mit DownScan,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/800-Serie/Humminbird-859cxi-DI-Echolot-mit-DownScan--10193.html,789,"7"""
102004,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird ONIX 10ci Si Touch Echolot mit GPS - Modell 2015,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/Onix-Serie/Humminbird-ONIX-10ci-Si-Touch-Echolot-mit-GPS-Modell-2015--11175.html,3499,"10"""
102728,A. Schlageter,digitale See- & Topo Karten,Humminbird,Humminbird AutoChart,http://www.angel-schlageter.de/Echolote-Navigation/digitale-See-Topo-Karten/Kartographierungs-Software/Humminbird-AutoChart--11966.html,224.9,other
102004,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird ONIX 10ci Si Touch Echolot mit GPS - Modell 2015 mit Top Servicepaket,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/Onix-Serie/Humminbird-ONIX-10ci-Si-Touch-Echolot-mit-GPS-Modell-2015--11175.html,3528.9,"10"""
102729,A. Schlageter,digitale See- & Topo Karten,Humminbird,Humminbird AutoChart Pro,http://www.angel-schlageter.de/Echolote-Navigation/digitale-See-Topo-Karten/Kartographierungs-Software/Humminbird-AutoChart-Pro--11967.html,289.9,other
407380-1m,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 718x Echolot,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/700-Serie-2013-Modelle/Humminbird-718x-Echolot--10586.html,279,other
102204,A. Schlageter,Fischfinder & Combi Echolote,Humminbird,Humminbird 698cxi HD SI Combo,http://www.angel-schlageter.de/Echolote-Navigation/Fischfinder-Combi-Echolote/Humminbird/600-Serie/Humminbird-698cxi-HD-SI-Combo--11382.html,849,"5"""
