sku,Nisbets Code,manufacturer,name,price,url_path,url_key
FFRSM800-300,,Craven,Craven FFRSM800-300 Firmashelf Three Sided Base Frame,43,craven-ffrsm800-300-firmashelf-three-sided-base-frame.html,craven-ffrsm800-300-firmashelf-three-sided-base-frame
FFRSM800-400,,Craven,Craven FFRSM800-400 Firmashelf Three Sided Base Frame,44,craven-ffrsm800-400-firmashelf-three-sided-base-frame.html,craven-ffrsm800-400-firmashelf-three-sided-base-frame
FFRSM800-500,,Craven,Craven FFRSM800-500 Firmashelf Three Sided Base Frame,45,craven-ffrsm800-500-firmashelf-three-sided-base-frame.html,craven-ffrsm800-500-firmashelf-three-sided-base-frame
FFRSM800-600,,Craven,Craven FFRSM800-600 Firmashelf Three Sided Base Frame,46,craven-ffrsm800-600-firmashelf-three-sided-base-frame.html,craven-ffrsm800-600-firmashelf-three-sided-base-frame
FFRSM900-300,,Craven,Craven FFRSM900-300 Firmashelf Three Sided Base Frame,44,craven-ffrsm900-300-firmashelf-three-sided-base-frame.html,craven-ffrsm900-300-firmashelf-three-sided-base-frame
FFRSM900-400,,Craven,Craven FFRSM900-400 Firmashelf Three Sided Base Frame,44,craven-ffrsm900-400-firmashelf-three-sided-base-frame.html,craven-ffrsm900-400-firmashelf-three-sided-base-frame
FFRSM900-500,,Craven,Craven FFRSM900-500 Firmashelf Three Sided Base Frame,46,craven-ffrsm900-500-firmashelf-three-sided-base-frame.html,craven-ffrsm900-500-firmashelf-three-sided-base-frame
FFRSM900-600,,Craven,Craven FFRSM900-600 Firmashelf Three Sided Base Frame,47,craven-ffrsm900-600-firmashelf-three-sided-base-frame.html,craven-ffrsm900-600-firmashelf-three-sided-base-frame
FFRZM1000-300,,Craven,Craven FFRZM1000-300 Firmashelf Three Sided Base Frame,29,craven-ffrzm1000-300-firmashelf-three-sided-base-frame.html,craven-ffrzm1000-300-firmashelf-three-sided-base-frame
FFRZM1000-400,,Craven,Craven FFRZM1000-400 Firmashelf Three Sided Base Frame,30,craven-ffrzm1000-400-firmashelf-three-sided-base-frame.html,craven-ffrzm1000-400-firmashelf-three-sided-base-frame
FFRZM1000-500,,Craven,Craven FFRZM1000-500 Firmashelf Three Sided Base Frame,31,craven-ffrzm1000-500-firmashelf-three-sided-base-frame.html,craven-ffrzm1000-500-firmashelf-three-sided-base-frame
FFRZM1000-600,,Craven,Craven FFRZM1000-600 Firmashelf Three Sided Base Frame,31,craven-ffrzm1000-600-firmashelf-three-sided-base-frame.html,craven-ffrzm1000-600-firmashelf-three-sided-base-frame
FFRZM1100-300,,Craven,Craven FFRZM1100-300 Firmashelf Three Sided Base Frame,29,craven-ffrzm1100-300-firmashelf-three-sided-base-frame.html,craven-ffrzm1100-300-firmashelf-three-sided-base-frame
FFRZM1100-400,,Craven,Craven FFRZM1100-400 Firmashelf Three Sided Base Frame,31,craven-ffrzm1100-400-firmashelf-three-sided-base-frame.html,craven-ffrzm1100-400-firmashelf-three-sided-base-frame
FFRZM1100-500,,Craven,Craven FFRZM1100-500 Firmashelf Three Sided Base Frame,32,craven-ffrzm1100-500-firmashelf-three-sided-base-frame.html,craven-ffrzm1100-500-firmashelf-three-sided-base-frame
FFRZM1100-600,,Craven,Craven FFRZM1100-600 Firmashelf Three Sided Base Frame,32,craven-ffrzm1100-600-firmashelf-three-sided-base-frame.html,craven-ffrzm1100-600-firmashelf-three-sided-base-frame
FFRZM1200-300,,Craven,Craven FFRZM1200-300 Firmashelf Three Sided Base Frame,31,craven-ffrzm1200-300-firmashelf-three-sided-base-frame.html,craven-ffrzm1200-300-firmashelf-three-sided-base-frame
FFRZM1200-400,,Craven,Craven FFRZM1200-400 Firmashelf Three Sided Base Frame,32,craven-ffrzm1200-400-firmashelf-three-sided-base-frame.html,craven-ffrzm1200-400-firmashelf-three-sided-base-frame
FFRZM1200-500,,Craven,Craven FFRZM1200-500 Firmashelf Three Sided Base Frame,32,craven-ffrzm1200-500-firmashelf-three-sided-base-frame.html,craven-ffrzm1200-500-firmashelf-three-sided-base-frame
FFRZM1200-600,,Craven,Craven FFRZM1200-600 Firmashelf Three Sided Base Frame,33,craven-ffrzm1200-600-firmashelf-three-sided-base-frame.html,craven-ffrzm1200-600-firmashelf-three-sided-base-frame
FFRZM1300-300,,Craven,Craven FFRZM1300-300 Firmashelf Three Sided Base Frame,32,craven-ffrzm1300-300-firmashelf-three-sided-base-frame.html,craven-ffrzm1300-300-firmashelf-three-sided-base-frame
FFRZM1300-400,,Craven,Craven FFRZM1300-400 Firmashelf Three Sided Base Frame,32,craven-ffrzm1300-400-firmashelf-three-sided-base-frame.html,craven-ffrzm1300-400-firmashelf-three-sided-base-frame
FFRZM1300-500,,Craven,Craven FFRZM1300-500 Firmashelf Three Sided Base Frame,33,craven-ffrzm1300-500-firmashelf-three-sided-base-frame.html,craven-ffrzm1300-500-firmashelf-three-sided-base-frame
FFRZM1300-600,,Craven,Craven FFRZM1300-600 Firmashelf Three Sided Base Frame,34,craven-ffrzm1300-600-firmashelf-three-sided-base-frame.html,craven-ffrzm1300-600-firmashelf-three-sided-base-frame
FFRZM1500-300,,Craven,Craven FFRZM1500-300 Firmashelf Three Sided Base Frame,32,craven-ffrzm1500-300-firmashelf-three-sided-base-frame.html,craven-ffrzm1500-300-firmashelf-three-sided-base-frame
FFRZM1500-400,,Craven,Craven FFRZM1500-400 Firmashelf Three Sided Base Frame,33,craven-ffrzm1500-400-firmashelf-three-sided-base-frame.html,craven-ffrzm1500-400-firmashelf-three-sided-base-frame
FFRZM1500-500,,Craven,Craven FFRZM1500-500 Firmashelf Three Sided Base Frame,34,craven-ffrzm1500-500-firmashelf-three-sided-base-frame.html,craven-ffrzm1500-500-firmashelf-three-sided-base-frame
FFRZM1500-600,,Craven,Craven FFRZM1500-600 Firmashelf Three Sided Base Frame,34,craven-ffrzm1500-600-firmashelf-three-sided-base-frame.html,craven-ffrzm1500-600-firmashelf-three-sided-base-frame
FFRZM1800-300,,Craven,Craven FFRZM1800-300 Firmashelf Three Sided Base Frame,34,craven-ffrzm1800-300-firmashelf-three-sided-base-frame.html,craven-ffrzm1800-300-firmashelf-three-sided-base-frame
FFRZM1800-400,,Craven,Craven FFRZM1800-400 Firmashelf Three Sided Base Frame,34,craven-ffrzm1800-400-firmashelf-three-sided-base-frame.html,craven-ffrzm1800-400-firmashelf-three-sided-base-frame
FFRZM1800-500,,Craven,Craven FFRZM1800-500 Firmashelf Three Sided Base Frame,36,craven-ffrzm1800-500-firmashelf-three-sided-base-frame.html,craven-ffrzm1800-500-firmashelf-three-sided-base-frame
FFRZM1800-600,,Craven,Craven FFRZM1800-600 Firmashelf Three Sided Base Frame,36,craven-ffrzm1800-600-firmashelf-three-sided-base-frame.html,craven-ffrzm1800-600-firmashelf-three-sided-base-frame
FFRZM600-300,,Craven,Craven FFRZM600-300 Firmashelf Three Sided Base Frame,28,craven-ffrzm600-300-firmashelf-three-sided-base-frame.html,craven-ffrzm600-300-firmashelf-three-sided-base-frame
FFRZM600-400,,Craven,Craven FFRZM600-400 Firmashelf Three Sided Base Frame,29,craven-ffrzm600-400-firmashelf-three-sided-base-frame.html,craven-ffrzm600-400-firmashelf-three-sided-base-frame
FFRZM600-500,,Craven,Craven FFRZM600-500 Firmashelf Three Sided Base Frame,29,craven-ffrzm600-500-firmashelf-three-sided-base-frame.html,craven-ffrzm600-500-firmashelf-three-sided-base-frame
FFRZM600-600,,Craven,Craven FFRZM600-600 Firmashelf Three Sided Base Frame,30,craven-ffrzm600-600-firmashelf-three-sided-base-frame.html,craven-ffrzm600-600-firmashelf-three-sided-base-frame
FFRZM800-300,,Craven,Craven FFRZM800-300 Firmashelf Three Sided Base Frame,29,craven-ffrzm800-300-firmashelf-three-sided-base-frame.html,craven-ffrzm800-300-firmashelf-three-sided-base-frame
FFRZM800-400,,Craven,Craven FFRZM800-400 Firmashelf Three Sided Base Frame,29,craven-ffrzm800-400-firmashelf-three-sided-base-frame.html,craven-ffrzm800-400-firmashelf-three-sided-base-frame
FFRZM800-500,,Craven,Craven FFRZM800-500 Firmashelf Three Sided Base Frame,30,craven-ffrzm800-500-firmashelf-three-sided-base-frame.html,craven-ffrzm800-500-firmashelf-three-sided-base-frame
FFRZM800-600,,Craven,Craven FFRZM800-600 Firmashelf Three Sided Base Frame,31,craven-ffrzm800-600-firmashelf-three-sided-base-frame.html,craven-ffrzm800-600-firmashelf-three-sided-base-frame
FFRZM900-300,,Craven,Craven FFRZM900-300 Firmashelf Three Sided Base Frame,29,craven-ffrzm900-300-firmashelf-three-sided-base-frame.html,craven-ffrzm900-300-firmashelf-three-sided-base-frame
FFRZM900-400,,Craven,Craven FFRZM900-400 Firmashelf Three Sided Base Frame,29,craven-ffrzm900-400-firmashelf-three-sided-base-frame.html,craven-ffrzm900-400-firmashelf-three-sided-base-frame
FFRZM900-500,,Craven,Craven FFRZM900-500 Firmashelf Three Sided Base Frame,31,craven-ffrzm900-500-firmashelf-three-sided-base-frame.html,craven-ffrzm900-500-firmashelf-three-sided-base-frame
FFRZM900-600,,Craven,Craven FFRZM900-600 Firmashelf Three Sided Base Frame,31,craven-ffrzm900-600-firmashelf-three-sided-base-frame.html,craven-ffrzm900-600-firmashelf-three-sided-base-frame
FNSM1000-300,,Craven,Craven FNSM1000-300 Firmashelf 5000 Wire Shelf,31,craven-fnsm1000-300-firmashelf-5000-wire-shelf.html,craven-fnsm1000-300-firmashelf-5000-wire-shelf
FNSM1000-400,,Craven,Craven FNSM1000-400 Firmashelf 5000 Wire Shelf,32,craven-fnsm1000-400-firmashelf-5000-wire-shelf.html,craven-fnsm1000-400-firmashelf-5000-wire-shelf
FNSM1000-400-WIN,,Craven,Craven FNSM1000-400 Firmashelf 5000 Wire Wine Shelf - 5 capacity,36,craven-fnsm1000-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm1000-400-firmashelf-5000-wire-wine-shelf
FNSM1000-400-WINE,,Craven,Craven FNSM1000-400 Firmashelf 5000 Wire Wine Shelf - 9 capacity,36,craven-fnsm1000-400-firmashelf-5000-wire-wine-shelf-1.html,craven-fnsm1000-400-firmashelf-5000-wire-wine-shelf
FNSM1000-500,,Craven,Craven FNSM1000-500 Firmashelf 5000 Wire Shelf,34,craven-fnsm1000-500-firmashelf-5000-wire-shelf.html,craven-fnsm1000-500-firmashelf-5000-wire-shelf
FNSM1000-600,,Craven,Craven FNSM1000-600 Firmashelf 5000 Wire Shelf,36,craven-fnsm1000-600-firmashelf-5000-wire-shelf.html,craven-fnsm1000-600-firmashelf-5000-wire-shelf
FNSM1100-300,,Craven,Craven FNSM1100-300 Firmashelf 5000 Wire Shelf,32,craven-fnsm1100-300-firmashelf-5000-wire-shelf.html,craven-fnsm1100-300-firmashelf-5000-wire-shelf
FNSM1100-400,,Craven,Craven FNSM1100-400 Firmashelf 5000 Wire Shelf,33,craven-fnsm1100-400-firmashelf-5000-wire-shelf.html,craven-fnsm1100-400-firmashelf-5000-wire-shelf
FNSM1100-400-WIN,,Craven,Craven FNSM1100-400 Firmashelf 5000 Wire Wine Shelf - 5 capacity,37,craven-fnsm1100-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm1100-400-firmashelf-5000-wire-wine-shelf
FNSM1100-400-WINE,,Craven,Craven FNSM1100-400 Firmashelf 5000 Wire Wine Shelf - 10 capacity,37,craven-fnsm1100-400-firmashelf-5000-wire-wine-shelf-1.html,craven-fnsm1100-400-firmashelf-5000-wire-wine-shelf
FNSM1100-500,,Craven,Craven FNSM1100-500 Firmashelf 5000 Wire Shelf,35,craven-fnsm1100-500-firmashelf-5000-wire-shelf.html,craven-fnsm1100-500-firmashelf-5000-wire-shelf
FNSM1100-600,,Craven,Craven FNSM1100-600 Firmashelf 5000 Wire Shelf,36,craven-fnsm1100-600-firmashelf-5000-wire-shelf.html,craven-fnsm1100-600-firmashelf-5000-wire-shelf
FNSM1200-300,,Craven,Craven FNSM1200-300 Firmashelf 5000 Wire Shelf,32,craven-fnsm1200-300-firmashelf-5000-wire-shelf.html,craven-fnsm1200-300-firmashelf-5000-wire-shelf
FNSM1200-400,,Craven,Craven FNSM1200-400 Firmashelf 5000 Wire Shelf,33,craven-fnsm1200-400-firmashelf-5000-wire-shelf.html,craven-fnsm1200-400-firmashelf-5000-wire-shelf
FNSM1200-400-WIN,,Craven,Craven FNSM1200-400 Firmashelf 5000 Wire Wine Shelf - 5 capacity,39,craven-fnsm1200-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm1200-400-firmashelf-5000-wire-wine-shelf
FNSM1200-400-WINE,,Craven,Craven FNSM1200-400 Firmashelf 5000 Wire Wine Shelf - 11 capacity,39,craven-fnsm1200-400-firmashelf-5000-wire-wine-shelf-1.html,craven-fnsm1200-400-firmashelf-5000-wire-wine-shelf
FNSM1200-500,,Craven,Craven FNSM1200-500 Firmashelf 5000 Wire Shelf,35,craven-fnsm1200-500-firmashelf-5000-wire-shelf.html,craven-fnsm1200-500-firmashelf-5000-wire-shelf
FNSM1200-600,,Craven,Craven FNSM1200-600 Firmashelf 5000 Wire Shelf,37,craven-fnsm1200-600-firmashelf-5000-wire-shelf.html,craven-fnsm1200-600-firmashelf-5000-wire-shelf
FNSM1300-300,,Craven,Craven FNSM1300-300 Firmashelf 5000 Wire Shelf,33,craven-fnsm1300-300-firmashelf-5000-wire-shelf.html,craven-fnsm1300-300-firmashelf-5000-wire-shelf
FNSM1300-400,,Craven,Craven FNSM1300-400 Firmashelf 5000 Wire Shelf,34,craven-fnsm1300-400-firmashelf-5000-wire-shelf.html,craven-fnsm1300-400-firmashelf-5000-wire-shelf
FNSM1300-400-WIN,,Craven,Craven FNSM1300-400 Firmashelf 5000 Wire Wine Shelf - 5 capacity,40,craven-fnsm1300-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm1300-400-firmashelf-5000-wire-wine-shelf
FNSM1300-400-WINE,,Craven,Craven FNSM1300-400 Firmashelf 5000 Wire Wine Shelf - 11 capacity,41,craven-fnsm1300-400-firmashelf-5000-wire-wine-shelf-1.html,craven-fnsm1300-400-firmashelf-5000-wire-wine-shelf
FNSM1300-500,,Craven,Craven FNSM1300-500 Firmashelf 5000 Wire Shelf,36,craven-fnsm1300-500-firmashelf-5000-wire-shelf.html,craven-fnsm1300-500-firmashelf-5000-wire-shelf
FNSM1300-600,,Craven,Craven FNSM1300-600 Firmashelf 5000 Wire Shelf,38,craven-fnsm1300-600-firmashelf-5000-wire-shelf.html,craven-fnsm1300-600-firmashelf-5000-wire-shelf
FNSM1500-300,,Craven,Craven FNSM1500-300 Firmashelf 5000 Wire Shelf,35,craven-fnsm1500-300-firmashelf-5000-wire-shelf.html,craven-fnsm1500-300-firmashelf-5000-wire-shelf
FNSM1500-400,,Craven,Craven FNSM1500-400 Firmashelf 5000 Wire Shelf,36,craven-fnsm1500-400-firmashelf-5000-wire-shelf.html,craven-fnsm1500-400-firmashelf-5000-wire-shelf
FNSM1500-400-WIN,,Craven,Craven FNSM1500-400 Firmashelf 5000 Wire Wine Shelf - 5 capacity,42,craven-fnsm1500-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm1500-400-firmashelf-5000-wire-wine-shelf
FNSM1500-400-WINE,,Craven,Craven FNSM1500-400 Firmashelf 5000 Wire Wine Shelf - 15 capacity,42,craven-fnsm1500-400-firmashelf-5000-wire-wine-shelf-1.html,craven-fnsm1500-400-firmashelf-5000-wire-wine-shelf
FNSM1500-500,,Craven,Craven FNSM1500-500 Firmashelf 5000 Wire Shelf,39,craven-fnsm1500-500-firmashelf-5000-wire-shelf.html,craven-fnsm1500-500-firmashelf-5000-wire-shelf
FNSM1500-600,,Craven,Craven FNSM1500-600 Firmashelf 5000 Wire Shelf,41,craven-fnsm1500-600-firmashelf-5000-wire-shelf.html,craven-fnsm1500-600-firmashelf-5000-wire-shelf
FNSM1800-300,,Craven,Craven FNSM1800-300 Firmashelf 5000 Wire Shelf,39,craven-fnsm1800-300-firmashelf-5000-wire-shelf.html,craven-fnsm1800-300-firmashelf-5000-wire-shelf
FNSM1800-400,,Craven,Craven FNSM1800-400 Firmashelf 5000 Wire Shelf,40,craven-fnsm1800-400-firmashelf-5000-wire-shelf.html,craven-fnsm1800-400-firmashelf-5000-wire-shelf
FNSM1800-400-WIN,,Craven,Craven FNSM1800-400 Firmashelf 5000 Wire Wine Shelf - 5 capacity,45,craven-fnsm1800-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm1800-400-firmashelf-5000-wire-wine-shelf
FNSM1800-400-WINE,,Craven,Craven FNSM1800-400 Firmashelf 5000 Wire Wine Shelf - 18 capacity,45,craven-fnsm1800-400-firmashelf-5000-wire-wine-shelf-1.html,craven-fnsm1800-400-firmashelf-5000-wire-wine-shelf
FNSM1800-500,,Craven,Craven FNSM1800-500 Firmashelf 5000 Wire Shelf,43,craven-fnsm1800-500-firmashelf-5000-wire-shelf.html,craven-fnsm1800-500-firmashelf-5000-wire-shelf
FNSM1800-600,,Craven,Craven FNSM1800-600 Firmashelf 5000 Wire Shelf,44,craven-fnsm1800-600-firmashelf-5000-wire-shelf.html,craven-fnsm1800-600-firmashelf-5000-wire-shelf
FNSM600-300,,Craven,Craven FNSM600-300 Firmashelf 5000 Wire Shelf,27,craven-fnsm600-300-firmashelf-5000-wire-shelf.html,craven-fnsm600-300-firmashelf-5000-wire-shelf
FNSM600-400,,Craven,Craven FNSM600-400 Firmashelf 5000 Wire Shelf,28,craven-fnsm600-400-firmashelf-5000-wire-shelf.html,craven-fnsm600-400-firmashelf-5000-wire-shelf
FNSM600-400-WINE,,Craven,Craven FNSM600-400 Firmashelf 5000 Wire Wine Shelf,32,craven-fnsm600-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm600-400-firmashelf-5000-wire-wine-shelf
FNSM600-500,,Craven,Craven FNSM600-500 Firmashelf 5000 Wire Wine Shelf,30,craven-fnsm600-500-firmashelf-5000-wire-wine-shelf.html,craven-fnsm600-500-firmashelf-5000-wire-wine-shelf
FNSM600-600,,Craven,Craven FNSM600-600 Firmashelf 5000 Wire Shelf,32,craven-fnsm600-600-firmashelf-5000-wire-shelf.html,craven-fnsm600-600-firmashelf-5000-wire-shelf
FNSM800-300,,Craven,Craven FNSM800-300 Firmashelf 5000 Wire Shelf,27,craven-fnsm800-300-firmashelf-5000-wire-shelf.html,craven-fnsm800-300-firmashelf-5000-wire-shelf
FNSM800-400,,Craven,Craven FNSM800-400 Firmashelf 5000 Wire Shelf,29,craven-fnsm800-400-firmashelf-5000-wire-shelf.html,craven-fnsm800-400-firmashelf-5000-wire-shelf
FNSM800-400-WINE,,Craven,Craven FNSM800-400 Firmashelf 5000 Wire Wine Shelf,34,craven-fnsm800-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm800-400-firmashelf-5000-wire-wine-shelf
FNSM800-500,,Craven,Craven FNSM800-500 Firmashelf 5000 Wire Shelf,31,craven-fnsm800-500-firmashelf-5000-wire-shelf.html,craven-fnsm800-500-firmashelf-5000-wire-shelf
FNSM800-600,,Craven,Craven FNSM800-600 Firmashelf 5000 Wire Shelf,33,craven-fnsm800-600-firmashelf-5000-wire-shelf.html,craven-fnsm800-600-firmashelf-5000-wire-shelf
FNSM900-300,,Craven,Craven FNSM900-300 Firmashelf 5000 Wire Shelf,28,craven-fnsm900-300-firmashelf-5000-wire-shelf.html,craven-fnsm900-300-firmashelf-5000-wire-shelf
FNSM900-400,,Craven,Craven FNSM900-400 Firmashelf 5000 Wire Shelf,30,craven-fnsm900-400-firmashelf-5000-wire-shelf.html,craven-fnsm900-400-firmashelf-5000-wire-shelf
FNSM900-400-WINE,,Craven,Craven FNSM900-400 Firmashelf 5000 Wire Wine Shelf,36,craven-fnsm900-400-firmashelf-5000-wire-wine-shelf.html,craven-fnsm900-400-firmashelf-5000-wire-wine-shelf
FNSM900-500,,Craven,Craven FNSM900-500 Firmashelf 5000 Wire Shelf,32,craven-fnsm900-500-firmashelf-5000-wire-shelf.html,craven-fnsm900-500-firmashelf-5000-wire-shelf
FNSM900-600,,Craven,Craven FNSM900-600 Firmashelf 5000 Wire Shelf,34,craven-fnsm900-600-firmashelf-5000-wire-shelf.html,craven-fnsm900-600-firmashelf-5000-wire-shelf
FSEM1000-300,,Craven,Craven FSEM1000-300 Firmashelf 5000 Shelf,42,craven-fsem1000-300-firmashelf-5000-shelf.html,craven-fsem1000-300-firmashelf-5000-shelf
FSEM1000-400,,Craven,Craven FSEM1000-400 Firmashelf 5000 Shelf,47,craven-fsem1000-400-firmashelf-5000-shelf.html,craven-fsem1000-400-firmashelf-5000-shelf
FSEM1000-500,,Craven,Craven FSEM1000-500 Firmashelf 5000 Shelf,52,craven-fsem1000-500-firmashelf-5000-shelf.html,craven-fsem1000-500-firmashelf-5000-shelf
FSEM1000-600,,Craven,Craven FSEM1000-600 Firmashelf 5000 Shelf,60,craven-fsem1000-600-firmashelf-5000-shelf.html,craven-fsem1000-600-firmashelf-5000-shelf
FSEM1100-300,,Craven,Craven FSEM1100-300 Firmashelf 5000 Shelf,46,craven-fsem1100-300-firmashelf-5000-shelf.html,craven-fsem1100-300-firmashelf-5000-shelf
FSEM1100-400,,Craven,Craven FSEM1100-400 Firmashelf 5000 Shelf,49,craven-fsem1100-400-firmashelf-5000-shelf.html,craven-fsem1100-400-firmashelf-5000-shelf
FSEM1100-500,,Craven,Craven FSEM1100-500 Firmashelf 5000 Shelf,56,craven-fsem1100-500-firmashelf-5000-shelf.html,craven-fsem1100-500-firmashelf-5000-shelf
FSEM1100-600,,Craven,Craven FSEM1100-600 Firmashelf 5000 Shelf,64,craven-fsem1100-600-firmashelf-5000-shelf.html,craven-fsem1100-600-firmashelf-5000-shelf
FSEM1200-300,,Craven,Craven FSEM1200-300 Firmashelf 5000 Shelf,47,craven-fsem1200-300-firmashelf-5000-shelf.html,craven-fsem1200-300-firmashelf-5000-shelf
FSEM1200-400,,Craven,Craven FSEM1200-400 Firmashelf 5000 Shelf,52,craven-fsem1200-400-firmashelf-5000-shelf.html,craven-fsem1200-400-firmashelf-5000-shelf
FSEM1200-500,,Craven,Craven FSEM1200-500 Firmashelf 5000 Shelf,59,craven-fsem1200-500-firmashelf-5000-shelf.html,craven-fsem1200-500-firmashelf-5000-shelf
FSEM1200-600,,Craven,Craven FSEM1200-600 Firmashelf 5000 Shelf,68,craven-fsem1200-600-firmashelf-5000-shelf.html,craven-fsem1200-600-firmashelf-5000-shelf
FSEM1300-300,,Craven,Craven FSEM1300-300 Firmashelf 5000 Shelf,47,craven-fsem1300-300-firmashelf-5000-shelf.html,craven-fsem1300-300-firmashelf-5000-shelf
FSEM1300-400,,Craven,Craven FSEM1300-400 Firmashelf 5000 Shelf,55,craven-fsem1300-400-firmashelf-5000-shelf.html,craven-fsem1300-400-firmashelf-5000-shelf
FSEM1300-500,,Craven,Craven FSEM1300-500 Firmashelf 5000 Shelf,62,craven-fsem1300-500-firmashelf-5000-shelf.html,craven-fsem1300-500-firmashelf-5000-shelf
FSEM1300-600,,Craven,Craven FSEM1300-600 Firmashelf 5000 Shelf,72,craven-fsem1300-600-firmashelf-5000-shelf.html,craven-fsem1300-600-firmashelf-5000-shelf
FSEM1500-300,,Craven,Craven FSEM1500-300 Firmashelf 5000 Shelf,50,craven-fsem1500-300-firmashelf-5000-shelf.html,craven-fsem1500-300-firmashelf-5000-shelf
FSEM1500-400,,Craven,Craven FSEM1500-400 Firmashelf 5000 Shelf,59,craven-fsem1500-400-firmashelf-5000-shelf.html,craven-fsem1500-400-firmashelf-5000-shelf
FSEM1500-500,,Craven,Craven FSEM1500-500 Firmashelf 5000 Shelf,68,craven-fsem1500-500-firmashelf-5000-shelf.html,craven-fsem1500-500-firmashelf-5000-shelf
FSEM1500-600,,Craven,Craven FSEM1500-600 Firmashelf 5000 Shelf,79,craven-fsem1500-600-firmashelf-5000-shelf.html,craven-fsem1500-600-firmashelf-5000-shelf
FSEM1800-300,,Craven,Craven FSEM1800-300 Firmashelf 5000 Shelf,58,craven-fsem1800-300-firmashelf-5000-shelf.html,craven-fsem1800-300-firmashelf-5000-shelf
FSEM1800-400,,Craven,Craven FSEM1800-400 Firmashelf 5000 Shelf,68,craven-fsem1800-400-firmashelf-5000-shelf.html,craven-fsem1800-400-firmashelf-5000-shelf
FSEM1800-500,,Craven,Craven FSEM1800-500 Firmashelf 5000 Shelf,77,craven-fsem1800-500-firmashelf-5000-shelf.html,craven-fsem1800-500-firmashelf-5000-shelf
FSEM1800-600,,Craven,Craven FSEM1800-600 Firmashelf 5000 Shelf,90,craven-fsem1800-600-firmashelf-5000-shelf.html,craven-fsem1800-600-firmashelf-5000-shelf
FSEM600-300,,Craven,Craven FSEM600-300 Firmashelf 5000 Shelf,34,craven-fsem600-300-firmashelf-5000-shelf.html,craven-fsem600-300-firmashelf-5000-shelf
FSEM600-400,,Craven,Craven FSEM600-400 Firmashelf 5000 Shelf,37,craven-fsem600-400-firmashelf-5000-shelf.html,craven-fsem600-400-firmashelf-5000-shelf
FSEM600-500,,Craven,Craven FSEM600-500 Firmashelf 5000 Shelf,41,craven-fsem600-500-firmashelf-5000-shelf.html,craven-fsem600-500-firmashelf-5000-shelf
FSEM600-600,,Craven,Craven FSEM600-600 Firmashelf 5000 Shelf,45,craven-fsem600-600-firmashelf-5000-shelf.html,craven-fsem600-600-firmashelf-5000-shelf
FSEM800-300,,Craven,Craven FSEM800-300 Firmashelf 5000 Shelf,38,craven-fsem800-300-firmashelf-5000-shelf.html,craven-fsem800-300-firmashelf-5000-shelf
FSEM800-400,,Craven,Craven FSEM800-400 Firmashelf 5000 Shelf,43,craven-fsem800-400-firmashelf-5000-shelf.html,craven-fsem800-400-firmashelf-5000-shelf
FSEM800-500,,Craven,Craven FSEM800-500 Firmashelf 5000 Shelf,44,craven-fsem800-500-firmashelf-5000-shelf.html,craven-fsem800-500-firmashelf-5000-shelf
FSEM800-600,,Craven,Craven FSEM800-600 Firmashelf 5000 Shelf,52,craven-fsem800-600-firmashelf-5000-shelf.html,craven-fsem800-600-firmashelf-5000-shelf
FSEM900-300,,Craven,Craven FSEM900-300 Firmashelf 5000 Shelf,40,craven-fsem900-300-firmashelf-5000-shelf.html,craven-fsem900-300-firmashelf-5000-shelf
FSEM900-400,,Craven,Craven FSEM900-400 Firmashelf 5000 Shelf,45,craven-fsem900-400-firmashelf-5000-shelf.html,craven-fsem900-400-firmashelf-5000-shelf
FSEM900-500,,Craven,Craven FSEM900-500 Firmashelf 5000 Shelf,49,craven-fsem900-500-firmashelf-5000-shelf.html,craven-fsem900-500-firmashelf-5000-shelf
FSEM900-600,,Craven,Craven FSEM900-600 Firmashelf 5000 Shelf,56,craven-fsem900-600-firmashelf-5000-shelf.html,craven-fsem900-600-firmashelf-5000-shelf
FSSM1000-300,,Craven,Craven FSSM1000-300 Firmashelf 5000 Shelf,72,craven-fssm1000-300-firmashelf-5000-shelf.html,craven-fssm1000-300-firmashelf-5000-shelf
FSSM1000-400,,Craven,Craven FSSM1000-400 Firmashelf 5000 Shelf,83,craven-fssm1000-400-firmashelf-5000-shelf.html,craven-fssm1000-400-firmashelf-5000-shelf
FSSM1000-500,,Craven,Craven FSSM1000-500 Firmashelf 5000 Shelf,95,craven-fssm1000-500-firmashelf-5000-shelf.html,craven-fssm1000-500-firmashelf-5000-shelf
FSSM1000-600,,Craven,Craven FSSM1000-600 Firmashelf 5000 Shelf,106,craven-fssm1000-600-firmashelf-5000-shelf.html,craven-fssm1000-600-firmashelf-5000-shelf
FSSM1100-300,,Craven,Craven FSSM1100-300 Firmashelf 5000 Shelf,76,craven-fssm1100-300-firmashelf-5000-shelf.html,craven-fssm1100-300-firmashelf-5000-shelf
