"sku","manufacturer","manufacturer_sku","ean_barcode","price (ex VAT)"
"Ideal_Standard_L6284EO","Ideal Standard","L6284EO",5017830417583,"416,04"
"Ideal_Standard_T7823S4","Ideal Standard","T7823S4",8014140385202,"416,1902"
"Ideal_Standard_T7823S5","Ideal Standard","T7823S5",8014140385219,"416,1902"
"Ideal_Standard_T7823S6","Ideal Standard","T7823S6",8014140385226,"416,1902"
"Ideal_Standard_T7823WG","Ideal Standard","T7823WG",8014140385196,"416,1902"
"Grundfos_95906772","Grundfos",95906772,5700318352123,"416,22"
"rada_1.1503.722","Rada","1.1503.722",5013180000000,"416,65"
"Franke_101.0157.952","Franke","101.0157.952",7612980531011,"416,6583"
"Franke_101.0157.954","Franke","101.0157.954",7612980536863,"416,6583"
"Franke_101.0157.953","Franke","101.0157.953",7612980561810,"416,6583"
"Twyford_VC7520WH","Twyford","VC7520WH",5024959382210,"416,6583"
"Twyford_VO0801WE","Twyford","VO0801WE",5024959379135,"417,62"
"Ideal_Standard_T7820S6","Ideal Standard","T7820S6",8014140385103,"417,6436"
"Ideal_Standard_T7820WG","Ideal Standard","T7820WG",8014140385073,"417,6436"
"Bristan_QU VSHXSPDIV C","Bristan","QU VSHXSPDIV C",5014869103012,"418,8167"
"Bristan_VAC THBSM C","Bristan","VAC THBSM C",5014868001791,"419,38"
"Just_Trays_NTL1490011","Just Trays","NTL1490011",5055039318409,"419,71"
"Just_Trays_NTL1490015","Just Trays","NTL1490015",5055039318447,"419,71"
"Just_Trays_NTL1490010","Just Trays","NTL1490010",5055039318393,"419,71"
"Just_Trays_NTL1576015","Just Trays","NTL1576015",5055039318584,"419,71"
"Just_Trays_NTL1490014","Just Trays","NTL1490014",5055039318430,"419,71"
"Just_Trays_NTL1576010","Just Trays","NTL1576010",5055039318539,"419,71"
"Just_Trays_NTL1576011","Just Trays","NTL1576011",5055039318546,"419,71"
"Just_Trays_NTL1576014","Just Trays","NTL1576014",5055039318577,"419,71"
"Pegler_Yorkshire_4G3158","Pegler Yorkshire","4G3158",5022050248473,"419,8167"
"Coram_FHD12LCUP","Coram","FHD12LCUP",5012852409028,"419,89"
"Coram_FHD12RCUP","Coram","FHD12RCUP",5012852409035,"419,89"
"Ideal_Standard_T7822S4","Ideal Standard","T7822S4",8014140385165,"419,975"
"Ideal_Standard_T7822S5","Ideal Standard","T7822S5",8014140385172,"419,975"
"Coram_SPT10BSM1C","Coram","SPT10BSM1C",5012852510908,"420,08"
"Coram_SPT10BSUC","Coram","SPT10BSUC",5012852510892,"420,08"
"Bristan_TY CSHXDIV C","Bristan","TY CSHXDIV C",5014869069370,"420,3083"
"Twyford_AV7800WH","Twyford","AV7800WH",5024959333168,"421,1833"
"Ideal_Standard_L6286EO","Ideal Standard","L6286EO",5017830417606,"421,21"
"Saniflo_1053","Saniflo",1053,3308815013039,"421,6583"
"Aqualux_FEN1239AQU","Aqualux","FEN1239AQU",5014753030035,"422,7333"
"Coram_SPP80CUC","Coram","SPP80CUC",5012852510663,"423,53"
"Elstead_Lighting_CB8 BLACK","Elstead Lighting","CB8 BLACK",5024005247708,"423,756"
"GROHE_36277000","GROHE",36277000,4005176893438,"424,17"
"Franke_101.0157.955","Franke","101.0157.955",7612980536870,"424,99"
"Aqualisa_AXDC1A","Aqualisa","AXDC1A",5023942063228,"424,9917"
"GROHE_34020000","GROHE",34020000,4005176201295,"425,44"
"GROHE_36234000","GROHE",36234000,4005176870231,"425,44"
"Franke_120.0187.984","Franke","120.0187.984",7612980580842,"426,76"
"Ideal_Standard_L6581EO","Ideal Standard","L6581EO",5017830435921,"426,76"
"Ideal_Standard_L6583EO","Ideal Standard","L6583EO",5017830435945,"426,76"
"Ideal_Standard_L6585EO","Ideal Standard","L6585EO",5017830435969,"426,76"
"Ideal_Standard_L6587EO","Ideal Standard","L6587EO",5017830435983,"426,76"
"Ideal_Standard_L6601EO","Ideal Standard","L6601EO",5017830436126,"426,76"
"Ideal_Standard_L6603EO","Ideal Standard","L6603EO",5017830436140,"426,76"
"Ideal_Standard_L6605EO","Ideal Standard","L6605EO",5017830436164,"426,76"
"Ideal_Standard_L6607EO","Ideal Standard","L6607EO",5017830436188,"426,76"
"Bristan_N SHXDIV C","Bristan","N SHXDIV C",5014869042816,"426,7917"
"Coram_SPT10SM1C","Coram","SPT10SM1C",5012852510601,"426,96"
"Coram_SPT10SUC","Coram","SPT10SUC",5012852510595,"426,96"
"Caple_KEMPTON","Caple","KEMPTON",5038024501840,"427,4145"
"Bristan_TFP1001","Bristan","TFP1001",5014868000497,"428,7333"
"Twyford_LN9572WH","Twyford","LN9572WH",5024959344775,"429,4333"
"Grundfos_95906413","Grundfos",95906413,5700310307756,"429,68"
"Grundfos_96408461","Grundfos",96408461,5700390414337,"429,68"
"Ideal_Standard_E491101","Ideal Standard","E491101",5017830386551,"430,0396"
"Rada_1.1503.706","Rada","1.1503.706",5013181025293,"430,89"
"Grundfos_95906480","Grundfos",95906480,5700311099766,"431,47"
"Ideal_Standard_N1067AA","Ideal Standard","N1067AA",8014140311126,"432,158"
"Ideal_Standard_K2226SV","Ideal Standard","K2226SV",4015413006217,"432,9433"
"Ideal_Standard_K2227AA","Ideal Standard","K2227AA",4015413006675,"432,9433"
"Ideal_Standard_L6285EO","Ideal Standard","L6285EO",5017830417590,"433,09"
"Grundfos_96401746","Grundfos",96401746,5700390904906,"433,26"
"Franke_120.0187.986 P","Franke","120.0187.986",7612980580866,"433,32"
"rada_1.1613.044","Rada","1.1613.044",5013181030303,"433,38"
"Ideal_Standard_K2193SV","Ideal Standard","K2193SV",4015413978750,"435,5375"
"Aqualux_FTR0215AQU","Aqualux","FTR0215AQU",5014753013939,"436,1333"
"Ideal_Standard_T7802S6","Ideal Standard","T7802S6",8014140384342,"436,5627"
"Ideal_Standard_T7802WG","Ideal Standard","T7802WG",8014140384311,"436,5627"
"Aqualux_FTR0214AQU","Aqualux","FTR0214AQU",5014753013922,"436,9667"
"Aqualisa_QZ.A2.EV.05","Aqualisa","QZ.A2.EV.05",5023942059429,"437,4"
"Aqualux_FEN1248AQU","Aqualux","FEN1248AQU",5014753030165,"437,8"
"Ideal_Standard_T7208WG","Ideal Standard","T7208WG",8014140344513,"438,0854"
"Ideal_Standard_T7212WG","Ideal Standard","T7212WG",8014140344636,"438,0854"
"Ideal_Standard_T7221WG","Ideal Standard","T7221WG",8014140344902,"438,0854"
"Ideal_Standard_T7222WG","Ideal Standard","T7222WG",8014140344933,"438,0854"
"Bristan_VAL THBSM C CD","Bristan","VAL THBSM C CD",5014868002033,"439,54"
"Rada_1.1503.690","Rada","1.1503.690",5013181025040,"441,06"
"Rada_1.1653.030","Rada","1.1653.030",5013181044539,"441,06"
"Mira_1.1796.003","Mira","1.1796.003",5013181064636,"441,66"
"Ideal_Standard_E490801","Ideal Standard","E490801",5017830386568,"441,8508"
"GROHE_27030000","GROHE",27030000,4005176807800,"442,65"
"Bristan_SOLO-T3-BSM","Bristan","SOLO-T3-BSM",5014868000183,"442,7"
"Grundfos_96817929","Grundfos",96817929,5700311102374,"442,84"
"Just_Trays_V100","Just Trays","V100",5055039314364,"442,89"
"Aqualux_FEN1240AQU","Aqualux","FEN1240AQU",5014753030042,"443,1167"
"Franke_120.0184.896","Franke","120.0184.896",7612980563647,"444,32"
"Armitage_Shanks_A4176AA","Armitage Shanks","A4176AA",4015413305617,"444,48"
"Armitage_Shanks_A4124AA","Armitage Shanks","A4124AA",4015413305495,"444,48"
"Armitage_Shanks_A4130AA","Armitage Shanks","A4130AA",4015413305020,"444,48"
"Coram_SPP70SM1C","Coram","SPP70SM1C",5012852510809,"445,86"
"Coram_SPP70SUC","Coram","SPP70SUC",5012852510793,"445,86"
"Coram_SPP90CUC","Coram","SPP90CUC",5012852510700,"446,72"
"Coram_SPP90SM1C","Coram","SPP90SM1C",5012852510724,"446,72"
"Coram_SPP90SUC","Coram","SPP90SUC",5012852510717,"446,72"
"Coram_SPT12BCUC","Coram","SPT12BCUC",5012852511493,"446,85"
"Bristan_J Q4S 900 S","Bristan","J Q4S 900 S",5014869062371,"447,1"
"Ideal_Standard_K2192WG","Ideal Standard","K2192WG",4015413978729,"447,2983"
"Ideal_Standard_K2192SV","Ideal Standard","K2192SV",4015413978736,"447,2983"
"Ideal_Standard_K2212WG","Ideal Standard","K2212WG",4015413978781,"447,6203"
"Ideal_Standard_K2212SV","Ideal Standard","K2212SV",4015413978798,"447,6203"
"Ideal_Standard_T7821S6","Ideal Standard","T7821S6",8014140385141,"449,0465"
"Ideal_Standard_T7821WG","Ideal Standard","T7821WG",8014140385110,"449,0465"
"Franke_120.0187.982","Franke","120.0187.982",7612980580828,"449,16"
"Aqualisa_QZ.C1.BV.05","Aqualisa","QZ.C1.BV.05",5023942059443,"449,9917"
"Elstead_Lighting_CB8 BLK/GOLD","Elstead Lighting","CB8 BLK/GOLD",5024005357704,450
"Franke_120.0185.410","Franke","120.0185.410",7612980566457,"450,07"
"Armitage_Shanks_A4129AA","Armitage Shanks","A4129AA",4015413305013,"452,08"
"Armitage_Shanks_A4180AA","Armitage Shanks","A4180AA",4015413305655,"452,12"
"Armitage_Shanks_A4126AA","Armitage Shanks","A4126AA",4015413305518,"452,12"
"Aqualisa_500.00.04","Aqualisa","500.00.04",5023942050709,"452,4917"
"Coram_SPT12CUC","Coram","SPT12CUC",5012852511431,"453,18"
"Deva_TBV005","Deva","TBV005",5011632062903,"454,56"
"Ideal_Standard_L6589EO","Ideal Standard","L6589EO",5017830436003,"458,14"
"Ideal_Standard_L6591EO","Ideal Standard","L6591EO",5017830436027,"458,14"
"Ideal_Standard_L6593EO","Ideal Standard","L6593EO",5017830436041,"458,14"
"Ideal_Standard_L6595EO","Ideal Standard","L6595EO",5017830436065,"458,14"
"Ideal_Standard_L6609EO","Ideal Standard","L6609EO",5017830436201,"458,14"
"Ideal_Standard_L6611EO","Ideal Standard","L6611EO",5017830436225,"458,14"
"Ideal_Standard_L6613EO","Ideal Standard","L6613EO",5017830436249,"458,14"
"Ideal_Standard_L6615EO","Ideal Standard","L6615EO",5017830436263,"458,14"
"Aqualisa_500.10.04","Aqualisa","500.10.04",5023942050723,"462,5"
"Saniflo_1110","Saniflo",1110,3308815011219,"463,325"
"Elstead_Lighting_FP9 OLD BRZ","Elstead Lighting","FP9 OLD BRZ",5024005476306,"463,33"
"Coram_SPP80SM1C","Coram","SPP80SM1C",5012852510687,"463,9"
"Coram_SPP80SUC","Coram","SPP80SUC",5012852510670,"463,9"
"Grundfos_52992102","Grundfos",52992102,5700390848644,"467,46"
"Coram_SPP10CUC","Coram","SPP10CUC",5012852510748,"467,71"
"Ideal_Standard_K2193WG","Ideal Standard","K2193WG",4015413978743,"470,375"
"Grundfos_52993195","Grundfos",52993195,5700390848675,"470,79"
"Armitage_Shanks_S590201","Armitage Shanks","S590201",5017830300915,"470,848"
"Ideal_Standard_T7800S6","Ideal Standard","T7800S6",8014140384267,"471,0279"
"Ideal_Standard_T7801S4","Ideal Standard","T7801S4",8014140384281,"471,0279"
"Ideal_Standard_T7801S5","Ideal Standard","T7801S5",8014140384298,"471,0279"
"Armitage_Shanks_A4183AA","Armitage Shanks","A4183AA",4015413305686,"471,21"
"Armitage_Shanks_A4182AA","Armitage Shanks","A4182AA",4015413305679,"471,21"
"Franke_120.0187.987","Franke","120.0187.987",7612980580873,"471,6583"
"Just_Trays_NTL1680010","Just Trays","NTL1680010",5055039318461,"472,17"
"Just_Trays_NTL1680011","Just Trays","NTL1680011",5055039318478,"472,17"
"Just_Trays_NTL1680014","Just Trays","NTL1680014",5055039318508,"472,17"
"Just_Trays_NTL1680015","Just Trays","NTL1680015",5055039318515,"472,17"
"Mira_1.1796.001","Mira","1.1796.001",5013181064612,"472,49"
"Grundfos_96405994","Grundfos",96405994,5700390912413,473
"Armitage_Shanks_S670467","Armitage Shanks","S670467",5017830384052,"474,368"
"Deva_TBV009","Deva","TBV009",5011632661090,"474,37"
"Franke_120.0187.985","Franke","120.0187.985",7612980580859,"474,99"
"Aqualisa_QZ.C2.BV.05","Aqualisa","QZ.C2.BV.05",5023942059450,"474,9917"
"GROHE_36235000","GROHE",36235000,4005176870248,"475,04"
"Ideal_Standard_T7221DJ","Ideal Standard","T7221DJ",8014140344896,"476,1774"
"Ideal_Standard_T7222DJ","Ideal Standard","T7222DJ",8014140344926,"476,1774"
"Ideal_Standard_E3345AA","Ideal Standard","E3345AA",5017830142041,"477,21"
"Rada_1.1613.045","Rada","1.1613.045",5013181030310,"478,13"
"Grundfos_96408475","Grundfos",96408475,5700390414771,"479,01"
"GROHE_27910000","GROHE",27910000,4005176921896,"479,81"
"GROHE_36349000","GROHE",36349000,4005176909771,"480,54"
"GROHE_27903000","GROHE",27903000,4005176921735,"480,77"
"Twyford_SS8601SS","Twyford","SS8601SS",5024959358710,"482,0583"
"Twyford_SS8602SS","Twyford","SS8602SS",5024959358727,"482,0583"
"GROHE_27058000","GROHE",27058000,4005176830464,"483,325"
"Saniflo_1046/1","Saniflo","1046/1",3308815012476,"483,325"
"Ideal_Standard_K2191WG","Ideal Standard","K2191WG",4015413978705,"483,9623"
"Ideal_Standard_K2191SV","Ideal Standard","K2191SV",4015413978712,"483,9623"
"Grundfos_96405996","Grundfos",96405996,5700390912451,"484,06"
"Ideal_Standard_L6287EO","Ideal Standard","L6287EO",5017830417613,"484,24"
"Coram_SPT12BSM1C","Coram","SPT12BSM1C",5012852511516,"484,47"
"Coram_SPT12BSUC","Coram","SPT12BSUC",5012852511509,"484,47"
"Grundfos_96281022","Grundfos",96281022,5700830268889,"485,141"
"Grundfos_96408479","Grundfos",96408479,5700390414931,"486,19"
"Just_Trays_V120","Just Trays","V120",5055039314371,"487,17"
"Elstead_Lighting_LUN8 BRONZE","Elstead Lighting","LUN8 BRONZE",5024005465904,"487,5"
"Franke_120.0187.983","Franke","120.0187.983",7612980580835,"487,5"
"Elstead_Lighting_LUN8 BLK/SIL","Elstead Lighting","LUN8 BLK/SIL",5024005474906,"487,51"
"Armitage_Shanks_S2811MY","Armitage Shanks","S2811MY",5012001668108,"488,96"
"Armitage_Shanks_S2812MY","Armitage Shanks","S2812MY",5012001668092,"488,96"
"Armitage_Shanks_S2813MY","Armitage Shanks","S2813MY",5012001668115,"488,96"
"Grundfos_95906462","Grundfos",95906462,5700310459615,"490,67"
"Bristan_J Q4S 129 S","Bristan","J Q4S 129 S",5014869062357,"490,77"
"Bristan_J Q4S 912 S","Bristan","J Q4S 912 S",5014869062388,"490,77"
"Caple_VT150BK/L","Caple","VT150BK/L",5038024565347,"491,1644"
"Caple_VT150BK/R","Caple","VT150BK/R",5038024565354,"491,1644"
"Caple_VT150WH/L","Caple","VT150WH/L",5038024565385,"491,1644"
"Caple_VT150WH/R","Caple","VT150WH/R",5038024565392,"491,1644"
"Coram_SPT12SM1C","Coram","SPT12SM1C",5012852511455,"491,3"
"Coram_SPT12SUC","Coram","SPT12SUC",5012852511448,"491,3"
"Bristan_TFP3003","Bristan","TFP3003",5014868000435,"491,475"
"Ideal_Standard_T7208DJ","Ideal Standard","T7208DJ",8014140344506,"495,222"
"Ideal_Standard_T7212DJ","Ideal Standard","T7212DJ",8014140344629,"495,222"
"Ideal_Standard_L6597EO","Ideal Standard","L6597EO",5017830436089,"495,79"
"Ideal_Standard_L6599EO","Ideal Standard","L6599EO",5017830436102,"495,79"
"Twyford_LN9472WH","Twyford","LN9472WH",5024959344737,"496,2333"
"Franke_127.0203.468","Franke","127.0203.468",7612211047953,"496,6"
"Franke_127.0203.467","Franke","127.0203.467",7612211046642,"496,6"
"Aqualux_FEN1261AQU","Aqualux","FEN1261AQU",5014753030295,"496,95"
"rada_1.1613.047","Rada","1.1613.047",5013181030334,"497,47"
"Grundfos_98057227","Grundfos",98057227,5700310346588,"497,85"
"Armitage_Shanks_S2983MY","Armitage Shanks","S2983MY",5017830379676,"498,55"
"Armitage_Shanks_S2982MY","Armitage Shanks","S2982MY",5017830379669,"498,55"
"Aqualisa_AXDC2FW","Aqualisa","AXDC2FW",5023942063259,"499,1667"
"Aqualisa_AXDC2FC","Aqualisa","AXDC2FC",5023942063273,"499,1667"
"Grundfos_96817952","Grundfos",96817952,5700311102404,"499,55"
"Mira_1.1796.002","Mira","1.1796.002",5013181064629,"499,99"
"GROHE_34026000","GROHE",34026000,4005176223679,"499,9917"
"Grohe_32176DC0","GROHE","32176DC0",4005176860263,"504,9917"
"Aqualisa_AXDE1A","Aqualisa","AXDE1A",5023942063204,"506,6583"
"GROHE_36293000","GROHE",36293000,4005176894657,"507,29"
"Armitage_Shanks_S8135AA","Armitage Shanks","S8135AA",5012001666555,"507,51"
"Grundfos_96405999","Grundfos",96405999,5700390912529,"509,55"
"Elstead_Lighting_AML10 BLK/SILVER","Elstead Lighting","AML10 BLK/SILVER",5024005445807,510
"Elstead_Lighting_AML10 BRONZE","Elstead Lighting","AML10 BRONZE",5024005445906,510
"Grundfos_96406320","Grundfos",96406320,5700390913120,"510,66"
"Ideal_Standard_K2459WG","Ideal Standard","K2459WG",4015413044202,"510,8548"
"Ideal_Standard_K2459WH","Ideal Standard","K2459WH",4015413044233,"510,8548"
"Ideal_Standard_K2453WH","Ideal Standard","K2453WH",4015413044028,"512,6028"
"Coram_SPP10SM1C","Coram","SPP10SM1C",5012852510762,"512,86"
"Coram_SPP10SUC","Coram","SPP10SUC",5012852510755,"512,86"
"Grundfos_96406321","Grundfos",96406321,5700390913182,"512,88"
"Elstead_Lighting_CW8 OLD BRZ","Elstead Lighting","CW8 OLD BRZ",5024005430605,"513,756"
"Elstead_Lighting_WR8 GRAPHITE","Elstead Lighting","WR8 GRAPHITE",5024005494201,"513,756"
"Elstead_Lighting_WR8 RUST/ IRON","Elstead Lighting","WR8 RUST/ IRON",5024005494300,"513,756"
"Ideal_Standard_A4854AA","Ideal Standard","A4854AA",4015413323475,"514,64"
"Aqualisa_AXDC2A","Aqualisa","AXDC2A",5023942063235,"514,875"
"Grundfos_96405997","Grundfos",96405997,5700390912499,"516,2"
"Aqualux_FEN1227AQU","Aqualux","FEN1227AQU",5014753029329,"516,8833"
"Armitage_Shanks_S590001","Armitage Shanks","S590001",5012001465882,"518,04"
"Aqualux_FEN1262AQU","Aqualux","FEN1262AQU",5014753030301,"520,6"
"Aqualux_FEN0878AQU","Aqualux","FEN0878AQU",5014753020739,"520,8333"
"Caple_CPBS36","Caple","CPBS36",5038024762944,"521,5905"
"Aqualux_FEN0530AQU","Aqualux","FEN0530AQU",5014753013755,"522,4917"
"Aqualux_FEN1233AQU","Aqualux","FEN1233AQU",5014753029435,"524,4"
"GROHE_34011000","GROHE",34011000,4005176236730,"526,55"
"Grohe_32175DC0","GROHE","32175DC0",4005176860249,"528,41"
"GROHE_36333000","GROHE",36333000,4005176896699,"530,37"
"Grundfos_96281023","Grundfos",96281023,5700830268896,"530,83"
"Aqualux_FEN1244AQU","Aqualux","FEN1244AQU",5014753030080,"535,4833"
"rada_1.1613.049","Rada","1.1613.049",5013181030365,"537,55"
"GROHE_36299000","GROHE",36299000,4005176894718,"542,77"
"GROHE_36306000","GROHE",36306000,4005176894756,"542,77"
"Grundfos_96406323","Grundfos",96406323,5700390913267,"542,79"
"Grundfos_96406322","Grundfos",96406322,5700390913212,"542,79"
"Grundfos_96401924","Grundfos",96401924,5700390654870,"543,6"
"Elstead_Lighting_LL8 ANT BRZ","Elstead Lighting","LL8 ANT BRZ",5024005465805,"544,15"
"Aqualux_FEN0879AQU","Aqualux","FEN0879AQU",5014753020753,"544,55"
"GROHE_36292000","GROHE",36292000,4005176894640,"544,9917"
"Rada_1.1613.046","Rada","1.1613.046",5013181030327,"545,17"
"Grundfos_96408480","Grundfos",96408480,5700390414986,"548,98"
"Aqualisa_AXDE2A","Aqualisa","AXDE2A",5023942063211,"549,1667"
"Ideal_Standard_K2458WG","Ideal Standard","K2458WG",4015413044172,"550,025"
"Aqualux_FEN1234AQU","Aqualux","FEN1234AQU",5014753029459,"550,4833"
"Bristan_TFP3002","Bristan","TFP3002",5014868000459,"553,7917"
"Armitage_Shanks_S2814MY","Armitage Shanks","S2814MY",5012001668122,"554,65"
"Armitage_Shanks_S2815MY","Armitage Shanks","S2815MY",5012001668146,"554,65"
"Armitage_Shanks_S2816MY","Armitage Shanks","S2816MY",5012001668139,"554,65"
"Armitage_Shanks_S2817MY","Armitage Shanks","S2817MY",5012001668153,"554,65"
"Twyford_AV8503WH","Twyford","AV8503WH",5024959086569,"557,1"
"Ideal_Standard_N1073AA","Ideal Standard","N1073AA",8014140288473,"557,6708"
"Pegler_Yorkshire_4G3137","Pegler Yorkshire","4G3137",5022050247957,"557,875"
"Twyford_PK8184BE","Twyford","PK8184BE",5024959355610,"559,12"
"Grundfos_96281015","Grundfos",96281015,5700830267738,"560,16"
"Aqualux_FEN1245AQU","Aqualux","FEN1245AQU",5014753030103,"561,3"
"Pegler Yorkshire_4B7008","Pegler Yorkshire","4B7008",5013866036651,"561,9"
"Grundfos_96408476","Grundfos",96408476,5700390414818,"564,23"
"Armitage_Shanks_S6957MY","Armitage Shanks","S6957MY",5017830386148,"565,81"
"Ideal_Standard_T7803S4","Ideal Standard","T7803S4",8014140384366,"567,5329"
"Ideal_Standard_T7803S5","Ideal Standard","T7803S5",8014140384373,"567,5329"
"Ideal_Standard_T7803S6","Ideal Standard","T7803S6",8014140384380,"567,5329"
"Ideal_Standard_T7803WG","Ideal Standard","T7803WG",8014140384359,"567,5329"
"Pegler_Yorkshire_431004","Pegler Yorkshire",431004,5013866012204,"568,7643"
"Ideal_Standard_E491301","Ideal Standard","E491301",5017830386605,"570,13"
"GROHE_36298000","GROHE",36298000,4005176894701,"571,38"
"GROHE_36304000","GROHE",36304000,4005176894732,"571,38"
"GROHE_36305000","GROHE",36305000,4005176894749,"571,38"
"GROHE_36308000","GROHE",36308000,4005176894770,"571,38"
"Rada_1.1613.048","Rada","1.1613.048",5013181030341,"571,6"
"Armitage_Shanks_S2830MY","Armitage Shanks","S2830MY",5012001668207,"571,68"
"Armitage_Shanks_S2831MY","Armitage Shanks","S2831MY",5012001668221,"571,68"
"Armitage_Shanks_S2832MY","Armitage Shanks","S2832MY",5012001668214,"571,68"
"Armitage_Shanks_S2833MY","Armitage Shanks","S2833MY",5012001668238,"571,68"
"Ideal_Standard_K2458WH","Ideal Standard","K2458WH",4015413044219,"572,025"
"Grundfos_96406325","Grundfos",96406325,5700390913366,"572,69"
"Grundfos_96406324","Grundfos",96406324,5700390913328,"573,8"
"GROHE_28778000","GROHE",28778000,4005176820526,"574,1667"
"Grundfos_96401733","Grundfos",96401733,5700390904777,"575,89"
"Ideal_Standard_L6516EO","Ideal Standard","L6516EO",5017830435266,"577,38"
"Ideal_Standard_L6519EO","Ideal Standard","L6519EO",5017830435297,"577,38"
"Grundfos_95906773","Grundfos",95906773,5700318352147,"577,68"
"Aqualux_FTR0212AQU","Aqualux","FTR0212AQU",5014753013816,"579,16"
"Grundfos_96401852","Grundfos",96401852,5700392979636,"579,48"
"Bristan_TFP3001","Bristan","TFP3001",5014868000473,"579,5667"
"Ideal_Standard_L6487EO","Ideal Standard","L6487EO",5017830434979,"580,52"
"Ideal_Standard_L6490EO","Ideal Standard","L6490EO",5017830435006,"580,52"
"Elstead_Lighting_SAX8 BLK","Elstead Lighting","SAX8 BLK",5024005225607,585
"Bristan_J Q31 900 S","Bristan","J Q31 900 S",5014869062340,"587,13"
"GROHE_36352000","GROHE",36352000,4005176909801,"587,53"
"GROHE_36295000","GROHE",36295000,4005176894671,"587,53"
"Saniflo_CA116A12GB","Saniflo","CA116A12GB",3466210304104,"588,72"
"Twyford_FC1331WH","Twyford","FC1331WH",5024959301556,"589,125"
"Grundfos_96401848","Grundfos",96401848,5700390652906,"590,24"
"Aqualux_FEN1236AQU","Aqualux","FEN1236AQU",5014753029497,"592,6917"
"Grundfos_96406329","Grundfos",96406329,5700390913458,"593,74"
"Grundfos_95906455","Grundfos",95906455,5700310353951,"593,83"
"Grundfos_96406008","Grundfos",96406008,5700390912598,"595,95"
"Grundfos_96281016","Grundfos",96281016,5700830267790,"596,32"
"GROHE_36303000","GROHE",36303000,4005176894725,600
"GROHE_36307000","GROHE",36307000,4005176894763,600
"Ideal_Standard_E471401","Ideal Standard","E471401",5017830066903,"600,0409"
"Grundfos_96406005","Grundfos",96406005,5700390912550,"602,6"
"Aqualux_FEN1246AQU","Aqualux","FEN1246AQU",5014753030127,"603,2167"
"Bristan_TS4753ECP","Bristan","TS4753ECP",5014868000725,"603,63"
"Armitage_Shanks_S6966AC","Armitage Shanks","S6966AC",5017830409007,"605,14"
"Armitage_Shanks_S6968AC","Armitage Shanks","S6968AC",5017830409069,"605,14"
"Armitage_Shanks_S6969AC","Armitage Shanks","S6969AC",5017830409076,"605,14"
"Armitage_Shanks_S6968RN","Armitage Shanks","S6968RN",5017830438946,"605,14"
"Armitage_Shanks_S6969RN","Armitage Shanks","S6969RN",5017830438953,"605,14"
"Armitage_Shanks_S6967AC","Armitage Shanks","S6967AC",5017830409014,"605,14"
"Ideal_Standard_L6493EO","Ideal Standard","L6493EO",5017830435037,"608,76"
"Ideal_Standard_L6496EO","Ideal Standard","L6496EO",5017830435068,"608,76"
"Ideal_Standard_L6522EO","Ideal Standard","L6522EO",5017830435327,"608,76"
"Ideal_Standard_L6525EO","Ideal Standard","L6525EO",5017830435358,"608,76"
"Aqualux_FEN1228AQU","Aqualux","FEN1228AQU",5014753029336,"608,7917"
"Ideal_Standard_K2460WG","Ideal Standard","K2460WG",4015413044264,"609,5418"
"Ideal_Standard_K2460WH","Ideal Standard","K2460WH",4015413044271,"609,5418"
"Ideal_Standard_K2461WG","Ideal Standard","K2461WG",4015413044301,"609,5418"
"Ideal_Standard_K2461WH","Ideal Standard","K2461WH",4015413044318,"609,5418"
"Ideal_Standard_K2456WG","Ideal Standard","K2456WG",4015413044097,"611,6292"
"Ideal_Standard_K2456WH","Ideal Standard","K2456WH",4015413044110,"611,6292"
"Ideal_Standard_T7801WG","Ideal Standard","T7801WG",8014140384274,"612,3353"
"Ideal_Standard_T7802S4","Ideal Standard","T7802S4",8014140384328,"612,3353"
"Ideal_Standard_T7802S5","Ideal Standard","T7802S5",8014140384335,"612,3353"
"GROHE_36353000","GROHE",36353000,4005176909818,"614,27"
"Saniflo_CA117A12GB","Saniflo","CA117A12GB",3466210304111,"616,25"
"Saniflo_CA119A12GB","Saniflo","CA119A12GB",3466210304128,"616,25"
"Grundfos_96406017","Grundfos",96406017,5700390912673,"618,11"
"Ideal_Standard_L6531EO","Ideal Standard","L6531EO",5017830435419,"624,45"
"Ideal_Standard_L6534EO","Ideal Standard","L6534EO",5017830435440,"624,45"
"Bristan_PM SP C","Bristan","PM SP C",5014868985879,"630,2333"
"Armitage_Shanks_S6954AC","Armitage Shanks","S6954AC",5017830386025,"631,424"
"Aqualux_FEN1247AQU","Aqualux","FEN1247AQU",5014753030141,"633,2"
"Armitage_Shanks_S6958MY","Armitage Shanks","S6958MY",5017830386162,"635,92"
"Grundfos_MCST0200","Grundfos","MCST0200",5700318308526,"635,99"
"Grundfos_96281018","Grundfos",96281018,5700830267998,"636,41"
"Ideal_Standard_L6499EO","Ideal Standard","L6499EO",5017830435099,637
"Armitage_Shanks_S2834MY","Armitage Shanks","S2834MY",5012001668245,"637,35"
"Armitage_Shanks_S2835MY","Armitage Shanks","S2835MY",5012001668269,"637,35"
"Armitage_Shanks_S2836MY","Armitage Shanks","S2836MY",5012001668252,"637,35"
"Armitage_Shanks_S2837MY","Armitage Shanks","S2837MY",5012001668276,"637,35"
"Grundfos_96514848","Grundfos",96514848,5700396714523,"637,38"
"Aqualux_FTR0091AQU","Aqualux","FTR0091AQU",5014753013809,"637,5"
