"sku","manufacturer","manufacturer_sku","ean_barcode","price (ex VAT)"
"Bristan_ECO SHW 05","Bristan","ECO SHW 05",5014869087763,"3,4389"
"Bristan_ECO SHW 06","Bristan","ECO SHW 06",5014869087756,"3,4389"
"Bristan_ECO SHW 07","Bristan","ECO SHW 07",5014869087749,"3,4389"
"Bristan_ECO SHW 04","Bristan","ECO SHW 04",5014869087770,"3,4389"
"Bristan_ECO SHW 08","Bristan","ECO SHW 08",5014869087800,"3,4389"
"Bristan_ECO BAS3.5","Bristan","ECO BAS3.5",5014869092576,"3,44"
"Bristan_ECO BAS4.5","Bristan","ECO BAS4.5",5014869092583,"3,44"
"Bristan_W BSN2 C","Bristan","W BSN2 C",5014868697772,"3,44"
"Bristan_ECO SPBAS 1.8","Bristan","ECO SPBAS 1.8",5014869105290,"3,44"
"Deva_FOV414","Deva","FOV414",5011632060053,"3,44"
"Bristan_VLV XB080BD200O","Bristan","VLV XB080BD200O",5014869046364,"3,49"
"Deva_DAC179","Deva","DAC179",5011632058203,"3,5"
"Deva_NRV15","Deva","NRV15",5011632662448,"3,5"
"Ideal_Standard_S912067","Ideal Standard","S912067",5012001209707,"3,53"
"Deva_DCM179","Deva","DCM179",5011632058678,"3,54"
"Franke_112.0002.709","Franke","112.0002.709",7612980508082,"3,6192"
"Saxby_Lighting_43829","Saxby Lighting",43829,5017588438298,"3,658"
"Saxby_Lighting_43830","Saxby Lighting",43830,5017588438304,"3,658"
"Croydex_AM155341","Croydex","AM155341",5012044073686,"3,7088"
"Croydex_AK204022","Croydex","AK204022",5012044002853,"3,7088"
"Croydex_PA111822","Croydex","PA111822",5012044084644,"3,7088"
"Croydex_QM731141","Croydex","QM731141",5012044079534,"3,71"
"Croydex_QM360941","Croydex","QM360941",5012044074997,"3,71"
"Croydex_AM168622","Croydex","AM168622",5012044089458,"3,7176"
"Croydex_AM168641","Croydex","AM168641",5012044089465,"3,7176"
"Croydex_AM168922","Croydex","AM168922",5012044089496,"3,7176"
"Rada_1.450.98.1","Rada","1.450.98.1",5013181017625,"3,72"
"Rada_1.935.87.1","Rada","1.935.87.1",5013181009866,"3,72"
"Rada_1.631.10.2.0","Rada","1.631.10.2.0",5013181631104,"3,72"
"Rada_1.937.79.2.0","Rada","1.937.79.2.0",5013181937794,"3,72"
"Rada_1.937.22.2.0","Rada","1.937.22.2.0",5013181937220,"3,72"
"Saxby_Lighting_DL302C","Saxby Lighting","DL302C",5017588174868,"3,72"
"Saxby_Lighting_DL302SS","Saxby Lighting","DL302SS",5017588174882,"3,72"
"Saxby_Lighting_MX78A","Saxby Lighting","MX78A",5017588957720,"3,72"
"Saxby_Lighting_42912","Saxby Lighting",42912,5017588429128,"3,72"
"Saxby_Lighting_42913","Saxby Lighting",42913,5017588429135,"3,72"
"Croydex_AM164641","Croydex","AM164641",5012044082237,"3,87"
"Ideal_Standard_E4670AA","Ideal Standard","E4670AA",5017830261018,"3,9"
"Ideal_Standard_E467201","Ideal Standard","E467201",5017830261070,"3,9"
"Ideal_Standard_S4960AA","Ideal Standard","S4960AA",5017830329466,"3,9"
"Ideal_Standard_E4671GE","Ideal Standard","E4671GE",5017830261049,"3,9"
"Ideal_Standard_E3332GE","Ideal Standard","E3332GE",5017830361602,"3,93"
"Aqualux_1155990","Aqualux",1155990,8718315059188,"3,94"
"Aqualux_1155998","Aqualux",1155998,8718315059263,"3,94"
"Croydex_QM641741","Croydex","QM641741",5012044076366,"3,98"
"Bristan_WB101 C","Bristan","WB101 C",5014868982717,"3,99"
"GROHE_45023000","GROHE",45023000,4005176006494,"4,01"
"Saxby_Lighting_3TRABKL","Saxby Lighting","3TRABKL",5017588172406,"4,03"
"Saxby_Lighting_3TRASSP","Saxby Lighting","3TRASSP",5017588172338,"4,03"
"Saxby_Lighting_3TRAWL","Saxby Lighting","3TRAWL",5017588172529,"4,03"
"Saxby_Lighting_3TRAWP","Saxby Lighting","3TRAWP",5017588172345,"4,03"
"Saxby_Lighting_DLA339W","Saxby Lighting","DLA339W",5017588905783,"4,03"
"Saxby_Lighting_S5511CHTRIM","Saxby Lighting","S5511CHTRIM",5017588304043,"4,03"
"Saxby_Lighting_S5511SSTRIM","Saxby Lighting","S5511SSTRIM",5017588304036,"4,03"
"Armitage_Shanks_S881001","Armitage Shanks","S881001",5012001565544,"4,06"
"Croydex_QM588541","Croydex","QM588541",5012044078445,"4,11"
"Bristan_VLV XB069BX000O","Bristan","VLV XB069BX000O",5014869028483,"4,15"
"Franke_112.0183.990","Franke","112.0183.990",7612980559169,"4,1583"
"Armitage_Shanks_S911067","Armitage Shanks","S911067",5012001210260,"4,1667"
"Bristan_VLV 04008","Bristan","VLV 04008",5014869026878,"4,18"
"Saxby_Lighting_DL805W","Saxby Lighting","DL805W",5017588175452,"4,19"
"GROHE_37101SH0","GROHE","37101SH0",4005176141942,"4,2"
"GROHE_0726400M","GROHE","0726400M",4005176228797,"4,2"
"Croydex_GP98700PC","Croydex","GP98700PC",5029125559557,"4,22"
"Croydex_QM731541","Croydex","QM731541",5012044079558,"4,24"
"Croydex_QM731941","Croydex","QM731941",5012044079589,"4,24"
"Croydex_AM164541","Croydex","AM164541",5012044082220,"4,24"
"Croydex_AG181122","Croydex","AG181122",5012044001900,"4,2468"
"Bristan_ZTG10-265","Bristan","ZTG10-265",5014869106006,"4,25"
"Saxby_Lighting_43863","Saxby Lighting",43863,5017588438632,"4,34"
"Saxby_Lighting_48648","Saxby Lighting",48648,5017588486480,"4,34"
"Saxby_Lighting_48649","Saxby Lighting",48649,5017588486497,"4,34"
"Saxby_Lighting_DL31SS","Saxby Lighting","DL31SS",5017588256229,"4,34"
"Saxby_Lighting_DL322W","Saxby Lighting","DL322W",5017588175001,"4,34"
"Saxby_Lighting_25644","Saxby Lighting",25644,5017588915300,"4,34"
"Saxby_Lighting_25646","Saxby Lighting",25646,5017588941613,"4,34"
"Saxby_Lighting_40370","Saxby Lighting",40370,5017588403708,"4,34"
"Saxby_Lighting_14035","Saxby Lighting",14035,5017588360889,"4,34"
"Saxby_Lighting_14036","Saxby Lighting",14036,5017588360896,"4,34"
"Deva_SPE13","Deva","SPE13",5011632666002,"4,38"
"Bristan_W VAN2 C","Bristan","W VAN2 C",5014868697956,"4,43"
"Bristan_WMNT2 C","Bristan","WMNT2 C",5014869030066,"4,43"
"Bristan_W BSN3 C","Bristan","W BSN3 C",5014868699400,"4,43"
"Croydex_AG181417","Croydex","AG181417",5012044011091,"4,51"
"Croydex_AG181422","Croydex","AG181422",5012044001955,"4,51"
"Croydex_AG181424","Croydex","AG181424",5012044001979,"4,51"
"Twyford_TR6015WH","Twyford","TR6015WH",5024959387000,"4,5158"
"Triton_SPZUKIT","Triton","SPZUKIT",5012663014602,"4,52"
"Deva_FR106-7","Deva","FR106-7",5011632651596,"4,55"
"Franke_133.0007.831","Franke","133.0007.831",7612980578979,"4,63"
"Pegler Yorkshire_467030","Pegler Yorkshire",467030,5022050239419,"4,6333"
"Pegler Yorkshire_467031","Pegler Yorkshire",467031,5022050239853,"4,6333"
"Pegler Yorkshire_467032","Pegler Yorkshire",467032,5022050239976,"4,6333"
"Pegler Yorkshire_467033","Pegler Yorkshire",467033,5022050240026,"4,6333"
"Pegler Yorkshire_467034","Pegler Yorkshire",467034,5022050240064,"4,6333"
"Pegler Yorkshire_467035","Pegler Yorkshire",467035,5022050240101,"4,6333"
"Pegler Yorkshire_467036","Pegler Yorkshire",467036,5022050240149,"4,6333"
"Pegler Yorkshire_467037","Pegler Yorkshire",467037,5022050240187,"4,6333"
"Pegler Yorkshire_467038","Pegler Yorkshire",467038,5022050240224,"4,6333"
"Franke_133.0036.429","Franke","133.0036.429",7612142248917,"4,64"
"Saxby_Lighting_DL805C","Saxby Lighting","DL805C",5017588175438,"4,65"
"Saxby_Lighting_DL805SS","Saxby Lighting","DL805SS",5017588175445,"4,65"
"Saxby_Lighting_RUNLEG1","Saxby Lighting","RUNLEG1",5017588178064,"4,65"
"Saxby_Lighting_RUNLEG2","Saxby Lighting","RUNLEG2",5017588178071,"4,65"
"Saxby_Lighting_RUNLEG3","Saxby Lighting","RUNLEG3",5017588178088,"4,65"
"Saxby_Lighting_13860","Saxby Lighting",13860,5017588317791,"4,65"
"Armitage_Shanks_S881101","Armitage Shanks","S881101",5012001304730,"4,67"
"Deva_SPE05","Deva","SPE05",5011632665937,"4,69"
"Bristan_VLV 012B C","Bristan","VLV 012B C",5014869026687,"4,72"
"Bristan_VS01-C24 PAIR","Bristan","VS01-C24 PAIR",5014868007007,"4,77"
"Ideal_Standard_L630801","Ideal Standard","L630801",5017830429906,"4,77"
"Deva_DCP179","Deva","DCP179",5011632648428,"4,79"
"Franke_133.0086.243","Franke","133.0086.243",7612980388691,"4,79"
"Bristan_VLV 012B H","Bristan","VLV 012B H",5014869026694,"4,8"
"Aqualux_1126179","Aqualux",1126179,8711331010317,"4,85"
"Bristan_W CL1 C","Bristan","W CL1 C",5014868698618,"4,88"
"Bristan_HOSE101 C","Bristan","HOSE101 C",5014868983080,"4,88"
"Saxby_Lighting_DL322C","Saxby Lighting","DL322C",5017588174981,"4,96"
"Saxby_Lighting_DL322SS","Saxby Lighting","DL322SS",5017588174998,"4,96"
"Saxby_Lighting_DLA339SS","Saxby Lighting","DLA339SS",5017588905790,"4,96"
"Saxby_Lighting_G2521013","Saxby Lighting","G2521013",5017588256854,"4,96"
"Saxby_Lighting_S5512SSTRIM","Saxby Lighting","S5512SSTRIM",5017588939849,"4,96"
"Saxby_Lighting_11016","Saxby Lighting",11016,5017588914006,"4,96"
"Saxby_Lighting_13862","Saxby Lighting",13862,5017588322566,"4,96"
"Saxby_Lighting_13863","Saxby Lighting",13863,5017588322573,"4,96"
"Saxby_Lighting_43277","Saxby Lighting",43277,5017588432777,"4,96"
"Saxby_Lighting_43281","Saxby Lighting",43281,5017588432814,"4,96"
"Saxby_Lighting_43799","Saxby Lighting",43799,5017588437994,"4,96"
"Saxby_Lighting_14040","Saxby Lighting",14040,5017588361114,"4,96"
"Saxby_Lighting_14041","Saxby Lighting",14041,5017588361121,"4,96"
"Bristan_ECO SPBAS 3.5","Bristan","ECO SPBAS 3.5",5014869105313,"4,9833"
"Twyford_SR5307XX","Twyford","SR5307XX",5024959005171,"4,9917"
"Armitage_Shanks_L6749AA","Armitage Shanks","L6749AA",5017830378204,5
"Armitage_Shanks_S927567","Armitage Shanks","S927567",5012001211205,5
"GROHE_37106SH0","GROHE","37106SH0",4005176141607,"5,05"
"Saxby_Lighting_43901","Saxby Lighting",43901,5017588439011,"5,06"
"Saxby_Lighting_ET60R","Saxby Lighting","ET60R",5017588175636,"5,19"
"Saxby_Lighting_48009","Saxby Lighting",48009,5017588480099,"5,27"
"Saxby_Lighting_48010","Saxby Lighting",48010,5017588480105,"5,27"
"Saxby_Lighting_3TRABKT","Saxby Lighting","3TRABKT",5017588172413,"5,27"
"Saxby_Lighting_3TRAWT","Saxby Lighting","3TRAWT",5017588172536,"5,27"
"Saxby_Lighting_13750","Saxby Lighting",13750,5017588314622,"5,27"
"Croydex_PA115522","Croydex","PA115522",5012044084705,"5,3038"
"Croydex_AG183622","Croydex","AG183622",5012044002051,"5,3038"
"Croydex_AH230024","Croydex","AH230024",5012044086938,"5,3038"
"Croydex_AJ267608","Croydex","AJ267608",5012044088345,"5,3038"
"Croydex_AJ267623","Croydex","AJ267623",5012044088369,"5,3038"
"Croydex_AJ267624","Croydex","AJ267624",5012044088352,"5,3038"
"Croydex_AJ267661","Croydex","AJ267661",5012044088376,"5,3038"
"Croydex_QM360641","Croydex","QM360641",5012044075000,"5,31"
"Croydex_QM365941","Croydex","QM365941",5012044075024,"5,31"
"Croydex_AM153222","Croydex","AM153222",5012044073327,"5,31"
"Croydex_QM391941","Croydex","QM391941",5012044085207,"5,31"
"Croydex_TB103841","Croydex","TB103841",5012044082244,"5,31"
"Croydex_QM731241","Croydex","QM731241",5012044079978,"5,31"
"Croydex_AK141641","Croydex","AK141641",5012044054814,"5,31"
"Croydex_AM169522","Croydex","AM169522",5012044089755,"5,3126"
"Croydex_AM169541","Croydex","AM169541",5012044089762,"5,3126"
"Bristan_HAND100 W","Bristan","HAND100 W",5014868982359,"5,32"
"Bristan_SP-092-0291","Bristan","SP-092-0291",5014869063750,"5,32"
"Bristan_PLG 06310C","Bristan","PLG 06310C",5014869015629,"5,37"
"GROHE_37489000","GROHE",37489000,4005176167386,"5,42"
"GROHE_42766000","GROHE",42766000,4005176222115,"5,44"
"Bristan_ECO SHW 10","Bristan","ECO SHW 10",5014869087794,"5,51"
"Bristan_ECO SHW 14","Bristan","ECO SHW 14",5014869087787,"5,51"
"Mira_2.1605.125","Mira","2.1605.125",5013181041866,"5,5506"
"Saxby_Lighting_43877","Saxby Lighting",43877,5017588438779,"5,58"
"Saxby_Lighting_48171","Saxby Lighting",48171,5017588481713,"5,58"
"Saxby_Lighting_48869","Saxby Lighting",48869,5017588488699,"5,58"
"Saxby_Lighting_90562A72","Saxby Lighting","90562A72",4004353069482,"5,58"
"Saxby_Lighting_FH150","Saxby Lighting","FH150",5017588175742,"5,58"
"Saxby_Lighting_ID200W","Saxby Lighting","ID200W",5017588177029,"5,58"
"Saxby_Lighting_MX118A","Saxby Lighting","MX118A",5017588957713,"5,58"
"Saxby_Lighting_S5512CHTRIM","Saxby Lighting","S5512CHTRIM",5017588304012,"5,58"
"Saxby_Lighting_10180","Saxby Lighting",10180,5017588905868,"5,58"
"Saxby_Lighting_11102","Saxby Lighting",11102,5017588913801,"5,58"
"Saxby_Lighting_42304","Saxby Lighting",42304,5017588423041,"5,58"
"Saxby_Lighting_42858","Saxby Lighting",42858,5017588428589,"5,58"
"Saxby_Lighting_14042","Saxby Lighting",14042,5017588361138,"5,58"
"Saxby_Lighting_14043","Saxby Lighting",14043,5017588361145,"5,58"
"Armitage_Shanks_S938167","Armitage Shanks","S938167",5012001214619,"5,5936"
"Deva_DW300/017","Deva","DW300/017",5011632059125,"5,625"
"Bristan_BLH18","Bristan","BLH18",5014869106198,"5,64"
"Rada_1.464.04.1","Rada","1.464.04.1",5013181026924,"5,64"
"Grundfos_00529922","Grundfos",529922,5708601049941,"5,65"
"Triton_AMJ062 C","Triton","AMJ062 C",5013942001030,"5,71"
"GROHE_27594000","GROHE",27594000,4005176895920,"5,72"
"Bristan_HOSE102 C","Bristan","HOSE102 C",5014868983097,"5,76"
"Bristan_W BSN6 C","Bristan","W BSN6 C",5014868699448,"5,76"
"Bristan_HAND100 C","Bristan","HAND100 C",5014868982342,"5,76"
"Bristan_HOSE116 C","Bristan","HOSE116 C",5014869035016,"5,76"
"Franke_112.0038.760","Franke","112.0038.760",7612142238604,"5,83"
"Franke_112.0038.759","Franke","112.0038.759",7612142225772,"5,83"
"Armitage_Shanks_L6959AA","Armitage Shanks","L6959AA",5017830378174,"5,8333"
"Deva_WST20/017","Deva","WST20/017",5011632670269,"5,8333"
"Croydex_AM168741","Croydex","AM168741",5012044089472,"5,8403"
"Croydex_AM169022","Croydex","AM169022",5012044089502,"5,8403"
"Croydex_QM411741","Croydex","QM411741",5012044085399,"5,85"
"Croydex_QM461741","Croydex","QM461741",5012044085740,"5,85"
"Bristan_R RK AC","Bristan","R RK AC",5014868696003,"5,89"
"Saxby_Lighting_47719","Saxby Lighting",47719,5017588477198,"5,89"
"Saxby_Lighting_ID200SS","Saxby Lighting","ID200SS",5017588177012,"5,89"
"Saxby_Lighting_11225","Saxby Lighting",11225,5017588915393,"5,89"
"Saxby_Lighting_13727","Saxby Lighting",13727,5017588314295,"5,89"
"Saxby_Lighting_40331","Saxby Lighting",40331,5017588403319,"5,89"
"Saxby_Lighting_40332","Saxby Lighting",40332,5017588403326,"5,89"
"Saxby_Lighting_40333","Saxby Lighting",40333,5017588403333,"5,89"
"Saxby_Lighting_40334","Saxby Lighting",40334,5017588403340,"5,89"
"Saxby_Lighting_40335","Saxby Lighting",40335,5017588403357,"5,89"
"Saxby_Lighting_40336","Saxby Lighting",40336,5017588403364,"5,89"
"Saxby_Lighting_43631","Saxby Lighting",43631,5017588436317,"5,89"
"Saxby_Lighting_43632","Saxby Lighting",43632,5017588436324,"5,89"
"Deva_SPE09","Deva","SPE09",5011632665968,"5,94"
"Franke_112.0174.368","Franke","112.0174.368",7612980503346,"5,99"
"Mira_1.416.48.1.0","Mira","1.416.48.1.0",5013181416480,"6,0417"
"Aqualux_1155992","Aqualux",1155992,8718315059201,"6,06"
"Aqualux_1143810","Aqualux",1143810,8718315000395,"6,06"
"Aqualux_1156000","Aqualux",1156000,8718315059287,"6,06"
"Croydex_GP98900","Croydex","GP98900",5011121989001,"6,1"
"Deva_FHC003","Deva","FHC003",5011632651688,"6,1"
"Croydex_AG182622","Croydex","AG182622",5012044002006,"6,1049"
"Croydex_QM732641","Croydex","QM732641",5012044079596,"6,11"
"Deva_HANS01","Deva","HANS01",5011632665661,"6,13"
"Bristan_K-494H","Bristan","K-494H",5014869100523,"6,14"
"Bristan_K-494J","Bristan","K-494J",5014869100516,"6,14"
"Mira_1.411.30.1.0","Mira","1.411.30.1.0",5013181411300,"6,15"
"Croydex_QM201541","Croydex","QM201541",5012044042651,"6,18"
"Croydex_QM201141","Croydex","QM201141",5012044042682,"6,18"
"Bristan_W BSN4 C","Bristan","W BSN4 C",5014868697796,"6,2"
"Bristan_W BTH2 C","Bristan","W BTH2 C",5014868698090,"6,2"
"Bristan_W CL1 G","Bristan","W CL1 G",5014868698625,"6,2"
"Bristan_SLID100 C","Bristan","SLID100 C",5014868982748,"6,2"
"Bristan_W BSN11 C","Bristan","W BSN11 C",5014868971933,"6,2"
"Bristan_VLV 0405 PACK","Bristan","VLV 0405 PACK",5014869113813,"6,2"
"Saxby_Lighting_10471","Saxby Lighting",10471,5017588905738,"6,2"
"Saxby_Lighting_10472","Saxby Lighting",10472,5017588905745,"6,2"
"Saxby_Lighting_46551","Saxby Lighting",46551,5017588465515,"6,2"
"Saxby_Lighting_LEDLUXSUS","Saxby Lighting","LEDLUXSUS",5017588363866,"6,2"
"Saxby_Lighting_43828","Saxby Lighting",43828,5017588438281,"6,2"
"Saxby_Lighting_43252","Saxby Lighting",43252,5017588432524,"6,2"
"Bristan_R RK MT","Bristan","R RK MT",5014868696010,"6,21"
"Triton_AMJ061 C","Triton","AMJ061 C",5013942001016,"6,25"
"Saxby_Lighting_43903","Saxby Lighting",43903,5017588439035,"6,33"
"Croydex_AE100022","Croydex","AE100022",5012044006103,"6,4"
"Ideal_Standard_E662067","Ideal Standard","E662067",5017830394570,"6,51"
"Saxby_Lighting_43862","Saxby Lighting",43862,5017588438625,"6,51"
"Saxby_Lighting_DL31LEDB","Saxby Lighting","DL31LEDB",5017588905882,"6,51"
"Saxby_Lighting_DL31LEDW","Saxby Lighting","DL31LEDW",5017588905899,"6,51"
"Saxby_Lighting_OL60AB","Saxby Lighting","OL60AB",5017588177784,"6,51"
"Aqualux_FAC0012AQU","Aqualux","FAC0012AQU",5014753007822,"6,53"
"Ideal_Standard_K710667","Ideal Standard","K710667",4015413089173,"6,59"
"Bristan_HOSE105 C","Bristan","HOSE105 C",5014868983127,"6,65"
"Bristan_CON1 C","Bristan","CON1 C",5014868966953,"6,65"
"Bristan_ECLOTH","Bristan","ECLOTH",5014869084748,"6,65"
"Aqualux_1113497","Aqualux",1113497,8711331251802,"6,66"
"Bristan_TW ROLL C","Bristan","TW ROLL C",5014869041390,"6,66"
"Deva_PTW300/017","Deva","PTW300/017",5011632646790,"6,66"
"Saxby_Lighting_47722","Saxby Lighting",47722,5017588477228,"6,665"
"Armitage_Shanks_S8800AA","Armitage Shanks","S8800AA",5012001246665,"6,6667"
"Armitage_Shanks_S884967","Armitage Shanks","S884967",5017830403579,"6,6667"
"Bristan_W BSN7 C","Bristan","W BSN7 C",5014868697819,"6,6667"
"Mira_2.1605.195","Mira","2.1605.195",5013181045208,"6,728"
"Triton_ACT267 PW","Triton","ACT267 PW",5013942003171,"6,74"
"Ideal_Standard_E4705AA","Ideal Standard","E4705AA",5017830016830,"6,75"
"Armitage_Shanks_S466367","Armitage Shanks","S466367",5012001211861,"6,81"
"Deva_095XSINGLECOLD","Deva","095XSINGLECOLD",5011632657956,"6,81"
"Saxby_Lighting_47720","Saxby Lighting",47720,5017588477204,"6,82"
"Saxby_Lighting_47721","Saxby Lighting",47721,5017588477211,"6,82"
"Saxby_Lighting_DESIGN1C","Saxby Lighting","DESIGN1C",5017588174660,"6,82"
"Saxby_Lighting_G5501077","Saxby Lighting","G5501077",4004353038716,"6,82"
"Saxby_Lighting_10203","Saxby Lighting",10203,5017588905912,"6,82"
"Saxby_Lighting_10204","Saxby Lighting",10204,5017588905905,"6,82"
"Saxby_Lighting_14000","Saxby Lighting",14000,5017588359722,"6,82"
"Saxby_Lighting_14001","Saxby Lighting",14001,5017588359715,"6,82"
"Saxby_Lighting_14044","Saxby Lighting",14044,5017588361152,"6,82"
"Saxby_Lighting_14045","Saxby Lighting",14045,5017588361169,"6,82"
"Mira_2.1605.126","Mira","2.1605.126",5013181041873,"6,8295"
"Mira_1.419.82.1.0","Mira","1.419.82.1.0",5013181419825,"6,875"
"Croydex_AG220322","Croydex","AG220322",5012044079657,"6,8972"
"Croydex_AG310122","Croydex","AG310122",5012044086907,"6,8972"
"Croydex_AH310408","Croydex","AH310408",5012044086945,"6,8972"
"Croydex_AH310423","Croydex","AH310423",5012044086952,"6,8972"
"Croydex_AH310424","Croydex","AH310424",5012044086969,"6,8972"
"Croydex_AH310461","Croydex","AH310461",5012044086976,"6,8972"
"Croydex_QM390941","Croydex","QM390941",5012044085214,"6,9"
"Croydex_AM157341","Croydex","AM157341",5012044076915,"6,9"
"Croydex_GP98701","Croydex","GP98701",5011121987014,"6,9"
"Croydex_GP98700","Croydex","GP98700",5011121987007,"6,9"
"Croydex_AM168841","Croydex","AM168841",5012044089489,"6,9075"
"Croydex_QM451741","Croydex","QM451741",5012044085672,"6,91"
"Croydex_QM441741","Croydex","QM441741",5012044085603,"6,91"
"Triton_AMJ071 C","Triton","AMJ071 C",5013942001160,"6,9667"
"Triton_TSARCSOAP","Triton","TSARCSOAP",5012663012004,"7,02"
"Croydex_QM201741","Croydex","QM201741",5012044042613,"7,04"
"Armitage_Shanks_S4385AA","Armitage Shanks","S4385AA",5017830323099,"7,06"
"Mira_1.624.81.2.0","Mira","1.624.81.2.0",5013181624816,"7,0688"
"Mira_1.542.10.2.0","Mira","1.542.10.2.0",5013181542103,"7,0688"
"Mira_1.102.66.1.0","Mira","1.102.66.1.0",5013181102666,"7,0688"
"Mira_1.146.83.1.0","Mira","1.146.83.1.0",5013181146837,"7,0688"
"Mira_1.146.84.1.0","Mira","1.146.84.1.0",5013181146844,"7,0688"
"Mira_1.937.83.1.0","Mira","1.937.83.1.0",5013181937831,"7,0688"
"Mira_1.416.38.2.0","Mira","1.416.38.2.0",5013181416381,"7,0688"
"Mira_1.630.41.3.0","Mira","1.630.41.3.0",5013181630411,"7,0688"
"Mira_1.130.82.1.0","Mira","1.130.82.1.0",5013181130829,"7,0688"
"Bristan_SLID101 C","Bristan","SLID101 C",5014868982755,"7,09"
"Bristan_QU HOOK C","Bristan","QU HOOK C",5014868982014,"7,1"
"Bristan_LP3 C","Bristan","LP3 C",5014868986616,"7,1"
"Bristan_LP2 C","Bristan","LP2 C",5014868986609,"7,1"
"Saxby_Lighting_47723","Saxby Lighting",47723,5017588477235,"7,13"
"Saxby_Lighting_47724","Saxby Lighting",47724,5017588477242,"7,13"
"Saxby_Lighting_47725","Saxby Lighting",47725,5017588477259,"7,13"
"Saxby_Lighting_47739","Saxby Lighting",47739,5017588477396,"7,13"
"Saxby_Lighting_DL334W","Saxby Lighting","DL334W",5017588175230,"7,13"
"Croydex_AM160222","Croydex","AM160222",5012044073099,"7,17"
"Saxby_Lighting_DL309W","Saxby Lighting","DL309W",5017588174929,"7,192"
"Rada_1.935.75.1.0","Rada","1.935.75.1.0",5013181935752,"7,29"
"Mira_1.439.76.2","Mira","1.439.76.2",5013181020038,"7,3125"
"Croydex_QM201841","Croydex","QM201841",5012044042637,"7,38"
"Croydex_QM201941","Croydex","QM201941",5012044042644,"7,38"
"Deva_WST27/BATH","Deva","WST27/BATH",5011632660642,"7,4167"
"Croydex_AM150222","Croydex","AM150222",5012044054418,"7,43"
"Croydex_TB103941","Croydex","TB103941",5012044082251,"7,43"
"Saxby_Lighting_42914","Saxby Lighting",42914,5017588429142,"7,44"
"Saxby_Lighting_45543","Saxby Lighting",45543,5017588455431,"7,44"
"Saxby_Lighting_47728","Saxby Lighting",47728,5017588477280,"7,44"
"Saxby_Lighting_47732","Saxby Lighting",47732,5017588477327,"7,44"
"Saxby_Lighting_47737","Saxby Lighting",47737,5017588477372,"7,44"
"Saxby_Lighting_47738","Saxby Lighting",47738,5017588477389,"7,44"
"Saxby_Lighting_47742","Saxby Lighting",47742,5017588477426,"7,44"
"Saxby_Lighting_DL334C","Saxby Lighting","DL334C",5017588175216,"7,44"
"Saxby_Lighting_DL334SS","Saxby Lighting","DL334SS",5017588175223,"7,44"
"Saxby_Lighting_11103","Saxby Lighting",11103,5017588913818,"7,44"
"Saxby_Lighting_43581","Saxby Lighting",43581,5017588435815,"7,44"
"Saxby_Lighting_43816","Saxby Lighting",43816,5017588438168,"7,44"
"Mira_1.552.43.1.2","Mira","1.552.43.1.2",5013181552430,"7,4917"
"Mira_1.421.42.1.0","Mira","1.421.42.1.0",5013181421422,"7,4917"
"Armitage_Shanks_S9653AA","Armitage Shanks","S9653AA",5012001285893,"7,5"
"Bristan_LP1 C","Bristan","LP1 C",5014868986593,"7,5"
"Mira_1.800.22.1.0","Mira","1.800.22.1.0",5013181800227,"7,5"
"Croydex_QA108641","Croydex","QA108641",5012044078513,"7,52"
"Croydex_QA107205","Croydex","QA107205",5012044078544,"7,52"
"Bristan_HOSE110 C","Bristan","HOSE110 C",5014868986234,"7,53"
"Bristan_PM HOOK C","Bristan","PM HOOK C",5014868964584,"7,58"
"Saxby_Lighting_47726","Saxby Lighting",47726,5017588477266,"7,595"
"Saxby_Lighting_47727","Saxby Lighting",47727,5017588477273,"7,595"
"Armitage_Shanks_S430267","Armitage Shanks","S430267",5017830388937,"7,6"
"Croydex_AA202022","Croydex","AA202022",5012044043023,"7,62"
"Triton_AME9009 S","Triton","AME9009 S",5013942314628,"7,62"
"Franke_133.0007.675","Franke","133.0007.675",7612980059041,"7,652"
"Pegler_Yorkshire_322007","Pegler Yorkshire",322007,5013866015779,"7,6833"
"Armitage_Shanks_S927667","Armitage Shanks","S927667",5012001211212,"7,6917"
"Croydex_BB201022","Croydex","BB201022",5012044003751,"7,7"
"Croydex_AM123540","Croydex","AM123540",5012044014085,"7,7"
"Ideal_Standard_L6307AA","Ideal Standard","L6307AA",5017830429890,"7,7"
"Bristan_ON SON C","Bristan","ON SON C",5014868982618,"7,7167"
"Saxby_Lighting_39731","Saxby Lighting",39731,5017588397311,"7,75"
"Saxby_Lighting_43835","Saxby Lighting",43835,105017588438359,"7,75"
"Saxby_Lighting_43836","Saxby Lighting",43836,105017588438366,"7,75"
"Saxby_Lighting_47729","Saxby Lighting",47729,5017588477297,"7,75"
"Saxby_Lighting_47730","Saxby Lighting",47730,5017588477303,"7,75"
"Saxby_Lighting_47740","Saxby Lighting",47740,5017588477402,"7,75"
"Saxby_Lighting_47741","Saxby Lighting",47741,5017588477419,"7,75"
"Saxby_Lighting_47994","Saxby Lighting",47994,5017588479949,"7,75"
"Saxby_Lighting_47995","Saxby Lighting",47995,5017588479956,"7,75"
"Saxby_Lighting_47996","Saxby Lighting",47996,5017588479963,"7,75"
"Saxby_Lighting_3TH113W","Saxby Lighting","3TH113W",5017588172192,"7,75"
