sku,category,name,url,price,dealer,image_url,shipping_cost,identifier,brand,stock
21178000044,Sofa > Leather > 2 seater,Aura 2 Seater Sofa - Category Punch,http://www.harveysfurniture.co.uk/collection/aura/#/aura-2-seater-sofa,1149.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123684_20002-20057_02006_IS_0,59,3406:3247,Steinpol,
21178000055,Sofa > Leather > armchair,Aura Chair - Category Punch,http://www.harveysfurniture.co.uk/collection/aura/#/aura-chair,899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123690_20002-20063_02006_IS_0,59,3476:3255,Steinpol,
21178201309,Sofa > Leather > Footstools,Aura Large Footstool  - Category Punch,http://www.harveysfurniture.co.uk/collection/aura/#/aura-large-footstool,299.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123691_20002-20063_02006_IS_0,59,3488:3231,Steinpol,
21184000070,Sofa > Leather > 3 seater recliner,Manning 3 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/manning/#/manning-3-seater-recliner-sofa,1099.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124167_18007-18008_01800_IS_0,59,3521:3256,Steinhoff Manwah,
21184008501,Sofa > Leather > 3 seater recliner,Manning 3 Seater Sofa With 2 Electric Recliner Actions,http://www.harveysfurniture.co.uk/collection/manning/#/manning-3-seater-recliner-sofa,1299.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124167_18007-18003_01800_IS_0,59,3521:3267,Steinhoff Manwah,
21184008512,Sofa > Leather > 2 seater recliner,Manning 2 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/manning/#/manning-2-seater-recliner-sofa,1049.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124168_18007-18006_01800_IS_0,59,3531:3275,Steinhoff Manwah,
21184000025,Sofa > Leather > 2 seater recliner,Manning 2 Seater Sofa With 2 Electric Recliner Actions,http://www.harveysfurniture.co.uk/collection/manning/#/manning-2-seater-recliner-sofa,1249.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124168_18007-18003_01800_IS_0,59,3531:3272,Steinhoff Manwah,
21184000036,Sofa > Leather > Recliner armchairs,Manning Rocker Recliner Chair Standard,http://www.harveysfurniture.co.uk/collection/manning/#/manning-rocker-recliner-chair,919.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124171_18007-18010_01800_IS_0,59,3539:3285,Steinhoff Manwah,
21184000014,Sofa > Leather > Recliner armchairs,Manning Manual Recliner Chair Standard,http://www.harveysfurniture.co.uk/collection/manning/#/manning-rocker-recliner-chair,899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124171_18007-18003_01800_IS_0,59,3539:3994,Steinhoff Manwah,
21184000058,Sofa > Leather > Recliner armchairs,Manning Electric Recliner Chair Standard,http://www.harveysfurniture.co.uk/collection/manning/#/manning-rocker-recliner-chair,999.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124171_18007-18003_01800_IS_0,59,3539:3995,Steinhoff Manwah,
21184000047,Sofa > Leather > Footstools,Manning Standard Storage Footstool,http://www.harveysfurniture.co.uk/collection/manning/#/manning-storage-footstool,299.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/124174_18007-18006_01800_IS_0,59,3547:3246,Steinhoff Manwah,
22385500016,Sofa > Fabric > armchair,Kobie Chair - Inspired,http://www.harveysfurniture.co.uk/collection/kobie/#/kobie-chair,279.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126014_21036-21229_02102_IS_0,59,3651:2288,Steinhoff Bridgend,
22386500018,Sofa > Fabric > armchair,Kobie Chair - Cat A Plain,http://www.harveysfurniture.co.uk/collection/kobie/#/kobie-chair,279.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126014_21006-21019_02103_IS_0,59,3651:2298,Steinhoff Bridgend,
22548100529,Sofa > Fabric > Corner sofas,Langdale Right Hand Facing Manual Recliner Corner Group,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-right-hand-facing-corner-group,1699.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126072_18004-18025_01800_IS_0,59,3659:2423,Steinhoff Manwah,
22548100507,Sofa > Fabric > Corner sofas,Langdale Right Hand Facing Electric Recliner Corner Group,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-right-hand-facing-corner-group,1899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126072_18004-18028_01800_IS_0,59,3659:2401,Steinhoff Manwah,
22548100518,Sofa > Fabric > Corner sofas,Langdale Left Hand Facing Manual Recliner Corner Group,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-left-hand-facing-corner-group,1699.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126073_18004-18028_01800_IS_0,59,3667:2412,Steinhoff Manwah,
22548100494,Sofa > Fabric > Corner sofas,Langdale Left Hand Facing Electric Recliner Corner Group,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-left-hand-facing-corner-group,1899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126073_18004-18024_01800_IS_0,59,3667:2390,Steinhoff Manwah,
22548300065,Sofa > Fabric > 3 seater recliner,Langdale 3 Seater Sofa With 2 Electric Recliner Actions,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-3-seater-sofa,1049.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126074_18004-18024_01800_IS_0,59,3675:2433,Steinhoff Manwah,
22548300054,Sofa > Fabric > 3 seater recliner,Langdale 3 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-3-seater-sofa,849.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126074_18004-18028_01800_IS_0,59,3675:2429,Steinhoff Manwah,
22548400055,Sofa > Fabric > 2 seater recliner,Langdale 2 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-2-seater-sofa,819.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126075_18004-18025_01800_IS_0,59,3680:2439,Steinhoff Manwah,
22548400066,Sofa > Fabric > 2 seater recliner,Langdale 2 Seater Sofa With 2 Electric Recliner Actions,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-2-seater-sofa,1019.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126075_18004-18026_01800_IS_0,59,3680:2447,Steinhoff Manwah,
22548500034,Sofa > Fabric > Recliner armchairs,Langdale Electric Recliner Chair,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-chair,749.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126076_18004-18024_01800_IS_0,59,3683:2455,Steinhoff Manwah,
22548500045,Sofa > Fabric > Recliner armchairs,Langdale Rocker Recliner  Chair,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-chair,669.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126076_18004-18025_01800_IS_0,59,3683:2461,Steinhoff Manwah,
22548500023,Sofa > Fabric > Recliner armchairs,Langdale Manual Recliner Chair,http://www.harveysfurniture.co.uk/collection/langdale/#/langdale-chair,649.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/126076_18004-18026_01800_IS_0,59,3683:2452,Steinhoff Manwah,
22567300054,Sofa > Fabric > 3 seater recliner,Elvaston 3 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-3-seater-sofa,1198.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123697_18002-18014_01800_IS_0,59,3735:3736,Steinhoff Manwah,
22567300065,Sofa > Fabric > 3 seater recliner,Elvaston 3 Seater Sofa With 2 Electric Recliner Actions,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-3-seater-sofa,1598.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123697_18002-18014_01800_IS_0,59,3735:3740,Steinhoff Manwah,
22614300055,,Elvaston Express 3 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-3-seater-sofa,1198.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123697_18002-18016_01800_IS_0,59,3735:4689,Steinhoff Manwah,
22567400066,Sofa > Fabric > 2 seater,Elvaston 2 Seater Sofa With 2 Electric Recliner Actions,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-2-seater-sofa,1538.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123698_18002-18014_01800_IS_0,59,3738:3747,Steinhoff Manwah,
22567400055,Sofa > Fabric > 2 seater,Elvaston 2 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-2-seater-sofa,1138.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123698_18002-18014_01800_IS_0,59,3738:3744,Steinhoff Manwah,
22614400056,,Elvaston Express 2 Seater Sofa With 2 Manual Recliner Actions,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-2-seater-sofa,1138.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123698_18002-18016_01800_IS_0,59,3738:4690,Steinhoff Manwah,
22567500034,Sofa > Fabric > Recliner armchairs,Elvaston Electric Recliner Chair,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-chair,1198.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123699_18002-18014_01800_IS_0,59,3741:3751,Steinhoff Manwah,
22567500023,Sofa > Fabric > Recliner armchairs,Elvaston Manual Recliner Chair,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-chair,998.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123699_18002-18014_01800_IS_0,59,3741:3750,Steinhoff Manwah,
22567500045,Sofa > Fabric > Recliner armchairs,Elvaston Rocker Recliner Chair,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-chair,1058.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123699_18002-18014_01800_IS_0,59,3741:3752,Steinhoff Manwah,
22614500024,,Elvaston Express Manual Recliner Chair,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-chair,998.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123699_18002-18016_01800_IS_0,59,3741:4691,Steinhoff Manwah,
22567600024,Sofa > Fabric > Footstools,Elvaston Storage Footstool,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-storage-footstool,498.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123700_18002-18014_01800_IS_0,59,3743:3753,Steinhoff Manwah,
22614600025,,Elvaston Express Storage Footstool,http://www.harveysfurniture.co.uk/collection/elvaston/#/elvaston-storage-footstool,498.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123700_18002-18016_01800_IS_0,59,3743:4692,Steinhoff Manwah,
22742500263,,Padbury Swivel Relaxer Chair With Footstool,http://www.harveysfurniture.co.uk/collection/padbury/#/padbury-swivel-relaxer-chair-with-footstool,299.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/999376_15006-15017_01502_IS_0,59,4782:4783,Global Furniture,
22761100429,,Sydney Right Hand Facing Corner Group - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-right-hand-facing-corner-group,899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000001_21088-21587_02102_IS_0,,4807:4902,Steinhoff Bridgend,
22762100421,,Sydney Right Hand Facing Corner Group - Cat A,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-right-hand-facing-corner-group,1024.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000001_21088-21587_02102_IS_0,,4807:4912,Steinhoff Bridgend,
22761100418,,Sydney Left Hand Facing Corner Group - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-left-hand-facing-corner-group,899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000002_21088-21587_02102_IS_0,,4810:4901,Steinhoff Bridgend,
22762100410,,Sydney Left Hand Facing Corner Group - Cat A,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-left-hand-facing-corner-group,1024.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000002_21088-21587_02102_IS_0,,4810:4911,Steinhoff Bridgend,
22762101057,,Sydney Right Hand Facing Corner Group With Sofabed - Cat A,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-right-hand-facing-corner-group-with-sofabed,1224.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000003_21088-21587_02102_IS_0,,4812:4914,Steinhoff Bridgend,
22761101055,,Sydney Right Hand Facing Corner Group With Sofabed - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-right-hand-facing-corner-group-with-sofabed,1099.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000003_21088-21587_02102_IS_0,,4812:4904,Steinhoff Bridgend,
22761101044,,Sydney Left Hand Facing Corner Group With Sofabed - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-left-hand-facing-corner-group-with-sofabed,1099.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000004_21088-21587_02102_IS_0,,4814:4903,Steinhoff Bridgend,
22762101046,,Sydney Left Hand Facing Corner Group With Sofabed - Cat A,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-left-hand-facing-corner-group-with-sofabed,1224.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000004_21088-21587_02102_IS_0,,4814:4913,Steinhoff Bridgend,
22762300014,,Sydney 3 Seater Sofa - Cat A Gracey Pewter Encore,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-3-seater-sofa,599.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000005_21088-21587_02102_IS_0,,4816:4915,Steinhoff Bridgend,
22761300012,,Sydney 3 Seater Sofa - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-3-seater-sofa,549.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000005_21088-21587_02102_IS_0,,4816:4905,Steinhoff Bridgend,
22762400015,,Sydney 2 Seater Sofa - Cat A Gracey Pewter Encore,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-2-seater-sofa,569.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000007_21088-21587_02102_IS_0,,4811:4916,Steinhoff Bridgend,
22761400013,,Sydney 2 Seater Sofa - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-2-seater-sofa,519.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000007_21088-21587_02102_IS_0,,4811:4906,Steinhoff Bridgend,
22762400140,,Sydney 2 Seater Sofabed - Cat A Gracey Pewter Encore,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-2-seater-sofabed,769.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000006_21088-21587_02102_IS_0,,4808:4898,Steinhoff Bridgend,
22761400148,,Sydney 2 Seater Sofabed - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-2-seater-sofabed,719.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000006_21088-21587_02102_IS_0,,4808:4907,Steinhoff Bridgend,
22761600026,,Sydney Storage Foostool - Cat A Gracey Pewter,http://www.harveysfurniture.co.uk/collection/sydney/#/sydney-storage-footstool,249.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/1000010_21088-21587_02102_IS_0,,4815:4910,Steinhoff Bridgend,
22406100029,Sofa > Fabric > Corner sofas,Atos Right Hand Facing Corner Group With Chaise - Essence,http://www.harveysfurniture.co.uk/collection/atos/#/atos-right-hand-facing-corner-group-with-chaise,679.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123464_21036-21230_02102_IS_0,59,3382:2253,Steinhoff Bridgend,
22406100018,Sofa > Fabric > Corner sofas,Atos Left Handed Facing Corner Group With Chaise - Essence,http://www.harveysfurniture.co.uk/collection/atos/#/atos-left-hand-facing-corner-group-with-chaise,679.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123465_21036-21230_02102_IS_0,59,3363:4177,Steinhoff Bridgend,
22359100937,Sofa > Fabric > Corner sofas,Atos Small Right Hand Facing Corner Group - Inspired,http://www.harveysfurniture.co.uk/collection/atos/#/atos-small-right-hand-facing-modular-corner-group,759.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123461_21036-21229_02102_IS_0,59,3365:4182,Steinhoff Bridgend,
22359100926,Sofa > Fabric > Corner sofas,Atos Small Left Hand Facing Corner Group - Inspired,http://www.harveysfurniture.co.uk/collection/atos/#/atos-small-left-hand-facing-modular-corner-group,759.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123462_21036-21229_02102_IS_0,59,3374:4176,Steinhoff Bridgend,
22406300010,Sofa > Fabric > 3 seater,Atos 3 Seater Sofa - Essence,http://www.harveysfurniture.co.uk/collection/atos/#/atos-3-seater-sofa,399.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123456_21036-21230_02102_IS_0,59,3353:2261,Steinhoff Bridgend,
22359300019,Sofa > Fabric > 3 seater,Atos 3 Seater Sofa - Inspired,http://www.harveysfurniture.co.uk/collection/atos/#/atos-3-seater-sofa,399.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123456_21036-21229_02102_IS_0,59,3353:4173,Steinhoff Bridgend,
22406400011,Sofa > Fabric > 2 seater recliner,Atos 2 Seater Sofa - Essence,http://www.harveysfurniture.co.uk/collection/atos/#/atos-2-seater-sofa,375.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123457_21036-21230_02102_IS_0,59,3354:4181,Steinhoff Bridgend,
22359400010,Sofa > Fabric > 2 seater,Atos 2 Seater Sofa - Inspired,http://www.harveysfurniture.co.uk/collection/atos/#/atos-2-seater-sofa,375.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123457_21036-21229_02102_IS_0,59,3354:2271,Steinhoff Bridgend,
22359500157,,Atos Love Seat - Inspired,http://www.harveysfurniture.co.uk/collection/atos/#/atos-love-seat,359.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123459_21036-21229_02102_IS_0,59,3358:4187,Steinhoff Bridgend,
22406500012,Sofa > Fabric > armchair,Atos Chair - Essence,http://www.harveysfurniture.co.uk/collection/atos/#/atos-chair,319.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123458_21036-21230_02102_IS_0,59,3360:2281,Steinhoff Bridgend,
22359500011,Sofa > Fabric > armchair,Atos Chair - Inspired,http://www.harveysfurniture.co.uk/collection/atos/#/atos-chair,319.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/123458_21036-21229_02102_IS_0,59,3360:4184,Steinhoff Bridgend,
22491200085,Sofa > Fabric > 4 seater,Elford 4 Seater Split Sofa - Cat A,http://www.harveysfurniture.co.uk/collection/elford/#/elford-4-seater-split-sofa,1798.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/225136_11005-11026_01101_IS_0,59,2334:2384,Ashley Manor,
22491200018,Sofa > Fabric > 4 seater,Elford 4 Seater Sofa - Cat A,http://www.harveysfurniture.co.uk/collection/elford/#/elford-4-seater-sofa,1598.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125136_11005-11026_01101_IS_0,59,3523:2375,Ashley Manor,
22491300020,Sofa > Fabric > 3 seater,Elford 3 Seater Sofa - Cat A,http://www.harveysfurniture.co.uk/collection/elford/#/elford-3-seater-sofa,1398.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125137_11005-11026_01101_IS_0,59,3532:2392,Ashley Manor,
22491400021,Sofa > Fabric > 2 seater,Elford 2 Seater Sofa - Cat A,http://www.harveysfurniture.co.uk/collection/elford/#/elford-2-seater-sofa,1298.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125138_11005-11026_01101_IS_0,59,3540:2399,Ashley Manor,
22491500011,Sofa > Fabric > armchair,Elford Chair - Cat A,http://www.harveysfurniture.co.uk/collection/elford/#/elford-chair,1198.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125140_11005-11026_01101_IS_0,59,3548:2408,Ashley Manor,
22440100429,Sofa > Fabric > Corner sofas,Ripley Standard Right Handed Facing Corner Group,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-right-handed-facing-standard-corner-group,999.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125177_21006-21019_02103_IS_0,59,3584:2295,Steinhoff Bridgend,
22441100410,Sofa > Fabric > Corner sofas,Ripley Standard Left Handed Facing Corner Group With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-left-handed-facing-standard-corner-group,1162.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125176_21006-21024_02103_IS_0,59,3571:2380,Steinhoff Bridgend,
22440100418,Sofa > Fabric > Corner sofas,Ripley Standard Left Handed Facing Corner Group,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-left-handed-facing-standard-corner-group,999.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125176_21006-21023_02103_IS_0,59,3571:2285,Steinhoff Bridgend,
22441300014,Sofa > Fabric > 3 seater,Ripley 3 Seater Sofa With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-3-seater-sofa,687.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125169_21053-21494_02103_IS_0,59,3653:2411,Steinhoff Bridgend,
22440300012,Sofa > Fabric > 3 seater,Ripley 3 Seater Sofa - Cat A,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-3-seater-sofa,624.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125169_21024-21170_02103_IS_0,59,3653:2323,Steinhoff Bridgend,
22632300019,Sofa > Fabric > 3 seater,Ripley 3 Seater Sofa Texas Leather,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-3-seater-sofa,699.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125169_21060-21566_02102_IS_0,59,3653:4054,Steinhoff Bridgend,
22441300092,Sofa > Fabric > Sofa Beds,Ripley 3 Seater Sofabed With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-3-seater-sofabed,936.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125170_21036-21232_02103_IS_0,59,3660:2419,Steinhoff Bridgend,
22440300090,Sofa > Fabric > Sofa Beds,Ripley 3 Seater Sofabed - Cat A,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-3-seater-sofabed,874.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125170_21006-21020_02103_IS_0,59,3660:2333,Steinhoff Bridgend,
22440400013,Sofa > Fabric > 2 seater,Ripley 2 Seater Sofa - Cat A,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-2-seater-sofa,586.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125171_21024-21171_02103_IS_0,59,3666:2344,Steinhoff Bridgend,
22632400010,Sofa > Fabric > 2 seater,Ripley 2 Seater Sofa Texas Leather,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-2-seater-sofa,669.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125171_21060-21566_02102_IS_0,59,3666:4055,Steinhoff Bridgend,
22441400015,Sofa > Fabric > 2 seater,Ripley 2 Seater Sofa With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-2-seater-sofa,649.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125171_21024-21170_02103_IS_0,59,3666:2250,Steinhoff Bridgend,
22440400148,Sofa > Fabric > Sofa Beds,Ripley 2 Seater Sofabed - Cat A,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-2-seater-sofabed,837.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125172_21053-21492_02103_IS_0,59,3671:2353,Steinhoff Bridgend,
22441400140,Sofa > Fabric > Sofa Beds,Ripley 2 Seater Sofabed With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-2-seater-sofabed,899.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125172_21050-21475_02103_IS_0,59,3671:2260,Steinhoff Bridgend,
22440500014,Sofa > Fabric > armchair,Ripley Chair - Cat A,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-chair,499.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125173_21006-21019_02103_IS_0,59,3549:2363,Steinhoff Bridgend,
22441500016,Sofa > Fabric > armchair,Ripley Chair With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-chair,537.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125173_21050-21475_02103_IS_0,59,3549:2270,Steinhoff Bridgend,
22441500152,Sofa > Fabric > armchair,Ripley Love Seat With Encore Seating,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-love-seat,574.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125174_21013-21057_02103_IS_0,59,3559:2279,Steinhoff Bridgend,
22440500150,Sofa > Fabric > armchair,Ripley Love Seat - Cat A,http://www.harveysfurniture.co.uk/collection/ripley/#/ripley-love-seat,537.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125174_21036-21231_02103_IS_0,59,3559:2372,Steinhoff Bridgend,
21223200305,Sofa > Leather > Recliner sofas,Bailey Large Corner Group With 2 Manual Recliner Actions - Cat 35 Leather,http://www.harveysfurniture.co.uk/collection/bailey/#/bailey-large-recliner-corner-group,1679.0000,,http://steinhoffukretailltd.scene7.com/is/image/SteinhoffUKRetailLtd/125117_19006-19034_01901_IS_0,59,3578:4281,Steinhoff Premier,
