identifier,sku,name,price,url,category,brand,image_url,shipping_cost,stock
,,Sony Xperia Z Metal Bumper Case Black,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case Blue,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case Orange,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case Pink,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case Purple,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case Red,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case Sliver,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,Sony Xperia Z Metal Bumper Case White,24.9,http://www.mobicity.co.nz/sony-xperia-z-metal-bumper-case.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-screen-protector-1_1.jpg,,
,,iPhone/iPad/iPod Bluetooth Speaker Black,48.9,http://www.mobicity.co.nz/iphone-ipad-ipod-bluetooth-speaker.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-ipad-ipod-bluetooth-speaker-1.jpg,,
,,iPhone/iPad/iPod Bluetooth Speaker Blue,48.9,http://www.mobicity.co.nz/iphone-ipad-ipod-bluetooth-speaker.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-ipad-ipod-bluetooth-speaker-1.jpg,,
,,iPhone/iPad/iPod Bluetooth Speaker Red,48.9,http://www.mobicity.co.nz/iphone-ipad-ipod-bluetooth-speaker.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-ipad-ipod-bluetooth-speaker-1.jpg,,
,,iPhone/iPad/iPod Bluetooth Speaker White,48.9,http://www.mobicity.co.nz/iphone-ipad-ipod-bluetooth-speaker.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-ipad-ipod-bluetooth-speaker-1.jpg,,
,,Apple iPad Mini Aluminium Bluetooth Keyboard,72,http://www.mobicity.co.nz/apple-ipad-mini-aluminium-bluetooth-keyboard.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/a/p/apple-ipad-mini-aluminum-bluetooth-keyboard-3.jpg,,
,,Apple Earphone,12,http://www.mobicity.co.nz/apple-earphone.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/a/p/apple-earphones-1.jpg,,
,,Portable 10000 mAh Mobile Power Bank with Dual Output and Flashlight Black,72.9,http://www.mobicity.co.nz/portable-10000mah-mobile-power-with-dual-output-and-flashlight.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10000mah-mobile-power-with-dual-output-and-flashlight-1.jpg,,
,,Portable 10000 mAh Mobile Power Bank with Dual Output and Flashlight Blue,72.9,http://www.mobicity.co.nz/portable-10000mah-mobile-power-with-dual-output-and-flashlight.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10000mah-mobile-power-with-dual-output-and-flashlight-1.jpg,,
,,Portable 10000 mAh Mobile Power Bank with Dual Output and Flashlight Red,72.9,http://www.mobicity.co.nz/portable-10000mah-mobile-power-with-dual-output-and-flashlight.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10000mah-mobile-power-with-dual-output-and-flashlight-1.jpg,,
,,Portable 10000 mAh Mobile Power Bank with Dual Output and Flashlight White,72.9,http://www.mobicity.co.nz/portable-10000mah-mobile-power-with-dual-output-and-flashlight.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10000mah-mobile-power-with-dual-output-and-flashlight-1.jpg,,
,,Portable 10000 mAh Mobile Power Bank with Dual Output and Flashlight Yellow,72.9,http://www.mobicity.co.nz/portable-10000mah-mobile-power-with-dual-output-and-flashlight.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10000mah-mobile-power-with-dual-output-and-flashlight-1.jpg,,
,,LG V900 Optimus Pad 3D 3G 32GB - Open Box Special,349,http://www.mobicity.co.nz/lg-v900-optimus-pad-3d-3g-32gb-obs.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/l/g/lg_slate_3d_tablet_01_2.jpg,,
,,Samsung S5690 Galaxy Xcover,279,http://www.mobicity.co.nz/samsung-s5690-galaxy-xcover.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_171_3.jpg,,
,,HTC Rhyme Clearwater blue),319,http://www.mobicity.co.nz/htc-rhyme.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc_rhyme_01.jpg,,
,,HTC Rhyme Hourglass,289,http://www.mobicity.co.nz/htc-rhyme.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc_rhyme_01.jpg,,
,,HTC Rhyme Plum,229,http://www.mobicity.co.nz/htc-rhyme.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc_rhyme_01.jpg,,
,,Sony Ericsson WT19i Live with Walkman Black,279,http://www.mobicity.co.nz/sony-ericsson-wt19i-live-with-walkman.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony_ericsson_wt15i_04.jpg,,
,,Sony Ericsson WT19i Live with Walkman White,249,http://www.mobicity.co.nz/sony-ericsson-wt19i-live-with-walkman.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony_ericsson_wt15i_04.jpg,,
,,iPhone 4S 16GB Black,799,http://www.mobicity.co.nz/iphone-4s-16gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/_/1.png,,
,,iPhone 4S 16GB White,799,http://www.mobicity.co.nz/iphone-4s-16gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/_/1.png,,
,,iPhone 4S 32GB Black,829,http://www.mobicity.co.nz/iphone-4s-32gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/_/1_1.png,,
,,iPhone 4S 32GB White,839,http://www.mobicity.co.nz/iphone-4s-32gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/_/1_1.png,,
,,iPhone 4S 64GB Black,859,http://www.mobicity.co.nz/iphone-4s-64gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/_/1_1_1.png,,
,,iPhone 4S 64GB White,859,http://www.mobicity.co.nz/iphone-4s-64gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/1/_/1_1_1.png,,
,,Motorola MB865 Atrix 2,309,http://www.mobicity.co.nz/motorola-mb865-atrix-2.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_210_2.jpg,,
,,HTC Explorer,189,http://www.mobicity.co.nz/htc-explorer.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-explorer_1.jpg,,
,,Sony Ericsson MK16i XPERIA Pro Black,369,http://www.mobicity.co.nz/sony-ericsson-mk16i-xperia-pro.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony_ericsson_xperia_pro_03_1.jpg,,
,,Sony Ericsson MK16i XPERIA Pro Red,329,http://www.mobicity.co.nz/sony-ericsson-mk16i-xperia-pro.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony_ericsson_xperia_pro_03_1.jpg,,
,,Sony Ericsson MK16i XPERIA Pro Silver,329,http://www.mobicity.co.nz/sony-ericsson-mk16i-xperia-pro.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony_ericsson_xperia_pro_03_1.jpg,,
,,Samsung S5360 Galaxy Y Black,159,http://www.mobicity.co.nz/samsung-s5360-galaxy-y.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_galaxy_y_01.jpg,,
,,Samsung S5360 Galaxy Y White,169,http://www.mobicity.co.nz/samsung-s5360-galaxy-y.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_galaxy_y_01.jpg,,
,,Nokia Lumia 800 Cyan,339,http://www.mobicity.co.nz/nokia-lumia-800.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_800_03.jpg,,
,,Nokia Lumia 800 Magenta,339,http://www.mobicity.co.nz/nokia-lumia-800.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_800_03.jpg,,
,,Nokia Lumia 800 Matt Black,349,http://www.mobicity.co.nz/nokia-lumia-800.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_800_03.jpg,,
,,Nokia Lumia 800 White,339,http://www.mobicity.co.nz/nokia-lumia-800.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_800_03.jpg,,
,,Nokia Lumia 710 Cyan,249,http://www.mobicity.co.nz/nokia-lumia-710.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_01.jpg,,
,,Nokia Lumia 710 Full Black,249,http://www.mobicity.co.nz/nokia-lumia-710.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_01.jpg,,
,,Nokia Lumia 710 Full Black Orange Branding),309,http://www.mobicity.co.nz/nokia-lumia-710.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_01.jpg,,
,,Nokia Lumia 710 White,229,http://www.mobicity.co.nz/nokia-lumia-710.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_lumia_01.jpg,,
,,Samsung S5830L Galaxy Ace - XT compatible Black,309,http://www.mobicity.co.nz/samsung-galaxy-ace-nextg-compatible.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_s5830_galaxy_ace_02_4.jpg,,
,,Samsung S5830L Galaxy Ace - XT compatible White,309,http://www.mobicity.co.nz/samsung-galaxy-ace-nextg-compatible.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_s5830_galaxy_ace_02_4.jpg,,
,,Nokia 603,279,http://www.mobicity.co.nz/nokia-603.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_603_light-black_front_400x400.png,,
,,BlackBerry 9810 Torch 2 Silver,549,http://www.mobicity.co.nz/blackberry-9810-torch-2.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blackberry_9810_01.jpg,,
,,BlackBerry 9810 Torch 2 White,519,http://www.mobicity.co.nz/blackberry-9810-torch-2.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blackberry_9810_01.jpg,,
,,Sony Ericsson XPERIA Mini Pro - XT compatible,309,http://www.mobicity.co.nz/sony-ericsson-xperia-mini-pro-nextg-compatible.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_29_9_2.jpg,,
,,Sony Ericsson ST18i Xperia Ray Black,279,http://www.mobicity.co.nz/sony-ericsson-st18i-xperia-ray.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/x/p/xperia-ray_1.png,,
,,Sony Ericsson ST18i Xperia Ray Gold,289,http://www.mobicity.co.nz/sony-ericsson-st18i-xperia-ray.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/x/p/xperia-ray_1.png,,
,,Nokia N9 64GB,579,http://www.mobicity.co.nz/nokia-n9-64gb.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokian9_1_1.jpg,,
,,Nokia X1-01 Dual SIM Blue,89,http://www.mobicity.co.nz/nokia-x1-01-dual-sim.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_x1-01_4.jpg,,
,,Nokia X1-01 Dual SIM Grey,89,http://www.mobicity.co.nz/nokia-x1-01-dual-sim.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nokia_x1-01_4.jpg,,
,,BlackBerry Bold Touch 9900 - XT compatible Charcoal Black,679,http://www.mobicity.co.nz/blackberry-bold-touch-9900-nextg-compatible.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blackberry_bold_touch_9900_3_1.jpg,,
,,BlackBerry Bold Touch 9900 - XT compatible White,699,http://www.mobicity.co.nz/blackberry-bold-touch-9900-nextg-compatible.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blackberry_bold_touch_9900_3_1.jpg,,
,,iPhone 5 16GB Black/Slate,919,http://www.mobicity.co.nz/iphone-5.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_5_01.jpg,,
,,iPhone 5 16GB White/Silver,919,http://www.mobicity.co.nz/iphone-5.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_5_01.jpg,,
,,Sony Ericsson ST15A Xperia Mini - XT compatible,269,http://www.mobicity.co.nz/sony-ericsson-st15a-xperia-mini-nextg-compatible.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony_ericsson_xperia_mini_01_2.jpg,,
,,Samsung i9103 Galaxy R (Galaxy Z),369,http://www.mobicity.co.nz/samsung-i9103-galaxy-r-galaxy-z.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-i9103-galaxy-z_01.jpg,,
,,Samsung Galaxy Note N7000 Blue black),609,http://www.mobicity.co.nz/samsung-galaxy-note-n7000.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_galaxy_note_04.jpg,,
,,Samsung Galaxy Note N7000 Pink,599,http://www.mobicity.co.nz/samsung-galaxy-note-n7000.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_galaxy_note_04.jpg,,
,,Samsung Galaxy Note N7000 White,719,http://www.mobicity.co.nz/samsung-galaxy-note-n7000.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_galaxy_note_04.jpg,,
,,HTC Titan,409,http://www.mobicity.co.nz/htc-titan.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_166_5.jpg,,
,,Sony Tablet P 4GB 3G + WiFi,859,http://www.mobicity.co.nz/sony-tablet-p-4gb-3g-wifi.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/o/sony-tablet-p-3.jpg,,
,,Sony Ericsson Xperia Arc S Gloss Black,389,http://www.mobicity.co.nz/sony-ericsson-xperia-arc-s.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_165_2.jpg,,
,,Sony Ericsson Xperia Arc S Midnight Blue,399,http://www.mobicity.co.nz/sony-ericsson-xperia-arc-s.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_165_2.jpg,,
,,Sony Ericsson Xperia Arc S Misty Silver,389,http://www.mobicity.co.nz/sony-ericsson-xperia-arc-s.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_165_2.jpg,,
,,Sony Ericsson Xperia Arc S Pure White,389,http://www.mobicity.co.nz/sony-ericsson-xperia-arc-s.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_165_2.jpg,,
,,Sony Ericsson Xperia Arc S Sakura Pink,389,http://www.mobicity.co.nz/sony-ericsson-xperia-arc-s.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_165_2.jpg,,
,,HTC Radar,279,http://www.mobicity.co.nz/htc-radar.html,Phones,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/f/i/file_172_1.jpg,,
,,Samsung Galaxy S3 Cover-mate Dual Desktop Cradle Black,37.9,http://www.mobicity.co.nz/samsung-galaxy-s3-cover-mate-dual-desktop-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-s3-cover-mate-dual-desktop-cradle-1_1.jpg,,
,,Samsung Galaxy S3 Cover-mate Dual Desktop Cradle White,37.9,http://www.mobicity.co.nz/samsung-galaxy-s3-cover-mate-dual-desktop-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-s3-cover-mate-dual-desktop-cradle-1_1.jpg,,
,,Samsung Galaxy Note 2 Dual Desktop Cradle Black,37.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-dual-desktop-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-cover-mate-hdmi-desktop-cradle-1a_4.jpg,,
,,Samsung Galaxy Note 2 Dual Desktop Cradle White,37.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-dual-desktop-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-cover-mate-hdmi-desktop-cradle-1a_4.jpg,,
,,Samsung Galaxy Note 2 Car Mount Cradle,45,http://www.mobicity.co.nz/samsung-galaxy-note-2-car-mount-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung_galaxy_note_2_car_mount_cradle_-_1.jpg,,
,,Samsung Galaxy S3 Car Mount Cradle,45,http://www.mobicity.co.nz/samsung-galaxy-s3-car-mount-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-s3-car-mount-cradle-1.jpg,,
,,HTC One S Car Mount Cradle,45,http://www.mobicity.co.nz/htc-one-s-car-mount-cradle.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/h/t/htc-one-s-car-mount-cradle-3.jpg,,
,,4G USB Modem - Option Beemo USB Modem - Gi0801,265,http://www.mobicity.co.nz/4g-usb-modem-option-beemo-usb-modem-gi0801.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/4/g/4g-usb-modem-option-beemo-usm-modem-gi0801-3.jpg,,
,,BWC Carbon Fiber Stylus and Pen,36,http://www.mobicity.co.nz/bwc-carbon-fiber-stylus-and-pen.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/b/w/bwc-carbon-fiber-stylus-and-pen-2.jpg,,
,,BWC 2A Travel Charger,49,http://www.mobicity.co.nz/bwc-2a-travel-charger.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/b/w/bwc-2a-travel-charger-1.jpg,,
,,Parrot Zik - Premium Bluetooth Headphones,489,http://www.mobicity.co.nz/parrot-zik-headphones.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/p/a/parrot-zik-1.jpg,,
,,iPhone 4/4S Wireless Charger Black,84.9,http://www.mobicity.co.nz/iphone-4-4s-wireless-charger.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-4-4s-wireless-charger-1.jpg,,
,,iPhone 4/4S Wireless Charger White,84.9,http://www.mobicity.co.nz/iphone-4-4s-wireless-charger.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-4-4s-wireless-charger-1.jpg,,
,,Samsung Galaxy Note 2 Wireless Charger with Receiver Black,92.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-wireless-charger-with-receiver.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-wireless-pad-with-receiver-1.jpg,,
,,Samsung Galaxy Note 2 Wireless Charger with Receiver Blue,92.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-wireless-charger-with-receiver.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-wireless-pad-with-receiver-1.jpg,,
,,Samsung Galaxy Note 2 Wireless Charger with Receiver Red,92.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-wireless-charger-with-receiver.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-wireless-pad-with-receiver-1.jpg,,
,,Samsung Galaxy Note 2 Wireless Charger with Receiver White,92.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-wireless-charger-with-receiver.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-wireless-pad-with-receiver-1.jpg,,
,,Samsung Galaxy Note 2 Wireless Charger with Receiver Yellow,92.9,http://www.mobicity.co.nz/samsung-galaxy-note-2-wireless-charger-with-receiver.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/s/a/samsung-galaxy-note-2-wireless-pad-with-receiver-1.jpg,,
,,Qi Wireless Charging Pad Black,96.9,http://www.mobicity.co.nz/wireless-charger-without-receiver-qi-compliant.html,Accessories,,http://d3lawgetnu3l0g.cloudfront.net/catalog/product/cache/2/image/9df78eab33525d08d6e5fb8d27136e95/q/i/qi-wireless-charger-1.jpg,,
