Name,SKU,Price,Manufacturer
Adaptaflex 20mm Type S Galvanised Steels (20mm x 10m),S2010M,59.95,Adaptaflex
Adaptaflex 20mm Type S Galvanised Steels (20mm x 25m),S2025M,132.94,Adaptaflex
Adaptaflex 20mm Type S Galvanised Steels (20mm Straight Fitting),S20M20A,6.06,Adaptaflex
Adaptaflex 20mm Type S Galvanised Steels (20mm Swivel Fitting),S20M20B,7.18,Adaptaflex
Adaptaflex 20mm Type SP PVC Covered Galv Steel (20mm x 10m),SP20BL10M,72.4,Adaptaflex
Adaptaflex 20mm Type SP PVC Covered Galv Steel (20mm x 25m),SP20BL25M,168.74,Adaptaflex
Adaptaflex 20mm Type SP PVC Covered Galv Steel (20mm Straight Fitting),SP20M20A,6.17,Adaptaflex
Adaptaflex 20mm Type SP PVC Covered Galv Steel (20mm Swivel Fitting),SP20M20B,7.33,Adaptaflex
Adaptaflex 21mm x 10m Type PA Low Fire Hazard Nylons,PAFS21BL10M,51.95,Adaptaflex
Adaptaflex 21mm Type PA Low Fire Hazard Nylons (21mm x 25m),PAFS21BL25M,122.54,Adaptaflex
Adaptaflex 21mm Straight Fitting Type PA Low Fire Hazard Nylons,AL21M20ABL,3.02,Adaptaflex
Adaptaflex 25mm Type S Galvanised Steels (25mm x 25m),S2525M,158.64,Adaptaflex
Adaptaflex 25mm Type S Galvanised Steels (25mm Straight Fitting),S25M25A,8.9,Adaptaflex
Adaptaflex 25mm Type S Galvanised Steels (25mm Swivel Fitting),S25M25B,11.22,Adaptaflex
Adaptaflex 25mm Type SP PVC Covered Galv Steel (25mm x 25m),SP25BL25M,230.44,Adaptaflex
Adaptaflex 25mm Type SP PVC Covered Galv Steel 25mm Straight Fitting,SP25M25A,9.08,Adaptaflex
Adaptaflex 25mm Type SP PVC Covered Galv Steel 25mm Swivel Fitting,SP25M25B,11.44,Adaptaflex
Adaptaflex 28mm Type PA Low Fire Hazard Nylons (28mm x 10m),PAFS28BL10M,63.11,Adaptaflex
Adaptaflex 28mm Type PA Low Fire Hazard Nylon 28mm x 25m,PAFS28BL25M,148,Adaptaflex
Adaptaflex 28mm Type PA Low Fire Hazard Nylon Straight Fitting,AL28M25ABL,3.98,Adaptaflex
Adaptaflex 32mm Type S Galvanised Steel 32mm x 25m,S3225M,233.23,Adaptaflex
Adaptaflex 32mm Type S Galvanised Steel Straight Fitting,S32M32A,16.46,Adaptaflex
Adaptaflex 32mm Type S Galvanised Steels (32mm Swivel Fitting),S32M32B,16.56,Adaptaflex
Adaptaflex 32mm Type SP PVC Covered Galv Steel (32mm x 25m),SP32BL25M,358.7,Adaptaflex
Adaptaflex 32mm Type SP PVC Covered Galv Steel (32mm Straight Fitting),SP32M32A,16.8,Adaptaflex
Adaptaflex 32mm Type SP PVC Covered Galv Steel (32mm Swivel Fitting),SP32M32B,18.47,Adaptaflex
Adaptaflex Budget Contractor Pack (Adaptaflex Budget Contractor Pack),CPAF20BSPP,11.4,Adaptaflex
Adaptaflex Professional Contractor Pack 20mm x 10cm c/w10 Straight Fittings & Lock Nuts,CPAF20A,19.8,Adaptaflex
Adaptaflex Professional Contractor Pack 25mm x 10cm c/w10 Straight Fittings & Lock Nuts,CPAF25A,25.72,Adaptaflex
Aico Fire Alarm Control Switch,Ei1529RC,29.4,Aico
Aico Carbon Monoxide Detector With Lithium Backup Battery,Ei261ENRC,47.4,Aico
Aico Heat Alarm with Lithium Battery,Ei164RC,47.76,Aico
Aico Ionisation Smoke Alarm with Lithium Battery,Ei161RC,32.5,Aico
Aico Optical Smoke Alarm with Lithium Battery,Ei166RC,45.86,Aico
Aico Radiolink Professional Base,Ei168RC,49.26,Aico
Apex Domestic Voltage Optimisation,ADVO401,270,Apex Energy
ASD Lighting 100W GLS IP65 Bulkhead (Prismatic Diffuser Anti - Vandal),ABBP100,9.41,ASD Lighting
ASD Lighting IP44 Circular Amenity Lighting 100W GLS Opal Diffuser White Base,ACWL100,11.4,ASD Lighting
ASD Lighting IP44 Circular Amenity Lighting 16W 2D Opal Diffuser White Base,ACWL316,18.6,ASD Lighting
ASD Lighting IP65 16W 2D Circular Amenity Lighting (Opal Diffuser White Base),AMWL316,15,ASD Lighting
ASD Lighting IP65 16W 2D Circular Amenity Lighting (Prismatic Diffuser White Base),AMWP316,15,ASD Lighting
ASD Lighting IP65 28W 2D Circular Amenity Lighting (Opal Diffuser White Base),APWL328,23.4,ASD Lighting
ASD Lighting IP65 28W 2D Circular Amenity Lighting (Prismatic Diffuser White Base),APWP328,23.4,ASD Lighting
ASD Lighting LED Half Lantern White,HLWKLED3,78.17,ASD Lighting
ASD Lighting LED Half Lantern With Photo Cell White,HLWKLED3C,78,ASD Lighting
ASD Lighting LED Half Lantern PIR White,HLWKLED3P,93.6,ASD Lighting
ASD Lighting Outdoor Lanterns (Black Half Lantern - 60W Max),HLBK060,20.1,ASD Lighting
ASD Lighting Outdoor Half Lantern PIR 60W Black,HLBK060P,36.6,ASD Lighting
ASD Lighting Outdoor Lanterns (White Half Lantern - 60W Max),HLWK060,20.1,ASD Lighting
ASD Lighting Outdoor Half Lantern PIR 60W White,HLWK060P,36.6,ASD Lighting
ASD Lighting Outdoor Lanterns (Black Coach Lantern - 100W Max),CLBK100,20.1,ASD Lighting
ASD Lighting Outdoor Coach Lantern c/w 110deg PIR - 100W Max Black,CLBK100P,36.6,ASD Lighting
ASD Lighting Outdoor Coach Lantern 100W Max White,CLWK100,20.1,ASD Lighting
ASD Lighting Outdoor Coach Lantern c/w 110deg PIR 100W Max White,CLWK100P,36.6,ASD Lighting
Aura 22 Watt Decorative Fly Killer Silver,ZL051,115.98,Synergetic
Aura Replacement Glueboard PK 6,INL198,19.7,Synergetic
Aurora 1 Gang 2-Way 1-10V Rotary Dimmer Switch,AUDSPLED,10.8,Aurora
Aurora 1-16W 12V DC Non Dimmable Constant Voltage LED Driver,AULED16T,11.99,Aurora
Aurora GU10 6W Crystal Cool LED Bulb Warm White Non Dimmable 3000k,AUGU10630,12.98,Aurora
Aurora GU10 6W Crystal Cool LED Bulb Warm White Dimmable,AUDGU10630,14.98,Aurora
Aurora GU10 6W Crystal Cool LED Bulb Cool White Dimmable 4000k,AUDGU10640,14.98,Aurora
Aurora GU10 5W Dimmable LEDChroic LED Bulb Warm White 3000k,AUDGU10L530,19.98,Aurora
Aurora GU10 Par16 8.5W Crystal Cool LED Bulb Non Dimmable Warm White 3000k,AUGU108530,18.98,Aurora
Aurora GU10 Par16 8.5W Crystal Cool LED Bulb Non Dimmable Cool White 4000k,AUGU108540,17.98,Aurora
Aurora GU10 Par16 8.5W Crystal Cool LED Bulb Dimmable Warm White 3000k,AUDGU108530,21.98,Aurora
Aurora GU10 Par16 8.5W Crystal Cool LED Bulb Dimmable Cool White 4000k,AUDGU108540,21.98,Aurora
Aurora Galvanised Steel Downlight Insulation Guard Accessory,AU-DIG340,7.8,Aurora
"Backer EM311T 11"" Immersion Heater With Thermostat",EM311T,14.99,Backer
"Backer EM311TAC 11"" Anti Corrosive Immersion Heater With Thermostat",EM311TAC,19.99,Backer
"Backer 27"" Immersion Heater With Thermostat (Backer 27"" Immersion Heater With Thermostat)",EM327T,16.99,Backer
"Backer 27"" Anti Corrosive Immersion Heater With Thermostat",EM327TAC,20.99,Backer
"Backer 7"" Thermostat With Pre-Cut Out",EMTB07,6.49,Backer
"Backer 18"" Thermostat With Pre-Cut Out",EMTB18,9.99,Backer
Bell 1.5W G9 LED Capsule Light Bulb Warm White,5171,9.18,Bell Lighting
Bell 15W Clear MES-E10 Decorative Pointed Chandelier Candle Light Bulb,1380,4.2,Bell Lighting
Bell 15W Clear SBC-B15 Decorative Pointed Chandelier Candle Light Bulb,1381,4.2,Bell Lighting
Bell 28W Halogen Energy Saving BC Bulb Clear,5221,1.62,Bell Lighting
Bell 3W LED Opal Candle Warm White Non-Dimmable,5057,10.14,Bell Lighting
Bell BC-B22 Flicker Candle 35mm Clear 240V Bulb,444,3,Bell Lighting
Bell GU10 Mains LED 5W Bulb Cool White Non Dimmable 4000k,5108,9,Bell Lighting
Bell GU10 Mains LED 5W Bulb DayLight Non Dimmable 6000k,5111,9,Bell Lighting
Bell GU10 Mains LED 5W Bulb Warm White Non Dimmable 3000k,5107,9,Bell Lighting
Bell GU10 Mains LED 6W Bulb Daylight White Non Dimmable 6000k,5112,9,Bell Lighting
Bell GU10 Mains LED 6W Bulb Warm White Non Dimmable 3000k,5106,9,Bell Lighting
Bell LED 3W Opal Candle SBC/B15 Warm White Non-Dimmable,5096,8.34,Bell Lighting
Bell LED GLS Pearl  LED 7W ES Bulb Warm White,5117,14.4,Bell Lighting
Bell LED GLS Pearl LED 6W BC Bulb Cool White,5118,14.4,Bell Lighting
Bell LED GLS Pearl LED 6W ES Bulb Cool White,5119,14.4,Bell Lighting
Bell LED GLS Pearl LED 7W BC Bulb Warm White,5116,14.4,Bell Lighting
Bell Lighting C-Line MV 28W Clear G9 Capsule Blue,4080,2.16,Bell Lighting
Bell Lighting C-Line MV 42W Clear G9 Capsule Bulb,4081,2.16,Bell Lighting
Bell Lighting Linear Tungsten Halogen Bulbs (240W),3845,2.88,Bell Lighting
Bell Lighting Linear Tungsten Halogen Bulb 400W,3846,1.98,Bell Lighting
Bell SBC-B15 Flicker Candle 35mm Clear 240V Bulb,443,3,Bell Lighting
Bell SES/E14 Flicker Candle 35mm Clear 240V Bulb,442,3,Bell Lighting
BG Electrical  2 Gang 13A Extension Lead 10m With Neon White,BTN10-MP,16.02,BG Electrical
BG 1 Gang 13A 5m Extension Lead White,BOG5-MP,7.93,BG Electrical
BG 1 Gang 13A 10m Extension Lead White,BOG10-MS,13.28,BG Electrical
BG Electrical 10 Gang 13A Surge Protected Tower Extension Lead 2m White,SRG102C-MS,26.74,BG Electrical
BG Electrical 13A 1 Gang Trailing Socket White,SS-MP,2.06,BG Electrical
BG Electrical 13A 15m Extension lead With Waterproof Socket,CT1513P/IPS-MS,34,BG Electrical
BG Electrical 13A 20m Case Reel Extension Lead With 2x Waterproof Sockets,HLP20132IPMP,41.06,BG Electrical
BG Electrical 13A Plug With 13 Amp Fuse Black,PT13B-01,1,BG Electrical
BG Electrical 13A Plug With 13 Amp Fuse White,PT13W-01,1,BG Electrical
BG Electrical 13W Low Energy Pendant Ceiling Accessory,666ES13W,20.38,BG Electrical
BG 4 Gang 13A 2m Extension Lead White,BFG2-MS,4.56,BG Electrical
BG 4 Gang 13A 5m Extension Lead White,BFG5-MS,9.05,BG Electrical
BG Electrical 4 Gang 4m Extension Lead Switched & Fused With Neon White,SWFG44W-MP,16.22,BG Electrical
BG Electrical 4 Way 20A Junction Box 57mm Diameter White,491W,1.37,BG Electrical
BG Electrical 4 Way 20A 80mm Diameter Junction Box White,604W,1.21,BG Electrical
BG Electrical 6 Way 20A Junction Box 89mm Diameter White,606W,1.72,BG Electrical
BG Electrical 45A Pull Switch Ceiling Accessory,803,11.28,BG Electrical
BG Electrical 6 Gang 13A Extension Lead 2m White,BSG2-MS,10.98,BG Electrical
"BG Electrical 6"" Pendant Ceiling Accessory",EMP6,3.42,BG Electrical
BG Electrical 8 Gang 13A Extension Lead 2m With Neon White,BEN2-MS,10.21,BG Electrical
BG Electrical Angle Batten Holder Ceiling Accessory,EMABH,5.69,BG Electrical
BG Electrical Batten Holder Ceiling Accessory,EMBH,5.06,BG Electrical
BG Electrical Bell Transformer,CUB1,15.71,BG Electrical
BG Electrical Reel Case 20m 13A 4 Socket Extension Lead,HBT2013/4BL-MP,28.5,BG Electrical
BG Electrical Reel Case 20m 13A 4 Socket RCD Extension Lead,HBT2013/4BLRCD-MP,53.57,BG Electrical
BG Electrical Cable Reel 12m 13A 4 Socket Extension Lead Large Cassette,LCT1213/4BL-MP,27,BG Electrical
BG Electrical Cable Reel Open 25m 13A 4 Socket Extension Lead,LDCC2513/4BLMP,35.64,BG Electrical
BG Electrical Cable Reel Open 25m 13A 4 Socket RCD Extension Lead,LDCC2513/4BLRCD,69.22,BG Electrical
BG Electrical Cable Reel Open Cable Reel 50m 13A 4 Socket,HDCC5013/4BL-MP,65.82,BG Electrical
BG Electrical Chrome 5A 2 Way Pull Switch Ceiling Accessory,802CH,8.1,BG Electrical
BG Electrical Circuit Protection Insulated Enclosure IP30,CUE4,5.95,BG Electrical
BG Electrical Circuit Protection Metal Encloure IP30,CUE4M,9.15,BG Electrical
BG Electrical Circuit Protection Weatherproof Enclosure IP55,CUE5W,15.28,BG Electrical
BG Electrical Circuit Protection RCD Double Pole 40A 30mA,CUR4030,14.99,BG Electrical
BG Electrical Circuit Protection RCD Double Pole 63A 30mA,CUR6330,15.79,BG Electrical
BG Electrical Circuit Protection RCD Double Pole 80A 30mA,CUR8030,18.39,BG Electrical
BG Electrical Circuit Protection RCD Double Pole 80A 100mA,CUR80100,19.89,BG Electrical
BG Electrical Circuit Protection RCD Double Pole 80A 100mA Time Delayed,CUR80100TD,30.38,BG Electrical
BG Electrical Consumer Unit 18 Way With 100A Switch,CUSL8018,54.6,BG Electrical
BG Electrical Consumer Unit 18 Way/ 22 Modules With 100A Switch,CUSL8018M,73.15,BG Electrical
BG Electrical Consumer Unit 4 Way/ 8 Modules With 100A Switch,CUSL804,42.13,BG Electrical
BG Electrical Consumer Unit Cover Blanks (Pack Of 10),CUA01,1.61,BG Electrical
BG Electrical Consumer Unit 6 Way/ 8 Modules With 100A Switch,CUSW06,34.32,BG Electrical
BG Electrical Consumer Unit 10 Way / 12 Modules With 100A Switch,CUSW10,18.6,BG Electrical
BG Electrical Consumer Unit 10 Way / 12 Modules With 100A Switch Metal,CUSW10M,55.54,BG Electrical
BG Electrical Consumer Unit 14 Way/16 Modules With 100A Switch,CUSW14,44.1,BG Electrical
BG Electrical Consumer Unit 14 Way/16 Modules With 100A Switch,CUSW17,25.2,BG Electrical
BG Electrical Consumer Unit 20 Way/ 22 Modules With 100A Switch,CUSW20,29.04,BG Electrical
BG Electrical Consumer Unit 6 Way /12 Modules With 100A Switch & 2 x 63A 30mA RCD,CUD6606,57.78,BG Electrical
BG Electrical Consumer Unit 10 Way/16 Modules With 100A Switch & 2 x 63A 30mA RCD,CUD6610,62.14,BG Electrical
BG Electrical Consumer Unit 10 Way/16 Modules 100A Switch & 2 x 63A 30mA RCD Metal,CUD6610M,83.53,BG Electrical
BG Electrical Consumer Unit 10 Way / 19 Modules With 100A Switch And 2 x 63A 30mA RCD,CUD6613,64.05,BG Electrical
BG Electrical Consumer Unit 16 Way/22 Modules With 100A Switch & 2 x 63A 30mA RCD,CUD6616,68.41,BG Electrical
BG Electrical Consumer Unit 16 Way/22 Modules With 100A Switch & 2 x 63A 30mA RCD Metal,CUD6616M,94.33,BG Electrical
BG Electrical Consumer Unit 6 Way/12 Modules With 100A Switch & 80 And 63A 30mA RCD,CUD8606,61.01,BG Electrical
BG Electrical Consumer Unit 10 Way/16 Modules With 100A Switch & 80 And 63A 30mA RCD,CUD8610,65.41,BG Electrical
BG Electrical Consumer Unit 16 Way/ 22 Modules With 100A Switch And 80 And 63A 30mA RCD,CUD8616,71.72,BG Electrical
BG Electrical Consumer Unit 12 Way With 100A Switch,CUSL8012,48.03,BG Electrical
BG Electrical Consumer Unit 12 Way/16 Modules With 100A Switch Metal,CUSL8012M,62.16,BG Electrical
BG Electrical Consumer Unit 12 Way/ 19 Modules With 100A Switch,CUSL8015,49.77,BG Electrical
BG Electrical Consumer Unit 8 Way/ 12 Modules With 100A Switch,CUSL808,43.19,BG Electrical
BG Electrical Consumer Unit 8 Way/ 12 Modules With 100A Switch Metal,CUSL808M,53.99,BG Electrical
BG Electrical Double Pole Main Switch,CUSW100,6.16,BG Electrical
BG Electrical DP Contactors (Contactor 20A DP),CUC20,22.04,BG Electrical
BG Electrical DP Contactors (Contactor 40A DP),CUC40,37.26,BG Electrical
BG Electrical Dusk-Till-Dawn Lamp Holder Adaptor,DDLH-MP,10.49,BG Electrical
BG Electrical Euro Module 13A Universal Socket Power Module White,EMUNVW,2.39,BG Electrical
BG Electrical Euro Module 13A Universal Socket Power Module Black,EMUNVB,2.39,BG Electrical
BG Electrical Euro Module 13A Universal Socket Power Module Grey,EMUNVG,2.39,BG Electrical
BG Electrical Euro Module 2 Module Square Front Plate,8EMS2,0.77,BG Electrical
BG Electrical Euro Module 2 Module Square Front Plates (Euro-Module Brass 2 Module Metal Clad Square Front Plate),MC5EMS2,2.57,BG Electrical
BG Electrical Euro-Module 2 Module Square Front Plate Brushed Steel,SBSEMS2,4.7,BG Electrical
BG Electrical Euro-Module 2 Module Square Front Plate Chrome,NPCEMS2,4.88,BG Electrical
BG Electrical Euro Module 2 Module Square Front Plate Black Nickel,NBNEMS2,4.73,BG Electrical
BG Electrical Euro Module USB Charger 1 Port 2.1A White,EMUSBW,16.34,BG Electrical
BG Electrical Euro Module USB Charger 1 Port 2.1A Grey,EMUSBG,16.34,BG Electrical
BG Electrical Euro-Module Brushed Steel 2 Module Square Screwless Flat Plate,FBSEMS2,7.1,BG Electrical
BG Electrical Fan Isolator Pull Switch Ceiling Accessory,804FAN,10.88,BG Electrical
BG Electrical Switched Fused Connection Unit  With Neon & Optional Flex Outlet,MC551F,6.76,BG Electrical
BG Electrical Unswitched Fused Connection Unit With Optional Flew Outlet,MC552F,6.22,BG Electrical
BG Electrical Fused Shaver Adaptor White,SHADC-MP,2.16,BG Electrical
BG Electrical Grey Weatherproof Box With Five Cable Outlets,WBX-MS,27.46,BG Electrical
BG Electrical Heavy Duty SP 100A 3 Way Junction Box Brown,4100SP,5.09,BG Electrical
BG Electrical Heavy Duty DP 100A 3 Way Junction Box Brown,4100DP,7.32,BG Electrical
BG Electrical Heavy Duty 3 Way 60 Amp Junction Box Brown,460,3.68,BG Electrical
BG Electrical Inline Safety RCD Black,ILRCDNG-MP,12.36,BG Electrical
BG Electrical IP55 Weatherproof 1 Gang Switch FCU,WPB50,7.98,BG Electrical
BG Electrical LuxPanel Accessories (Mounting Frame for LuxPanel 60S),LLP60SMF-01,31.2,BG Electrical
BG Electrical Metal Clad 1 Gang 2 Way 10AX Plate Switch,MC512,3.02,BG Electrical
BG Metal Clad 13A RCD Fused Switch,MC554RCD,33.38,BG Electrical
BG Electrical Metal Clad 2 Gang 13A RCD Socket Outlet,MC522RCD,21.94,BG Electrical
BG Electrical Metal Clad 20A Double Pole Switch/Neon With Optional Flex Outlet,MC531,5.6,BG Electrical
"BG Electrical Mixed Fuses On Card 4 x 13A, 3 x 5A, 3 x 3A",FUSEM10-MP,1.43,BG Electrical
BG Electrical Motion Detector LED Night Light,NLPIR/2-MP,16.81,BG Electrical
BG Electrical Plug Through Night Light Twin Pack White,NLPT/2-MP,14.02,BG Electrical
BG Electrical Tear Drop Shape Night Lights Twin Pack White,NLTD/2-MP,10.99,BG Electrical
BG Electrical Pack Of 5 Socket Covers White,SC13/5-MP,3.6,BG Electrical
BG Electrical Permaplug 13A 1 Gang Trailing Socket Black,ELS13B,4.1,BG Electrical
BG Electrical Permaplug 13A 1 Gang Trailing Socket Orange,ELS13O,4.54,BG Electrical
BG Electrical Permaplug 13A 1 Gang Trailing Socket White,ELS13W,4.1,BG Electrical
BG Permaplug 2 Gang Heavy Duty 4m Extension Lead Black,EXS1324B,19.03,BG Electrical
BG Permaplug 2 Gang Heavy Duty 4m Extension Lead Orange,EXS1324O,20.6,BG Electrical
BG Permaplug 2 Gang Heavy Duty 4m Extension Lead White,EXS1324W,19.79,BG Electrical
BG Electrical Permaplug 13A 2 Gang Trailing Socket Black,ELS132B,6.71,BG Electrical
BG Electrical Permaplug 13A 2 Gang Trailing Socket Orange,ELS132O,7.52,BG Electrical
BG Electrical Permaplug 13A 2 Gang Trailing Socket White,ELS132W,6.74,BG Electrical
BG Permaplug 4 Gang Heavy Duty 4m Extension Lead Black,EXS1344B,28.58,BG Electrical
BG Permaplug 4 Gang Heavy Duty 4m Extension Lead White,EXS1344W,29.88,BG Electrical
BG Electrical Permaplug 13A 4 Gang Trailing Socket Black,ELS134B,16.24,BG Electrical
BG Electrical Permaplug 13A 4 Gang Trailing Socket White,ELS134W,17.15,BG Electrical
BG Electrical Permaplug Heavy Duty 13A Plug Orange,HDPT13O,2.57,BG Electrical
BG Electrical Permaplug Heavy Duty 13A Plug White,HDPT13W,2.35,BG Electrical
BG Electrical Plug-In Glow Light- Twin Pack White,GL1/2-MP,6.84,BG Electrical
BG Electrical 1 Way Ceiling Pull Switch White,EMCS1,4.38,BG Electrical
BG Electrical 2 Way Ceiling Pull Switch White,EMCS2,7.1,BG Electrical
BG Electrical RCBO 6 Amp Single Pole Type B,CURB6,22.06,BG Electrical
BG Electrical RCBO 10Amp Single Pole Type B,CURB10,22.06,BG Electrical
BG Electrical RCBO 16Amp Single Pole Type B,CURB16,22.06,BG Electrical
BG Electrical RCBO 20 Amp Single Pole Type B,CURB20,22.06,BG Electrical
BG Electrical RCBO 32Amp Single Pole Type B,CURB32,22.06,BG Electrical
BG Electrical RCBO 40Amp Single Pole Type B,CURB40,22.06,BG Electrical
BG Electrical RCBO 6 Amp Single Pole Type C,CURC6,19.48,BG Electrical
BG Electrical RCBO 10 Amp Single Pole Type C,CURC10,19.48,BG Electrical
BG Electrical RCBO 20 Amp Single Pole Type C,CURC20,19.48,BG Electrical
BG Electrical RCBO 32 Amp Single Pole Type C,CURC32,19.48,BG Electrical
BG Electrical RCBO 40 Amp Single Pole Type C,CURC40,21.01,BG Electrical
BG Electrical Shower Kit Enclosure IP55 63A 30mA RCD 50A MCB,CUSHOW1,28.18,BG Electrical
BG Electrical Single Pole Breaking Capacity 6A Type B,CUMB6,2.52,BG Electrical
BG Electrical Single Pole Breaking Capacity 10A Type B,CUMB10,2.52,BG Electrical
"BG Electrical Single Pole Breaking Capacity Type B (Single Pole, Breaking Capacity, 16A, Type B)",CUMB16,2.52,BG Electrical
BG Electrical Single Pole Breaking Capacity 20A Type B,CUMB20,2.52,BG Electrical
BG Electrical Single Pole Breaking Capacity 32A Type B,CUMB32,2.52,BG Electrical
BG Electrical Single Pole Breaking Capacity 40A Type B,CUMB40,2.52,BG Electrical
"BG Electrical Single Pole Breaking Capacity Type B (Single Pole, Breaking Capacity, 50A, Type B)",CUMB50,2.52,BG Electrical
BG Electrical Single Pole Breaking Capacity 6A Type C,CUMC6,2.03,BG Electrical
BG Electrical Single Pole Breaking Capacity 10A Type C,CUMC10,2.03,BG Electrical
"BG Electrical Single Pole Breaking Capacity Type C (Single Pole, Breaking Capacity, 16A, Type C)",CUMC16,2.03,BG Electrical
"BG Electrical Single Pole Breaking Capacity Type C (Single Pole, Breaking Capacity, 20A, Type C)",CUMC20,2.03,BG Electrical
"BG Electrical Single Pole, Breaking Capacity 32A Type C",CUMC32,2.03,BG Electrical
BG Electrical Single Pole Breaking Capacity 40A Type C,CUMC40,2.19,BG Electrical
"BG Electrical Single Pole Breaking Capacity Type C (Single Pole, Breaking Capacity, 50A, Type C)",CUMC50,2.19,BG Electrical
"BG Electrical SPD Enclosure Kit, Switch SPD Type 1 and 2, TT/TNCS",CUSPDE01,290.64,BG Electrical
"BG Electrical SPD Insulated Consumer Unit - Dual RCD, 9 Way c/w SPD Type 2",CUSPDD6609,132.64,BG Electrical
BG Electrical Starter Switch 4-80W,EMFSU,0.78,BG Electrical
BG Electrical Starter Switches (4-20W),EMFS2,1.08,BG Electrical
BG Electrical Starter Switches (70-125W),EMFS125,2.44,BG Electrical
BG Electrical Starter Switches (4-125W Electronic Pulse),EMEFS600,6.3,BG Electrical
BG 6 Gang Surge Protected 2m Extension Lead White,SRG62-MS,13.44,BG Electrical
BG 8 Gang Surge Protected 2m Extension Lead White,SRG82-MS,22.88,BG Electrical
BG Electrical Travel Adaptors-UK To Europe And Europe And UK To USA/ AUS/ Japan,TACOM-MP,5.5,BG Electrical
BG Electrical UK To European Travel Adaptor,TAEUR-MP,3.19,BG Electrical
BG Electrical Wire Free Battery Operated Door Chime White,DC1-MP,12.48,BG Electrical
BG Electrical Wire Free Mains Plug In Door Chime White,DC2-MP,20.74,BG Electrical
BG Flatplate Screwless 1 Gang 13A Switched Socket Black Nickel,FBN21B,11.29,BG Electrical
BG Flatplate Screwless 1 Gang 13A Switched Socket Brushed Steel,FBS21G,11.29,BG Electrical
BG Flatplate Screwless 1 Gang 13A Switched Socket Chrome (Grey Inserts),FPC21G,11.29,BG Electrical
BG Flatplate Screwless 1 Gang 13A Switched Socket Chrome (White Inserts),FPC21W,11.29,BG Electrical
BG Flatplate Screwless 1 Gang 2 Way Push Dimmer 400W Black Nickel,FBN81P,23.48,BG Electrical
BG Flatplate Screwless 1 Gang 2 Way Push Dimmer 400W Brushed Steel,FBS81P,23.48,BG Electrical
BG Flatplate Screwless 1 Gang 2 Way Push Dimmer 400W Chrome,FPC81P,23.48,BG Electrical
BG Flatplate Screwless 1 Gang Blank Plate Black Nickel,FBN94,6.17,BG Electrical
BG Flatplate Screwless 1 Gang Blank-Plate Brushed Steel,FBS94,6.17,BG Electrical
BG Flatplate Screwless 1 Gang Blank-Plate Chrome,FPC94,6.17,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 1 Gang 2 Way Black Nickel,FBN12,7.7,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 1 Gang 2 Way Brushed Steel,FBS12,7.33,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 1 Gang 2 Way Chrome,FPC12,7.33,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 2 Gang 2 Way Black Nickel,FBN42,9.9,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 2 Gang 2 Way Brushed Steel,FBS42,9.9,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 2 Gang 2 Way Chrome,FPC42,9.9,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 3 Gang 2 Way Black Nickel,FBN43,12.76,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 3 Gang 2 Way Brushed Steel,FBS43,12.76,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 3 Gang 2 Way Chrome,FPC43,12.76,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 3 Pole Fan Isolator Black Nickel,FBN15,13.55,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 3 Pole Fan Isolator Chrome,FPC15,13.55,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 4 Gang 2 Way Black Nickel,FBN44,19.48,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 4 Gang 2 Way Brushed Steel,FBS44,19.55,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 4 Gang 2 Way Chrome,FPC44,19.55,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 6 Gang 2 Way Black Nickel,FBN46,26.06,BG Electrical
BG Flatplate Screwless 10AX Plate Switch 6 Gang 2 Way Chrome,FPC46,26.06,BG Electrical
BG Flatplate Screwless 10AX Plate Switch Intermediate Black Nickel,FBN13,10.3,BG Electrical
BG Flatplate Screwless 10AX Plate Switch Intermediate Brushed Steel,FBS13,10.3,BG Electrical
BG Flatplate Screwless 10AX Plate Switch Intermediate Chrome,FPC13,10.3,BG Electrical
BG Flatplate Screwless 13A Switched Fused Connection Unit Black Nickel,FBN50,13.2,BG Electrical
BG Flatplate Screwless 13A Switched Fused Connection Unit Brushed Steel,FBS50,13.2,BG Electrical
BG Flatplate Screwless 13A Switched Fused Connection Unit Chrome,FPC50,13.2,BG Electrical
BG Flatplate Screwless 13A Switched Fused Connection Unit With Neon,FBS52,13.9,BG Electrical
BG Flatplate Screwless 13A Switched Fused Connection Unit With Neon & Outlet,FBS53,14.78,BG Electrical
BG Flatplate Screwless 13A Switched Fused Connection Unit With Neon & Outlet,FBN53,14.78,BG Electrical
