Name,SKU,Price,Manufacturer
JCC Fireguard Mains 50W IP65 GU10 Downlight Chrome,JC94210CH,13.99,JCC
JCC Fireguard Mains 50W IP65 GU10 Downlight White,JC94210WH,13.99,JCC
JCC Fireguard Mains 50W IP65 GU10 Downlight Brushed Nickel,JC94210BN,13.99,JCC
JCC Linkable Undershelf Lighting 8W 344mm Light Fitting,JC83020,6.3,JCC
JCC Linkable Undershelf Lighting 14W 605mm Light Fitting,JC83021,7.8,JCC
JCC Linkable Undershelf Lighting 21W 905mm Light Fitting,JC83022,8.5,JCC
JCC Linkable Undershelf Lighting 28W 1205mm Light Fitting,JC83023,11.5,JCC
JCC Linkable Undershelf Lighting 250mm Link Lead,JC83024,1,JCC
JCC Linkable Undershelf Lighting 500mm Link Lead,JC83025,1.12,JCC
JCC Linkable Undershelf Lighting 1000mm Link Lead,JC83026,2.25,JCC
JCC Radia 16W LED Decorative Bulkhead,JC23205WOP,44.99,JCC
JCC Radia 21W LED Decorative Bulkhead,JC23207WOP,58.99,JCC
JCC Radia 14W LED Utility Bulkhead,JC23201WOP,28.5,JCC
JCC Radia 23W LED Utility Bulkhead,JC23202WOP,42.99,JCC
JCC Skytile 1200x600 55W LED Flat Panel Light,JC71288,195.99,JCC
JCC Skytile 34W LED Flat Panel Emergency/Dimmable Version of JC71276,JC71278,129.99,JCC
JCC Skytile 34W LED Flat Panel Emergency/Dimmable Version (Skytile DALI Dimmable Version of JC71276),JC71280,149.98,JCC
JCC Skytile 34W LED Flat Panel Emergency/Dimmable Version (Skytile 1-10V Dimmable Version of JC71276),JC71284,233.99,JCC
JCC Skytile 34W LED Flat Panel Emergency/Dimmable Version (Skytile Dimmable Emergency Version of JC71276),JC71282,221.4,JCC
JCC JC71276 Skytile 34W LED Flat Panel Light Cool White,JC71276,84.99,JCC
JCC Skytile Accessories (Skytile 600x600 Surface Mount Tray),JC71262,29.99,JCC
JCC Skytile Surface Suspension kit (4 Wire Kit),JC71311,8.99,JCC
JCC Skytile Surface 4000 LED 49W Panel 1200mm,JC71301,169.99,JCC
JCC Transformers (10-60VA Pre Wired Slimline c/w Auto Reset),JC4030,3.6,JCC
JCC Transformers (105VA - Three Outputs With Thermal Reset 3x 35VA),JC4013,5.2,JCC
Kosnic 12W LED 2D Bulb 4000K,KLED12STD/4P-W40,30,Kosnic
Kosnic 18W LED 2D Bulb 4000K,KLED18STD/4P-W40,33.24,Kosnic
Kosnic 5W GU10 SMD LED Bulb Warm White 3000k,KTC05SMD/GU10-W30,7.78,Kosnic
Kosnic 5W GU10 SMD LED Bulb Daylight 6000k,KTC05SMD/GU10-W65,7.78,Kosnic
Kosnic CFL 14W T5 Bulb,KFT14T5/840,1.2,Kosnic
Lewden 80A Mains Fused Switch DP,MSF100,23.2,Lewden
Makita 18v 2 Piece Drill Kit With Batteries,DK18000X2,407.98,Makita
Makita 18v LXT 2 Speed Combi Drill Kit,BHP453RFX,142.78,Makita
Makita 320W Multi Function Tool (Makita 320W Multi Function Tool),TM3000C240V,130.8,Makita
Makita Hammer Drill 3 Function 2kg Drill (110V Drill),HR2611FX2110V,190.8,Makita
Makita Hammer Drill 3 Function 2kg Drill (240V Drill),HR2611FX2240V,190.8,Makita
"Manrose 4"" Duct Accessories (1m Round Solid Pipe)",PL41900,8.93,Manrose
"Manrose 4"" Duct Accessories (Connector)",EMD414C,3.48,Manrose
"Manrose 4"" Fixed Grille Accessories (4"" Fixed Grille Brown)",PEF4003B,2.93,Manrose
"Manrose 4"" Fixed Grille Accessories (4"" Fixed Grille Terracotta)",PEF4003T,2.93,Manrose
"Manrose 4"" Fixed Grille Accessories (4"" Fixed Grille White)",PEF4003W,2.93,Manrose
"Manrose 4"" Gravity Grille Accessories (4"" Fixed Grille Brown)",PEF4005B,2.93,Manrose
"Manrose 4"" Gravity Grille Accessories (4"" Fixed Grille Terracotta)",PEF4005T,2.93,Manrose
"Manrose 4"" Gravity Grille Accessories (4"" Fixed Grille White)",PEF4005W,2.93,Manrose
"Manrose 4"" Low Profile Toilet/Bathroom Fan with Timer White",PEFLP100STW,20.51,Manrose
"Manrose 4"" Low Profile Toilet/Bathroom Fan with Timer Chrome",PEFLP100STC,23.89,Manrose
"Manrose Primeline 4"" Low Voltage Toilet/Bathroom Fan White",PEFLVF,22.54,Manrose
Manrose Primeline Low Voltage Remote Standard Model for PEFLVF Remote Switching,PEFLVST,26.9,Manrose
Manrose Primeline PEFLVTT Low Voltage Remote Transformer with Adjustable Timer (For PEFLVF),PEFLVTT,34.42,Manrose
Manrose Primeline Low Voltage Remote 12v Transformer with Humidistat,PEFLVHT,96.79,Manrose
Manrose Primeline Showerlite Inline Fan Timer Kit White/Chrome,PSLKTC,87.2,Manrose
"Manrose 4"" Shower Fan Kit Standard",PEF4311,29.87,Manrose
"Manrose 4"" Shower Fan Kit With Timer",PEF4321,33.23,Manrose
"Manrose Primeline 4"" Toilet/Bathroom Standard Extractor Fan White",PEF4010,13.06,Manrose
"Manrose Primeline 4"" Toilet/Bathroom Extractor Fan With Timer",PEF4020,19.54,Manrose
"Manrose Primeline 4"" Toilet/Bathroom Extractor Fan With Pullcord",PEF4030,17.94,Manrose
"Manrose Primeline 4"" Toilet/Bathroom Extractor Fan With Humidistat and Timer",PEF4040,37.5,Manrose
"Manrose Primeline 4"" Standard Toilet / Bathroom Extractor Fan With Automatic Shutter & Timer",PEF4020A,41.16,Manrose
"Manrose Duct Accessories (6"" 5m Length Flexible)",EMD1040,41.35,Manrose
"Manrose Duct Accessories (6"" 3m Length Flexible)",PEF4D30,7.88,Manrose
"Manrose Duct Accessories (4"" 45m Length Flexible)",EMD1023,74.45,Manrose
"Manrose 6"" Fixed Grille Accessories (6"" Fixed Grille Brown)",PEF6003B,5.77,Manrose
"Manrose 6"" Fixed Grille Accessories (6"" Fixed Grille Terracotta)",PEF6003T,5.77,Manrose
"Manrose 6"" Fixed Grille Accessories (6"" Fixed Grille White)",PEF6003W,5.77,Manrose
"Manrose 6"" Gravity Grille Accessories (6"" Fixed Grille Brown)",PEF6005B,5.77,Manrose
"Manrose 6"" Gravity Grille Accessories (6"" Fixed Grille Terracotta)",PEF6005T,5.77,Manrose
"Manrose 6"" Gravity Grille Accessories (6"" Fixed Grille White)",PEF6005W,5.77,Manrose
"Manrose Primeline 6"" Toilet/Bathroom Standard Extractor Fan",PEF6010,31.24,Manrose
"Manrose Primeline 6"" Toilet/Bathroom Extractor Fan With Timer",PEF6020,35.66,Manrose
"Manrose Primeline 6"" Toilet/Bathroom Extractor Fan With Pullcord",PEF6030,32.14,Manrose
"Manrose 6"" Window/Wall Standard Extractor Fan",PEF6110,47.5,Manrose
Manrose LED Showerlite Extractor Fan and Shower Light Warm White,PLEDSLKTC,64.26,Manrose
Marco UPVC Apollo 3 Compartment Accessories (End Cap),MTDC3,2.59,Marco
Marco UPVC Apollo 3 Compartment Accessories (Joint Cover),MTDJ3,3.73,Marco
Marco UPVC Apollo 3 Compartment Angles (Flat Angle),MTDF3,43.54,Marco
Marco UPVC Apollo 3 Compartment Angles (External Angle),MTDE3,5.82,Marco
Marco UPVC Apollo 3 Compartment Angles (Internal Angle),MTDI3,5.82,Marco
Marco UPVC Apollo 3 Compartment Flat TEE (Marco UPVC Apollo 3 Compartment Flat TEE),MTDT3,60.68,Marco
Marco UPVC Juno Single Compartment Accessories (1 Gang 35mm Box),MTSB1,2.2,Marco
Marco UPVC Juno Single Compartment Accessories (2 Gang 35mm Box),MTSB2,2.58,Marco
Marco UPVC Juno Single Compartment Accessories (End Cap),MTC105,1.8,Marco
Marco UPVC Juno Single Compartment Accessories (Joint Cover),MTJ105,1.8,Marco
Marco UPVC Juno Single Compartment Accessories (50mm Divider),MTD105,3.07,Marco
Marco UPVC Juno Single Compartment Angles (Flat Angle),MTF105,6.1,Marco
Marco UPVC Juno Single Compartment Angles (External Angle),MTE105,5.02,Marco
Marco UPVC Juno Single Compartment Angles (Internal Angle),MTI105,5.02,Marco
Marco UPVC Juno Single Compartment Flat TEE (Marco UPVC Juno Single Compartment Flat TEE),MTT105,9.55,Marco
Megaman LED 3.5W B15 Opal Candle Bulb Non-Dimmable,143276,3.78,Megaman
Megaman LED Classic 7.5W E27 GLS Non-Dimmable Opal Bulb Warm White,148613,8.2,Megaman
Megaman Modo GU10 4W LED Bulb Warm White 2800k,246211,5.62,Megaman
Megaman Modo GU10 4W LED Bulb Cool White 4000k,246204,5.62,Megaman
Megaman Modo GU10 6W LED Bulb Warm White 2800k,141401,7.89,Megaman
Megaman Modo GU10 6W LED Bulb Cool White 4000k,141435,7.89,Megaman
Metal IP66 Enclosures (300mm x 250mm x 200mm),CRN3025150PM,56,Hellermann Tyton
Metal IP66 Enclosures (400mm x 300mm x 200mm),CRN43200PM,75,Hellermann Tyton
Metal IP66 Enclosures (600mm x 400mm x 200mm),CRN64200PM,105.5,Hellermann Tyton
Mita 20mm PVC Conduit Fittings (20mm Terminal Box - White),20CJB2W,1.08,Mita
Mita 20mm PVC Conduit Fittings (20mm Terminal Box - Black),20CJB2B,1.08,Mita
Mita 20mm PVC Conduit Fittings (20mm Through Box - White),20CJB3W,1.2,Mita
Mita 20mm PVC Conduit Fittings (20mm Through Box - Black),20CJB3B,1.2,Mita
Mita 20mm PVC Conduit Fittings (20mm Angle Box - White),20CJB4W,1.2,Mita
Mita 20mm PVC Conduit Fittings (20mm Angle Box - Black),20CJB4B,1.2,Mita
Mita 20mm PVC Conduit Fittings (20mm Tee Box - White),20CJB5W,1.3,Mita
Mita 20mm PVC Conduit Fittings (20mm Tee Box - Black),20CJB5B,1.3,Mita
Mita 20mm PVC Conduit Fittings (20mm Loop In Box - White),20CJB13W,1.66,Mita
Mita 20mm PVC Conduit Fittings (20mm Loop In Box - Black),20CJB13B,1.66,Mita
Mita 20mm PVC Conduit Fittings (20mm Inspection Elbow - White),PIE20W,1.16,Mita
Mita 20mm PVC Conduit Fittings (20mm Inspection Elbow - Black),PIE20B,1.16,Mita
Mita 20mm PVC Conduit Fittings (20mm Inspection Bend - White),PIB20W,1.63,Mita
Mita 20mm PVC Conduit Fittings (20mm Inspection Bend - Black),PIB20B,1.63,Mita
Mita 20mm PVC Conduit Fittings (20mm Male Adaptor - White),PMA20W,0.5,Mita
Mita 20mm PVC Conduit Fittings (20mm Male Adaptor - Black),PMA20B,0.5,Mita
Mita 20mm PVC Conduit Fittings (20mm Female Adaptor - White),PFA20W,0.5,Mita
Mita 20mm PVC Conduit Fittings (20mm Female Adaptor - Black),PFA20B,0.5,Mita
Mita 20mm PVC Conduit Fittings (20mm Coupler - White),PSC20W,0.32,Mita
Mita 20mm PVC Conduit Fittings (20mm Coupler - Black),PSC20B,0.32,Mita
Mita 20mm PVC Conduit Fittings (20mm Spacer Bar Saddles - White),SBS20W,0.38,Mita
Mita 20mm PVC Conduit Fittings (20mm Spacer Bar Saddles - Black),SBS20B,0.38,Mita
Mita 20mm PVC Conduit Fittings (20mm Spring Saddles - White),CSA20W,0.31,Mita
Mita 20mm PVC Conduit Fittings (20mm Spring Saddles - Black),CSA20B,0.31,Mita
Mita 25mm PVC Conduit Fittings (25mm Terminal Box - White),25CJB2W,1.69,Mita
Mita 25mm PVC Conduit Fittings (25mm Terminal Box - Black),25CJB2B,1.69,Mita
Mita 25mm PVC Conduit Fittings (25mm Through Box - White),25CJB3W,1.85,Mita
Mita 25mm PVC Conduit Fittings (25mm Through Box - Black),25CJB3B,1.85,Mita
Mita 25mm PVC Conduit Fittings (25mm Angle Box - White),25CJB4W,1.85,Mita
Mita 25mm PVC Conduit Fittings (25mm Angle Box - Black),25CJB4B,1.85,Mita
Mita 25mm PVC Conduit Fittings (25mm Tee Box - White),25CJB5W,2.04,Mita
Mita 25mm PVC Conduit Fittings (25mm Tee Box - Black),25CJB5B,2.04,Mita
Mita 25mm PVC Conduit Fittings (25mm Inspection Bend - White),PIB25W,3.25,Mita
Mita 25mm PVC Conduit Fittings (25mm Inspection Bend - Black),PIB25B,3.25,Mita
Mita 25mm PVC Conduit Fittings (25mm Male Adaptor - White),PMA25W,0.8,Mita
Mita 25mm PVC Conduit Fittings (25mm Male Adaptor - Black),PMA25B,0.8,Mita
Mita 25mm PVC Conduit Fittings (25mm Female Adaptor - White),PFA25W,0.8,Mita
Mita 25mm PVC Conduit Fittings (25mm Female Adaptor - Black),PFA25B,0.8,Mita
Mita 25mm PVC Conduit Fittings (25mm Spacer Bar Saddles - White),SBS25W,0.48,Mita
Mita 25mm PVC Conduit Fittings (25mm Spacer Bar Saddles - Black),SBS25B,0.48,Mita
Mita 25mm PVC Conduit Fittings (25mm Coupler - White),PSC25W,0.44,Mita
Mita 25mm PVC Conduit Fittings (25mm Coupler - Black),PSC25B,0.44,Mita
Mita Accessories (Adhesive),ADH25,10.66,Mita
Mita Accessories (Box Lid Black),LID1B,0.31,Mita
Mita Accessories (Box Lid White),LID1W,0.31,Mita
Mita Accessories (20mm Bending Spring),SPH20,15.18,Mita
Mita Accessories (25mm Bending Spring),SPH25,22.48,Mita
Mita PVC Ceiling Rose Box 16mm x 16mm - 25mm x 25mm (Mita Ceiling Rose Box 16mm x 16mm - 25mm x 25mm),CRA12W,6.62,Mita
Mita PVC External Bends (16 x 16 White),MEA1W,0.67,Mita
Mita PVC External Bends (25 x 16 White),MEA2W,0.67,Mita
Mita PVC External Bends (38 x 16 White),MEA3W,0.78,Mita
Mita PVC External Bends (38 x 25 White),MEA4W,1.63,Mita
Mita PVC External Bends (38 x 38 White),MEA5W,2.27,Mita
Mita PVC Flat Bends (16 x 16 White),MFA1W,0.67,Mita
Mita PVC Flat Bends (25 x 16 White),MFA2W,0.67,Mita
Mita PVC Flat Bends (38 x 16 White),MFA3W,0.78,Mita
Mita PVC Flat Bends (38 x 25 White),MFA4W,1.63,Mita
Mita PVC Flat Bends (38 x 38 White),MFA5W,2.27,Mita
Mita PVC Internal Bends (16 x 16 White),MIA1W,0.67,Mita
Mita PVC Internal Bends (25 x 16 White),MIA2W,0.67,Mita
Mita PVC Internal Bends (38 x 16 White),MIA3W,0.78,Mita
Mita PVC Internal Bends (38 x 25 White),MIA4W,1.63,Mita
Mita PVC Internal Bends (38 x 38 White),MIA5W,2.27,Mita
Mita PVC Maxi Trunkings (50mm x 50mm White Flat Bend),MFA50W,9.8,Mita
Mita PVC Maxi Trunkings (50mm x 50mm White Internal Bend),MIA50W,9.8,Mita
Mita PVC Maxi Trunkings (50mm x 50mm White External Bend),MEA50W,9.8,Mita
Mita PVC Maxi Trunkings (50mm x 50mm White Stop End),MSE50W,3.19,Mita
Mita PVC Maxi Trunkings (50mm x 50mm White Coupler Internal),IC50W,3.3,Mita
Mita PVC Stop Ends (16 x 16 White),MSE1W,0.67,Mita
Mita PVC Stop Ends (25 x 16 White),MSE2W,0.67,Mita
Mita PVC Stop Ends (38 x 16 White),MSE3W,0.68,Mita
Mita PVC Stop Ends (38 x 25 White),MSE4W,0.82,Mita
Mita PVC Stop Ends (38 x 38 White),MSE5W,1.13,Mita
Mita Switch & Socket Boxes (1G 32mm Swt/Skt Box 20mm KO - Round),KBR321CW,2.1,Mita
Mita Switch & Socket Boxes (2G 32mm Swt/Skt Box 20mm KO - Round),KBR322CW,3.76,Mita
Mita Switch & Socket Boxes (1G 32mm Swt/Skt Box 20mm KO - Square),KBU321CW,2.1,Mita
Mita Switch & Socket Boxes (2G 32mm Swt/Skt Box 20mm KO - Square),KBU322CW,3.76,Mita
"Nexus Flat Plate Screwless M3 Screws Pack Of 10 (M3.5 x 17mm Screws, Pack Of 10)",FPFS1710,3.6,BG Electrical
"Nexus Flat Plate Screwless M3 Screws Pack Of 10 (M3.5 x 26mm Screws, Pack Of 10)",FPFS2610,3.9,BG Electrical
Nexus Flat Plate Screwless M3 Screws Pack Of 10 (M3.5 x 36mm Screws. Pack Of 10),FPFS3610,4.6,BG Electrical
Nexus Metal Brushed Steel Combination Plate 2 x 2G Sockets & 2 x 4 Euro Module,NBS222EM8,53.2,BG Electrical
Nexus Metal M3.5 x 19mm Screws Pack Of 10  (For Black Nickel),NFS1910BN,0.32,BG Electrical
"Nexus Metal M3.5 x 19mm Screws, Pack Of 10  (For Brass)",NFS1910BR,0.88,BG Electrical
"Nexus Metal M3.5 x 28mm Screws, Pack Of 10 (For Black Nickel)",NFS2810BN,0.36,BG Electrical
"Nexus Metal M3.5 x 28mm Screws, Pack Of 10 (For Brass)",NFS2810BR,0.94,BG Electrical
Nexus Metal M3.5 x 38mm Screws Pack Of 10 (For Black Nickel),NFS3810BN,0.4,BG Electrical
"Nexus Metal M3.5 x 38mm Screws, Pack Of 10 (For Brass)",NFS3810BR,1.09,BG Electrical
Nexus Moulded Screw Caps Pack Of 10 White,8SC10,0.9,BG Electrical
"Nexus Moulded Screws Pack Of 10 White (M3.5 x 19mm Screws, Pack Of 10)",NFS1910,0.28,BG Electrical
"Nexus Moulded Screws Pack Of 10 White (M3.5 x 28mm Screws, Pack Of 10)",NFS2810,0.3,BG Electrical
"Nexus Moulded Screws Pack Of 10 White (M3.5 x 38mm, Pack Of 10)",NFS3810,0.34,BG Electrical
BG Outdoor Power Orange 1 Gang 15m Extension Lead on Cable Tidy,CT1513-MP,34,BG Electrical
P & L Air Freshener LED Dispenser 270ml White,ADMA270W,22.41,P& L Systems
"P & L Aircare Fragrance Classic Lemon Fresh, 270ml",W202,5.9,P& L Systems
"P & L T8 15w 18"" Plus Zap Bulb",TVX1518,3.75,P& L Systems
"P & L T5 8w 12"" Plus Zap Bulb",TVX812,4.75,P& L Systems
Philips PAR38 Bulb (80W ES),80ESPAR38FLZ,13.27,Philips
Plus Zap 16w Fly Killer Aluminium,ZE121,29.85,P& L Systems
Plus Zap 30w Fly killer Aluminium,ZE122,39.55,P& L Systems
PowerBreaker 13A RCD Plug In Adaptor,J02C,14.4,PowerBreaker
PowerBreaker 13A RCD Plugtop,J72G,17.8,PowerBreaker
PowerBreaker RCD Spur Metal,H92M,37.28,PowerBreaker
PowerBreaker RCD Spur White,H92W,33.44,PowerBreaker
PowerBreaker 1 Gang Switched RCD Metal Socket,K21M,36,PowerBreaker
PowerBreaker 2 Gang Switched RCD Metal Socket,K22M,38.57,PowerBreaker
PowerBreaker 1 Gang Switched RCD Socket White,K21W,30.85,PowerBreaker
PowerBreaker 2 Gang Switched RCD Socket White,K22W,33.67,PowerBreaker
PowerBreaker 1 Gang Unswitched RCD Socket Metal,H22M,40.28,PowerBreaker
PowerBreaker 2 Gang Unswitched RCD Socket White,H22W,35.59,PowerBreaker
Proforce Eye Protection (Clear Safety Tech Glasses),FP07,3.3,Proforce
Proforce Eye Protection (Designer Metallic Safety Glasses With Case),FP16,7.14,Proforce
Proforce Head Protection (White Premium Helmet),HP05,9,Proforce
Proforce Head Protection (Yellow Premium Helmet),HP06,9,Proforce
Proforce Head Protection (Blue Premium Helmet),HP07,9,Proforce
Proforce Hearing Protection (Headband Classicmuff),EP01,3.42,Proforce
Proforce Hearing Protection (Headband Supamuff),EP02,5.22,Proforce
Proforce Hearing Protection (Helmet Mounted Classicmuff),EP03,6.6,Proforce
Proforce Hearing Protection (Ear Plugs - Box of 200),EP04,96,Proforce
Proforce Hearing Protection (Corded Ear Plugs - Pack of 25),EP05,24,Proforce
Proforce High Visibility Protection Jackets (Yellow Class 3 Hi Viz Site Jacket Small),HJ03YLS,23.94,Proforce
Proforce High Visibility Protection Jackets (Yellow Class 3 Hi Viz Site Jacket Medium),HJ03YLM,23.94,Proforce
Proforce High Visibility Protection Jackets (Yellow Class 3 Hi Viz Site Jacket Large),HJ03YLL,23.94,Proforce
Proforce High Visibility Protection Jackets (Yellow Class 3 Hi Viz Site Jacket X-Large),HJ03YLXL,23.94,Proforce
Proforce High Visibility Protection Jackets (Yellow Class 3 Hi Viz Site Jacket XX-Large),HJ03YLXXL,23.94,Proforce
Proforce High Visibility Protection Jackets (Yellow Class 3 Hi Viz Site Jacket XXX-Large),HJ03YLXXXL,23.94,Proforce
Proforce High Visibility Protection Pole T-Shirts (Yellow Class 2 Hi Viz Polo T-Shirts Medium),HV06YLS,15.54,Proforce
Proforce High Visibility Protection Pole T-Shirts (Yellow Class 2 Hi Viz Polo T-Shirts Large),HV06YLM,15.54,Proforce
Proforce High Visibility Protection Pole T-Shirts (Yellow Class 2 Hi Viz Polo T-Shirts X-Large),HV06YLl,15.54,Proforce
Proforce High Visibility Protection Waistcoats (Yellow Class 2 Hi Viz 2 Band Waistcoat Medium),HV08YLM,4.2,Proforce
Proforce High Visibility Protection Waistcoats (Yellow Class 2 Hi Viz 2 Band Waistcoat Large),HV08YLL,4.2,Proforce
Proforce High Visibility Protection Waistcoats (Yellow Class 2 Hi Viz 2 Band Waistcoat X-Large),HV08YLXL,4.2,Proforce
Proforce High Visibility Protection Waistcoats (Yellow Class 2 Hi Viz 2 Band Waistcoat XX-Large),HV08YLXXL,4.2,Proforce
Proforce High Visibility Protection Waistcoats (Yellow Class 2 Hi Viz 2 Band Waistcoat XXX-Large),HV08YLXXXL,4.2,Proforce
PVC Enclosures (IP44 65mm Round x 35mm),EMG013,1.51,Hellermann Tyton
PVC Enclosures (IP44 80mm Round x 40mm),EMG014,1.88,Hellermann Tyton
PVC Enclosures (IP44 80mm x 80mm x 40mm),EMG015,2.33,Hellermann Tyton
PVC Enclosures (IP56 100mm x 10mm x 50mm),EMG016,3.47,Hellermann Tyton
PVC Enclosures (IP56 120mm x 80mm x 50mm),EMG017,3.64,Hellermann Tyton
PVC Enclosures (IP56 150mm x 110mm x 70mm),EMG018,5.72,Hellermann Tyton
PVC Enclosures (IP56 190mm x 140mm x 70mm),EMG019,10.87,Hellermann Tyton
PVC Enclosures (IP56 240mm x 190mm x 90mm),EMG020,16.91,Hellermann Tyton
PVC Enclosures (IP56 300mm x 220mm x 120mm),EMG021,30.79,Hellermann Tyton
Salzer 20A 650V DC Isolator,SPVDC2,59.99,Salzer Electronics Limited
Santon Aquaheat Multipoints (Aquaheat 7 Litre 2.2kW),AH722,210,Santon
Santon Aquaheat Multipoint 10 Litre 2.2kW,AH1022,243.6,Santon
Santon Aquaheat Multipoints (Aquaheat 15 Litre 2.2kW),AH1522,252,Santon
"Santon Aquaheat Multipoints (Expansion Kit includes expansion vessel, pressure reducer/strainer and non-return valve)",ALK04,164.4,Santon
"Santon Aquaheat Multipoints (Expansion Kit includes expansion vessel, and non-return valve)",ALK05,93.6,Santon
Santon Aquaheat Multipoints (Expansion Kit includes pressure and temperature relief valve),ALK06,74.4,Santon
Santon Aquarius Oversinks (Aquarius 7 Litre 3kW),A73,108,Santon
Santon Aquarius Oversinks (Aquarius 10 Litre 3kW),A103,184.8,Santon
Santon Aquarius Undersink 10 Litre 3kW,AU103,220.8,Santon
Santon Handwashers (3kW Handwash),EV20083,82.8,Santon
Santon Handwashers (3Kw No Touch Handwash),EV20083NT,135.34,Santon
Schneider Thorsman Trade Tub 2 500 x Red Plugs 500 x 8x1 1/2 Twinthread Screws,ESSTUB2,18.7,Schneider
Schneider Thorsman Trade Tub 200 x TPD Metal Cavity Fixing,ESSTUB3,29.88,Schneider
SP Wales 2 Coin 1 & 2 Pound Operated Electricity Meter,PP1200,149.38,Stephen P. Wales Ltd
SP Wales PP3 Card Operated Electricity Meter,PP3,99,Stephen P. Wales Ltd
Credit Cards for PP3 Card Meter Pack of 500 Card value: £1,CARD1,56.5,Stephen P. Wales Ltd
Credit Cards for PP3 Card Meter Pack of 500 Card value: £5,CARD5,56.5,Stephen P. Wales Ltd
Credit Cards for PP3 Card Meter Pack of 500 Card value: £10,CARD10,56.5,Stephen P. Wales Ltd
Credit Cards for PP3 Card Meter Pack of 500 Card value: £20,CARD20,56.5,Stephen P. Wales Ltd
Credit Cards for PP3 Card Meter Pack of 500 Card value: £50,CARD50,56.5,Stephen P. Wales Ltd
Programmable Card for PP3 Card Operated Meter,PCARD,10,Stephen P. Wales Ltd
SP Wales Reconditioned 100amp KWh Electricity Meter Single Phase Wall Mounted,ACE1000,24.99,Stephen P. Wales Ltd
Stiebel Eltron WWK Hot Water Heat Pump,WWK300,2699.99,Stiebel Eltron
Super Rod Cable Jack,SRJK,35.94,Super Rod
Super Rod Deluxe Cable Rod Set,CRSD,103.2,Super Rod
Super Rod Glider,SRGLIDE,12.54,Super Rod
Super Rod Mega Cable Rod Set,CRMX,152.1,Super Rod
Super Rod Standard Cable Rod Set,CRSS,46.74,Super Rod
Super Rod Telescopic Pole,SRTP,107.4,Super Rod
Timeguard 100W Energy Saving Halogen Floodlight Black,NCFB150,10.19,Timeguard
Timeguard 100W Energy Saving Halogen Floodlight White,NCFW150,10.19,Timeguard
Timeguard 100W PIR Halogen Floodlight IP55 Black,SLB100G,28.38,Timeguard
Timeguard Security PIR 100W Halogen Floodlight 180° IP55 White,SLW100G,28.38,Timeguard
Timeguard 24hr Compact Segment Plug-in Time Controller,TS800B,15.59,Timeguard
Timeguard 24hr Immersion Heater Timeswitch 3kW,TS900B,26.39,Timeguard
Timeguard 24hr Slimline General Purpose Timeswitch 3kw,NTT06,44.39,Timeguard
Timeguard 400W Energy Saving Halogen Floodlight Black,NCFB500,11.39,Timeguard
Timeguard 400W E400W Energy Saving Halogen Floodlight White,NCFW500,11.39,Timeguard
Timeguard Security PIR 400W Halogen Floodlight 180° IP55 Black,SLB400G,28.38,Timeguard
"Timeguard 400W Security Floodlight PIR 400W Halogen Floodlight, 180° IP55 White",SLW400G,28.38,Timeguard
Timeguard TG77 7 Day Compact Electronic Timeswitch,TG77,18.9,Timeguard
Timeguard 7 Day Slimline General Purpose Timeswitch 3kw,NTT07,47.99,Timeguard
"Timeguard Digital Room 7 Day Digital Programmer, 1 Channel",TRT034,52.79,Timeguard
Timeguard Digital Room 7 Day Programmable Room Thermostat With Frost Protection,TRT035,45.35,Timeguard
"Timeguard Digital 7 Day Digital Heating Programmer, 2 Channel",TRT036,57.59,Timeguard
Timeguard Digital Room Thermostat With Night Set-Back,TRT033,35.99,Timeguard
Timeguard Electronic Room Thermostat,TRT030,23.4,Timeguard
Timeguard Electronic Room Thermostat With Tamper Proof Cover,TRT031,23.99,Timeguard
Timeguard LED Floodlight 2x8w Black,LED200FLB,89.99,Timeguard
Timeguard LED Floodlight 2x8w White,LED200FLWH,89.99,Timeguard
Timeguard LED PIR Floodlight 2x8w Black,LED200PIRB,99.99,Timeguard
Timeguard LED PIR Floodlight 2x8w White,LED200PIRWH,99.99,Timeguard
Timeguard 7 Day Digital Security Light Switch,ZV700,47.7,Timeguard
Timeguard 60W PIR Bulkhead Light IP44 Black,SLB88,31.19,Timeguard
Timeguard 60W PIR Bulkhead Light IP44 White,SLW89,31.19,Timeguard
Timeguard 3000W Night Eye PIR Light Controller IP55,MLB3000,51.59,Timeguard
Trench 2 x 2 Steel Trunkings (External Lid Bend),SA2290E,6.24,Trench
Trench 2 x 2 Steel Trunkings (Top Lid Bend),SA2290T,6.24,Trench
Trench 2 x 2 Steel Trunkings (Top Lid Tee),SA22TTC,8.2,Trench
Trench 2 x 2 Steel Trunkings (Hanger),SA22HA,2.62,Trench
Trench 2 x 2 Steel Trunkings (Flange Outlet),SA2OF,2.02,Trench
Trench 2 x 2 Steel Trunkings (Stop End),SA22SE,1.8,Trench
Trench 3 x 3 Steel Trunkings (External Lid Bend),SA3390E,8.34,Trench
Trench 3 x 3 Steel Trunkings (Top Lid Bend),SA3390T,8.34,Trench
Trench 3 x 3 Steel Trunkings (Top Lid Tee),SA33TTC,10.01,Trench
Trench 3 x 3 Steel Trunkings (Hanger),SA33HA,2.95,Trench
Trench 3 x 3 Steel Trunkings (Flange Outlet),SA3OF,2.35,Trench
Trench 3 x 3 Steel Trunkings (Stop End),SA33SE,2.02,Trench
