sku,asin,price,quantity
JK0775-250,B005BRAQJM,2.35,10
JK0776-493,B002MFMM2A,3.75,3
JK0903-302,B008AZ61BE,4.99,16
JK0999-312,B0013IF1WU,17.54,18
JK0999-318,B0013ILH64,26.25,8
JK0999-330,B0013IH6Q4,43.79,4
JK0999-340,B0013IH6QY,69.99,3
JK0999-380,B0013ILH78,124.99,3
JK1000-715,B003NLEEVO,29.99,10
JK1284-406,B003VQT3Q2,7.99,5
JK1286-706,B003VQV9ZK,3.49,7
JK285.710,B003NLJ5WM,9.99,3
JK3510-312,B00ENJUWHA,32.99,5
JK3811,B000NM36AQ,19,4
JK3888-001,B00266X2QU,1.8,19
JK3888-002,B002670SHU,1.78,8
JK3888-003,B000CMHFN6,1.78,35
JK3888-004,B002672EW2,1.78,8
JK3888-005,B000CMHFO0,1.78,26
JK3888-006,B000EQ2EEA,1.78,11
JK3888-007,B000CMHFOU,1.78,17
JK3888-008,B000CMDKH6,1.78,14
JK3888-009,B000CMJCTQ,1.78,26
JK3888-010,B002673QJC,1.78,26
JK3888-011,B000EQ0CA8,1.78,19
JK3888-015,B000EQ2EFO,1.78,17
JK3888-016,B000CMHFQ8,1.78,12
JK3888-018,B000EQ63VU,1.78,5
JK3888-019,B000EQ0CBC,1.78,13
JK3888-020,B000CMJCUK,1.78,8
JK3888-021,B000EQ63WE,1.78,10
JK3888-025,B000CMJCV4,1.78,21
JK3888-030,B000EQ63WY,1.78,44
JK3888-031,B000EQ63XI,1.78,38
JK3888-032,B000EQ0CBW,1.78,13
JK3888-033,B000CMJCVE,1.78,9
JK3888-035,B000EQ0CCG,1.78,27
JK3888-037,B000CMJCVY,1.78,20
JK3888-039,B000EQ0CDA,1.8,19
JK3888-040,B000EQ0CDK,1.78,36
JK3888-041,B000CMJCW8,1.78,12
JK3888-043,B000CMDKKI,1.78,8
JK3888-045,B00266X34Q,1.78,6
JK3888-047,B000CMDKKS,1.78,10
JK3888-049,B000EPYDOK,1.78,18
JK3888-050,B000CMJCXC,1.78,18
JK3888-051,B000EQ0CE4,1.78,9
JK3888-053,B000CMFF9W,1.78,13
JK3888-055,B000CMHFTU,1.78,13
JK3888-057,B000CMJCY6,1.78,18
JK3888-059,B000CMJCYG,1.78,11
JK3888-060,B00266YUFC,1.78,40
JK3888-062,B00266X378,1.78,9
JK3888-063,B000CMJCYQ,1.78,7
JK3888-065,B000EQ2EIG,1.78,24
JK3888-067,B000EPYDP4,1.78,11
JK3888-069,B000CMFFBA,1.78,5
JK3888-071,B000EQ2EIQ,1.78,31
JK3888-075,B000CMDKLM,1.78,18
JK3888-080,B000CMHFUE,1.8,11
JK3888-081,B000EQ0CEY,1.78,22
JK3888-082,B000EQ2EJ0,1.78,12
JK3888-085,B000CMHFV8,1.8,10
JK3888-089,B000CMFFD8,1.78,7
JK3888-090,B000EQ0CF8,1.78,19
JK3888-091,B000EPYDQI,1.78,10
JK3888-099,B000CMDKMG,1.78,14
JK3888-100,B000EQ2EJA,1.78,21
JK3888-110,B000EQ2EJK,1.78,11
JK3888-111,B000EPYDQS,1.78,12
JK3888-120,B002675SPC,1.78,36
JK3888-130,B000EQ2EJU,1.78,7
JK3888-131,B000EQ641Y,1.78,15
JK3888-139,B000CMFFDI,1.78,15
JK3888-140,B002675SRK,1.78,38
JK3888-141,B004YDD5TC,1.78,7
JK3888-145,B000CMDKNA,1.78,28
JK3888-149,B000EPYDRM,1.78,10
JK3888-150,B002673R1E,1.78,10
JK3888-151,B000EQ0CFS,1.78,6
JK3888-155,B000CMHFWC,1.78,13
JK3888-159,B000EQ0CG2,1.8,12
JK3888-160,B000CMFFEC,1.78,16
JK3888-161,B000CMHFX6,1.8,9
JK3888-169,B000EQ2EKE,1,10
JK3888-170,B000CMHFXQ,1.78,8
JK3888-171,B002673R4Q,1.78,7
JK3888-180,B000EPYDHC,1.8,16
JK3888-181,B000EQ63TC,1.78,6
JK3888-190,B000CMFFEW,1.78,5
JK3888-191,B002672FNA,1.78,30
JK3888-195,B000EQ2ED6,1.78,8
JK3888-200,B000CMDKOO,1.78,11
JK3888-201,B002675SYI,1.78,8
JK3888-210,B000CMFFFG,1.78,19
JK3888-211,B000CMHFYK,1.78,17
JK3888-215,B000CMFFGA,1.78,10
JK3888-220,B000CMFFGK,1.78,26
JK3888-221,B000CMHFYU,1.78,13
JK3888-225,B004Z773JA,1.78,6
JK3888-229,B000CMDKQ2,1.78,12
JK3888-230,B000ESOO96,1.78,9
JK3888-231,B000EQ2EFE,1.78,14
JK3888-239,B000ESOO96,1.78,40
JK3888-240,B000EQ2EFE,1.78,13
JK3888-241,B002672FR6,1.78,29
JK3888-245,B000CMFFHE,1.8,19
JK3888-249,B000EQ0CB2,1.8,20
JK3888-250,B000EPYDM2,1.78,18
JK3888-260,B000EQ2EFY,1.8,26
JK3888-270,B000CMJD40,1.8,21
JK3888-280,B000CMJD4K,1.78,4
JK3888-290,B000EPYDMM,1.78,4
JK3888-300,B000EQ2EH2,1.78,39
JK3888-312,B000WMYXI6,19.32,9
JK3888-318,B000WMYXIG,29.4,8
JK3888-330,B000WN9QVY,50.61,5
JK3888-340,B003WF792C,69.83,4
JK3888-350,B000CMJD54,1.78,19
JK3888-370,B000CMFF9C,1.78,23
JK3888-371,B000EPYDN6,1.78,20
JK3888-380,B00134QBQE,120.75,3
JK3888-401,B000CMDKQW,1.78,17
JK3888-402,B000CMDKR6,1.78,3
JK3888-403,B000CMDKRG,1.78,20
JK3888-404,B000CMDKRQ,1.78,69
JK3888-405,B000CMHFZY,1.78,6
JK3888-407,B000CMFFHY,1.78,4
JK3888-409,B000CMFFI8,1.78,12
JK3888-420,B00134QBQO,190.99,2
JK3888-460,B000EQ63ZG,1.78,9
JK3888-470,B002672FX0,1.78,6
JK3888-491,B000CMDKSA,1.78,31
JK3888-493,B000CMFFII,1.78,5
JK3888-495,B002673RHI,1.78,8
JK3888-497,B000CMHG08,1.78,12
JK3888-498,B00266YU2U,1.78,17
JK3888-499,B000CMFFJC,1.78,13
JK4027,B0013NFS5K,2.25,14
JK4601,B0027IX4LK,5.89,13
JK4602,B003LPMAMW,5.99,12
JK4645,B0027ILZ8E,6.99,13
JK4646,B0027IPYKY,6.99,7
JK4648,B0036ENCR0,6.99,12
JK4674,B0027IX45G,7.99,10
JK4675,B003LPO3I6,7.99,10
JK5013-2,B0013T7KXW,0.6,24
JK5151,B000NM9ARE,31.99,6
JK5154,B000KN4J68,7.49,3
JK5156,B000KN4FIA,8.99,7
JK5333-B,B000KN0B56,1.99,25
JK5370,B000VANUZ6,2.99,14
JK5371,B000OVRVOI,1.1,20
JK6528,B007ZDJ6DM,1.99,20
JK6529,B000NM35G6,2.99,23
JK6613,B00AWAV7KK,1.25,2
JK6617,B0036U23CO,3.25,17
JK6619,B004SPQ9YE,4.99,25
JK6632,B001F6QEAS,5.99,13
JK6901.015,B002E3MPVS,2.49,4
JK6901.025,B005XZCM3U,2.49,6
JK6901.034,B004O7AWQM,2.49,4
JK6901.039,B006FHLKCE,2.49,7
JK6901.041,B006FHLKJC,2.49,4
JK6901.046,B005XZCSY8,2.49,13
JK6901.061,B005XZCOQA,2.49,6
JK6901.065,B005XZCUHI,2.49,4
JK6901.077,B005XZCSGG,2.49,5
JK6901.093,B005JJVCCC,2.49,5
JK6901.095,B006FHLMTK,2.49,4
JK6901.112,B005XZCNKM,2.49,4
JK6901.162,B005XZCPHS,2.49,7
JK6901.18,B002E3DGDO,2.49,5
JK6901.181,B005JJVBDC,2.49,4
JK6901.182,B005JJVB4Q,2.49,6
JK6901.214,B006FHLPGK,2.49,6
JK6901.22,B005XZCLU4,2.49,5
JK6901.225,B002E3GVN6,2.49,6
JK6901.24,B005XZCMKI,2.49,7
JK6901.35,B005XZCPPK,2.49,4
JK6901.407,B006FHLQI2,2.49,7
JK6901.47,B002E3MPV8,2.49,5
JK6901.504,B005JJVBSM,2.49,6
JK6901.507,B006FHLR5O,2.49,6
JK6901.548,B005XZCU32,2.49,5
JK6901.589,B006FHLRWW,2.49,7
JK6901.599,B006FHLS1W,2.49,5
JK6901.63,B006FHLSBW,2.49,6
JK6901.661,B002E3GVMM,2.49,7
JK6901.662,B006FHLSSA,2.49,4
JK6901.729,B006FHLSWG,2.49,8
JK6901.736,B006FHLT52,2.49,5
JK6901.739,B005XZCL90,2.49,4
JK6901.755,B006FHLTFM,2.49,3
JK6901.81,B006FHLU1K,2.49,4
JK6901.821,B002E3EV06,2.99,5
JK6901.832,B006FHLUGK,2.99,7
JK6901.836,B005DZREU6,2.99,7
JK6901.842,B006FHLURE,2.99,6
JK6901.846,B006FHLUVK,2.99,6
JK6901.85,B002E3IWD8,2.99,5
JK6901.866,B006FHLV9G,2.99,5
JK6901.872,B006FHLVD2,2.99,5
JK6901.876,B006FHLVIM,2.99,6
JK6901.902,B005JJVCGS,2.99,7
JK6901316,B001SN8JP6,49.99,11
JK6901338,B001SN8JPG,101.1,1
JK6901376,B001SN8JPQ,187.95,2
JK7000-310,B0013IF24M,13.99,9
JK7000-315,B0013INM8U,21.49,8
JK7000-330,B0013IH6WI,43.99,5
JK7321,B001QX73KU,11.99,7
JK7339,B001P874ZK,3.49,16
JK7400-312,B00134ZBLU,22.5,6
JK7400-324,B00134VV3M,44.99,11
JK7400-348,B00134QBSW,94.99,9
JK7400-396,B00134ZBN8,194.99,1
JK7500-001,B0007WC5EU,1.4,13
JK7500-002,B0007W6QMC,1.4,10
JK7500-003,B0007WC57M,1.4,10
JK7500-004,B0007W6QMW,1.4,10
JK7500-005,B0007W8KEO,1.4,10
JK7500-006,B0007W6QN6,1.4,11
JK7500-007,B0007W6QNG,1.4,9
JK7500-008,B0007W6QNQ,1.4,17
JK7500-009,B0007WC590,1.4,12
JK7500-010,B0007W6QOA,1.4,7
JK7500-011,B0007W8KEY,1.4,12
JK7500-019,B006FHM34I,1.4,9
JK7500-020,B0007W6QOK,1.4,14
JK7500-021,B0007WDOYU,1.4,11
JK7500-025,B0007W8KFI,1.4,10
JK7500-028,B0052MGYJM,1.4,11
JK7500-030,B0007W6QP4,1.4,11
JK7500-031,B0007W8KG2,1.4,4
JK7500-032,B0007WDOZE,1.4,9
JK7500-033,B0007WDOZO,1.4,8
JK7500-035,B0007W8KGC,1.4,12
JK7500-036,B006FHM3HU,1.4,7
JK7500-039,B0007WC572,1.4,8
JK7500-040,B0007W6QM2,1.4,24
JK7500-041,B004YDBNDW,1.4,11
JK7500-042,B0049UXIQA,1.4,2
JK7500-045,B0007W8KEE,1.4,13
JK7500-049,B0007WC57C,1.4,16
JK7500-050,B0007W6QMM,1.4,25
JK7500-051,B0007WC57W,1.4,4
JK7500-052,B005HWTACA,1.4,6
JK7500-055,B0007WC586,1.4,15
JK7500-057,B006FHM44M,1.4,5
JK7500-059,B0007W6QO0,1.4,9
JK7500-060,B0007WC59A,1.4,5
JK7500-062,B0007WC59K,1.4,12
JK7500-063,B0007WC59U,1.4,16
JK7500-065,B0007W6QOU,1.4,11
JK7500-069,B0007W8KF8,1.4,13
JK7500-070,B0007W8KFS,1.4,19
JK7500-071,B0007WDOZ4,1.4,8
JK7500-075,B0007W6QPE,1.4,13
JK7500-080,B0007W6QPO,1.4,8
JK7500-081,B0007WDOZY,1.4,51
JK7500-083,B006FHM4EC,1.4,12
JK7500-085,B0007WC5A4,1.4,8
JK7500-090,B0007WDP08,1.4,9
JK7500-099,B004XMDKKS,1.4,10
JK7500-100,B0007WC5AE,1.4,13
JK7500-110,B0007W6QPY,1.4,17
JK7500-111,B0007W8KGM,1.4,13
JK7500-112,B005HWT2SM,1.4,8
JK7500-120,B0007WC5AY,1.4,24
JK7500-130,B004Z778OA,1.4,12
JK7500-131,B0007W6QQ8,1.4,10
JK7500-139,B0007W8KHQ,1.4,18
JK7500-140,B0007W8KI0,1.4,8
JK7500-141,B0007WDP0I,1.4,12
JK7500-149,B006FHM4SS,1.4,9
JK7500-150,B0007WDP0S,1.4,5
JK7500-155,B0052MGBJ0,1.4,13
JK7500-159,B0007WC5CC,1.4,10
JK7500-160,B0007W8KIU,1.4,10
JK7500-161,B0007W6QQI,1.4,7
JK7500-162,B006FHM52I,1.4,7
JK7500-170,B0007WC5CW,1.4,7
JK7500-171,B0007WC5D6,1.4,6
JK7500-180,B0007W6QQS,1.4,21
JK7500-182,B005HWT28W,1.4,20
JK7500-185,B006FHM5J6,1.4,12
JK7500-190,B0007WDP1M,1.4,17
JK7500-191,B0007WC5DQ,1.4,6
JK7500-193,B0052MG7T4,1.4,10
JK7500-200,B0007WDP26,1.4,9
JK7500-201,B0007W8KJO,1.4,14
JK7500-210,B0007W6QRC,1.4,16
JK7500-211,B005Z42OSC,1.4,3
JK7500-212,B004YDBR92,1.4,10
JK7500-220,B0007W6QRM,1.4,6
JK7500-221,B0007W6QRW,1.4,8
JK7500-225,B0007W6QS6,1.4,5
JK7500-229,B0007W6QSG,1.4,12
JK7500-230,B0007WDP2G,1.4,13
JK7500-231,B0007WC5E0,1.4,20
JK7500-240,B0007WC5EA,1.4,15
JK7500-241,B006FHM5ZK,1.4,10
JK7500-245,B0007W6QSQ,1.4,12
JK7500-249,B0007WDP2Q,1.4,13
JK7500-250,B0007W8KJY,1.4,14
JK7500-260,B0007WDP30,1.4,15
JK7500-270,B0007WC5EK,1.4,7
JK7500-280,B0007WDP3A,1.4,14
JK7500-290,B0007W6QT0,1.4,15
JK7500-300,B004XMCWCA,1.4,10
JK7500-310,B000YIMXMG,13.99,31
JK7500-315,B0009I8LEU,21.49,7
JK7500-330,B000S5OWCO,43.99,12
JK7500-340,B000WN625W,64.99,10
JK7500-350,B006FHM6E0,1.4,18
JK7500-370,B005DZRHYE,1.4,8
JK7500-384,B00134ZBP6,147.49,1
JK7500-402,B0007W8KK8,1.4,10
JK7500-403,B0007W6QTA,1.4,4
JK7500-405,B0007W6QTK,1.4,13
JK7500-407,B0007WDP3K,1.4,9
JK7500-409,B0007W8KKI,1.4,4
JK7500-470,B0007WDP3U,1.4,10
JK7500-484,B00134SC6G,249.99,1
JK7500-497,B0007W6QTU,1.4,10
JK7500-498,B0007W8KKS,1.4,11
JK7500-499,B0007W6QU4,1.4,10
JK7500-508,B006FHM6TA,1.4,8
JK7500-521,B004YDC0FW,1.4,8
JK7500-530,B0049V49ZI,1.4,16
JK7500-549,B0054QQUPE,1.4,10
JK7500-560,B004XMDR6U,1.4,18
JK7500-589,B004YDBSYQ,1.4,5
JK7500-620,B0049UXIM4,1.4,8
JK7500-640,B0052Y66PC,1.4,11
JK7500-660,B004Z774KS,1.4,5
JK7500-661,B006FHM8AC,1.4,11
JK7500-710,B004Z774F8,1.4,8
JK7500-720,B0049UZI1I,1.4,7
JK7500-729,B005HWT8W2,1.4,6
JK7500-730,B0052MGEXI,1.4,11
JK7504-162,B004XMCJIW,1.4,10
JK7504-710,B006FHM9CE,1.4,18
JK7504-899,B0049V1IAW,1.4,8
JK7622,B000NM60JA,3.99,10
JK7623,B000NM9AEM,3.99,12
JK7880-420,B008YD30KW,89.99,2
JK9017,B004BF7ZJO,9.99,4
JK9030,B0036E6FHO,4.99,12
JK9031,B0027J2S1G,8.99,5
JKN2070,B0007W8KFS,1.4,10
JKN2081,B0007WDOZY,1.25,7
L5SB,B003EAE04K,6.99,7
LE064,B007DG9EN8,12.99,10
LE083,B006LMH3W4,7.99,13
LE153,B00BHUVPH4,16.99,3
LE269,B008JWNY0E,2.99,9
LE433,B00BJ0QC8E,4.99,5
LE436,B00BJ0QCIY,9.99,5
LGL3,B003UZMONS,6.6,28
LGL4,B003UZRM94,3.99,8
LGM3,B003UZG4AM,7.4,49
LGM4,B003UZITC8,4.99,53
LGT36,B003V3UFIU,8.75,32
LGT46,B003V3XCNU,5.45,30
LGT49,B003V3STTC,5.55,31
LSUS4,B000U4HE2S,5.5,37
LZT4,B001GMS4MM,15.6,1
LZTB4,B001GMU4LG,12.29,15
M012108070,B003MCL8BI,3.99,7
M012108073,B0048L8R1Q,3.99,14
M012108125,B003MCMTPW,3.99,12
M012108155,B003MCUO4U,3.99,5
M012108271,B003MCKSQY,3.99,19
M012108293,B003MCKTAO,3.99,18
M012131007,B004RBVOVW,3.99,7
M012131033,B003MCNLMM,3.99,10
M012131061,B0048L38EW,3.99,5
M012131070,B003MCHMAE,3.99,14
M012131073,B0048L8QIA,3.99,10
M012131080,B003MCJ8UQ,3.99,7
M012131082,B003MCOL4E,3.99,16
M012131084,B0048L8QK8,3.99,16
M012131125,B0048L6TW0,3.99,12
M012131141,B003MCMOSO,3.99,4
M012131143,B0048L6TYI,3.99,19
M012131155,B003MCJAWW,3.99,9
M012131163,B003MCPBUC,3.99,6
M012131220,B003MCR1G4,3.99,9
M012131225,B003MCL9G2,3.99,6
M012131255,B003MCQYJ4,3.99,6
M012131293,B003MCQYOO,3.99,10
M012131733,B0048LAIOU,3.99,18
M012131750,B003MCOW7A,3.99,27
M012131752,B003MCOWAC,3.99,18
M012131767,B003MCL9Y4,3.99,10
M012132007,B0048L8QJY,3.99,3
M012132070,B003MCQZ5W,3.99,6
M012132082,B005HGINV0,3.99,11
M012132087,B0048L8QWQ,3.99,10
M012132141,B003MCOWZM,3.99,8
M012132143,B0048L4ZEY,3.99,5
M012132155,B0048L4ZG2,3.99,4
M012135073,B0048LAJ9E,3.99,14
M012135082,B003MCSYRO,3.99,8
M012135084,B003MCJLVW,3.99,5
M012234070,B003MCLBF6,3.75,6
M012234073,B003MCR0H4,3.75,8
M012234256,B003MCND5M,3.75,8
M012331092,B003MCR2BS,3.75,11
M110539582,B0055IPK9I,2.5,7
M110539584,B0055IPK5M,2.5,10
M110539782,B0055IPK2A,2.5,12
M12311034,B003MCSQ2C,3.75,4
M12311073,B003MCR1GO,3.75,5
M12331034,B003MCJNRY,3.75,12
M12331061,B003MCR1YG,3.75,6
M12331070,B003MCR222,3.75,15
M12331073,B003MCOZAY,3.75,12
M12331082,B003MCJO0A,3.75,6
M12331087,B003MCLDHW,3.75,16
M12331141,B005HGIS1K,3.75,7
M12331251,B005HGISJM,3.75,8
M12331271,B003MCN6MW,3.75,5
M12331293,B003MCIZGE,3.75,46
M12331507,B003MCJOZK,3.75,8
M12331533,B003MCP0AI,3.75,5
M12331563,B003MCKPGW,3.75,3
M12331584,B005HGIT5K,3.75,6
M12331594,B004RBVWRS,3.75,4
M12331732,B003MCJP2M,3.75,9
M12331767,B003MCJP9A,3.75,21
M12331770,B003MCR3BM,3.75,12
M12331792,B003MCLEHG,3.75,12
M12334034,B003MCLEM6,3.75,9
M12334061,B003MCJPMM,3.75,3
M12334125,B003MCR3Q2,3.75,8
M12334141,B003MCSSJI,3.75,3
M12334142,B003MCJPYU,3.75,7
M12334158,B003MCLF1Q,3.75,5
M12334225,B003MCR43O,3.75,7
M12334293,B003MCJ8D8,3.75,9
M12334295,B003MCJEKA,3.75,6
M12335073,B003MCR470,3.75,4
M12335084,B003MCJEOQ,3.75,4
M12411073,B0055IPOXK,3.75,8
M12431061,B008CO04P2,3.75,23
M12431068,B008CO04UW,3.75,11
M12431081,B008CO058S,3.75,15
M12431092,B008CO05EM,3.75,13
M12431125,B008CNY0VC,3.75,9
M12431131,B0055IPPT8,3.75,13
M12431141,B008CO04KW,3.75,3
M12431220,B0055IRY4M,3.75,10
M12431225,B0055IRY2E,3.75,9
M12431293,B0055IPQ60,3.75,5
M12431295,B0055IPOIU,3.75,1
M12434061,B0055IPONK,3.75,9
M12434068,B0055IPORQ,3.75,5
M12434070,B0055IPO9Y,3.75,10
M12434081,B0055IPO1M,3.75,3
M12434092,B0055IPO5S,3.75,4
M12434125,B0055IPNUE,3.75,13
M12434131,B0055IPNJK,3.75,8
M12434141,B0055IPNFY,3.75,9
M12434220,B0055IPNAE,3.75,5
M12434225,B0055IPN04,3.75,8
M12434293,B0055IPN4K,3.75,3
M12434295,B0055IPM6Y,3.75,7
M290110000,B000KT7EOQ,5.99,20
M290117000,B000KT9AES,13.99,13
MA15704,B006ZXOIXQ,22.27,7
MA15924,B002AF90L8,13.99,13
MC150,B006U3EM82,19.99,2
MM711,8883701011,10.99,21
MM712,888370102X,9.99,34
MM802EN,8883705386,9.99,26
MM804EN,8883705629,14.99,14
MON089000,B005LGV1B0,5.95,8
MON08SIL,B005LGV1HE,5.95,9
MR-1530,B002SOUNOO,22.5,4
MSH7603GSB,B003OC0LYG,5.79,13
MSH7603RW,B00A75QU52,5.79,8
OA4791380,B000UC8BBS,7.5,14
OA4870004,B0044SBB98,2.25,15
OA4870165,B00110RIO4,19.99,93
OA8210143,B001685GS6,16.5,5
OA8490527,B001CGC6QM,2.35,18
OA8640937,B002KQAVXS,3.5,8
OA8640939,B002KQ8TKK,2.25,32
OA8640943,B002KQEKU8,2.45,15
OAISCSS1,B0026C1T8C,11.85,25
OZ6410,B00DC518W4,5.99,8
P20613,B002ZVRJD8,21.95,2
P21613,B003EDR9RC,21.95,3
P21623,B003EDP8VQ,43.95,3
P21713,B0050HC808,27.95,3
P21723,B002ZVTBJ8,53.95,3
P22213,B003EDUTME,28.95,3
P22223,B002ZVRK8W,54.95,4
P22513,B000RFUKSK,31.95,2
P24125,B003EDTEN4,27.95,4
P24213,B004HSSR3I,26.95,2
P50812,B000JLO330,12.95,5
P50822,B000JLHZR6,22.95,6
P50902,B005ARN0JQ,13.95,4
P50905,B004OR9FUQ,19.95,3
P50912,B000JLK1HM,12.95,6
P50914,B000JLHZSU,19.95,4
P50922,B002ZVJW4W,22.95,4
P51012,B003EDP39I,13.95,5
P51112,B000JLHZS0,9.95,5
P51122,B000JLK1IG,17.95,1
P51212,B000JLM0VM,22.95,3
P51413,B002ZVJWBA,33.95,2
P52111,B0058G3A3U,15.95,4
P52121,B005ATULQO,27.95,7
PA160,B005U5W9PE,9.5,15
PADNEWS3,B009M1GBEW,7.21,4
PADNEWS4,B00BW3NM7C,4,4
PAPERWATCH,B004FGMOKE,7.5,8
PB1352130,B005Z3S8BU,22.99,5
PB1353042,B00755KM3I,31.99,4
PB1432130,B003SENEV2,44.99,16
PB143230MA,B002VWC0F8,43.99,9
PB1432432,B00181S7XC,51.99,7
PB1433042,B003SEQKY0,57.99,47
PB1433042M,B002VWA6Q8,60.99,8
PB143L3042,B0041OA0AG,71.99,3
PB143P2130,B003SEOFMO,39.95,8
PB143P3042,B003SEQQXA,57.99,28
PB5022130,B003TK5P0S,15.99,6
PB5022835,B0027Z88NW,15.99,10
PB5023042,B007FQ9PFS,25.99,26
PB502I2130,B003TK7SGM,18.99,12
PB5082432,B006U1WKWE,20.5,8
PB5082835,B006U1WL82,10.99,1
PB5083042,B00AILE1II,24.99,25
PB9042130,B00F36MYGE,20.99,17
PB9082835,B00F35WPG4,24.99,27
PBF015001,B0019UPSO8,8.5,21
PEA127,B00006IEFY,2.26,17
PEA129,B004SOMYAI,2.26,23
PEA313,B0018179PY,4.5,47
PEB094105,B004B934GS,6.4,4
PEB766152,B0054VUYRY,15.5,5
PEB766154,B0054VV1JO,15.5,7
PEB766155,B0054VV3F6,15.5,5
PEB766160,B0054VV5O0,15.5,5
PEB766161,B0054VV7O8,15.5,5
PEB766170,B0059ANLW0,15.5,8
PEB766301,B005SBG7WQ,7.75,5
PEB766302,B005SBG8K2,7.75,20
PEB766305,B0082K8KT8,7.75,15
PEB766309,B0027IZOIQ,13.5,13
PEB766310,B001LRKCGS,16.4,19
PEB766313,B0027ITVR6,9,11
PEB766314,B0027IXS20,6.65,9
PEB766316,B0027J1K60,8.5,8
PEB766329,B0027J3O5K,26.65,10
PEB766331,B00A23ICX2,7.7,18
PEB766333,B004RB3UH8,1.05,60
PEB766334,B0027J1DB2,20.5,16
PEB766542,B0027J1RBI,11.25,5
PEB766543,B0027J1RDG,11.25,10
PEB803001,B001NI5O4A,3,14
PEB803002,B001NI3MKI,3,13
PEB803003,B001ANTP3O,3,11
PEB803004,B001AS3GPM,3,15
PEB803005,B001AS6Z1Y,3,7
PEB803006,B005KOGE60,3,17
PEB803007,B001NI5O7M,3,5
PEB803008,B005KOGETW,3,6
PEB803010,B005KOGEU6,3,7
PEB803011,B001ANVN4S,3,9
PEB803012,B001AO1GC6,3,24
PEB803013,B005KOGFRI,3,10
PEB803014,B005KOGFUK,3,18
PEB803015,B005KOGFX2,3,9
PEB803016,B005KOGFSM,3,8
PEB803017,B005KOGGK4,3,6
PEB803018,B005KOGGLI,3,17
PEBPR,B003CYJ80Y,5.76,3
PEGFLT105,B003VXA8AA,7.34,5
PEGFLT107,B001UNB0O6,7.34,8
PEGFLT109,B001UNCZ9K,7.34,4
PEGFLT111,B003VX6USY,7.34,3
PEGFLT115,B003VX6UV6,7.34,5
PEGFLT117,B001UN7G6C,7.34,4
PEGFLT137,B001UN7G7Q,7.34,6
PEGFLT150,B003VX8SES,7.34,3
PEL32H,B000WH2XBK,2.47,7
PEL53B,B00CSTQWVM,1.99,7
PEL53H,B000WGYXY6,1.99,13
PEL54H,B000KNNRSY,1.67,1
PEL5F,B000FNH83Y,1.67,9
PEL72H,B000WGVI3K,1.36,3
PEL73H,B001ANYXZO,1.99,11
PEL7F,B00B7ONAOG,1.36,4
PEL92B,B0015K1DT6,1.36,16
PEL92H,B001ANWXZ6,1.36,8
PEL9B,B001ANV9AQ,1.36,8
PEL9H,B001ANYY3A,1.36,1
PELB5,B007G9ST6K,4.05,12
PELR5,B000087L7C,4.05,11
PENLB,B00DF25HIA,12.99,9
PENLBK,B00DF25HEO,12.99,6
PENLR,B00DF25HGC,12.99,8
PENPBK,B00DF25HMG,10.99,7
PENPR,B00DF25HIU,10.99,10
PEPG1013,B000GAU2RU,20.99,17
PEPG1015,B001E3GUBK,20.99,13
PEPG1017,B001E3E9Y0,20.99,16
PEPG1019,B001E3QLN2,20.99,20
PEXGFKP,B002ZCP56K,13.65,18
PGXAT1255,B0012XLM2O,104.35,2
PGXAT1256,B001BVT7BA,115.75,11
PIOMC45,B0006SJAXO,26.86,4
PIOPRC2,B003JN2AMG,8.59,19
PIPP15BK,B003L1USQQ,12.49,1
PIPP24BK,B003L24532,12.49,3
PM0618S,B009ZFZROU,2.49,34
PMCBBRO,B008007ZRS,6.68,4
PMCBMAG,B008007CBW,6.68,7
PMCBORA,B007Z25EHU,6.68,7
PMCBRED,B00871LVLG,6.68,6
PMCBTUR,B007Z22VN0,6.68,4
PMCBVIO,B007Z2736A,6.68,7
PMCSMID,B008FZNVYE,13.37,5
PMCSMUT,B007VDTOEW,13.37,6
PMCSVIB,B007VDS1SW,13.37,8
PMSCG1,B005EFD39Q,2.5,1
PMSCG2,B005WJS6QY,2.5,13
PMSCG3,B001E3ZKLQ,2.5,2
PMSCG4,B005EF50R4,2.5,8
PMSCG5,B005DQ7O28,2.5,6
PMSIG1,B005GXFCQ8,2.5,6
PMSIG2,B005GXEY0S,2.5,4
PMSIG3,B005GXEL6A,2.5,5
PMSIG5,B00CX15GJO,2.5,4
PMSWG1,B005GX2KCM,2.5,7
PMSWG2,B005WJRTM6,2.5,11
PMSWG3,B005GX26L2,2.5,6
PMSWG4,B005GWX3QK,2.5,6
PMSWG5,B005GWWYVA,2.5,8
PMT1,B004V8L3RQ,24.65,2
PRABA4,B003UN29XK,27.45,13
PSILW01,B008UGCKO0,6.95,8
PSILW02,B008UGCLBW,6.95,8
PSILW03,B008UGCLXA,6.95,4
PSILW05,B008UGCNBK,6.95,4
PSILW06,B008UGCNZ6,6.95,6
PSWP0035,B008RK8GJC,5.05,13
PSWP0044,B00102GARO,4.6,12
PSWP0045,B00102JYTU,4.6,11
PSWP0052,B00102HO5G,3.76,8
PSWP0053,B00102LS5S,3.76,17
PSWP0054,B00102JZ76,3.76,19
PSWP0058,B00102HLGS,3.76,4
PSWP0059,B00102NJGY,3.76,16
PSWP0060,B00102G8CG,3.76,9
