sku,asin,price,quantity
FC110132,B000WKZCHY,1.56,14
FC110133,B0012FACFK,1.99,13
FC110134,B0013MJ5U0,1.56,10
FC110136,B000WL0T9O,1.6,14
FC110137,B0012F6CFE,1,11
FC110138,B0012FBPSI,1.56,12
FC110141,B0013MLB0C,1.99,12
FC110142,B001736YVS,1.56,5
FC110143,B0013MOZ6O,1.56,19
FC110144,B0013MMUDO,1.56,19
FC110145,B0012FACLO,1.99,5
FC110146,B000WL0TC6,1.56,21
FC110151,B000WL2VNQ,1.6,15
FC110152,B001736YYU,1.99,14
FC110154,B00173ABFS,1.56,12
FC110155,B004O7FYP6,1.6,10
FC110156,B0013M2B9M,1.56,6
FC110157,B0013LYQ9Q,1.99,11
FC110158,B003CXT8MS,1.56,16
FC110159,B0012FACSC,1.56,7
FC110160,B001736Z4O,1.56,13
FC110162,B0013LWN50,1.56,3
FC110163,B0012FBQ6O,1.56,10
FC110165,B0012F6CSG,1.99,10
FC110190,B0012F6D9O,1.99,12
FC110191,B0012F6DBC,1.56,6
FC110192,B0012F6DCG,1.56,5
FC110194,B0012F8C3O,1.99,11
FC110199,B004O7CDWI,1.99,2
FC110205,B00173709S,1.6,15
FC110217,B0013M2BSS,1.99,14
FC110219,B000WL0T8K,1.56,20
FC110225,B0013M07UW,1.56,12
FC110226,B0013M2BUG,1.56,12
FC110231,B0012FADMC,1.56,12
FC110233,B0012FBR2M,1.56,6
FC110235,B003CXWNNO,1.56,17
FC110246,B0013M2BXS,1.56,18
FC110247,B0012F8CIO,1.99,21
FC110249,B0013LWNS2,1.56,14
FC110250,B000WL2VOA,1.99,13
FC110251,B000WL4VC0,1.99,13
FC110263,B0012F6E16,1.99,21
FC110264,B0012FBRE0,1.99,21
FC110266,B0013M0806,1.56,12
FC110267,B0012FBRG8,1.99,19
FC110268,B0013LWNUU,1.56,18
FC110270,B0012FADZY,1.99,13
FC110271,B0012F4PJY,1.99,9
FC110272,B0013LYR22,1.56,13
FC110273,B0013LWNWS,1.6,7
FC110274,B003CXPV4C,1.56,15
FC110276,B0012F6DCQ,1.99,14
FC110280,B0013LVO8C,1.99,19
FC110283,B0012FADDQ,1.56,15
FC112112,B000WIHKJE,21.25,6
FC112160,B000LY5AF0,105,2
FC112960,B000OT5JYO,28.5,17
FC112965,B000VZCYQM,52.5,3
FC117506,B000UEDTWM,125.25,1
FC117512,B000KJOLU6,21.25,6
FC117524,B000KJPE3Y,40.75,4
FC117536,B000OSMQVE,62.25,3
FC117538,B000UEDTUE,62.25,12
FC117897,B007SUIE1C,8.95,66
FC119000,B0009WFNZ6,1.49,95
FC119004,B000KJOL38,1.49,67
FC119005,B000KJOL3S,1.49,59
FC119007,B000KJRBAI,1.49,54
FC119008,B000KJPDH6,1.49,65
FC119012,B000KJPDI0,1.49,65
FC119014,B000KJOL6U,1.49,42
FC119016,B000KT9EEO,1.49,67
FC119064,B0014ZSH0A,14.5,13
FC119065,B000I5MNC0,7.99,39
FC119397,B00BLJ9AC8,9.99,29
FC130997,B000KT79HI,6.78,14
FC167103,B0014ZU668,13.99,5
FC167104,B000FCTC52,13.99,3
FC167105,B0014ZNLBU,13.99,6
FC167106,B0014ZQRLG,13.99,5
FC167146,B00110WPCO,31.25,3
FC167147,B000UEH9BO,62.45,5
FC167148,B000PSZ304,121.5,2
FC167403,B001EKPIQG,2.45,5
FC167407,B000FCNP96,2.45,8
FC167409,B000FCTBYE,2.45,24
FC167412,B001EKK50U,2.45,6
FC167413,B001EKK51E,2.45,9
FC167418,B001EKK51Y,2.45,6
FC167425,B003C502H6,2.45,10
FC167426,B001EKPMC6,2.45,13
FC167427,B000FCRJOS,2.45,7
FC167431,B001EKLODC,2.45,7
FC167432,B000FCNPAK,2.45,6
FC167433,B000FCNPAU,2.45,6
FC167435,B000FCRJI4,2.45,7
FC167437,B001EKLOFU,2.45,8
FC167438,B001EKLOGE,2.45,8
FC167453,B003C524KO,2.45,7
FC167454,B001EKK56O,2.45,9
FC167456,B001EKNJSU,2.45,18
FC167462,B001EKPMHQ,2.45,8
FC167467,B000FCRJOI,2.45,2
FC167468,B0026I2WX2,2.45,2
FC167469,B000WKZE7C,2.45,6
FC167470,B000FCNPBY,2.45,6
FC167471,B001EKLOIM,2.45,12
FC167472,B000FCPHYW,2.45,7
FC167473,B004O7CRYC,2.45,9
FC167475,B0025TTHSK,2.45,6
FC167476,B000WL4X00,2.45,3
FC167477,B000FCRJPC,2.45,10
FC167478,B001EKK58W,2.45,11
FC167480,B000WKZE6S,2.45,2
FC167484,B000WL0UTS,2.45,4
FC167486,B000FCTC4S,2.45,5
FC167489,B000WKXJ0Q,2.45,11
FC167492,B000FCTBYO,2.45,11
FC167499,B000WL0UD4,2.45,26
FC167597,B003U6JAFM,2.95,9
FC167598,B003U6LERE,2.95,6
FC182997,B000OZJZW0,3.32,16
FC184100,B000KJVCVC,1.05,20
FCAD101,B0012F8EQ4,1.55,10
FCAD103,B0012FBTDY,1.6,10
FCAD106,B0012F6FOM,1.55,10
FCAD107,B00183BPNE,1.55,10
FCAD108,B001838IP2,1.55,10
FCAD109,B0012FBTGG,1.6,10
FCAD110,B00183BPO8,1.55,10
FCAD111,B001839Y2S,1.55,10
FCAD113,B001834F6I,1.6,10
FCAD119,B0012F4SAU,1.55,10
FCAD123,B0012F4SCS,1.55,10
FCAD125,B00183BPPC,1.55,10
FCAD126,B001839Y5U,1.55,10
FCAD127,B008PCJYOI,1.55,10
FCAD128,B0012F4SFK,1.55,10
FCAD129,B0012F8F36,1.55,10
FCAD130,B0012FBTP2,1.6,10
FCAD131,B0012F8F40,1.55,10
FCAD132,B0012FBTQG,1.6,10
FCAD135,B0012F8F6I,1.55,10
FCAD138,B0018A46K6,1.55,10
FCAD141,B0012F4SLE,1.55,10
FCAD142,B0012F8F9U,1.55,10
FCAD143,B0012FBTVG,1.55,10
FCAD151,B0012F4SPA,1.6,10
FCAD152,B0018A66KY,1.55,10
FCAD155,B0018A2IJW,1.55,10
FCAD157,B0012FAGF6,1.55,10
FCAD160,B00189YOGI,1.55,10
FCAD161,B0018A46N8,1.55,10
FCAD162,B0012F6G8M,1.6,10
FCAD163,B0012F6G96,1.6,10
FCAD165,B0012FBU10,1.55,10
FCAD166,B0012F8FFO,1.55,10
FCAD171,B0012F8FHC,1.55,10
FCAD172,B0012F8FHW,1.55,10
FCAD173,B0012FBU3I,1.55,10
FCAD175,B0012FBU4C,1.55,10
FCAD176,B0012F4SYG,1.55,10
FCAD177,B0018A2IN8,1.55,10
FCAD183,B0012FAGNS,1.6,10
FCAD186,B0012F8FOA,1.55,10
FCAD187,B0012F8EU0,1.55,10
FCAD188,B0012FAFWK,1.6,10
FCAD190,B0012F4S5U,1.55,10
FCAD191,B0012F4S6E,1.6,10
FCAD193,B0012FBTI4,1.55,10
FCAD194,B0012F4S82,1.6,10
FCAD219,B0012FBTKC,1.55,10
FCAD225,B0012F4SBE,1.55,10
FCAD230,B001B9IU7Y,1.55,10
FCAD232,B008PCL1P8,1.55,10
FCAD233,B001B9GREM,1.6,10
FCAD234,B0012FAG3S,1.55,9
FCAD246,B0012FAG4W,1.55,10
FCAD249,B001B9IUJC,1.55,10
FCAD250,B0012F8F3Q,1.6,10
FCAD252,B0012F6G14,1.55,10
FCAD270,B001B9OOWY,1.55,10
FCAD271,B0012F4SK0,1.55,10
FCAD275,B001B9IV7S,1.55,10
FCDB3,B000NK03FY,78.35,2
FCDBC3,B000NJT2R0,59.5,2
FCPP166,B0013LWN6O,1.56,13
FCPP167,B0013LYQE6,1.56,16
FCPP168,B0012F4P7Q,1.56,16
FCPP169,B0013LWN8M,1.56,16
FCPP170,B000WL4V70,1.6,15
FCPP173,B0013LWNBY,1.56,12
FCPP174,B008PCMQKC,1.56,10
FCPP176,B000WL2VF4,1.99,9
FCPP177,B0013LYQIC,1.56,12
FCPP180,B000WL2VN6,1.56,10
FCPP181,B0013LYQKA,1.56,13
FCPP182,B0013M07NE,1.56,12
FCPP183,B0013LYQLE,1.56,11
FCPP184,B0013LWNHI,1.56,16
FCPP185,B000WL2VJ0,1.56,6
FCPP186,B0012FBQO6,1.56,9
FCPP187,B0012F4PKI,1.99,16
FCPW,B000WL0YIA,2.45,7
FO1A5,8866135313,24.99,3
FS400070,B0090LN8EA,42.5,3
FS400080,B0090LMYH2,75,3
FS400090,B0090LMYG8,77.95,3
FS430041,B003YL4PEY,42.75,9
FS430061,B0090LNO8K,15.5,7
FS430440,B0090LMYD6,87.5,8
GB15427,B002J78TRI,36.99,3
GD251DR,B00AYKRGJ4,8.1,59
GEO-23030,B000WKO19Y,1.2,9
GEO-23301,B000WKM4IE,1.2,6
GEO-23410,B001BFV2U0,20.5,27
GEO-23420,B000KTB18G,1.55,5
GEO-24360,B004FR2NY0,10.95,5
GEO-24840,B001BFV3HW,3.75,5
GEO-5031,B000WKPHVU,10.5,6
GEO-5033,B000WKL0Q6,14.95,5
GEO-5301-3,B000KTB16I,9.5,3
GEO-55490,B004FR0NC4,14.5,3
GEO-55933,B005CTQCOM,19.95,2
GEO-55953,B004EDX6YQ,56.95,4
GEO-64805,B001BFV66U,4.75,5
GEO-64807,B001BFW5L0,4.75,2
GEO-64814,B001BG1WK4,4.75,7
GEO-64817,B004FQXTNK,4.75,7
GEO-64818,B001BFV6H4,4.75,9
GEO-85009,B000WKIWQ2,10.5,4
GG1504,B00IS86MC6,68.4,3
GG5103,B00IS8H0A4,116.64,3
GG5104,B00IS8H0I6,116.64,6
GL01400032,B008CRS1CM,8.5,9
GL0540017,B001G7PDAI,69.95,2
GL1220051,B0006TZM8A,8.75,5
GL1220101,B0006TZMT4,5.95,3
GL1220201,B0006TU7FS,5.95,4
GL1220351,B0006TZMV2,5.95,6
GL1220401,B0006TU7HG,5.95,5
GL1220501,B0006TU924,8.75,11
GL1220511,B0006TU8VG,10.5,6
GL1220601,B0027A748W,6.75,6
GL1221401,B0006TU95G,9.5,2
GL1221441,B0027A38A0,9.5,5
GL1221471,B0006TZLZO,8.25,5
GL1221501,B0006TZM1C,8.25,5
GL1221701,B0006TZM9Y,8.75,4
GL1221801,B0006TU7Y4,6.75,4
GL1221901,B0006TU7ZS,6.75,4
GL1221911,B0006TU8YS,6.95,4
GL1221951,B0006TU80C,8.75,5
GL1222101,B0006TZLY0,7.4,5
GL1222201,B0006TU93S,7.4,4
GL1222251,B0006TZM30,8.25,5
GL1222401,B0006TU7US,6.5,3
GL1222501,B0006TZLO0,6.95,4
GL1222531,B0006TU820,8.75,5
GL1222551,B0006TZLUO,6.95,4
GL1222601,B0006TZLPO,6.95,5
GL1222701,B0006TZLRC,6.95,5
GL1222751,B0006TZLWC,6.95,6
GL1222761,B0006TU8C0,9.5,5
GL1222771,B0006TU8FC,9.5,6
GL1222791,B0006TU8DO,9.5,4
GL1222801,B0006TU83O,8.75,5
GL1222841,B0006TU90G,5.87,15
GL1222901,B0006TU85C,8.75,4
GL1223011,B000BO3CXC,8.75,5
GL1223051,B0006TU88O,8.75,6
GL1223101,B0006TZM4O,8.25,6
GL1223301,B005SBI85A,8.25,4
GL1223401,B0006TU7J4,5.95,5
GL1223501,B0006TU7KS,5.95,4
GL1223601,B0006TU7MG,5.95,5
GL1223701,B0006TU7O4,5.95,6
GL1223801,B0006TU7PS,5.95,2
GL1223841,B0006TZLKO,7.4,4
GL1223861,B0006TZLT0,6.75,5
GL1223901,B0006TZLMC,6.95,5
GL1224001,B0006TU7WG,6.5,4
GL1224031,B00CSZ46U0,9.5,5
GL1224051,B0006TU7RG,5.95,3
GL1224071,B0006TU9OW,5.95,6
GL1224101,B0006TU7T4,5.95,6
GL1224151,B000EH6EAO,5.95,3
GL1224201,B0027AE9GC,6.5,5
GL1224211,B0027A3AFI,8.25,5
GL1224221,B0027A5BNC,6.5,10
GL1224251,B0027AAIG2,6.95,5
GL1224281,B0027A5BRS,6.95,4
GL1224381,B001YJPZQ0,6.5,4
GL1224501,B0027AAJ34,8.75,5
GL1224511,B0027AAJ4I,8.75,4
GL1224521,B0027A3B7A,8.75,6
GL1224531,B0027AAJ70,8.25,6
GL1224541,B0027A77AM,8.75,6
GL1224551,B0027A77BQ,8.75,6
GL1224561,B0027A77CK,6.95,4
GL1224571,B0027A5CEU,7.4,5
GL1224581,B0027AAJE8,7.4,6
GL1224601,B0027AAJF2,6.95,4
GL1224651,B001MBKUQ0,8.75,4
GL1224661,B0027A5CKE,8.75,4
GL1224671,B0027ACCN4,8.75,4
GL1224681,B0027A5CMC,8.75,6
GL1224691,B0027ACCQG,8.75,5
GL1224701,B0027AEAS4,8.75,6
GL13251960,B001O5LMFC,9.5,2
GL28949004,B0027A1BHM,24.95,2
GL322709,B006ZLRQ0A,4.25,6
GL322754,B006ZLRPPG,4.25,2
GL322808,B006ZLRO70,4.25,8
GL323096,B00769GA6G,4.95,8
GL323515,B006ZM1BA0,9.95,8
GL32520120,B0018C032E,18.95,8
GL32520240,B000WD5WRQ,37.95,4
GL32520241,B003ZDI5JM,37.95,2
GLG0110052,B0006TZLAO,14.75,2
GLG0110102,B0006TZLCC,7.5,4
GLG0110202,B0006TZLEA,7.5,2
GLG0110302,B0006TZLG8,7.5,2
GLG0110352,B0006TZLI6,7.5,3
GLG0110402,B0006TU7CQ,7.5,4
GLG0110502,B0006VBPWK,14.75,2
GLG0110512,B0006VBPT8,17.5,3
GLG0110602,B0006VBPR0,9.95,3
GLG0110702,B0006VBQEC,16.25,2
GLG0110802,B0006VBQHY,17.5,1
GLG0110902,B0006VBQLK,17.5,4
GLG0111102,B0006VBQSI,14.75,2
GLG0111202,B0009HD4MK,14.75,6
GLG0111302,B0006VBQZQ,14.75,5
GLG0111352,B0006VBR3M,14.75,4
GLG0111402,B0006VBPTI,16.25,3
GLG0111422,B0006VBQ1A,10.95,4
GLG0111472,B0006VBPZC,13.5,3
GLG0111502,B0009H90CS,13.5,2
GLG0111602,B0006VBQ7Y,8.5,3
GLG0111702,B0006VBQBA,14.75,2
GLG0111802,B0006VBQF6,9.95,4
GLG0111902,B0006VBQJ2,9.95,4
GLG0111952,B0006VBQQK,14.75,3
GLG0112002,B0006VBRE6,7.5,4
GLG0112022,B0006VBRI2,7.5,1
GLG0112102,B0006VBRF0,11.5,3
GLG0112202,B0006VBRIW,11.5,1
GLG0112252,B0007NQNJW,13.5,4
GLG0112402,B0009H0HHU,8.5,3
GLG0112532,B0007NQNKG,14.75,3
GLG0112552,B0007NQNKQ,10.95,4
GLG0112602,B0007NQNL0,10.95,2
GLG0112702,B0007NQNLA,10.95,2
GLG0112752,B0007NQNLK,10.95,2
GLG0112762,B0007NQNMO,16.25,2
GLG0112772,B0007NMWHY,16.25,4
GLG0112792,B0009HAAR2,16.25,3
GLG0112802,B0007NMWII,14.75,4
GLG0112902,B0007NMWIS,14.75,3
GLG0113012,B000EI5OE0,14.75,3
GLG0113102,B0007NMWJC,13.5,3
GLG0113202,B0007NMWJM,14.75,4
GLG0113302,B0007NMWJW,13.5,4
GLG0113402,B0006VBS1S,7.5,3
GLG0113502,B0006VBS3Q,7.5,3
GLG0113602,B0006VBS5O,7.5,4
GLG0113702,B0006VBS7C,7.5,3
GLG0113752,B0006VBS9A,7.5,3
GLG0113802,B0006VBSAY,7.5,3
GLG0113842,B0009H913Q,11.5,4
GLG0113852,B0006VBRJQ,9.95,4
GLG0113862,B0006VBRNW,9.95,2
GLG0113902,B0006VBRR8,10.95,4
GLG0114002,B0006VBRUK,8.5,4
GLG0114012,B0009H90DM,10.95,2
GLG0114032,B0006VBRYG,16.25,3
GLG0114052,B0007O1OD6,7.5,2
GLG0114072,B000JEWICK,7.5,2
GLG0114102,B0007O1ODG,7.5,2
GLG0114152,B0007O1O8G,7.5,3
GLG0114422,B0006VBRLO,7.5,3
GLG0114432,B0006VBROQ,7.5,4
GLG0114442,B0006VBRS2,7.5,4
GLG0114452,B0006VBRVE,7.5,4
GLG0114462,B0006VBRYQ,7.5,3
GLG0114472,B0006VBS0O,7.5,4
GLG0114482,B0007NQNJM,7.5,2
GLG0114502,B000EHCTTY,14.75,4
GLG0114542,B0009POD2W,14.75,4
GLG0114552,B000EH6EFE,10.95,4
GLG0114572,B0009PPJTS,7.5,7
GLG0114592,B000EHCTUS,8.5,2
GLG0114602,B0009PPJU2,10.95,5
GLG0114612,B0009POD3G,10.95,4
GLG0114622,B0009PJWM8,9.95,4
GLG0114632,B000EH6EE0,9.95,4
GLG0114642,B0009PPJUW,7.5,2
GLG0114672,B0009PLY0Q,7.5,3
GLG0114682,B000EH6ECC,7.5,3
GLG0114692,B0009PLY10,7.5,3
GLG0115002,B0007NQNLU,8.5,4
GLG0115102,B0007NQNM4,13.5,4
GLG0115302,B0007NQNME,8.5,5
GLG0115522,B0009HD4MA,10.95,5
GLG0115542,B0009H90FA,10.95,5
GLG0115562,B0006VBPXE,8.5,4
GLG0115582,B0006VBQUG,9.95,2
GLG0115602,B0006VBQXS,9.95,2
GLG0115622,B0006VBR14,8.5,2
GLG0115642,B0006VBR46,9.95,3
GLG0115662,B0006VBRB4,8.5,3
GLG0115682,B0006VBR7S,9.95,4
GLG0115702,B0006VBR82,13.5,2
GLG0115722,B0006VBRBE,13.5,4
GLG0140032,B0006VBOK8,14.75,4
GLG0140052,B0006VBOMG,14.75,3
GLG0140062,B0006VBOPS,14.75,2
GLG0140102,B0006VBOXA,13.5,4
GLG0140152,B0007WC4RI,14.75,3
GLG0140202,B0006VBOFI,10.95,4
GLG0140252,B0006VBP0C,11.5,4
GLG0140272,B0006VBP3O,11.5,5
GLG0140282,B0006VBP6Q,11.5,2
GLG0140302,B0009H0HUC,14.75,3
GLG0140402,B0006VBPKW,14.75,4
GLG0140502,B0006VBPMK,14.75,2
GLG0140552,B0006VBOY4,14.75,3
GLG0140602,B0006VBP1Q,14.75,2
GLG0140702,B0006VBP8O,14.75,4
GLG0141052,B0006VBOQM,16.25,2
GLG0141062,B0006VBOU8,16.25,5
GLG0141102,B0006VBPHK,13.5,3
GLG0141202,B0006VBOH6,10.95,4
GLG0410055,B0006IJXW2,42.95,4
GLG0410105,B0006IJVJW,20.95,4
GLG0410205,B0006TZLFE,20.95,4
GLG0410305,B0006TZLHC,20.95,3
GLG0410355,B0006TZLJ0,20.95,3
GLG0410405,B001TFCY54,20.95,3
GLG0410505,B0006VBPQ6,42.95,4
GLG0410515,B0006IJYLC,53.95,3
GLG0410605,B0006IJYLW,25.95,3
GLG0410705,B0006IJYA8,46.5,3
GLG0410805,B0006VBQK6,53.95,3
GLG0410905,B0006IJYK8,53.95,3
GLG0411005,B001TF91Z0,53.95,4
GLG0411105,B0006IJXWM,42.95,3
GLG0411205,B0006IJXX6,42.95,3
GLG0411475,B0006IJXRM,38.5,3
GLG0411505,B005Z426YE,38.5,3
GLG0411705,B0006VBQDI,42.95,3
GLG0411805,B0006IJYM6,25.95,3
GLG0411905,B0006IJYMG,25.95,3
GLG0411955,B0006IJY0I,42.95,3
GLG0412005,B0006VBRGE,20.95,3
GLG0412105,B0006IJXI6,31.95,3
GLG0412205,B0006VBRKK,31.95,3
GLG0412405,B0007NQNW4,23.5,2
GLG0412505,B000EG46FA,27.95,7
GLG0412535,B0006IJY0S,42.95,3
GLG0412555,B004O77XLY,27.95,3
GLG0412605,B004O7DVYM,27.95,3
GLG0412705,B0006IJXFO,27.95,3
GLG0412775,B0006IJYI0,46.5,3
GLG0412805,B0006IJY6M,42.95,3
GLG0412905,B0007NMWS8,42.95,3
GLG0413055,B0006IJY9E,42.95,5
GLG0413105,B0006IJXUE,38.5,3
GLG0413305,B0007NMWTC,38.5,3
GLG0413405,B0006VBS2W,20.95,4
GLG0413505,B0006VBS4U,20.95,3
GLG0413605,B0006IJW3M,20.95,4
GLG0413755,B0006IJW4G,20.95,3
GLG0413805,B0006VBSC2,20.95,3
GLG0413855,B0006VBRLY,25.95,3
GLG0413865,B0006IJYPS,25.95,3
GLG0413905,B0006IJXHC,27.95,3
GLG0414005,B0006VBRWS,23.5,8
GLG0414015,B0006IJXHM,27.95,4
GLG0414155,B0006IJWIC,20.95,3
GLG0414505,B00178KSHE,42.95,3
GLG0414555,B005SBF1IW,27.95,3
GLG0414575,B005SBF222,20.95,3
GLG0414595,B004O7BWC0,23.5,7
GLG0414605,B005SBF32G,27.95,3
GLG0414615,B004O7BXRY,27.95,3
GLG0414625,B005SBF4HA,25.95,3
GLG0414645,B005SBF61Y,20.95,3
GLG0414655,B005SBF6GY,25.95,3
GLG0414675,B005SBF7HW,20.95,3
GLG0414685,B005SBF89Y,20.95,3
GLG0414695,B005SBF8XU,20.95,4
GLG0415005,B005Z42L8K,23.5,3
GLG0415105,B0007NMWQK,38.5,3
GLG0415525,B0006IJZ0M,27.95,3
GLG0415545,B003EIQW8O,27.95,4
GLG0415565,B0006IJWUU,23.5,3
GLG0415605,B0006VBQZG,25.95,4
GLG0415625,B0006VBR2S,23.5,4
GLG0415665,B0006IJWWI,23.5,3
GLG0415685,B0006IJYOE,25.95,3
GLG0415705,B0006IJXS6,38.5,3
GLG0440105,B0006VBOYY,38.5,3
GLG0440205,B0027ACDG0,27.95,3
GLG0440255,B0006VBP20,31.95,8
GLG0513806,B0006VBSAO,32.95,2
GLG2230015,B0007W2P4A,13.95,2
GLG2230016,B0007WARHW,24.5,4
GLG2230106,B0007W7UNG,24.5,2
GLG2230135,B00074W9NA,13.95,2
GLG2230136,B00074W9NK,24.5,4
GLG2230175,B00074W9OE,13.95,2
GLG2230176,B00074W9OO,24.5,2
GLG2230205,B0007W7O0U,13.95,3
GLG2230206,B0007W2JVO,24.5,4
GLG2230306,B00074W9LC,24.5,4
GLG2230405,B00074W9M6,13.95,2
GLG2230406,B00074W9MG,24.5,3
GLG2230505,B000EHCTQC,13.95,2
GLG2230605,B00074W9FI,13.95,2
GLG2230805,B0007WAMAE,13.95,4
GLG2230905,B00074W9DA,13.95,2
GLG2231005,B00074W9EE,13.95,2
GLG2231205,B0007W5RAY,13.95,2
GLG2231305,B00074W9I0,13.95,3
GLG2231955,B0007W5VNC,13.95,4
GLG2232005,B00074W9IU,13.95,2
GLG2232055,B00074W9JY,13.95,3
GLG2232155,B0007W7O14,13.95,3
GLG2233305,B0009HD5CY,13.95,2
GLG2335105,B0007W5VMI,13.95,1
GLG2335106,B0007W2JUK,23.5,4
GLG2335205,B0007W5VLO,13.95,2
GLG2335206,B005SBH752,23.5,3
GLG2335305,B00CC9HHV2,13.95,2
GLG2439105,B004O78CL4,13.95,4
GLG2439106,B001YJPX58,23.5,4
GLG2439405,B001YJNU30,13.95,2
GLG2439705,B001YJNV70,13.95,6
GLG2535804,B00125EYDG,9.95,5
GLG2535904,B0009H0HWK,9.95,4
GLTA33500,B000YQEBPA,9.95,5
GLTA33501,B000YQGG3A,16.95,2
GLTA33502,B00755JTFK,27.95,4
GP1501,B00IS86JZQ,108,13
GP5102,B00IS86LAO,199,6
GREYA4PAD,B008LSVXT0,2.99,163
HNDF91224A,B00H1TD2FS,7.5,6
HRO41BS,B005SBEWXW,6.86,4
HRO41BU,B005SBEXFE,6.86,3
HRO41BYL,B005SBKHOU,6.86,1
HRO41IB,B005SBEYWG,6.86,3
HRO41IR,B005SBEUJS,6.86,3
HRO41LB,B005SBEYE4,6.86,4
HRO41LY,B005SBKHAE,6.86,2
HRO41PG,B005SBEXYA,6.86,3
HRO41RE,B005SBEW14,6.86,3
HRO41RS,B005SBESTK,6.86,3
HRO41RU,B005SBETGM,6.86,2
HRO41TV,B005SBEGII,6.86,4
HRO41U,B005SBEAX4,6.86,5
HRO41VR,B005SBEU0M,6.86,3
HRO41YL,B005SBDVIE,6.86,3
HRO41YOD,B005SBEOA8,6.86,2
HRO41ZW,B005SBKFN8,6.86,3
HRO42BP,B005SBE5WK,11.02,2
HRO42EG,B005SBELXS,11.02,3
HRO42IY,B005SBDYTK,11.02,3
HRO42IYR,B005SBDZM6,11.02,2
HRO42KBL,B005SBEE3K,11.02,4
HRO42NY,B005SBERRS,11.02,4
HRO42PBL,B005SBEAFM,11.02,4
HRO42PGL,B005SBEJ9O,11.02,4
HRO42PGY,B005SBEI4U,11.02,2
HRO42PSG,B005SBEMEG,11.02,3
HRO42PT,B005SBEDAY,11.02,4
HRO42TOR,B005SBEV3I,11.02,1
HRO42TOY,B005SBES8G,11.02,2
HRO42UV,B005SBE94Y,11.02,2
HRO42YLD,B005SBDXKA,11.02,2
HRO43AC,B005SBE502,15.17,3
HRO43M,B005SBE5E8,15.17,4
HRO43MV,B005SBE8LS,15.17,2
HRO43NR,B005SBE1B0,15.17,3
HRO43OC,B005SBEG06,15.17,3
HRO44CY,B005SBDWL0,24.48,3
HRO44CYD,B005SBDY7M,24.48,2
HRO44CYL,B005SBKI1M,24.48,2
HRO44V,B005SBEK2U,28.51,2
HRO45CB,B005SBEBMO,28.51,4
HRO45CO,B005SBE0PC,28.51,3
HRO45CR,B005SBE28C,28.51,3
HRO45CRD,B005SBE3V8,28.51,2
HRO46CB,B005SBECBY,44.08,2
HRO46CVD,B005SBE7FU,44.08,1
HRO46CVL,B005SBE6JC,44.08,2
HT4AR,B00BF8JMF0,3.99,9
HW5033BY,B005BCVH2C,7.75,8
I700004,B00BC1N8PK,9.99,9
I700016,B00DQU3HRO,19.99,5
I710004,B00BC1RVI0,9.99,9
I740016,B00DQTWCEY,19.99,1
I810004,B00DQ6PVOU,6.99,15
I820010,B00DGEKCY6,14.99,9
I901000,B00DGEKCCI,25.99,20
I901010,B00DGEKI1I,25.99,11
I901040,B00DGEKGT2,25.99,43
JK0666-010,B000ETUE12,1.99,21
JK0666-021,B000ETYLHA,1.99,12
JK0666-040,B000ETWHOY,1.99,10
JK0666-050,B000ESLBII,1.99,13
JK0666-070,B000ETUE3A,1.99,28
JK0666-071,B000EU0QUU,1.99,14
JK0666-080,B0009JMEMO,1.99,13
JK0666-081,B000ETUE3K,1.99,14
JK0666-082,B000EU0QV4,1.99,8
JK0666-085,B0009JN8TM,1.99,8
JK0666-090,B000EU0QVE,1.99,7
JK0666-091,B000ETWHQM,1.99,7
JK0666-100,B000ETUE3U,1.99,15
JK0666-110,B000ETUE44,1.99,6
JK0666-111,B000EU0QVO,1.99,5
JK0666-120,B000ETYLIE,1.99,11
JK0666-130,B000ETWHQW,1.99,7
JK0666-131,B000EU0QVY,1.99,7
JK0666-139,B000ETUE4Y,1.99,15
JK0666-140,B000ETYLIO,1.99,11
JK0666-141,B000ETYLIY,1.99,9
JK0666-149,B000ETWHR6,1.99,9
JK0666-150,B000ETWHRG,1.99,7
JK0666-151,B000EU0QW8,1.99,21
JK0666-155,B0009JN8TW,1.99,33
JK0666-159,B000EU0QWI,1.99,6
JK0666-161,B000ETUE5I,1.99,6
JK0666-169,B000EU0QWS,1.99,14
JK0666-171,B000EU0QX2,1.99,15
JK0666-181,B000ETUE62,1.99,6
JK0666-190,B000ETWHRQ,1.99,9
JK0666-191,B000ETYLJ8,1.99,6
JK0666-210,B000ESJJDM,1.99,8
JK0666-211,B000ETYLJI,1.99,9
JK0666-215,B000ETYLJS,1.99,6
JK0666-221,B000ETYLK2,1.99,8
JK0666-229,B000ESOO8M,1.99,10
JK0666-230,B000ETYLKC,1.99,7
JK0666-231,B000ETWHS0,1.99,9
JK0666-270,B000ETWHSK,1.99,9
JK0666-280,B000ETWHSU,1.99,12
JK0666-290,B000ESN5AK,1.99,15
JK0666-300,B000ESN5AU,1.99,9
JK0666-350,B000EU0QXW,1.99,10
JK0666-371,B0009JN8UG,1.99,13
JK0666-460,B000ETWHT4,1.99,12
JK0666-920,B0013IF206,317.18,1
JK0666318,B000WN9QWI,31.99,6
JK0666330,B000WN626G,54.99,5
JK0666380,B0013IH6RS,154.99,2
JK0666420,B0013ILH9Q,244.99,1
