price,name,country,chain,area,rooms
"US$39","ZenRooms Seminyak Batu Belig",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Batu Belig No. 16X, 80361 Seminyak, Indonesia","Hotel Rooms: 2,"
"US$22","Restu Bali Hotel",Indonesia,Independent,"Jalan Raya Legian No. 113, 80361 Legian, Indonesia","Hotel Rooms: 43"
"US$30","ZenRooms Uluwatu GWK",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Raya Uluwatu Ds. Ungasan, 80363 Jimbaran, Indonesia","Hotel Rooms: 3,"
"US$29","ZenRooms Ubud Bisma 1",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Bisma No.72A, 80571 Ubud, Indonesia","Hotel Rooms: 4,"
"US$25","Abian Srama Hotel and Spa",Indonesia,Independent,"Jalan By Pass Ngurah Rai No. 23, Sindhu, 80228 Sanur, Indonesia","Hotel Rooms: 44"
"US$32","Berry Glee Hotel",Indonesia,"Hotel Chain:
Avilla Hospitality","Jalan Raya Kuta No. 139, 80361 Kuta, Indonesia","Hotel Rooms: 111,"
"US$17","Bali Senia Hotel",Indonesia,Independent,"Jalan Danau Poso 23, 80227 Sanur, Indonesia","Hotel Rooms: 17"
"US$19","Losari Sunset Hotel",Indonesia,Independent," Jl. Sunset Road, Pertokoan Sunset Paradise , 80361 Kuta, Indonesia","Hotel Rooms: 59"
"US$21","Anika Melati Hotel and Spa",Indonesia,Independent,"Komplek Burung, Jalan Nuri No. 2, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 20"
"US$16","Agus Beach Inn",Indonesia,Independent,"Jln Kartika Plaza gang Samudra No 77x, 80361 Kuta, Indonesia","Hotel Rooms: 12"
"US$26","Suris Boutique Hotel",Indonesia,Independent,"Jl. Blambangan No. 5, Kuta, Bali, 80361 Kuta, Indonesia","Hotel Rooms: 37"
"US$77","Pondok Sari Kuta",Indonesia,Independent,"Jln. Nyangyang Sari No.7B, 80361 Kuta, Indonesia","Hotel Rooms: 30"
"US$43","Bayad Ubud Bali Villa",Indonesia,Independent,"Jl. Raya Payangan, 80572 Payangan, Indonesia","Hotel Rooms: 7"
"US$307","The Trans Resort Bali",Indonesia,Independent,"Jalan Kerobokan, 80361 Seminyak, Indonesia","Hotel Rooms: 200"
"US$203","Bagus Agro Pelaga",Indonesia,Independent,"Jalan Raya Puncak Mangu, Desa Pelaga, Kecamatan Petang, 80353 Plaga, Indonesia","Hotel Rooms: 20"
"US$23","Nirmala Hotel",Indonesia,Independent,"Jl. Uluwatu II No. 10 Jimbaran, 80361 Jimbaran, Indonesia","Hotel Rooms: 40"
"US$15","Kodja Beach Resort",Indonesia,Independent,"Jalan Pantai Kuta No.42, 80361 Kuta, Indonesia","Hotel Rooms: 20"
"US$48","KTS Day Spa & Retreat by Ngeluwungan Group",Indonesia,Independent,"Jalan Beringin Gang Untung No 71 Br. Pegending, Dalung, 80361 Canggu, Indonesia","Hotel Rooms: 8"
"US$19","Kedin's Inn",Indonesia,Independent,"Jl. Poppies I, 80361 Kuta, Indonesia","Hotel Rooms: 49"
"US$22","ZenRooms Kuta Kubu Anyar 2",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Kubu Anyar, 80361 Kuta, Indonesia","Hotel Rooms: 10,"
"US$23","The Studio Inn Nusa Dua",Indonesia,Independent,"Jalan By Pass Nusa Dua 7 X, 80363 Nusa Dua, Indonesia","Hotel Rooms: 25"
"US$22","ZenRooms Legian Nakula 3",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Nakula Timur No. 6, 80361 Kuta, Indonesia","Hotel Rooms: 3,"
"US$31","ZEN Rooms Tukad Badung Renon",Indonesia,Independent,"Jalan Tukad Badung XVI, Renon, 80114 Sanur, Indonesia","Hotel Rooms: 5"
"US$23","Amaris Hotel Legian Bali",Indonesia,"Hotel Chain:
Santika Indonesia Hotels & Resorts","Jl. Padma Utara, 80361 Legian, Indonesia","Hotel Rooms: 115,"
"US$22","Amaris Hotel Lebak Bene Kuta - Bali",Indonesia,"Hotel Chain:
Santika Indonesia Hotels & Resorts","Jl. Lebak Bene, 80361 Legian, Indonesia","Hotel Rooms: 86,"
"US$53","3 Princess Boutique Hotel & Spa",Indonesia,Independent,"Jalan Raya Uluwatu I no.999x , 80361 Jimbaran, Indonesia","Hotel Rooms: 20"
"US$23","Nirwana Suites",Indonesia,Independent,"Tukad Pakerisan No.83-85, 80225 Denpasar, Indonesia","Hotel Rooms: 31"
"US$39","Tulamben Backpacker",Indonesia,Independent,"Jalan Raya Tulamben, 80575 Tulamben, Indonesia","Hotel Rooms: 12"
"US$39","Jepun Bali Hotel",Indonesia,Independent,"Jl. Kartika Plaza, Gang Kutapura No. 9, 80361 Kuta, Indonesia","Hotel Rooms: 19"
"US$196","Inna Bali Heritage Hotel",Indonesia,Independent,"Jl.Veteran No.3, 80111 Denpasar, Indonesia","Hotel Rooms: 70"
"US$19","Taman Rosani Hotel & Villa",Indonesia,Independent,"Jl. Petitenget Gg. Cendrawasih No.9, 80361 Seminyak, Indonesia","Hotel Rooms: 36"
"US$27","Pondok Wisata Grya Sari",Indonesia,Independent,"Jl. Air Panas Banjar, Buleleng , 80361 Banjar, Indonesia","Hotel Rooms: 12"
"US$125","Bali Eco Stay",Indonesia,Independent,"Dusun Kanciana, Desa Gunung Salak, Selemadeg Timur, 82113 Blimbing, Indonesia","Hotel Rooms: 6"
"US$79","Ibis Styles Bali Denpasar",Indonesia,"Hotel Chain:
ibis Styles","Jl. Teuku Umar No. 183, Denpasar, Bali, 80114 Denpasar, Indonesia","Hotel Rooms: 153,"
"US$20","Balian Paradise Resort",Indonesia,Independent,"Jln. Pantai Balian Br. Pengasahan Desa Lalang Linggah, 82162 Antasari, Indonesia","Hotel Rooms: 23"
"US$39","ZenRooms Kerobokan Umalas Klecung",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. Klecung 38X, 80361 Canggu, Indonesia","Hotel Rooms: 2,"
"US$76","L Hotel Seminyak",Indonesia,Independent,"Jalan Raya Petitenget No 8L, 80361 Seminyak, Indonesia","Hotel Rooms: 30"
"US$173","The Segara Suites",Indonesia,Independent,"Jalan Segara Windu Tanjung Benoa, 80353 Nusa Dua, Indonesia","Hotel Rooms: 27"
"US$13","Sayang Maha Mertha Hotel",Indonesia,Independent,"Jln. Melasti, Lebak Bene, Legian Klod, Kuta, 80361 Legian, Indonesia","Hotel Rooms: 40"
"US$54","Sunari Beach Resort",Indonesia,Independent,"Jl. Raya Lovina, Lovina Beach, 81151 Lovina, Indonesia","Hotel Rooms: 83"
"US$21","ZenRooms Legian Nakula 1",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Nakula Timur, 80361 Legian, Indonesia","Hotel Rooms: 3,"
"US$27","MaxOneHotels.com at Legian",Indonesia,Independent,"Jl. Werkudara, Legian - Bali, 80361 Legian, Indonesia","Hotel Rooms: 92"
"US$21","Arnava Ninety 8 Hotel",Indonesia,Independent,"Jl. Sunset Road, Gang Baik Baik No.1 Seminyak Bali, 80361 Seminyak, Indonesia","Hotel Rooms: 98"
"US$154","Seminyak Sky Suites",Indonesia,Independent,"Jalan Kayu Aya, 80361 Seminyak, Indonesia","Hotel Rooms: 3"
"US$33","ZenRooms Ubud Sri Wedari",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Sriwedari, 80571 Ubud, Indonesia","Hotel Rooms: 5,"
"US$95","River Sakti Ubud",Indonesia,Independent,"Jalan Suweta, Bentuyung, Ubud, 80571 Ubud, Indonesia","Hotel Rooms: 6"
"US$51","ZEN Premium Legian Benesari 3",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Benesari, Badung, 80361 Legian, Indonesia","Hotel Rooms: 5,"
"US$18","The Grey Boutique Inn",Indonesia,Independent,"Jalan Dewi Sri, The Grand Kuta Residende Lane No. 8X, 80361 Legian, Indonesia","Hotel Rooms: 17"
"US$25","Ariva 7 Bidadari Boutique Hotel",Indonesia,Independent,"Jl. Bidadari IV no 7 Seminyak, 80361 Seminyak, Indonesia","Hotel Rooms: 32"
"US$46","Goodway Hotel and Resort",Indonesia,Independent,"Jalan Dalem Tarukan No 7 Taman Mumbul, 80363 Nusa Dua, Indonesia","Hotel Rooms: 306"
"US$16","Dedy Beach Inn Kuta",Indonesia,Independent,"Kartika Plaza area, Jalan Samudra No. 55  (Next to Lippo Mall Kuta), 80361 Kuta, Indonesia","Hotel Rooms: 25"
"US$29","Puri Hasu Bali",Indonesia,Independent,"Jl Raya Goa Gong, 80362 Uluwatu, Indonesia","Hotel Rooms: 8"
"US$35","Puri Dibia",Indonesia,Independent,"Jln. Raya Kuta 20x, 80361 Kuta, Indonesia","Hotel Rooms: 26"
"US$23","Matahari Tulamben Resort, Dive & SPA",Indonesia,Independent,"Jalan Raya Abang - Kubu, 80853 Tulamben, Indonesia","Hotel Rooms: 34"
"US$20","Hotel Neo - Kuta, Jelantik",Indonesia,"Hotel Chain:
Aston International Hotels, Resorts & Residences","Jl. Patih Jelantik No 188, 80361 Legian, Indonesia","Hotel Rooms: 97,"
"US$19","Maxi Hotel Kedonganan",Indonesia,Independent,"Jalan By Pas Ngurah Rai No. 99x, 80361 Jimbaran, Indonesia","Hotel Rooms: 37"
"US$24","ZenRooms Legian Werkudara",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Werkudara, 80361 Legian, Indonesia","Hotel Rooms: 5,"
"US$63","Solo Villas & Retreat",Indonesia,Independent,"Jalan Kajeng, Juwuk Manis, 80571 Ubud, Indonesia","Hotel Rooms: 10"
"US$23","Amazing Kuta Hotel",Indonesia,Independent,"Jl. Poppies II Gang Mangga No 3, 80361 Kuta, Indonesia","Hotel Rooms: 16"
"US$23","The Lerina Hotel Nusa Dua",Indonesia,Independent,"Jl. Bypass Ngurah Rai No.1001X , 80361 Nusa Dua, Indonesia","Hotel Rooms: 103"
"US$22","Balangan Paradise Hostel and Restaurant",Indonesia,Independent,"Jl. Pantai Balangan, 80361 Jimbaran, Indonesia","Hotel Rooms: 15"
"US$47","ZEN Premium Sanur Danau Tamblingan 3",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Danau Tamblingan No. 144, 80227 Sanur, Indonesia","Hotel Rooms: 1,"
"US$34","ZenRooms Seminyak Braban",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Beraban No. 46, 80361 Seminyak, Indonesia","Hotel Rooms: 5,"
"US$48","Ibis Styles Bali Kuta Circle",Indonesia,"Hotel Chain:
ibis Styles","Jl.By Pass Ngurah Rai Simpang Siur No.99, Lingkungan Temacun, 80361 Kuta, Indonesia","Hotel Rooms: 191,"
"US$34","Transera Kamini Legian Hotel",Indonesia,Independent,"Jalan Raya Legian, Gg. Troppozone, 80361 Legian, Indonesia","Hotel Rooms: 26"
"US$31","Sus Beach Cottages 1 Legian",Indonesia,Independent,"Jalan Werkudara Legian Kaja, 80361 Legian, Indonesia","Hotel Rooms: 27"
"US$20","ZenRooms Ubud Sumampan",Indonesia,"Hotel Chain:
ZEN Rooms","Sumampan Village Sukawati, 80582 Sukawati, Indonesia","Hotel Rooms: 3,"
"US$18","Taman Sari Cottages 2",Indonesia,Independent,"Jalan Kartika Plaza Gang Pudak Sari No. 1, 80361 Kuta, Indonesia","Hotel Rooms: 42"
"US$45","Antari Hotel",Indonesia,Independent,"Jalan Seririt - Gilimanuk , 81155 Pemuteran, Indonesia","Hotel Rooms: 12"
"US$156","The Samata",Indonesia,Independent,"Jl. Pucuk 1 No 67, Br. Tangtu, 80237 Denpasar, Indonesia","Hotel Rooms: 10"
"US$35","Ibis Bali Legian Street",Indonesia,"Hotel Chain:
ibis","Jalan Raya Legian No 456 U, 80361 Legian, Indonesia","Hotel Rooms: 106,,"
"US$123","FC Residence Bali",Indonesia,Independent,"Jalan Dalem Penataran No. 14, Desa Pererenan, Br Pengembungan, 80351 Canggu, Indonesia","Hotel Rooms: 8"
"US$27","Arca Bungalow",Indonesia,Independent,"Jalan Legian, Gang Three Brother Street, 80361 Legian, Indonesia","Hotel Rooms: 15"
"US$14","Gora Beach Inn",Indonesia,Independent,"Jalan Legian, Gang Poppies II, 80361 Kuta, Indonesia","Hotel Rooms: 50"
"US$21","Hotel Angsoka",Indonesia,Independent,"Jalan Raya Lovina Kalibukbuk, 81116 Lovina, Indonesia","Hotel Rooms: 7"
"US$60","D'Kubu Legian",Indonesia,Independent,"Jl. Legian 363 Kuta, 80363 Legian, Indonesia","Hotel Rooms: 17"
"US$14","Airport Kuta Hotel and Residences",Indonesia,Independent,"Jalan Elang No 5, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 18"
"US$35","Samsara Inn",Indonesia,Independent,"Jalan Legian, Gang Lingga Murti, 80361 Legian, Indonesia","Hotel Rooms: 44"
"US$28","Dewa Bharata Bungalows Candi Dasa",Indonesia,Independent,"Candidasa, 80801 Candidasa, Indonesia","Hotel Rooms: 24"
"US$85","Mayo Resort",Indonesia,Independent,"Jalan Umeanyar No. 3, 81153 Umeanyar, Indonesia","Hotel Rooms: 8"
"US$602","Baliwood Resort The Mansion",Indonesia,Independent,"Jalan Penestanan, Sayan, 80571 Ubud, Indonesia","Hotel Rooms: 66"
"US$30","The Island Hotel Bali",Indonesia,Independent,"JL Padma Utara, Gang Abdi #18 Legian, 80361 Legian, Indonesia","Hotel Rooms: 12"
"US$39","Villa Bunga Hotel & Spa",Indonesia,Independent,"Jl. Raya Petitenget No. 18X, 80361  Seminyak, Indonesia","Hotel Rooms: 13"
"US$19","Hotel Dupa",Indonesia,Independent,"Jalan Raya Lovina Binaria Kalibukbuk, 81152 Lovina, Indonesia","Hotel Rooms: 13"
"US$28","100 Sunset Hotel Managed by Eagle Eyes",Indonesia,Independent,"Jl. Sunset Road No.100 C, 80361 Kuta, Indonesia","Hotel Rooms: 101"
"US$20","Gemini Star Hotel",Indonesia,Independent,"Jl. Poppies II Gang Ronta, 80361 Kuta, Indonesia","Hotel Rooms: 12"
"US$18","Kemuning Kuta Hotel",Indonesia,Independent,"Jalan Benesari Gang Adhi Dharma, 80361 Kuta, Indonesia","Hotel Rooms: 25"
"US$48","ZenRooms Kuta Beach Poppies Lane",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Pantai Kuta Poppies Lane II, 80361 Kuta, Indonesia","Hotel Rooms: 5,"
"US$131","PiToBa Dive Resort Gondol",Indonesia,Independent,"Dusun Gondol, Belakang Kantor Perikanan Gondol, 81155 Banjargondol, Indonesia","Hotel Rooms: 3"
"US$29","Bali Summer Hotel",Indonesia,Independent,"Jalan pantai kuta no.38, 80361 Kuta, Indonesia","Hotel Rooms: 48"
"US$37","Hotel Zia Bali - Seminyak",Indonesia,Independent,"Jl. Petitenget no 8, Seminyak, Kerobokan Kelod, Kuta Utara, Badung- Bali 80361, 80361 Seminyak, Indonesia","Hotel Rooms: 90"
"US$14","RaBaSTa Mahayana Kuta Hotel",Indonesia,Independent,"Jalan Bhineka Jati Jaya XI No. 2 Banjar Anyar, 80361 Kuta, Indonesia","Hotel Rooms: 20"
"US$29","Fat Yogi Cottages",Indonesia,Independent,"Jl. Poppies 1 Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 26"
"US$40","ZEN Premium Raya Legian",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Legian No. 155, 80361 Legian, Indonesia","Hotel Rooms: 5,"
"US$25","Dayu Hotel Kuta",Indonesia,Independent,"Jl. Kartika Plaza, Gg. Puspa Ayu Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 16"
"US$39","Bendesa Accommodation",Indonesia,Independent,"Jl. Legian Br. Pengabetan, 80361 Kuta, Indonesia","Hotel Rooms: 41"
"US$31","DenBukit Residence and Suite",Indonesia,Independent,"Jalan Raya Kampus Udayana, 80361 Jimbaran, Indonesia","Hotel Rooms: 36"
"US$151","Suarti Boutique Village",Indonesia,Independent,"Jalan Raya Nyuh Kuning, Pengosekan, 80571 Ubud, Indonesia","Hotel Rooms: 25"
"US$32","Best Western Resort Kuta",Indonesia,"Hotel Chain:
Best Western","Jl. Kubu Anyar No. 118, 80361 Kuta, Indonesia","Hotel Rooms: 111,,"
"US$44","HARRIS Hotel Kuta Galleria - Bali",Indonesia,"Hotel Chain:
HARRIS Hotels & Resorts","Jl. By Pass Ngurah Rai No.1, 80361 Kuta, Indonesia","Hotel Rooms: 165,"
"US$26","The Harmony Seminyak",Indonesia,Independent,"Jl. Drupadi No. 234, 80361 Seminyak, Indonesia","Hotel Rooms: 20"
"US$37","Bliss Surfer Hotel",Indonesia,"Hotel Chain:
Avilla Hospitality","Jl. Sriwijaya, No. 88 Legian, Kuta - Bali, 80361 Legian, Indonesia","Hotel Rooms: 111,"
"US$36","Hotel Santika Seminyak",Indonesia,"Hotel Chain:
Santika Indonesia Hotels & Resorts","Jalan Sunset Road No. 17, 80361 Seminyak, Indonesia","Hotel Rooms: 109,"
"US$16","Duo Legian Hotel",Indonesia,Independent,"Jl. Batu Pageh Gg. Melani , 80231 Legian, Indonesia","Hotel Rooms: 55"
"US$35","Panorama Cottages 2",Indonesia,Independent,"Jalan Sriwijaya Legian Kelod, 80361 Legian, Indonesia","Hotel Rooms: 45"
"US$92","Vouk Hotel and Suites",Indonesia,Independent,"Jalan Raya Nusa Dua Selatan, Sawangan, 80363 Nusa Dua, Indonesia","Hotel Rooms: 176"
"US$39","Bali Sunset Hotel",Indonesia,Independent,"Jl. Pantai Rening , 82218 Banyubiru, Indonesia","Hotel Rooms: 21"
"US$38","Villa Diana Bali",Indonesia,Independent,"Kresna st, Ulun Tanjung , Legian, 80361 Legian, Indonesia","Hotel Rooms: 25"
"US$35","Grand Mirah Boutique Hotel",Indonesia,Independent,"Jalan Kaliasem No.1, 80232 Denpasar, Indonesia","Hotel Rooms: 31"
"US$19","Astina Hotel",Indonesia,Independent,"Jl. Mawar, Kalibukbuk, 80361 Lovina, Indonesia","Hotel Rooms: 9"
"US$50","Diwangkara Beach Hotel & Resort",Indonesia,Independent,"Jalan Hang Tuah No 84, Bali, 80227 Sanur, Indonesia","Hotel Rooms: 38"
"US$92","Centra Taum Seminyak Bali",Indonesia,Independent,"Jl. Lebaksari 37-39, 80361 Seminyak, Indonesia","Hotel Rooms: 90"
"US$27","BaliRa Airport Hotel",Indonesia,Independent,"Jl. Polonia, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 12"
"US$25","Adhi Jaya Sunset Kuta",Indonesia,Independent,"Jl Sunset Road, 80361 Kuta, Indonesia","Hotel Rooms: 73"
"US$46","Cleopatra Beach Bungalows",Indonesia,Independent,"Jl. Seririt Singaraja, 81152 Lovina, Indonesia","Hotel Rooms: 9"
"US$27","Grand Zuri Kuta Bali",Indonesia,Independent,"Jalan Raya Kuta No. 81, 80361 Kuta, Indonesia","Hotel Rooms: 133"
"US$27","Grandmas Tuban Hotel",Indonesia,Independent,"Jalan I Gusti Ngurah Rai, 80361 Kuta, Indonesia","Hotel Rooms: 99"
"US$40","Swiss-Belhotel Petitenget",Indonesia,"Hotel Chain:
Swiss-Belhotel International","Jalan Petitenget No. 168, 80361 Seminyak, Indonesia","Hotel Rooms: 111,"
"US$27","Hana Kuta Beach Hotel",Indonesia,Independent,"Jalan Tegal Wangi No. 2, 80361 Kuta, Indonesia","Hotel Rooms: 12"
"US$21","ZenRooms Legian Benesari 2",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Benesari Gang Adhi Dharma, 80361 Kuta, Indonesia","Hotel Rooms: 2,"
"US$46","Nyir Cottage",Indonesia,Independent,"Kelabang Moding, Ubud, 80571 Ubud, Indonesia","Hotel Rooms: 8"
"US$35","Paras Paros Marina Lodge",Indonesia,Independent,"Jl. Tukad Punggawa No.123, Pulau Serangan, 80229 Serangan, Indonesia","Hotel Rooms: 20"
"US$46","Banyualit Spa 'n Resort Lovina",Indonesia,Independent,"Jl. Laviana, 81101 Lovina, Indonesia","Hotel Rooms: 21"
"US$24","Grand La Villais Hotel and Spa Seminyak",Indonesia,Independent,"Jl. Pangkung Sari, 80361 Seminyak, Indonesia","Hotel Rooms: 118"
"US$23","Simpang Inn Hotel",Indonesia,Independent,"Jl. Legian No. 133, Kuta, Bali, 80361 Legian, Indonesia","Hotel Rooms: 60"
"US$57","Kila Infinity8 Bali",Indonesia,Independent,"Jl. By Pass Ngurah Rai No. 88A,, 80361 Jimbaran, Indonesia","Hotel Rooms: 177"
"US$23","Alam Bali Hotel",Indonesia,Independent,"Jl. Pratama No. 71, 80361 Nusa Dua, Indonesia","Hotel Rooms: 18"
"US$21","Casa Dasa Legian",Indonesia,Independent,"Jalan Nakula No. 10, 80361 Seminyak, Indonesia","Hotel Rooms: 16"
"US$20","Hotel Sorga Cottages",Indonesia,Independent,"Jl. Poppies I, Gang Sorga Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 48"
"US$25","Sanur Agung Hotel",Indonesia,Independent,"Jl. By Pass Ngurah Rai No. 174, 80227 Sanur, Indonesia","Hotel Rooms: 43"
"US$38","Paragon Ayola Seminyak Bali",Indonesia,Independent,"Jalan Batu Belig No. 555, 80361 Seminyak, Indonesia","Hotel Rooms: 118"
"US$23","The Tusita Hotel",Indonesia,Independent,"Jl. Kartika Plaza No 9X, 80361 Kuta, Indonesia","Hotel Rooms: 85"
"US$44","Y Resort Ubud",Indonesia,Independent,"Jl. Raya Penestanan, 80571 Ubud, Indonesia","Hotel Rooms: 25"
"US$48","Bumas Hotel",Indonesia,Independent,"Jl. Bumi Ayu No 4, 80228 Sanur, Indonesia","Hotel Rooms: 73"
"US$28","Amaris Hotel Pratama Nusa Dua",Indonesia,"Hotel Chain:
Santika Indonesia Hotels & Resorts","Jl. Pratama Link. Celuk, Kel. Benoa,, 80361 Nusa Dua, Indonesia","Hotel Rooms: 130,"
"US$41","The Jimbaran View",Indonesia,Independent,"Jl. Raya Uluwatu 2000X, 80361 Jimbaran, Indonesia","Hotel Rooms: 245"
"US$19","Balibbu Guesthouse & Coworking",Indonesia,Independent,"Jalan Karangsuwung, Gang Asri 2, Pelambingan,Tibubeneng, 80361 Canggu, Indonesia","Hotel Rooms: 10"
"US$19","ZenRooms By Pass Nusa Dua",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. By Pass Nusa Dua 7X, 80361 Nusa Dua, Indonesia","Hotel Rooms: 8,"
"US$39","Mahogany Hotel",Indonesia,Independent,"Jalan Taman Bali No.1, By Pass Ngurah Rai, Mumbul, 80363 Nusa Dua, Indonesia","Hotel Rooms: 47"
"US$50","The Evitel Resort Ubud",Indonesia,Independent,"Monkey Forest Street, 80571 Ubud, Indonesia","Hotel Rooms: 88"
"US$35","Batukaru Hotel",Indonesia,Independent,"Jalan Batukaru-Jatiluwih, Penebel, Tabanan, 82152 Jatiluwih, Indonesia","Hotel Rooms: 24"
"US$22","POP! Hotel Kuta Beach",Indonesia,"Hotel Chain:
HARRIS Hotels & Resorts","Jl. Kubu Bene, 80361 Kuta, Indonesia","Hotel Rooms: 223,"
"US$30","Sun Boutique Hotel Kuta",Indonesia,Independent,"Jln Sunset Road no 23, 80361 Kuta, Indonesia","Hotel Rooms: 90"
"US$140","Mercure Bali Nusa Dua",Indonesia,"Hotel Chain:
Mercure","Jl. Nusa Dua Selatan, Lot SW 03, Kuta Selatan, 80363 Nusa Dua, Indonesia","Hotel Rooms: 201,,"
"US$22","Gowin Hotel",Indonesia,Independent,"Jl. Dewi Sartika No. 3, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 38"
"US$28","The Hamsa",Indonesia,Independent,"Jalan Air Terjun Sing - Sing, Desa Cempaga, Banjar Dinas Corot - Buleleng - Bali, 81152 Lovina, Indonesia","Hotel Rooms: 11"
"US$36","Melasti Kuta Bungalows & Spa",Indonesia,Independent,"Jalan Kartika Plaza, Kuta, Po.Box 3295, 80361 Kuta, Indonesia","Hotel Rooms: 139"
"US$32","ZenRooms Legian Nakula Srikandi",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Nakula Gang Srikandi No. 1, 80233 Legian, Indonesia","Hotel Rooms: 5,"
"US$35","Puri Naga Sea Side Cottages",Indonesia,Independent,"Jalan Arjuna, Double Six, 80361 Legian, Indonesia","Hotel Rooms: 24"
"US$52","Hotel Villa Ubud",Indonesia,Independent,"Banjar Pedapdapan, Pejeng, Bali, 80552 Ubud, Indonesia","Hotel Rooms: 10"
"US$53","favehotel Sunset Seminyak",Indonesia,"Hotel Chain:
Aston International Hotels, Resorts & Residences","Jl Sunset Road 89, 80361 Seminyak, Indonesia","Hotel Rooms: 100,"
"US$119","Seaside Suites Bali",Indonesia,Independent,"Jalan Pantai Arjuna No. 18 Double Six Beach , 80361 Legian, Indonesia","Hotel Rooms: 28"
"US$304","Plataran Canggu Bali Resort and Spa",Indonesia,Independent,"Jalan Pengubugan, Banjar Silayukti, 80361 Kerobokan, Indonesia","Hotel Rooms: 17"
"US$24","ZenRooms Kuta ByPass Ngurah Rai",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Bypass Ngurah Rai No. 999, 80361 Nusa Dua, Indonesia","Hotel Rooms: 10,"
"US$29","Hotel Jimbarwana",Indonesia,Independent,"Jl. Udayana No. 2 Negara, 82212 Negara, Indonesia","Hotel Rooms: 51"
"US$34","Saka Village Resort Ubud",Indonesia,Independent,"Jalan Penestanan Kelod, Sayan, 80571 Ubud, Indonesia","Hotel Rooms: 14"
"US$16","Indi Hotel",Indonesia,Independent,"Jalan Danau Buyan No. 33, 80361 Sanur, Indonesia","Hotel Rooms: 36"
"US$59","Puri Mesari Hotel",Indonesia,Independent,"Jalan Mertasari 66, 80228 Sanur, Indonesia","Hotel Rooms: 21"
"US$23","Balisani Padma Hotel",Indonesia,Independent,"Jl. Padma Utara - Legian, Bali, 80361 Legian, Indonesia","Hotel Rooms: 60"
"US$97","Shanti Natural Panorama View Hotel",Indonesia,Independent,"Desa Sambangan - Kecamatan Sukasada - SIngaraja , 80361 Singaraja, Indonesia","Hotel Rooms: 5"
"US$27","Agung And Sue Watering Hole I",Indonesia,Independent,"Jalan Hang Tuah No. 35-37, 80361 Sanur, Indonesia","Hotel Rooms: 16"
"US$23","Rivavi Fashion Hotel",Indonesia,Independent,"Jl. Melasti No 1, Legian Kuta, 80361 Legian, Indonesia","Hotel Rooms: 95"
"US$20","Solaris Hotel Kuta",Indonesia,Independent,"Jl. Jenggala Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 88"
"US$42","Ibis Styles Bali Benoa",Indonesia,"Hotel Chain:
ibis Styles","Jalan Pratama No. 57 A, Tanjung Benoa - Nusa Dua, 80361 Nusa Dua, Indonesia","Hotel Rooms: 174,"
"US$25","Suriwathi Hotel",Indonesia,Independent,"Jalan Sahadewa No. 12 , 80361 Legian, Indonesia","Hotel Rooms: 74"
"US$44","Maharani Beach Hotel",Indonesia,Independent,"Jalan Pantai Kuta, Corner Poppies I, 80361 Kuta, Indonesia","Hotel Rooms: 70"
"US$31","Horison Sunset Road-Bali",Indonesia,Independent,"Jalan Sunset Road No. 150, 80361 Seminyak, Indonesia","Hotel Rooms: 150"
"US$161","Holiday Inn Resort Baruna Bali",Indonesia,"Hotel Chain:
Holiday Inn Hotels & Resorts","Jalan Wana Segara 33, 80361 Kuta, Indonesia","Hotel Rooms: 193,,"
"US$45","Hotel Sari Bunga",Indonesia,Independent,"Jl. Arjuna , Legian Kaja, 80361 Legian, Indonesia","Hotel Rooms: 22"
"US$34","Fontana Hotel Bali, a PHM Collection",Indonesia,Independent,"Jl. Dewi Sri No. 68, Legian - Kuta , 80361 Legian, Indonesia","Hotel Rooms: 136"
"US$25","Puri Maharani Boutique Hotel And Spa",Indonesia,Independent,"Jl. By Pass Ngurah Rai Tohpati, 80227 Denpasar, Indonesia","Hotel Rooms: 20"
