price,name,country,chain,area,rooms
"US$63","Bali Palms Resort",Indonesia,Independent,"Jl. Candidasa, Nyuh Tebel, 80871 Candidasa, Indonesia","Hotel Rooms: 48"
"US$28","Serela Kuta Bali",Indonesia,Independent,"Jl. Raya Kuta 42XX , 80361 Kuta, Indonesia","Hotel Rooms: 70"
"US$24","The Batu Belig Hotel & Spa",Indonesia,Independent,"Jl. Raya Batu Belig 88A, 80361 Seminyak, Indonesia","Hotel Rooms: 23"
"US$20","POP! Hotel Teuku Umar",Indonesia,"Hotel Chain:
HARRIS Hotels & Resorts","Jl Teuku Umar No. 74, 80114 Denpasar, Indonesia","Hotel Rooms: 147,"
"US$10","Te Quiero Bali",Indonesia,Independent,"Jl. Bandara Ngurah Rai Baru No. 1 Tuban, Kuta, Bali, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 33"
"US$45","Atanaya Hotel",Indonesia,Independent,"Sunset Road, 88A, 80361 Kuta, Indonesia","Hotel Rooms: 109"
"US$15","The Maha",Indonesia,Independent,"Jalan Persada No. 38, Kerobokan Kelod, Kuta Utara, Badung , 80117 Denpasar, Indonesia","Hotel Rooms: 26"
"US$265","Suarga Padang Padang",Indonesia,Independent,"Labuan Sait Rd. Br. Dinas Labuan Sait, Pecatu, Kuta Selatan, 80361 Uluwatu, Indonesia","Hotel Rooms: 36"
"US$32","ZenRooms Kuta Raya",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Raya Kuta No.139, 80361 Kuta, Indonesia","Hotel Rooms: 5,"
"US$22","Bali Sorgawi Hotel",Indonesia,Independent,"Jalan Legian Kelod, Kuta , 80361 Legian, Indonesia","Hotel Rooms: 36"
"US$77","Tevana",Indonesia,Independent,"Jl. Telaga Waja no. 18, 80371 Seminyak, Indonesia","Hotel Rooms: 12"
"US$90","Alam Mimpi",Indonesia,Independent,"Jalan Tejakula-Tianyar, Kamboja, Desa Penuktukan, 81173 Tejakula, Indonesia","Hotel Rooms: 4"
"US$23","The Arya Hotel",Indonesia,Independent,"Jln.I Ketut Natih, Purwakerti, Abang, 80852 Amed, Indonesia","Hotel Rooms: 10"
"US$81","Puri Taman Sari",Indonesia,Independent,"Dusun Umabian, Desa Peken, Kecamatan Marga, Bali, 82112 Tabanan, Indonesia","Hotel Rooms: 20"
"US$15","Gana Inn Legian",Indonesia,Independent,"Jl. Patimura No. 32, Legian, 80361 Legian, Indonesia","Hotel Rooms: 24"
"US$17","The Vie Residence",Indonesia,Independent,"Jalan Bypass Ngurah Rai No. 168, 80361 Nusa Dua, Indonesia","Hotel Rooms: 20"
"US$30","The Graha Cakra Bali Hotel",Indonesia,Independent,"Jalan By Pass Ngurah Rai 28, 80237 Denpasar, Indonesia","Hotel Rooms: 43"
"US$19","Harvest Apartment",Indonesia,Independent,"Jalan Kertapura VIII No. 10, 80119 Denpasar, Indonesia","Hotel Rooms: 40"
"US$11","Tasas Inn",Indonesia,Independent,"Jl. Bhinneka Jati Jaya XI/18, 80361 Kuta, Indonesia","Hotel Rooms: 25"
"US$47","Aditya Beach Resort",Indonesia,Independent,"Jalan Raya Lovina, Singaraja, 81152 Lovina, Indonesia","Hotel Rooms: 60"
"US$34","ZEN Rooms Kuta Kartika Plaza 2",Indonesia,Independent,"Jalan Kartika Plaza 8x, 80361 Kuta, Indonesia","Hotel Rooms: 5"
"US$32","Ibis Bali Kuta",Indonesia,"Hotel Chain:
ibis","Jl. Raya Kuta No. 77, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 156,,"
"US$21","ZenRooms Kedonganan Bantas Kangin",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Bantas Kangin No. 6, 80361 Jimbaran, Indonesia","Hotel Rooms: 10,"
"US$10","Bakung Sunset Hotel",Indonesia,Independent,"Jalan Merdeka Raya no 17 AG, 80361 Kuta, Indonesia","Hotel Rooms: 35"
"US$11","Lolo Beach Inn",Indonesia,Independent,"Jl. Lebak Bene, 80361 Legian, Indonesia","Hotel Rooms: 15"
"US$28","Praja Hotel",Indonesia,Independent,"Jl. Mohamad Yamin IV No 2A, Renon - Denpasar, 80235 Denpasar, Indonesia","Hotel Rooms: 40"
"US$16","Hotel Ratu",Indonesia,Independent,"Jl.Yos Sudarso No. 4, 80001 Denpasar, Indonesia","Hotel Rooms: 48"
"US$16","ZenRooms Legian Gang Cempaka",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Legian, Cempaka Lane No. 3, 80361 Legian, Indonesia","Hotel Rooms: 8,"
"US$16","Zizz Convention Hotel",Indonesia,Independent,"Jalan Mudutaki V No. 2 Tegal Jaya, Badung, 80361 Denpasar, Indonesia","Hotel Rooms: 30"
"US$23","Hotel Damai",Indonesia,Independent,"Jalan Patih Jelantik No. 2a, 80114 Denpasar, Indonesia","Hotel Rooms: 40"
"US$37","Rattan Resto",Indonesia,Independent,"Jl Raya Seririt - Singaraja, 81152 Lovina, Indonesia","Hotel Rooms: 6"
"US$25","Amaris Hotel Sunset Road - Bali",Indonesia,"Hotel Chain:
Santika Indonesia Hotels & Resorts","Jl. Sunset Road No.57, Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 89,"
"US$44","Taman Agung Hotel",Indonesia,Independent,"Jl. Danau Tamblingan No. 166, 80228 Sanur, Indonesia","Hotel Rooms: 40"
"US$40","Ibis Styles Bali Kuta Legian",Indonesia,"Hotel Chain:
ibis Styles","Jl. Dewi Sri No.17, 80361 Legian, Indonesia","Hotel Rooms: 114,"
"US$18","RaBaSTa Angkul Angkul Beach Inn Kuta",Indonesia,Independent,"Jl. Ciung Wanara no 21, 80361 Kuta, Indonesia","Hotel Rooms: 19"
"US$23","Grand Pondok Puri Ayu",Indonesia,Independent,"Jln.Teuku Umar Gang Sesapi No 2 & 3 Denpasar, 80113 Denpasar, Indonesia","Hotel Rooms: 37"
"US$28","ZenRooms Denpasar Imam Bonjol 2",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Imam Bonjol, Perum Budha Cemeng Ukir No. 1, 80119 Denpasar, Indonesia","Hotel Rooms: 1,"
"US$45","Holiday Inn Express Bali Raya Kuta",Indonesia,"Hotel Chain:
Holiday Inn Express","Jalan Raya Kuta No. 39, 80361 Kuta, Indonesia","Hotel Rooms: 168,,"
"US$32","Nirwana Sea Side Cottages",Indonesia,Independent,"Lovina Beach - Kalibukbuk, 81116 Lovina, Indonesia","Hotel Rooms: 22"
"US$17","Santhi Graha Kuta",Indonesia,Independent,"Jl. Poppies 2, 80361 Kuta, Indonesia","Hotel Rooms: 35"
"US$32","Panorama Hotel",Indonesia,Independent,"Jl. Raya Pengosekan, 80571 Ubud, Indonesia","Hotel Rooms: 33"
"US$18","Palloma Hotel Kuta",Indonesia,Independent,"Jalan Dewi Sri I No.8, 80361 Legian, Indonesia","Hotel Rooms: 48"
"US$22","ZenRooms Badung Nakula",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Nakula No. 9, 80361 Legian, Indonesia","Hotel Rooms: 10,"
"US$19","Hotel Sanur Ayu",Indonesia,Independent,"Jalan By Pass Ngurah Rai 316, 80228 Sanur, Indonesia","Hotel Rooms: 10"
"US$69","Radha Phala Resort & Spa",Indonesia,Independent,"Jl. Raya Kumbuh, Mas, 80571 Ubud, Indonesia","Hotel Rooms: 24"
"US$25","ZenRooms Denpasar Jalan Salak",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Gunung Salak No 78, 80117 Denpasar, Indonesia","Hotel Rooms: 2,"
"US$18","Hardys Rofa Hotel and Spa Legian",Indonesia,Independent,"Jl. Nakula No 9, 80361 Legian, Indonesia","Hotel Rooms: 139"
"US$39","ZenRooms Seminyak Pangkung Sari",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. Pangkung Sari, 80361 Seminyak, Indonesia, 80361 Seminyak, Indonesia","Hotel Rooms: 10,"
"US$19","ZenRooms Denpasar Gelogor Carik 1",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. Gelogor Carik , Gang Salya No 1, 80221 Denpasar, Indonesia","Hotel Rooms: 1,"
"US$24","ZenRooms Denpasar ByPass Suwung",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. By Pass Ngurah Rai, 80361 Ujung, Indonesia","Hotel Rooms: 5,"
"US$44","Mercure Bali Harvestland Kuta",Indonesia,"Hotel Chain:
Mercure","Jl. By Pass Ngurah Rai No. 8 Simpang Siur , 80361 Kuta, Indonesia","Hotel Rooms: 167,,"
"US$23","d'Lima Hotel & Villas",Indonesia,Independent,"Jl. Pura mertasari II/9 Sunset Road (Behind Sushi Tei Restaurant), 80361 Kuta, Indonesia","Hotel Rooms: 30"
"US$32","Wina Holiday Villa Kuta Bali",Indonesia,Independent,"Jalan Pantai Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 184"
"US$48","Seminyak Lagoon All Suites Hotel",Indonesia,Independent,"Jalan Dewi Saraswati 3, No. 4, 80361 Seminyak, Indonesia","Hotel Rooms: 19"
"US$15","Everyday Smart Hotel Bali",Indonesia,Independent,"Komplek Istana Kuta Galeria Blok Ethnic No 12/12A, 80361 Kuta, Indonesia","Hotel Rooms: 66"
"US$70","Aneka Lovina Villas & Spa",Indonesia,Independent,"Jl. Raya Kalibukbuk, Lovina Beach, 81151 Lovina, Indonesia","Hotel Rooms: 59"
"US$18","Hadi Poetra Hotel",Indonesia,Independent,"Jalan Raya Kuta No 323, 80361 Kuta, Indonesia","Hotel Rooms: 50"
"US$68","Casa Di Ungasan Suite and Residence",Indonesia,Independent,"Jalan Pura Pengulapan No. 9, 80361 Jimbaran, Indonesia","Hotel Rooms: 25"
"US$17","ZenRooms Kuta Tegal Wangi",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. Ciung Wanara (Tegal Wangi) No.21, 80361 Kuta, Indonesia","Hotel Rooms: 5,"
"US$17","ZenRooms Raya Kuta Joger",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Raya Kuta No 323, 80361 Kuta, Indonesia","Hotel Rooms: 20,"
"US$14","Catur Adi Putra by Shailendra",Indonesia,Independent,"Jalan Bukit Tungggal No 35, 80119 Denpasar, Indonesia","Hotel Rooms: 60"
"US$39","Hotel Puri Ayu",Indonesia,Independent,"Jalan Jendral Sudirman No 14 A Denpasar, Bali, 80113 Denpasar, Indonesia","Hotel Rooms: 44"
"US$48","Primebiz Kuta Hotel",Indonesia,Independent,"Jl. Raya Kuta, Br. Anyar Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 143"
"US$23","Natya Hotel Kuta",Indonesia,Independent,"Jl. By Pass Ngurah Rai, 80361 Kuta, Indonesia","Hotel Rooms: 116"
"US$29","Premium Legian",Indonesia,Independent,"Jalan Sriwijaya No. 23, 80361 Legian, Indonesia","Hotel Rooms: 27"
"US$38","Bali Taman Resort & Spa",Indonesia,Independent,"Jl. Raya Tukad Mungga, 81151 Lovina, Indonesia","Hotel Rooms: 30"
"US$70","Bhanuswari Resort & Spa",Indonesia,Independent,"Br Tengkulak Kaja, Bali, 80571 Ubud, Indonesia","Hotel Rooms: 22"
"US$12","The Taman Sari Resort Legian",Indonesia,Independent,"Jalan Popies Lane II Kuta-Legian, 80361 Kuta, Indonesia","Hotel Rooms: 19
"
0,"Viceroy Bali",Indonesia,Independent,"Jalan Lanyahan, Br. Nagi, 80571  Ubud, Indonesia","Hotel Rooms: 25"
"US$27","ZenRooms Kuta Poppies Lane",Indonesia,"Hotel Chain:
ZEN Rooms","Poppies Lane 1, 80361 Kuta, Indonesia","Hotel Rooms: 2,"
"US$57","Saren Indah Hotel",Indonesia,Independent,"Jalan Nyuh Bojog No. 30, Nyuh Kuning Village Mas Ubud, 80571 Ubud, Indonesia","Hotel Rooms: 15"
"US$21","S 8 Suardana Hotel",Indonesia,Independent,"Jalan Buni Sari Street 14 A, 80361 Kuta, Indonesia","Hotel Rooms: 41"
"US$10","RaBaSTa Graha Weda Suite",Indonesia,Independent,"Jl. Bhineka Jati Jaya IV No. 3, Tuban, Bali, Indonesia, 80361 Kuta, Indonesia","Hotel Rooms: 18"
"US$21","The Yani Hotel Bali",Indonesia,Independent,"Jl. By Pass Ngurah Rai 660, 80222 Denpasar, Indonesia","Hotel Rooms: 38"
"US$39","favehotel Tohpati Bali",Indonesia,"Hotel Chain:
Aston International Hotels, Resorts & Residences","Jl. WR Supratman No. 288, 80237 Denpasar, Indonesia","Hotel Rooms: 137,"
"US$34","The Grand Santhi Hotel",Indonesia,Independent,"Jalan Patih Jelantik No 1, Bali, 80113 Denpasar, Indonesia","Hotel Rooms: 74"
"US$30","HARRIS Hotel Raya Kuta Bali",Indonesia,"Hotel Chain:
HARRIS Hotels & Resorts","Jl. Raya Kuta No. 83 E, 80361 Kuta, Indonesia","Hotel Rooms: 80,"
"US$18","ZenRooms Legian Dewi Sri 2",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Dewi Sri I No. 8, 80361 Legian, Indonesia","Hotel Rooms: 5,"
"US$45","Resort Prima Candidasa",Indonesia,Independent,"Jl. Pantai Indah No. 16, 80361 Candidasa, Indonesia","Hotel Rooms: 29"
"US$18","ZEN Rooms Tanjung Benoa Bidadari",Indonesia,Independent,"Jl. Pratama 81 , 80361 Nusa Dua, Indonesia","Hotel Rooms: 5"
"US$69","ZEN Rooms Uluwatu Hidden Pecatu",Indonesia,Independent,"Jl. Nabor No. 29, Pecatu, 80361 Uluwatu, Indonesia","Hotel Rooms: 5"
"US$44","ZEN Rooms Kartika Plasa Kuta",Indonesia,Independent,"Jl. Kartika Plaza No. 108 , 80361 Kuta, Indonesia","Hotel Rooms: 5"
"US$40","Grand Mega Resort & Spa Bali",Indonesia,Independent,"Jl. By Pass Ngurah Rai No. 234, Simpang Siur, 80361 Kuta, Indonesia","Hotel Rooms: 135"
"US$44","ZEN Rooms Legian Dewi Sri 3",Indonesia,Independent,"Jl. Dewi Sri IV No. 5, 80361 Legian, Indonesia","Hotel Rooms: 1"
"US$34","NIDA Rooms Arjuna Seminyak Sunset",Indonesia,Independent,"Jl. Arjuna Kuta, 80361 Seminyak, Indonesia","Hotel Rooms: 5"
"US$81","Puri Bagus Manggis",Indonesia,Independent,"Desa Manggis, 80801 Candidasa, Indonesia","Hotel Rooms: 7"
"US$39","ZEN Premium Tuban Airport",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. Raya Kuta 66, Banjar Ayar, 80361 Kuta, Indonesia","Hotel Rooms: 6,"
"US$21","ViHan Suites Bali",Indonesia,Independent,"Jl. Karang Tenget no.15, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 44"
"US$50","Puri Bunga Resort and Spa Ubud",Indonesia,Independent,"Kedewatan, 80571 Ubud, Indonesia","Hotel Rooms: 10"
"US$46","ZEN Rooms Ubud Sanggingan 2",Indonesia,Independent,"Jalan Raya Sanggingan, 80571 Ubud, Indonesia","Hotel Rooms: 3"
"US$38","Svarna Suite Seminyak",Indonesia,Independent,"Jl. Eka Laweya (Jl. Nakula) no. 8, Seminyak-Bali, 80361 Seminyak, Indonesia","Hotel Rooms: 12"
"US$86","Lotus Bungalows",Indonesia,Independent,"Jalan Raya Candidasa, 80871 Candidasa, Indonesia","Hotel Rooms: 20"
"US$14","Next Tuban Bali",Indonesia,Independent,"Jalan Puri Gerenceng No. 9xx, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 50"
"US$27","ZenRooms Kuta Flora",Indonesia,"Hotel Chain:
ZEN Rooms","Jln Bakung Sari 13 A, 80361 Kuta, Indonesia","Hotel Rooms: 3,"
"US$31","Prabhu Suites",Indonesia,Independent,"Jl. Seririt Singaraja Tangguwisia, 81153 Lovina, Indonesia","Hotel Rooms: 8"
"US$31","Uma Mandi Ubud",Indonesia,Independent,"Banjar Katik Lantang, Desa Singekerta, 80571 Ubud, Indonesia","Hotel Rooms: 5"
"US$14","Hotel Puri Tanah Lot",Indonesia,Independent,"Jalan Melasti, Lebak Bene, 80361 Legian, Indonesia","Hotel Rooms: 57"
"US$151","The Sandi Phala Beach Resort and Ma Joly Restaurant",Indonesia,Independent,"Jl. Wana Segara, Bali, 80361 Kuta, Indonesia","Hotel Rooms: 11"
"US$44","ZEN Rooms Legian Sriwijaya Surfer",Indonesia,Independent,"Jalan Sriwijaya No. 88, 80361 Legian, Indonesia","Hotel Rooms: 3"
"US$13","Melati View Hotel",Indonesia,Independent,"Jalan Kartika Plaza, Gang Melati No. 1, 80112 Kuta, Indonesia","Hotel Rooms: 15"
"US$20","Cozy Stay Hotel",Indonesia,"Hotel Chain:
Avilla Hospitality","Jl. Gunung Soputan No. 88, Denpasar , 80361 Denpasar, Indonesia","Hotel Rooms: 72,"
"US$15","Coco De Heaven House",Indonesia,Independent,"Jalan Bay Ngurah Rai 17 X, Kuta Selatan, Jimbaran, 80361 Jimbaran, Indonesia","Hotel Rooms: 30"
"US$21","Kembang Sari Suites",Indonesia,Independent,"Jl. Nakula V No. 2, 80361 Seminyak, Indonesia","Hotel Rooms: 10"
"US$44","ZenRooms Seminyak Eka Laweya",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Eka Laweya, Nakula No. 8, 80361 Seminyak, Indonesia","Hotel Rooms: 2,"
"US$11","Pesona Beach Inn",Indonesia,Independent,"Jalan Poppies I No. 31, 80361 Kuta, Indonesia","Hotel Rooms: 48"
"US$23","Bali Segara Hotel",Indonesia,Independent,"Jl. Dewi Sartika Gg Nusa Indah No. 9, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 14"
"US$19","Balita Beach Resort Kuta",Indonesia,Independent,"Jl. Poppies 2, 80361 Kuta, Indonesia","Hotel Rooms: 15"
"US$21","Bali Mega Hotel",Indonesia,Independent,"Jalan Batur Raya Nuansa Kori, Taman Griya, 80361 Jimbaran, Indonesia","Hotel Rooms: 60"
"US$65","The Sanyas Retreat",Indonesia,Independent,"Br. Dukuh, Desa Baturiti, Kerambitan, Tabanan, 80361 Tabanan, Indonesia","Hotel Rooms: 7"
"US$24","Bali Bungalo Hotel",Indonesia,Independent,"Jalan Pantai Kuta, 80361 Kuta, Indonesia","Hotel Rooms: 40"
"US$23","Sayan Kubu Resort",Indonesia,Independent,"Jl Raya Tunon No 88, Singakerta, 80571 Ubud, Indonesia","Hotel Rooms: 18"
"US$40","Swiss-Belhotel Rainforest",Indonesia,"Hotel Chain:
Swiss-Belhotel International","Jl. Sunset Road No.101, 80361 Kuta, Indonesia","Hotel Rooms: 161,"
"US$21","My Home @ Bali",Indonesia,Independent,"Jalan Bhineka Jatijaya XI/27, Kubu Anyar, 80361 Kuta, Indonesia","Hotel Rooms: 29"
"US$11","Taxa Inn Kuta Raya",Indonesia,Independent,"Jl. Raya Kuta No. 77 , 80361 Kuta, Indonesia","Hotel Rooms: 20"
"US$22","The Kubu Hotel",Indonesia,Independent,"Jalan Poppies 1, Gang Sorga, 80361 Kuta, Indonesia","Hotel Rooms: 30"
"US$29","ZenRooms Legian Patih Jelantik",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Patih Jelantik No. 11-12, 80361 Legian, Indonesia","Hotel Rooms: 5,"
"US$73","The Sari Beach",Indonesia,Independent,"Jln.Padma Utara,Legian Kaja, Kuta,badung, Bali, 80361 Legian, Indonesia","Hotel Rooms: 10"
"US$15","ZenRooms Kuta Kubu Anyar",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Kubu Anyar, Gang Kingkong 1, 80361 Kuta, Indonesia","Hotel Rooms: 5,"
"US$23","Eazy Suite",Indonesia,Independent,"Jl. Dewi Sri I, 80361 Legian, Indonesia","Hotel Rooms: 18"
"US$36","ZenRooms Legian Poppies One",Indonesia,"Hotel Chain:
ZEN Rooms","Poppies Lane 1, 80361 Kuta, Indonesia","Hotel Rooms: 5,"
"US$28","Anumana Bay View",Indonesia,Independent,"Jalan Pondok Mekar, 80361 Jimbaran, Indonesia","Hotel Rooms: 9"
"US$43","Artini 2 Cottage Ubud",Indonesia,Independent,"Jalan Hanoman, 80571 Ubud, Indonesia","Hotel Rooms: 26"
"US$19","The Harmony Legian Hotel",Indonesia,Independent,"Jl. Legian no 191 Kuta, 80361 Legian, Indonesia","Hotel Rooms: 67"
"US$25","Hotel Bellair",Indonesia,Independent,"Jl. By Pass Ngurah Rai No. 524, 80361 Sanur, Indonesia","Hotel Rooms: 17"
"US$147","De Moksha Boutique Resort",Indonesia,Independent,"Jalan Benuo, Banjar Kebilbil, Desa Belalang, Tabanan, 82121 Tanah Lot, Indonesia","Hotel Rooms: 8"
"US$12","Suka Beach Inn",Indonesia,Independent,"Jl. Benesari, Gang Poppies II, 80361 Kuta, Indonesia","Hotel Rooms: 70"
"US$19","The Ayudya Ulun Suan",Indonesia,Independent,"Jalan Ulun Suan No. 324 , 80221 Denpasar, Indonesia","Hotel Rooms: 50"
"US$27","ZEN Rooms Legian Troppozone Thematic",Indonesia,Independent,"Jalan Legian Gang Troppozone, 80361 Legian, Indonesia","Hotel Rooms: 5"
"US$80","Rama Phala Resort & Spa",Indonesia,Independent,"Jl. Pengosekan, 80361 Ubud, Indonesia","Hotel Rooms: 36"
"US$78","Astagina Resort and Spa",Indonesia,Independent,"Jalan Werkudara No. 8 Legian Bali, 80361 Legian, Indonesia","Hotel Rooms: 72"
"US$27","The Puspa Ubud Hotel",Indonesia,Independent,"Jalan Raya Pengosekan, 80571 Ubud, Indonesia","Hotel Rooms: 14"
"US$28","MaxOne Suites @ Kuta Tuban",Indonesia,Independent,"Jl. Raya Tuban No.111 Kuta Bali, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 120"
"US$27","Manik Bulan Hotel",Indonesia,Independent,"Jl. Asah Gobleg, Desa Gobleg, Kecamatan Banjar, Kabupaten Buleleng, Bali, 81152 Munduk, Indonesia","Hotel Rooms: 4"
"US$22","The Spot Legian",Indonesia,Independent,"Jl. Raya Legian (Ground Zero), Gg. Troppozone No.8, 80361 Legian, Indonesia","Hotel Rooms: 21"
"US$22","Berry Biz Hotel",Indonesia,"Hotel Chain:
Avilla Hospitality","Jalan Sunset Road No. 99, 80361 Seminyak, Indonesia","Hotel Rooms: 90,"
"US$35","The Tanis Hotel",Indonesia,Independent,"Mushroom Bay, Semarapura, 80771 Lembongan, Indonesia","Hotel Rooms: 19"
"US$23","Hotel Bali Warma",Indonesia,Independent,"Jalan Wira No. 2, 80361 Sanur, Indonesia","Hotel Rooms: 20"
"US$29","ZenRooms Kuta Tuban Suites",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Karang Tenget no. 15 Tuban Bali, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 5,"
"US$46","Kiskenda Cottages",Indonesia,Independent,"Jalan Bisma, 80571 Ubud, Indonesia","Hotel Rooms: 2"
"US$19","RedDoorz @ Nakula Sunset 2",Indonesia,"Hotel Chain:
RedDoorz","Jalan Nakula Timur gang Marga Ayu No. 88 Kuta, 80361 Legian, Indonesia","Hotel Rooms: 20,"
"US$24","Mars City Hotel",Indonesia,Independent,"Jl. Kertha Dalem, 80361 Denpasar, Indonesia","Hotel Rooms: 96"
"US$14","Mekar Jaya Bungalows",Indonesia,Independent,"Jalan Benesari, 80361 Kuta, Indonesia","Hotel Rooms: 40"
"US$25","ZenRooms Legian Troppozone",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Raya Legian II Gang Troppozone, 80361 Legian, Indonesia","Hotel Rooms: 5,"
"US$30","Quest Hotel Kuta",Indonesia,"Hotel Chain:
Aston International Hotels, Resorts & Residences","Jl. Kediri No. 9, Tuban, 80361 Kuta, Indonesia","Hotel Rooms: 95,"
"US$95","Anhera Suite & Spa",Indonesia,Independent,"Jl. Raya Sanggingan No 168, 80571 Ubud, Indonesia","Hotel Rooms: 8"
"US$18","Asoka City Bali",Indonesia,Independent,"Jalan Kubu Anyar No.40, 80361 Kuta, Indonesia","Hotel Rooms: 58"
"US$140","The Dreamland Luxury Villas & Spa",Indonesia,Independent,"Jalan Raya Uluwatu, Ungasan, 80364 Uluwatu, Indonesia","Hotel Rooms: 42"
"US$65","Marbella Pool Suites Seminyak",Indonesia,Independent,"Jalan Lebak Sari No. 20X, 80361 Seminyak, Indonesia","Hotel Rooms: 26"
"US$27","Agung And Sue Watering Hole II",Indonesia,Independent,"Jalan Cemara No. 60, 80361 Sanur, Indonesia","Hotel Rooms: 20"
"US$27","Ayu Taman Sari",Indonesia,Independent,"Jl. Raya Nyuh Tebel BTN No.7, 80871 Candidasa, Indonesia","Hotel Rooms: 3"
"US$31","Classic Beach Villas",Indonesia,Independent,"Jalan I Ketut Natih, 80852 Amed, Indonesia","Hotel Rooms: 4"
"US$50","Amaroossa Suite",Indonesia,Independent,"Jalan Kebo Iwa, No 2, Taman Mumbul, 80361 Nusa Dua, Indonesia","Hotel Rooms: 60"
"US$23","Ubud Terrace",Indonesia,Independent,"Jalan Monkey Forest, 80571 Ubud, Indonesia","Hotel Rooms: 22"
"US$31","Kubu Beach Lovina",Indonesia,Independent,"Jl. Raya Tukad Mungga, 81111 Lovina, Indonesia","Hotel Rooms: 12"
"US$59","Bali Relaxing Resort and Spa",Indonesia,Independent,"Jalan Pratama No 62 Tanjung Benoa, 80363 Nusa Dua, Indonesia","Hotel Rooms: 115"
"US$61","Core Hotel Benoa",Indonesia,Independent,"Jl. Pratama, Tanjung Benoa,, 80361 Nusa Dua, Indonesia","Hotel Rooms: 24"
"US$14","Sapta Petala Hotel",Indonesia,Independent,"Jl. Kubu Anyar No.27 , 80361 Kuta, Indonesia","Hotel Rooms: 24"
"US$53","Sahadewa Resort & Spa",Indonesia,Independent,"Jl. Hanoman, 80571 Ubud, Indonesia","Hotel Rooms: 24"
"US$36","Golden Tulip Essential Denpasar",Indonesia,"Hotel Chain:
Golden Tulip","Jl. Gatot Subroto Barat No. 101, 80116 Denpasar, Indonesia","Hotel Rooms: 94,"
"US$21","7 Days Premium Kuta Bali Hotel",Indonesia,Independent,"Jl. Sunset Road No.6S, 80361 Kuta, Indonesia","Hotel Rooms: 75"
"US$38","Hotel Santika Kuta",Indonesia,"Hotel Chain:
Santika Indonesia Hotels & Resorts","Jalan Raya Kuta No.98, Bali, 80361 Kuta, Indonesia","Hotel Rooms: 101,"
"US$57","HARRIS Resort Kuta Beach",Indonesia,"Hotel Chain:
HARRIS Hotels & Resorts","Pantai Kuta Street, Bali, 80361 Kuta, Indonesia","Hotel Rooms: 191,"
"US$35","ZenRooms Kuta Sunset Road 2",Indonesia,"Hotel Chain:
ZEN Rooms","Jl. Sunset Road No.6S, 80361 Kuta, Indonesia","Hotel Rooms: 2,"
"US$15","Spazzio Bali Hotel",Indonesia,Independent,"Jl. Dewi Sri No.20, 80361 Legian, Indonesia","Hotel Rooms: 61"
"US$22","Loft Legian Hotel Bali",Indonesia,"Hotel Chain:
Avilla Hospitality","Jln. Melasti No. 99 Legian, 80361 Legian, Indonesia","Hotel Rooms: 50,"
"US$39","ZenRooms Ubud Penestanan 2",Indonesia,"Hotel Chain:
ZEN Rooms","Jalan Raya Penestanan, 80571 Ubud, Indonesia","Hotel Rooms: 5,"
"US$65","Sea Medewi Resort",Indonesia,Independent,"Jl. Pantai Bahari, Kec. Mendoyo, 82261 Pulukan, Indonesia","Hotel Rooms: 26"
"US$21","Euphoria Hotel",Indonesia,Independent,"Jalan Patih Jelantik No. 11-12, 80361 Legian, Indonesia","Hotel Rooms: 76"
"US$36","Best Western Kuta Villa",Indonesia,"Hotel Chain:
Best Western","Jalan Nyang Nyang Sari No.2, 80361 Kuta, Indonesia","Hotel Rooms: 122,,"
"US$58","Sense Sunset Hotel Seminyak",Indonesia,Independent,"Jalan Sunset Road No.88 S , 80361 Seminyak, Indonesia","Hotel Rooms: 168"
