Code,Web description,Brand,model,category,price,EAN,url,image_url
10037716,KIT COMANDO IRRIDEA TORO 1x1 A BATTERIA PER IMPIANTI FINO A 200 m²,TORO,TORO-KIT-COM-BAT,Garden,399,2000000068886,http://www.bricoman.it/negozio/rezzato/10037716,http://www.bricoman.it/media/foto_articoli/2013/1/10037716.JPG
10037122,"TRATTORINO 9,5 kW MTD TAGLIO 92 cm LE130    ",MTD,LE 130 - MTD,Garden,1790,4008423848991,http://www.bricoman.it/negozio/rezzato/10037122,http://www.bricoman.it/media/foto_articoli/2014/3/10037122.jpg
10037121,"TRATTORINO 9,2 kW MTD TAGLIO 76 cm RC125    ",MTD,RC 125 - MTD,Garden,1490,4008423854848,http://www.bricoman.it/negozio/rezzato/10037121,http://www.bricoman.it/media/foto_articoli/2013/4/10037121.jpg
10037779,TOSAERBA 1300W MTD TAGLIO 37cm SMART 38E    ,MTD,SMART 38 E - MTD,Garden,69.9,4008423855692,http://www.bricoman.it/negozio/rezzato/10037779,,
10039343,TOSAERBA 900 W MTD MC32E TAGLIO 31 cm  ,MTD,MC 32 E,Garden,39.9,4008423855753,http://www.bricoman.it/negozio/rezzato/10039343,http://www.bricoman.it/media/foto_articoli/2013/5/10039343.JPG
10022380,IDROPULITRICE 100bar KÄRCHER 340L/H  ,KARCHER,K2.18 M,Garden,69.9,4039784401358,http://www.bricoman.it/negozio/rezzato/10022380,,
10033071,IDROPULITRICE 120bar KÄRCHER 1600W CON LANCIA E UGELLO ROTANTE SPAZZOLA E T-RACER T250,KARCHER,K 3.150 T250,Garden,149,4039784439443,http://www.bricoman.it/negozio/rezzato/10033071,,
10022527,IDROPULITRICE 120bar KÄRCHER 1600W K3.150 ,KARCHER,K3.150,Garden,129,4039784466487,http://www.bricoman.it/negozio/rezzato/10022527,,
10032140,IDROPULITRICE 110bar 16 KÄRCHER  ,KARCHER,K 2.75 M,Garden,99,4039784468801,http://www.bricoman.it/negozio/rezzato/10032140,,
10037608,"IDROPULITRICE 130 bar KÄRCHER 1800 W K4 COMPACT PORTATA 420 lt/h PESO 10,7 kg",KÃRCHER,K4 COMPACT,Garden,249,4039784729339,http://www.bricoman.it/negozio/rezzato/10037608,http://www.bricoman.it/media/foto_articoli/2013/4/10037608.JPG
10037612,"IDROPULITRICE 160 bar KÄRCHER 2500 W K7 PREMIUM PORTATA 550 lt/h PESO 20,3 kg",KÃRCHER,K7 PREMIUM,Garden,499,4039784951211,http://www.bricoman.it/negozio/rezzato/10037612,http://www.bricoman.it/media/foto_articoli/2014/3/10037612.jpg
10026867,"IDROPULITRICE 145 bar KÄRCHER 2100 W K 5 HOME PORTATA 500 lt/h PESO 12,8 kg",KARCHER,K 5 HOME,Garden,318,4039784952652,http://www.bricoman.it/negozio/rezzato/10026867,http://www.bricoman.it/media/foto_articoli/2014/3/10026867.jpg
10037164,"MOTOSEGA 28,5 cc HITACHI CS25ECS BARRA 25cm PESO 2,9 kg ",HITACHI,CS25EC (S),Garden,299,4934528820047,http://www.bricoman.it/negozio/rezzato/10037164,http://www.bricoman.it/media/foto_articoli/2013/1/10037164.jpg
10037925,"DECESPUGLIATORE 39,8cc HITACHI CG40EASLP MOTORE PURE FIRE 2 TEMPI PESO 7,4 kg",HITACHI,CG40EAS(LP),Garden,329,4966376177219,http://www.bricoman.it/negozio/rezzato/10037925,http://www.bricoman.it/media/foto_articoli/2013/1/10037925.jpg
10037133,"DECESPUGLIATORE 30,8 cc HITACHI  ",HITACHI,CG31EBS,Garden,199,4966376179565,http://www.bricoman.it/negozio/rezzato/10037133,,
10037165,"MOTOSEGA 39,6 cc HITACHI CS40EA 38 BARRA 38 cm PESO 4,4 kg  ",HITACHI,CS40EA 38,Garden,319,4966376182671,http://www.bricoman.it/negozio/rezzato/10037165,http://www.bricoman.it/media/foto_articoli/2013/1/10037165.jpg
10015167,ASPIRATORE SOFFIATORE 2000 W FLYMO E TRITURATORE CAPACITÀ 45lt ,FLYMO,XLB 325,Garden,49.9,5011759025317,http://www.bricoman.it/negozio/rezzato/10015167,http://www.bricoman.it/media/foto_articoli/2013/7/10015167.jpg
10036582,ELETTROSEGA 1800W MCCULLOCH BARRA 35cm CON CATENA ,MCCULLOCH,POWERMAC PLUS 1800,Garden,74.9,5011759025973,http://www.bricoman.it/negozio/rezzato/10036582,http://www.bricoman.it/media/foto_articoli/2013/1/10036582.JPG
10005138,SEGHETTO 3 FILI FISKARS PER TRONCARAMI ACCESSORIO PER CUTTER TAGLIO 380mm L 455mm,FISKARS,110950,Garden,24.9,6411501096951,http://www.bricoman.it/negozio/rezzato/10005138,http://www.bricoman.it/media/foto_articoli/2011/10/10005138.jpg
10038093,CESOIA FISKARS NEW SMARTFIT BY-PASS LUNGHEZZA: 208mm  ,FISKARS,111610,Garden,14.9,6411501116109,http://www.bricoman.it/negozio/rezzato/10038093,http://www.bricoman.it/media/foto_articoli/2013/3/10038093.JPG
10026481,FORBICI GIARDINO FISKARS A CRICCHETTO LUNGHEZZA 180 mm ,FISKARS,111670,Garden,19.9,6411501116703,http://www.bricoman.it/negozio/rezzato/10026481,http://www.bricoman.it/media/foto_articoli/2012/5/10026481.jpg
10026505,TRONCARAMI FISKARS A INCUDINE TAGLIO 70cm ,FISKARS,112580,Garden,39.9,6411501125804,http://www.bricoman.it/negozio/rezzato/10026505,http://www.bricoman.it/media/foto_articoli/2011/10/10026505.jpg
10038094,CESOIA PER SIEPI FISKARS LAME ONDULATE TAGLIO 40mm  ,FISKARS,114730,Garden,24.9,6411501147301,http://www.bricoman.it/negozio/rezzato/10038094,http://www.bricoman.it/media/foto_articoli/2013/3/10038094.JPG
10025743,ASCIA UNIVERSALE FISKARS X15 1520gr  ,FISKARS,121460,Garden,48.3,6411501214607,http://www.bricoman.it/negozio/rezzato/10025743,http://www.bricoman.it/media/foto_articoli/2012/5/10025743.jpg
10026507,SEGHETTO FISKARS CON FODERO LUNGHEZZA 490mm LAMA 33cm ,FISKARS,123840,Garden,34.9,6411501238405,http://www.bricoman.it/negozio/rezzato/10026507,http://www.bricoman.it/media/foto_articoli/2011/10/10026507.jpg
10005129,FORBICI ERBA FISKARS TAGLIO 360° LUNGHEZZA 322mm ,FISKARS,113680,Garden,19.9,6411501966803,http://www.bricoman.it/negozio/rezzato/10005129,http://www.bricoman.it/media/foto_articoli/2011/10/10005129.jpg
10026508,KIT FISKARS MANUTENZIONE ATTREZZI TAGLIO  ,FISKARS,110990,Garden,12.9,6411501969903,http://www.bricoman.it/negozio/rezzato/10026508,http://www.bricoman.it/media/foto_articoli/2011/10/10026508.jpg
10005137,TAGLIARAMI FISKARS CUTTER PROFESSIONAL MANICO REGOLABILE 240-410cm LUNGHEZZA ASTA 242cm,FISKARS,115560,Garden,119,6411502965638,http://www.bricoman.it/negozio/rezzato/10005137,http://www.bricoman.it/media/foto_articoli/2012/5/10005137.jpg
10005135,TRONCARAMI FISKARS LEVA DEMOLTIPLICATA TAGLIO 80cm ,FISKARS,112470,Garden,59.9,6411503964715,http://www.bricoman.it/negozio/rezzato/10005135,http://www.bricoman.it/media/foto_articoli/2011/10/10005135.jpg
10005172,LAMA PER SEGONCINO ERGO BAHCO 53cm  ,BAHCO,51-21,Garden,4.9,7311518003906,http://www.bricoman.it/negozio/rezzato/10005172,http://www.bricoman.it/media/foto_articoli/2013/3/10005172.jpg
10005166,FORBICI ERBA BAHCO REGOLABILI 180°  ,BAHCO,GS-76,Garden,9.9,7311518010782,http://www.bricoman.it/negozio/rezzato/10005166,http://www.bricoman.it/media/foto_articoli/2012/5/10005166.jpg
10026514,ASCIA BAHCO 1 kg CON MANICO SAGOMATO   ,BAHCO,HUS-1.0-650,Garden,19.9,7311518123673,http://www.bricoman.it/negozio/rezzato/10026514,http://www.bricoman.it/media/foto_articoli/2013/3/10026514.jpg
10026513,ACCETTA BAHCO 782 g MANICO SAGOMATO ,BAHCO,HGPS-0.6-360,Garden,9.9,7311518123680,http://www.bricoman.it/negozio/rezzato/10026513,http://www.bricoman.it/media/foto_articoli/2013/3/10026513.jpg
10005171,SEGONCINO AD ARCO BAHCO ERGO 53 cm  ,BAHCO,10-21-51,Garden,11.9,7311518229344,http://www.bricoman.it/negozio/rezzato/10005171,http://www.bricoman.it/media/foto_articoli/2013/3/10005171.jpg
10026479,CESOIA PASSANTE BAHCO PROFESSIONAL  ,BAHCO,PX-M2,Garden,34.9,7311518233822,http://www.bricoman.it/negozio/rezzato/10026479,http://www.bricoman.it/media/foto_articoli/2011/10/10026479.jpg
10026512,SEGACCIO BAHCO CON FODERO LAMA 28cm ,BAHCO,4128-JT-H,Garden,24.9,7311518267810,http://www.bricoman.it/negozio/rezzato/10026512,http://www.bricoman.it/media/foto_articoli/2011/10/10026512.jpg
10005168,CESOIA PASSANTE BAHCO LUNGHEZZA 210mm ,BAHCO,P126-22,Garden,16.9,7311518275303,http://www.bricoman.it/negozio/rezzato/10005168,http://www.bricoman.it/media/foto_articoli/2011/10/10005168.jpg
10026478,CESOIA PASSANTE BAHCO EXPERT  ,BAHCO,P108-23-F,Garden,25.9,7311518275525,http://www.bricoman.it/negozio/rezzato/10026478,http://www.bricoman.it/media/foto_articoli/2011/10/10026478.jpg
10026510,CESOIA PER SIEPI BAHCO PROFESSIONALE TAGLIO 730mm ,BAHCO,P51H-SL,Garden,59.9,7311518301224,http://www.bricoman.it/negozio/rezzato/10026510,http://www.bricoman.it/media/foto_articoli/2011/10/10026510.jpg
10005170,LAMA PER SEGHETTO TALENT BAHCO 53cm  ,BAHCO,ET832-21,Garden,1.9,7315965106944,http://www.bricoman.it/negozio/rezzato/10005170,http://www.bricoman.it/media/foto_articoli/2013/3/10005170.jpg
10005169,SEGHETTO AD ARCO BAHCO TALENT 53cm  ,BAHCO,T-826-832-21,Garden,5.9,7315965107200,http://www.bricoman.it/negozio/rezzato/10005169,http://www.bricoman.it/media/foto_articoli/2012/5/10005169.jpg
10024933,MOTOSEGA 46cc MC CULLOCH BARRA 40cm  ,MCCULLOCH,MAC 4-20XT,Garden,139,7391736960632,http://www.bricoman.it/negozio/rezzato/10024933,,
10031153,MOTOSEGA 38cc MCCULLOCH 35cm  ,MCCULLOCH,MAC 738,Garden,149,7391736960700,http://www.bricoman.it/negozio/rezzato/10031153,,
10015160,"ELETTROSEGA 2200 W MC CULLOCH CON KIT CATENA OCCHIALI GUANTI PESO 4,6 kg",MC CULLOCH,E PROMAC 2200,Garden,139,7391736961295,http://www.bricoman.it/negozio/rezzato/10015160,http://www.bricoman.it/media/foto_articoli/2012/5/10015160.jpg
10020726,"SPAZZANEVE 352cc MCCULLOCH FRESA 76 cm MOTORE B&S 1650 SNOW SERIE ALTEZZA FRESA 58,5 cm",MCCULLOCH,PM 105,Garden,1890,7391736967679,http://www.bricoman.it/negozio/rezzato/10020726,http://www.bricoman.it/media/foto_articoli/2012/4/10020726.jpg
10021893,TOSAERBA SEMOVENTE 148cc MCCULLOCH M46-450C TAGLIO 46cm ,MCCULLOCH,M46-450C,Garden,199.9,7391736967709,http://www.bricoman.it/negozio/rezzato/10021893,,
10029443,"MOTOSEGA 38 cc MC CULLOCH CS 380T BARRA 40 cm PESO 5,2 kg USO FREQUENTE",MC CULLOCH,CS 380,Garden,219,7391736967747,http://www.bricoman.it/negozio/rezzato/10029443,http://www.bricoman.it/media/foto_articoli/2012/5/10029443.jpg
10036780,"MOTOSEGA 34cc MCCULLOCH BARRA 40cm CON BOCCETTA D'OLIO 0,10lt PESO 5,2 kg",MCCULLOCH,CS 340,Garden,169,7391736968713,http://www.bricoman.it/negozio/rezzato/10036780,http://www.bricoman.it/media/foto_articoli/2013/10/10036780.jpg
10018691,MOTOCOLTIVATORE 205 cc MCCULLOCH MRT6 LARGHEZZA LAVORO 43 cm MOTORE B&S 900,MCCULLOCH,MRT6,Garden,899,7391736968850,http://www.bricoman.it/negozio/rezzato/10018691,http://www.bricoman.it/media/foto_articoli/2013/11/10018691.jpg
10023652,ASPIRATORE SOFFIATORE 25 cc MC CULLOCH E TRITURATORE ,MCCULLOCH,mac gbv 325,Garden,149,7393080382528,http://www.bricoman.it/negozio/rezzato/10023652,,
10029442,"MOTOSEGA 34 cc MC CULLOCH CS340 BARRA 35 cm PESO 5,2 kg USO REGOLARE",MC CULLOCH,CS340,Garden,159,7393081509337,http://www.bricoman.it/negozio/rezzato/10029442,http://www.bricoman.it/media/foto_articoli/2012/5/10029442.jpg
10005561,PROGRAMMATORE A 6 ZONE COMETA CLABER  ,CLABER,8016,Garden,109,8000625080168,http://www.bricoman.it/negozio/rezzato/10005561,http://www.bricoman.it/media/foto_articoli/2011/10/10005561.jpg
10026677,PROGRAMMATORE MULTIPLA LCD CLABER DC 9V  ,CLABER,8060,Garden,89.9,8000625080601,http://www.bricoman.it/negozio/rezzato/10026677,http://www.bricoman.it/media/foto_articoli/2011/10/10026677.jpg
10028405,CARRELLO AVVOLGITUBO METAL 60  ,CLABER,8891,Garden,49.9,8000625088911,http://www.bricoman.it/negozio/rezzato/10028405,,
10016935,"CARRELLO CLABER E TUBO 20 m Ø 12,5"" IN ALLUMINIO E KIT 4 RACCORDI",CLABER,8941,Garden,21.9,8000625089413,http://www.bricoman.it/negozio/rezzato/10016935,,
10033596,CARRELLO CON TUBO 20m CLABER+4 RACCORDI  ,CLABER,89970000,Garden,34.9,8000625089970,http://www.bricoman.it/negozio/rezzato/10033596,,
10025371,"POP UP 2"" 5cm CLABER STATICO REGOLABILE  ",CLABER,90004,Garden,5.8,8000625900046,http://www.bricoman.it/negozio/rezzato/10025371,http://www.bricoman.it/media/foto_articoli/2011/10/10025371.jpg
10005564,"POP-UP REGOLABILE CLABER ALZO 4""  ",CLABER,90006,Garden,6.45,8000625900060,http://www.bricoman.it/negozio/rezzato/10005564,http://www.bricoman.it/media/foto_articoli/2011/10/10005564.jpg
10005565,"POP UP 360° ALZO 4"" CLABER  ",CLABER,90043,Garden,5.8,8000625900435,http://www.bricoman.it/negozio/rezzato/10005565,http://www.bricoman.it/media/foto_articoli/2011/10/10005565.jpg
10025374,"POP UP 4"" 10cm 180° CLABER STATICO REGOLABILE ",CLABER,90055,Garden,5.8,8000625900558,http://www.bricoman.it/negozio/rezzato/10025374,http://www.bricoman.it/media/foto_articoli/2011/10/10025374.jpg
10025373,"POP UP 4"" 10cm 90° CLABER STATICO REGOLABILE ",CLABER,90097,Garden,5.8,8000625900978,http://www.bricoman.it/negozio/rezzato/10025373,http://www.bricoman.it/media/foto_articoli/2011/10/10025373.jpg
10025375,"POP UP TURBINA 4"" 10cm CLABER 40°-360°  ",CLABER,90474,Garden,19.1,8000625904747,http://www.bricoman.it/negozio/rezzato/10025375,http://www.bricoman.it/media/foto_articoli/2011/10/10025375.jpg
10005566,IRRIGATORE A TURBINA CLABER  ,CLABER,90478,Garden,21.7,8000625904785,http://www.bricoman.it/negozio/rezzato/10005566,http://www.bricoman.it/media/foto_articoli/2011/10/10005566.jpg
10025370,"PROLUNGA FLESSIBILE CLABER 3/4""-1/2""  ",CLABER,90746,Garden,5.85,8000625907465,http://www.bricoman.it/negozio/rezzato/10025370,http://www.bricoman.it/media/foto_articoli/2011/10/10025370.jpg
10025367,"RACCORDO CURVA CLABER M/F 1""  ",CLABER,90807,Garden,2.25,8000625908073,http://www.bricoman.it/negozio/rezzato/10025367,http://www.bricoman.it/media/foto_articoli/2012/1/10025367.jpg
10025368,"RACCORDO A T CLABER FxFxM 1""  ",CLABER,90808,Garden,3.35,8000625908080,http://www.bricoman.it/negozio/rezzato/10025368,http://www.bricoman.it/media/foto_articoli/2012/1/10025368.jpg
10025363,MODULO DI COMANDO CLABER ELETTROVALVOLA 9V ,CLABER,90821,Garden,87.8,8000625908219,http://www.bricoman.it/negozio/rezzato/10025363,http://www.bricoman.it/media/foto_articoli/2012/1/10025363.jpg
10025364,SENSORE DI PIOGGIA CLABER  ,CLABER,90915,Garden,24.5,8000625909155,http://www.bricoman.it/negozio/rezzato/10025364,http://www.bricoman.it/media/foto_articoli/2012/1/10025364.jpg
10025369,"FILTRO IN LINEA CLABER 1""x1""  ",CLABER,90919,Garden,12.15,8000625909193,http://www.bricoman.it/negozio/rezzato/10025369,http://www.bricoman.it/media/foto_articoli/2012/1/10025369.jpg
10025377,RACCORDO AUTOMATICO CLABER TUBO 16mm  ,CLABER,99009,Garden,2.4,8000625990092,http://www.bricoman.it/negozio/rezzato/10025377,http://www.bricoman.it/media/foto_articoli/2011/10/10025377.jpg
10025376,"RACCORDO TUBO 16mm CLABER F 3/4""-1/2""  ",CLABER,99013,Garden,1.35,8000625990139,http://www.bricoman.it/negozio/rezzato/10025376,http://www.bricoman.it/media/foto_articoli/2011/10/10025376.jpg
10025380,"RACCORDO 3 VIE TUBO 16mm CLABER M 1/2""  ",CLABER,99017,Garden,1.6,8000625990177,http://www.bricoman.it/negozio/rezzato/10025380,http://www.bricoman.it/media/foto_articoli/2011/10/10025380.jpg
10025379,"GOMITO PER TUBO 16mm CLABER M 1/2""  ",CLABER,99019,Garden,1.4,8000625990191,http://www.bricoman.it/negozio/rezzato/10025379,http://www.bricoman.it/media/foto_articoli/2011/10/10025379.jpg
10025381,"RACCORDO ANGOLO TUBO 16mm CLABER M 1/2""  ",CLABER,99021,Garden,2.7,8000625990214,http://www.bricoman.it/negozio/rezzato/10025381,http://www.bricoman.it/media/foto_articoli/2011/10/10025381.jpg
10025382,RACCORDO PROLUNGA TUBO 16mm CLABER  ,CLABER,99023,Garden,1.05,8000625990238,http://www.bricoman.it/negozio/rezzato/10025382,http://www.bricoman.it/media/foto_articoli/2011/10/10025382.jpg
10025383,RACCORDO ANGOLO TUBO 16mm CLABER  ,CLABER,99025,Garden,1.65,8000625990252,http://www.bricoman.it/negozio/rezzato/10025383,http://www.bricoman.it/media/foto_articoli/2011/10/10025383.jpg
10025384,RACCORDO 3 VIE TUBO 16mm CLABER  ,CLABER,99029,Garden,2.05,8000625990290,http://www.bricoman.it/negozio/rezzato/10025384,http://www.bricoman.it/media/foto_articoli/2011/10/10025384.jpg
10025378,RUBINETTO TUBO COLLETTORE 16mm CLABER  ,CLABER,99033,Garden,3.3,8000625990337,http://www.bricoman.it/negozio/rezzato/10025378,http://www.bricoman.it/media/foto_articoli/2011/10/10025378.jpg
10025385,TAPPO DI FINE TUBO 16mm CLABER  ,CLABER,99035,Garden,1.2,8000625990351,http://www.bricoman.it/negozio/rezzato/10025385,http://www.bricoman.it/media/foto_articoli/2011/10/10025385.jpg
10018673,OLIO 1lt CASTROL GARDEN 2 TEMPI MINERALE ,CASTROL,GARDEN 2T OIL,Garden,6.9,8005707200007,http://www.bricoman.it/negozio/rezzato/10018673,,
10035356,OLIO 1lt CASTROL GARDEN 2 TEMPI SINTETICO ,CASTROL,GARDEN SYNTHETIC 2T OIL,Garden,9.9,8005707200021,http://www.bricoman.it/negozio/rezzato/10035356,,
10038731,OLIO 500 ml SYNT CASTROL 2 TEMPI  ,CASTROL,GARDEN SYNTHETIC 2T OIL,Garden,5.9,8005707200045,http://www.bricoman.it/negozio/rezzato/10038731,,
10035351,OLIO 1lt CASTROL 4 TEMPI MINERALE  ,CASTROL,GARDEN 4T OIL,Garden,6.9,8005707200069,http://www.bricoman.it/negozio/rezzato/10035351,,
10035355,OLIO 1lt CASTROL PROTETTIVO CATENE  ,CASTROL,CASTROL CHAIN SPRAY O-R,Garden,5.9,8005707901706,http://www.bricoman.it/negozio/rezzato/10035355,,
10005132,CESOIA PASSANTE FISKARS GARDEN PRO LUNGHEZZA 230mm ,FISKARS,111960,Garden,19.9,8008220029629,http://www.bricoman.it/negozio/rezzato/10005132,http://www.bricoman.it/media/foto_articoli/2011/10/10005132.jpg
10037604,DETERGENTE LAVAGGIO AUTO LAVORWASH TANICA 2lt  ,LAVORWASH,0.010.0030,Garden,5.9,8013298010134,http://www.bricoman.it/negozio/rezzato/10037604,http://www.bricoman.it/media/foto_articoli/2013/1/10037604.jpg
10037605,DETERGENTE UNIVERSALE LAVORWASH TANICA 2lt  ,LAVORWASH,0.010.0029,Garden,6.9,8013298010141,http://www.bricoman.it/negozio/rezzato/10037605,http://www.bricoman.it/media/foto_articoli/2013/1/10037605.jpg
10037606,SABBIANTE FINE LAVORWASH SACCO 5 kg    ,LAVORWASH,0.011.0001,Garden,7.9,8013298010172,http://www.bricoman.it/negozio/rezzato/10037606,http://www.bricoman.it/media/foto_articoli/2013/1/10037606.jpg
10037596,SPAZZOLA ROTANTE LAVORWASH SENZA SNODO    ,LAVORWASH,60100001,Garden,16.9,8013298011155,http://www.bricoman.it/negozio/rezzato/10037596,http://www.bricoman.it/media/foto_articoli/2013/1/10037596.jpg
10037595,SPAZZOLA FISSA LAVORWASH MORBIDA UNIVERSALE  ,LAVORWASH,60100002,Garden,11.9,8013298011162,http://www.bricoman.it/negozio/rezzato/10037595,http://www.bricoman.it/media/foto_articoli/2013/1/10037595.jpg
10037594,LANCIA IDROSABBIANTE LAVORWASH    ,LAVORWASH,60100004,Garden,39.9,8013298011186,http://www.bricoman.it/negozio/rezzato/10037594,http://www.bricoman.it/media/foto_articoli/2013/1/10037594.jpg
10037591,LANCIA LAVORWASH CON REGOLATORE DI PRESSIONE  ,LAVORWASH,60100006,Garden,19.9,8013298011209,http://www.bricoman.it/negozio/rezzato/10037591,http://www.bricoman.it/media/foto_articoli/2013/1/10037591.jpg
10037590,LANCIA RICAMBIO LAVORWASH    ,LAVORWASH,60100010,Garden,12.9,8013298011247,http://www.bricoman.it/negozio/rezzato/10037590,http://www.bricoman.it/media/foto_articoli/2013/1/10037590.jpg
10037602,SONDA STURATUBI 15 m LAVORWASH    ,LAVORWASH,60100016,Garden,55.9,8013298011322,http://www.bricoman.it/negozio/rezzato/10037602,http://www.bricoman.it/media/foto_articoli/2013/1/10037602.jpg
10037599,TUBO RICAMBIO 6m LAVORWASH    ,LAVORWASH,60100017,Garden,21.9,8013298011339,http://www.bricoman.it/negozio/rezzato/10037599,http://www.bricoman.it/media/foto_articoli/2013/1/10037599.jpg
10037592,LANCIA LAVORWASH ALTA/BASSA PRESSIONE CON REGOLATORE DI PRESSIONE  ,LAVORWASH,60100024,Garden,26.9,8013298011469,http://www.bricoman.it/negozio/rezzato/10037592,http://www.bricoman.it/media/foto_articoli/2013/1/10037592.jpg
10037597,SPAZZOLA SURFER LAVORWASH CON 4 ADATTATORI ,LAVORWASH,60080151,Garden,59.9,8013298011537,http://www.bricoman.it/negozio/rezzato/10037597,http://www.bricoman.it/media/foto_articoli/2013/1/10037597.jpg
10037603,FILTRO IDRICO LAVORWASH 3/4F-3/4M    ,LAVORWASH,60100081,Garden,9.9,8013298012107,http://www.bricoman.it/negozio/rezzato/10037603,http://www.bricoman.it/media/foto_articoli/2013/1/10037603.jpg
10039239,PISTOLA LAVORWASH CON ATTACCO RAPIDO ADATTA PER I MODELLI RAPTOR RUNNER 20 E TORNADO,LAVORWASH,60100088,Garden,24.9,8013298012633,http://www.bricoman.it/negozio/rezzato/10039239,http://www.bricoman.it/media/foto_articoli/2013/4/10039239.JPG
10034168,IDROPULITRICE 200bar LAVORWASH INDIPENDENT 2008 ,LAVORWASH,INDIPENDENT 2008,Garden,599,8013298168781,http://www.bricoman.it/negozio/rezzato/10034168,,
10038465,IDROPULITRICE 150bar LAVORWASH 2100W STM 150  ,LAVORWASH,STM 150,Garden,129.9,8013298168958,http://www.bricoman.it/negozio/rezzato/10038465,,
10037582,"IDROPULITRICE 100 bar LAVORWASH 1500 W EXPRESS 15 PORTATA 330 lt/h PESO 6,5 kg",LAVORWASH,EXPRESS 15,Garden,59.9,8013298169108,http://www.bricoman.it/negozio/rezzato/10037582,http://www.bricoman.it/media/foto_articoli/2013/1/10037582.jpg
10037587,IDROPULITRICE 125 bar LAVORWASH 1800 W TORNADO PORTATA 380 lt/h PESO 9 kg,LAVORWASH,TORNADO 125,Garden,99.9,8013298200696,http://www.bricoman.it/negozio/rezzato/10037587,http://www.bricoman.it/media/foto_articoli/2013/1/10037587.jpg
10041508,POMPA DI SUPERFICIE 750 W LOWARA AUTOADESCANTE INOX PREVALENZA MAX 38 m,LOWARA,BGM 7/A,Garden,219,8016935003315,http://www.bricoman.it/negozio/rezzato/10041508,http://www.bricoman.it/media/foto_articoli/2014/1/10041508.jpg
10041490,POMPA SOMMERSA 250 W LOWARA ACQUE PULITE INOX PREVALENZA MAX 6 m PROFONDITA' MAX 5 m,LOWARA,DOC 3/A,Garden,169,8016935003407,http://www.bricoman.it/negozio/rezzato/10041490,http://www.bricoman.it/media/foto_articoli/2014/1/10041490.jpg
10041491,POMPA SOMMERSA 550 W LOWARA ACQUE PULITE INOX PREVALENZA MAX 10 m PROFONDITA' MAX 5 m,LOWARA,DOC 7/A,Garden,229,8016935003414,http://www.bricoman.it/negozio/rezzato/10041491,http://www.bricoman.it/media/foto_articoli/2014/1/10041491.jpg
10041502,POMPA SOMMERSA 550W LOWARA ACQUE SPORCHE PROFONDI PREVALENZA MAX 7 m PROFONDITA' MAX 5 m,LOWARA,DOMO 7VX/B,Garden,299,8016935004367,http://www.bricoman.it/negozio/rezzato/10041502,http://www.bricoman.it/media/foto_articoli/2013/9/10041502.jpg
10041503,POMPA SOMMERSA 750W LOWARA ACQUE SPORCHE PROFONDI PREVALENZA MAX 7 m PROFONDITA' MAX 5 m,LOWARA,DOMO 10VX/B,Garden,379,8016935004404,http://www.bricoman.it/negozio/rezzato/10041503,http://www.bricoman.it/media/foto_articoli/2014/1/10041503.jpg
10041492,POMPA SOMMERSA 750 W LOWARA POZZI PROFONDI PREVALENZA MAX 57m PROFONDITA' MAX 20 m,LOWARA,SC207C G L27,Garden,479,8016935004459,http://www.bricoman.it/negozio/rezzato/10041492,http://www.bricoman.it/media/foto_articoli/2014/1/10041492.jpg
10041494,POMPA SOMMERSA 1100 W LOWARA POZZI PROFONDI PREVALENZA MAX 84m PROFONDITA' MAX 150 m,LOWARA,4GS11M-4OS,Garden,599,8016935004565,http://www.bricoman.it/negozio/rezzato/10041494,http://www.bricoman.it/media/foto_articoli/2014/1/10041494.jpg
10041507,POMPA SOMMERSA 1100 W LOWARA DA CANTIERE PREVALENZA MAX 13 m PROFONDITA' MAX 5 m,LOWARA,DL 109/A,Garden,790,8016935006538,http://www.bricoman.it/negozio/rezzato/10041507,http://www.bricoman.it/media/foto_articoli/2014/1/10041507.jpg
10041496,POMPA SOMMERSA 1100W LOWARA POZZI PROFONDI PREVALENZA MAX 119 PROFONDITA' MAX 150m,LOWARA,2GS11M-4OS,Garden,599,8016935006545,http://www.bricoman.it/negozio/rezzato/10041496,http://www.bricoman.it/media/foto_articoli/2013/9/10041496.jpg
10041506,POMPA SOMMERSA 1100 W LOWARA TRITURATORE PREVALENZA MAX 21 m PROFONDITA' MAX 5 m,LOWARA,DOMO GRI 11,Garden,649,8016935006569,http://www.bricoman.it/negozio/rezzato/10041506,http://www.bricoman.it/media/foto_articoli/2014/1/10041506.jpg
10029446,AFFILACATENE MANUALE CARLTON  ,CARLTON,22C2000,Garden,19.9,8033655003104,http://www.bricoman.it/negozio/rezzato/10029446,http://www.bricoman.it/media/foto_articoli/2012/3/10029446.jpg
10026362,"CATENA CARLTON DENTI 49 MISURA 3/8""  ",CARLTON,N1C-49E,Garden,9.9,8054188180049,http://www.bricoman.it/negozio/rezzato/10026362,http://www.bricoman.it/media/foto_articoli/2012/3/10026362.jpg
10026368,"CATENA CARLTON DENTI 60 MISURA 3/8""  ",CARLTON,N1C-60E,Garden,11.9,8054188180070,http://www.bricoman.it/negozio/rezzato/10026368,http://www.bricoman.it/media/foto_articoli/2012/3/10026368.jpg
