SKU,Product,Category,John Lewis URL,JL product code,Habitat URL,Heals URL,West Elm URL,Next URL,Next product code
CHAPERC04GRY-UK,"Percy Scoop Back Chair, Pewter Grey",Downstairs Furniture,http://www.johnlewis.com/john-lewis-moreton-upholstered-dining-chair/p839094,,,,http://www.westelm.co.uk/products/curved-upholstered-chair-f814/?pkey=cdining-chairs&cm_src=dining-chairs||NoFacet-_-NoFacet-_--_-,,
CHAWTN005BEI-UK,"2 x Wilton Dining Chairs, Biscuit Beige",Downstairs Furniture,,,http://www.habitat.co.uk/valentina-cream-upholstered-dining-chair/chairs-and-benches//fcp-product/243140,http://www.heals.co.uk/chairs+stools/heals-curve-upholstered-dining-chair/invt/curve_chair,http://www.westelm.co.uk/porter-upholstered-dining-chairs-g262,http://www.next.co.uk/x557046s4#687652x55,
CTBHNLY02ZWN-UK,"Hooper Storage Coffee Table, Walnut",Downstairs Furniture,,,,,,,
CTBRNG004ZCO-UK,"Range Round Coffee Table, Oak and Copper",Downstairs Furniture,,,,,http://www.westelm.co.uk/products/reeve-mid-century-coffee-table-walnut-h521/?pkey=ccoffee-side-tables&cm_src=coffee-side-tables||NoFacet-_-NoFacet-_--_-,,
SDBJNS001ZOK-UK,"Jenson Sideboard, Solid Oak",Downstairs Furniture,http://www.johnlewis.com/ebbe-gehl-for-john-lewis-mira-sideboard-oak/p573556,,http://www.habitat.co.uk/vince-oak-3-door-sideboard/sideboards//fcp-product/236609,http://www.heals.co.uk/shelving+storage/ercol-romana-large-sideboard/invt/601771,http://www.westelm.co.uk/products/mid-century-dining-storage-acorn-h860/?pkey=cconsoles-buffet-tables&cm_src=consoles-buffet-tables||NoFacet-_-NoFacet-_--_-,,
STBRNG001ZOK-UK,"Range Side Table, Oak and Brass",Downstairs Furniture,,,,,,,
STOBND005ZOK-UK,"Henge Large Storage Unit, Oak and White",Downstairs Furniture,,,http://www.habitat.co.uk/bocksey-oak/white-modular-dining-cupboard/sideboards//fcp-product/138214,,,,
TBLBRM001WHI-UK,"Bramante Extending Dining Table, White",Downstairs Furniture,http://www.johnlewis.com/john-lewis-odyssey-6-10-seater-dining-table/p419309,,http://www.habitat.co.uk/rio-white-glass-extending-dining-table/dining-tables//fcp-product/29755,http://www.heals.co.uk/dining-tables/kartell-zooom-extension-dining-table-by-piero-lissoni/invt/zooom,,http://www.next.co.uk/x553058s1#684175x55,
TBLBRM004WHI-UK,"Bramante Square Extending Dining Table, White",Downstairs Furniture,,,,,,http://www.next.co.uk/x551058s1#478867x55,
TBLEDE003WHI-UK,"Edelweiss Extending Dining Table, Ash and Off White",Downstairs Furniture,,,,http://www.heals.co.uk/dining-tables/bridge-extending-dining-table-by-matthew-hilton/invt/bridge_table,,,
TBLJNS003ZOK-UK,"Jenson Extending Dining Table, Solid Oak",Downstairs Furniture,http://www.johnlewis.com/bethan-gray-for-john-lewis-noah-8-seater-fixed-top-dining-table/p627285,,http://www.habitat.co.uk/parker-oak-extending-dining-table/dining-tables//fcp-product/19481,,http://www.westelm.co.uk/parker-expandable-dining-table-g830,http://www.next.co.uk/x554066s1#121763x55,
FLPAUST02ZCO-UK,"Austin Floor Lamp, Copper",Lighting,http://www.johnlewis.com/john-lewis-alium-floor-lamp/p231792143,,http://www.habitat.co.uk/nyx-silver-3-head-floor-lamp/floor-lamps//fcp-product/271812,http://www.heals.co.uk/lamps/ligne-roset-trepied-floor-lamp/invt/530552,,http://www.next.co.uk/x554186s6#938604x55,
FLPCOHE03WHI-UK,"Cohen Floor Lamp, White and Natural Oak",Lighting,http://www.johnlewis.com/john-lewis-croft-collection-campbell-floor-lamp-grey/p1115474,,http://www.habitat.co.uk/bip-wood-and-metal-adjustable-floor-lamp/floor-lamps//fcp-product/242269,http://www.heals.co.uk/lamps/original-btc-task-floor-lamp/invt/taskfloor,http://www.westelm.co.uk/shoreditch-floor-lamp-110,http://www.westelm.co.uk/shoreditch-floor-lamp-110,
LGTBRWA05BLA-UK,"Broadway Star Table Lamp, Black",Lighting,,,,http://www.heals.co.uk/lamps/seletti-vegaz-alphabet-letters/invt/vegazletters,,,
LGTBRWA06BLA-UK,"Broadway Star Floor Lamp, Black",Lighting,,,,http://www.heals.co.uk/lamps/seletti-vegaz-alphabet-letters/invt/vegazletters,,,
LGTCHIC01GOL-UK,"Chicago Floor Lamp, Antique Copper and Gold",Lighting,http://www.johnlewis.com/it's-about-romi-hollywood-floor-lamp-white/p231306717,,http://www.habitat.co.uk/photographic-black-metal-giant-floor-lamp/floor-lamps//fcp-product/25659,,,,
LGTLFRD06BLA-UK,"Alfred Tripod Floor Lamp, Black",Lighting,http://www.johnlewis.com/john-lewis-studio-chrome-floor-light/p231815894,,http://www.habitat.co.uk/photographic-black-metal-floor-lamp/floor-lamps//fcp-product/249507,,,,
LGTNON024ZNA-UK,"Navy Tripod Floor Lamp, Natural Wood",Lighting,http://www.johnlewis.com/john-lewis-ethan-wood-floor-lamp/p231571475,,http://www.habitat.co.uk/tripod-ash-floor-lamp-base/floor-lamps//fcp-product/23981,http://www.heals.co.uk/lamps/innermost-lighthouse-floor-lamp/invt/527496,http://www.westelm.co.uk/adjustable-metal-floor-lamp-w236,http://www.next.co.uk/x551172s1#870534x55,
LGTNON025ZCH-UK,"Large Bow Lamp, Chrome",Lighting,http://www.johnlewis.com/john-lewis-pavilion-floor-lamp/p151840,,http://www.habitat.co.uk/bud-porcelain-floor-lamp/floor-lamps//fcp-product/101260,http://www.heals.co.uk/lamps/heals-mini-lounge-chrome-floor-lamp/invt/779745,,http://www.next.co.uk/x551180s3#680009x55,
LGTSTAR03ZBS-UK,"Starkey Chandelier, Brass",Lighting,http://www.johnlewis.com/john-lewis-jensen-dangle-cluster-ceiling-lights-x9-lights/p231216665,,,http://www.heals.co.uk/pendants+chandeliers/original-btc-drop-one-matt-bone-china-group-pendant-light/invt/dropone,,http://www.next.co.uk/x553178s3#787569x55,
DSKDCY001ZWN-UK,"Darcey Desk, Walnut and Oak",Office,http://www.johnlewis.com/house-by-john-lewis-highbury-trestle-desk/p453189,,http://www.habitat.co.uk/albion-3-drawer-desk///fcp-product/777428,http://www.heals.co.uk/office-furniture/orson-desk-by-matthew-hilton/invt/orsondesk,http://www.westelm.co.uk/pencil-desk-h579,,
SHLCFT001ZOK-UK,"Darcey Shelves, Oak",Office,http://www.johnlewis.com/says-who-for-john-lewis-why-wood-a-ladder-bookshelf/p1151378,,http://www.habitat.co.uk/loki-white-5-shelf-bookcase///fcp-product/120863,http://www.heals.co.uk/shelving+storage/ambrose-a-frame-shelving-system-by-matthew-elton/invt/657531,http://www.westelm.com/products/wrh-ladder-bookshelf-h913/?pkey=cliving-room-bookcases&cm_src=living-room-bookcases||NoFacet-_-NoFacet-_--_-,,
SHLPOL005ZWN-UK,"Polygon Shelving Unit, Walnut",Office,http://www.johnlewis.com/content-by-conran-balance-tall-shelving/p333051?colour=Oak,,http://www.habitat.co.uk/antonn-tall-walnut/white-shelving-unit///fcp-product/202932,http://www.heals.co.uk/shelving+storage/heals-cell-extending-shelving-unit/invt/cellshelving,,,
TBLCRNL02ZWN-UK,"Cornell Desk, Walnut",Office,http://www.johnlewis.com/ebbe-gehl-for-john-lewis-mira-desk/p231774278,,http://www.habitat.co.uk/beckett-large-brown-leather-and-oak-desk///fcp-product/22772,http://www.heals.co.uk/office-furniture/ercol-treviso-desk-walnut-by-matthew-hilton/invt/601814,,,
TBLFON004ZOK-UK,"Fonteyn Desk, Oak and Walnut",Office,http://www.johnlewis.com/says-who-for-john-lewis-why-wood-desk/p1569356,,,http://www.heals.co.uk/office-furniture/heals-discovers-oak+hazel-desk-by-sebastian-cox/invt/684085,http://www.westelm.co.uk/mid-century-mini-desk-acorn-h833,,
TBLFON007ZOK-UK,"Fonteyn Console Desk, Oak and Walnut",Office,http://www.johnlewis.com/says-who-for-john-lewis-why-wood-desk/p1569356,,,http://www.heals.co.uk/office-furniture/heals-discovers-oak+hazel-desk-by-sebastian-cox/invt/684085,http://www.westelm.co.uk/mid-century-mini-desk-acorn-h833,,
TBLSPD003WHI-UK,"Stroller Desk, White",Office,http://www.johnlewis.com/john-lewis-logan-desks/p334466?colour=Oak,,http://www.habitat.co.uk/albion-3-drawer-desk///fcp-product/777428,http://www.heals.co.uk/office-furniture/orson-desk-by-matthew-hilton/invt/orsondesk,http://www.westelm.com/products/mid-century-desk-white-h208/?pkey=coffice-desks&cm_src=office-desks||NoFacet-_-NoFacet-_--_-,http://www.next.co.uk/x544196s2#889948x54,
BEDBERG06GRY-UK,"Bergerac Kingsize Bed with Storage, Graphite Grey",Upstairs Furniture,http://www.johnlewis.com/john-lewis-toulouse-bedstead-cream-kingsize/p1577380,,,,http://www.westelm.co.uk/upholstered-sleigh-bed-set-h918?quantity=1&attribute_1=King,http://www.next.co.uk/x551232s2#139366x55,139-366-x55-69
BEDFNLY11GRY-UK,"Finlay Double Bed with Storage, Persian Grey",Upstairs Furniture,,,http://www.habitat.co.uk/iona-grey-velvet-double-bed-with-storage/beds//fcp-product/125877,http://www.heals.co.uk/beds/tempur-options-double-ottoman-button-headboard/invt/buttondbl,,,
BEDFNLY12GRY-UK,"Finlay Kingsize Bed with Storage, Persian Grey",Upstairs Furniture,,,http://www.habitat.co.uk/iona-grey-velvet-kingsize-bed-with-storage/beds//fcp-product/125895,http://www.heals.co.uk/beds/tempur-options-king-size-ottoman-button-headboard/invt/buttonk,,,
BEDORK002GRY-UK,"Orkney Kingsize Bed, Owl Grey",Upstairs Furniture,http://www.johnlewis.com/john-lewis-royale-ii-high-end-bedstead-kingsize-hera-beige/p1719179,,,,,http://www.next.co.uk/x551228s4#686140x55,686-140-x55-69
COMBRB010BLU-UK,"Bourbon Bedside Table, Azure Blue",Upstairs Furniture,http://www.johnlewis.com/john-lewis-etienne-2-drawer-bedside-table-oak/p1109417,,,,,http://www.next.co.uk/x553034s3,
BEDORK001GRY-UK,"Orkney Double Bed, Owl Grey",Upstairs Furniture,http://www.johnlewis.com/john-lewis-royale-ii-high-end-bedstead-double-hera-beige/p1719182,,,,,http://www.next.co.uk/x551228s4#686140x55,686-140-69
STBFON008ZOK-UK,"Fonteyn Bedside Table, Oak and Walnut",Upstairs Furniture,http://www.johnlewis.com/ercol-for-john-lewis-chiltern-bow-2-drawer-bedside-table-oak/p231735249,,,http://www.heals.co.uk/bedroom-furniture/heals-nordic-bedside-cabinet/invt/602759,http://www.westelm.co.uk/mid-century-nightstand-acorn-g968,,
BEDSKY004GRY-UK,"Skye Kingsize Bed With Storage, Owl Grey",Upstairs Furniture,,,,http://www.heals.co.uk/beds/tempur-foxton-king-size-bedstead/invt/foxtonk,,,
TBLFON002ZOK-UK,"Fonteyn Dressing Table, Oak and Walnut",Upstairs Furniture,http://www.johnlewis.com/bethan-gray-for-john-lewis-genevieve-marble-top-dressing-table-fsc-oak/p1333187,,http://www.habitat.co.uk/emil-birch-dressing-table/consoles-&-dressing-tables//fcp-product/174556,http://www.heals.co.uk/occasional-tables/heals-holborn-console-table/invt/holbornconsole,,,
WRDLDGR05ZOK-UK,"Ledger Wardrobe, Oak",Upstairs Furniture,http://www.johnlewis.com/john-lewis-montana-2-door-wardrobe-oak/p1635251,,http://www.habitat.co.uk/hana-ii-oak-2-door-wardrobe/wardrobes//fcp-product/193743,,,,
SOFAKI001GRY-UK,"Akio Sofa bed, Cygnet Grey",Upholstery,http://www.johnlewis.com/house-by-john-lewis-napa-sofa-bed/p551304?colour=Charcoal,87069274,,http://healssofas.co.uk/sofas/ambrose-hinge-sofa-bed-by-per-weiss/invt/661843,,,
SOFAUG002BEI-UK,"Auguste Left Hand Facing Corner Unit, Byron Beige",Upholstery,http://www.johnlewis.com/john-lewis-felix-rhf-chaise-end-sofa/p783195,87133791,"http://www.habitat.co.uk/hyde-red-fabric-right-arm-chaise-sofa,-metal-legs/chaise-sofas//fcp-product/322617",,http://www.westelm.co.uk/crosby-2-piece-chaise-sectional-uk-h067,http://www.next.co.uk/homeware/sofas-chairs/harris/size-corner-chaise-left-hand-(4-seats),
SOFBAR004GRY-UK,"Bari sofabed, Malva Graphite",Upholstery,http://www.johnlewis.com/john-lewis-jacob-medium-sofa-bed-bowden-charcoal/p1499633,87034207,http://www.habitat.co.uk/porto-teal-blue-fabric-2-seater-sofa-bed/sofa-beds//fcp-product/184624,http://healssofas.co.uk/sofabeds/heals-relax-sofabed/invt/relax?_ga=1.2184368.1033135324.1424446790,,http://www.next.co.uk/homeware/sofas-chairs/harley/size-small-sofa-(2-seats)-fabric-boucle-blend-dark-natural-feet-lowtapered-light,
SOFBAR006GRY-UK,Bari corner sofabed,Upholstery,http://www.johnlewis.com/john-lewis-sacha-large-sofa-bed/p749085,87160557,,,,http://www.next.co.uk/homeware/sofas-chairs/harley/size-large-rh-corner-chaise-&-occ-sofabed-(4-seats)-fabric-boucle-blend-dark-natural-feet-lowtapered-light#,
SOFBAT001GRY-UK,"Bartoli Huge Left Hand Facing Corner Unit, Whistler Grey",Upholstery,http://www.johnlewis.com/house-by-john-lewis-finlay-lhf-rhf-modular-corner-chaise-end-sofa/p879125,,http://www.habitat.co.uk/chester-charcoal-fabric-right-arm-corner-sofa/modular-sofas//fcp-product/293603,http://healssofas.co.uk/corner-sofas/roma-corner-sofa-collection/pcat/sofaroma,,http://www.next.co.uk/homeware/sofas-chairs/stratus-ii/size-large-chaise-end-corner-right-hand-(4-seats),
CHABUJ028BEI-UK,"Bouji Chair, Biscuit Beige and Vintage Brown",Upholstery,http://www.johnlewis.com/john-lewis-hepburn-armchair/p747999,87143857,,,,http://www.next.co.uk/homeware/sofas-chairs/mayfair/size-chair-(1-seat),
CHABUJ023BEI-UK,"Bouji Love Seat, Biscuit Beige",Upholstery,http://www.johnlewis.com/john-lewis-hayworth-medium-chesterfield-sofa/p747981,87116673,http://www.habitat.co.uk/cori-natural-fabric-compact-sofa/compact-sofas//fcp-product/109723,http://healssofas.co.uk/sofas/heals-lucinda-sofa-with-walnut-legs/invt/lucindasofaw,,http://www.next.co.uk/homeware/sofas-chairs/gosford-buttoned/size-snuggle-seat-(2-seats),
BENBUJ007BEI-UK,Bouji Oval ottoman,Upholstery,http://www.johnlewis.com/john-lewis-hayworth-ottoman/p747984,87116681,,,,,
SOFBRA013GRY-UK,"Branagh 3 Seater Chesterfield Sofa, Anthracite Grey",Upholstery,http://www.johnlewis.com/john-lewis-stanford-chesterfield-grand-sofa/p1443096,87122608,,,,http://www.next.co.uk/homeware/sofas-chairs/gosford-buttoned/size-medium-sofa-(3-seats),
CHABRA003GRY-UK,"Branagh Large Ottoman, Pearl Grey",Upholstery,,,,,,,
SOFCHO001GRY-UK,"Chou Sofa Bed, Cygnet Grey",Upholstery,http://www.johnlewis.com/house-by-john-lewis-napa-sofa-bed/p551304?colour=Charcoal,87069274,,http://healssofas.co.uk/sofas/ambrose-hinge-sofa-bed-by-per-weiss/invt/661843,,,
SOFDAW001GRY-UK,"Dawson 3 Seater Sofa, Urban Grey",Upholstery,,,http://www.habitat.co.uk/wilmot-green-fabric-3-seater-sofa/3-seater-sofas//fcp-product/22469,http://healssofas.co.uk/sofas/heals-mistral-large-sofa/invt/mistral1,,,
SOFEDWA04BRO-UK,"Edward 3 Seater Sofa, Vintage Brown",Upholstery,http://www.johnlewis.com/john-lewis-baxter-grand-leather-sofa-antique-cigar/p1499653,87008623,,http://healssofas.co.uk/sofas/heals-medium-hepburn-sofa/invt/hepburn_medium?_ga=1.158239994.1944062877.1412591881,,http://www.next.co.uk/homeware/sofas-chairs/michigan-leather/size-large-sofa-(3-seats)-fabric-columbia-dark-brown-feet-slim-block-light#size,
SOFLIOT02GRY-UK,"Elliott 3 Seater Sofa, Harrier Grey",Upholstery,http://www.johnlewis.com/john-lewis-ikon-medium-sofa-henley-french-grey/p1723292,87021118,http://www.habitat.co.uk/askem-green-wool-3-seater-sofa/3-seater-sofas//fcp-product/320401,http://www.habitat.co.uk/alcott-fabric-2-seater-sofa-bed/2-seater-sofas//fcp-product/26709,http://www.westelm.co.uk/dekalb-upholstered-sofa-h586,http://www.next.co.uk/homeware/sofas-chairs/gosford-scatterback/size-small-sofa-(2-seats)-fabric-textured-weave-light-natural-feet-castor-light#size,
SOFFLN018GRY-UK,"Flynn 2 Seater Sofa, Persian Grey",Upholstery,http://www.johnlewis.com/john-lewis-barbican-medium-sofa-with-light-legs/p409461?colour=Henley%20French%20Grey,87032614,,http://healssofas.co.uk/sofas/heals-mistral-medium-sofa/invt/mistralmedium,,,
SOFFLN001GRY-UK,"Flynn 3 Seater Sofa, Persian Grey",Upholstery,http://www.johnlewis.com/john-lewis-barbican-large-sofa/p727053,87032707,,http://healssofas.co.uk/sofas/heals-mistral-large-sofa/invt/mistral1,,http://www.next.co.uk/homeware/sofas-chairs/gosford-buttoned/size-large-sofa-(3-seats),
CHAFLN002GRY-UK,"Flynn Armchair, Persian Grey",Upholstery,,,http://www.habitat.co.uk/wilmot-grey-fabric-armchair/armchairs//fcp-product/22472,http://healssofas.co.uk/armchairs/heals-flute-easy-chair/invt/flute,,http://www.next.co.uk/homeware/sofas-chairs/sherlock-buttoned/size-chair-(1-seat),
CHAFLN017GRY-UK,"Flynn Square Armchair, Persian Grey",Upholstery,,,,,,,
CHAGARS20BLU-UK,Garston love seat,Upholstery,http://www.johnlewis.com/john-lewis-melrose-fixed-cover-snuggler-darwen-french-grey/p1723572,87022103,,,,http://www.next.co.uk/homeware/sofas-chairs/gosford-scatter-back/size-snuggle-seat-(2-seats)-fabric-sumptuous-velour-light-mink-feet-castor-light#,
SOFGARS10BLU-UK,Garston 3 seater sofa,Upholstery,http://www.johnlewis.com/john-lewis-melrose-fixed-cover-grand-sofa/p1725553,87123408,http://www.habitat.co.uk/emlyn-cotton-blend-fabric-3-seater-sofa///fcp-product/25526,,,http://www.next.co.uk/homeware/sofas-chairs/gosford/size-medium-sofa-(3-seats)-fabric-boucle-blend-light-dove-feet-castor-light#,
SOFGARS11GRY-UK,Garston 2 seater sofa,Upholstery,http://www.johnlewis.com/john-lewis-melrose-fixed-cover-medium-sofa/p1725594,87123416,http://www.habitat.co.uk/emlyn-natural-fabric-2-seater-sofa/2-seater-sofas//fcp-product/240659,,,http://www.next.co.uk/homeware/sofas-chairs/gosford/size-small-sofa-(2-seats)-fabric-boucle-blend-light-dove-feet-castor-light#,
SOFHAL023GRY-UK,"Halston Sofa Bed, Dusk Grey",Upholstery,http://www.johnlewis.com/john-lewis-bizet-large-pocket-sprung-sofa-bed/p737324,87160798,http://www.habitat.co.uk/honovi-italian-chambray-fabric-3-seater-sofa-bed/sofa-beds//fcp-product/25119,http://healssofas.co.uk/sofas/cord-sofabed-in-grey-vision/invt/623681,http://www.westelm.co.uk/henry-sofa-g178-uk,http://www.next.co.uk/homeware/sofas-chairs/harley/size-occasional-sofa-bed-medium-(2-people),
SOFHAL021GRY-UK,Halston 2 seater sofa,Upholstery,http://www.johnlewis.com/john-lewis-lucca-medium-sofa-odney-putty/p1859397,87039316,http://www.habitat.co.uk/howi-charcoal-fabric-2-seater-sofa-bed/2-seater-sofas//fcp-product/240734,http://healssofas.co.uk/sofas/heals-medium-slouch-sofa/invt/slouchmedium,,http://www.next.co.uk/homeware/sofas-chairs/stamford/size-small-sofa-(2-seats)-fabric-boucle-blend-dark-natural-feet-squareangle-light#,
SOFHAL020GRY-UK,Halston 3 seater sofa,Upholstery,http://www.johnlewis.com/john-lewis-lucca-grand-sofa/p749061,87139357,http://www.habitat.co.uk/howi-charcoal-fabric-3-seater-sofa-bed///fcp-product/240722,http://healssofas.co.uk/sofas/heals-large-slouch-sofa/invt/slouchlarge,,http://www.next.co.uk/homeware/sofas-chairs/stamford/size-medium-sofa-(3-seats)-fabric-boucle-blend-dark-natural-feet-squareangle-light#,
CHAHAL022GRY-UK,Halston armchair,Upholstery,http://www.johnlewis.com/john-lewis-portia-armchair-senna-charcoal/p1723545,87033196,http://www.habitat.co.uk/kane-charcoal-fabric-armchair/armchairs//fcp-product/314238,http://healssofas.co.uk/armchairs/heals-torino-armchair/invt/torinoarmchair,http://www.westelm.co.uk/paidge-chair-h215-uk,,
SOFHAL024GRY-UK,Halston corner sofa,Upholstery,,,,,,,
SOFHAR002BEI-UK,"Haru Small Sofa bed, Quartz blue",Upholstery,http://www.johnlewis.com/john-lewis-strauss-small-sofa-bed/p751206,87168163,,http://healssofas.co.uk/ambrose/ambrose-hinge-sofa-bed-by-per-weiss/invt/661843?_ga=1.209683666.1944062877.1412591881,,,
SOFHDX001BRO-UK,"Hendrix 2 Seater Sofa, Saddle Brown Premium Leather",Upholstery,http://www.johnlewis.com/halo-groucho-small-sofa/p1685611?colour=Matador%20Nues,87038734,http://www.habitat.co.uk/chester-tan-leather-2-seater-sofa///fcp-product/22521,http://healssofas.co.uk/sofas/balzac-medium-sofa-by-matthew-hilton/invt/balzacmedium,http://www.westelm.co.uk/lindrum-leather-sofa-h952,http://www.next.co.uk/homeware/sofas-chairs/oscar-leather/size-snuggle-seat-(2-seats)-fabric-bolivia-dark-brown-feet-high-tapered-light#size,
SOFHUG003GRY-UK,"Hugo 4 in 1 Chaise Sofa Bed, Aston Grey",Upholstery,,,,,,,
