id,title,description,google_product_category,product_type,link,image_link,availability,price ex VAT,brand,mpn
WS-6506-EXL-FWM-K9,"Cisco WS-6506-EXL-FWM-K9 - C6506 FW Sys,C6509, FWSM, SUP720-3BXL, FAN","C6506 FW Sys,C6509, FWSM, SUP720-3BXL, FAN",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=41326&sl=EN,http://shop.mcidiventi.co.uk/images/P/cisco-01.png,available for order,30931,Cisco,WS-6506-EXL-FWM-K9
WS-6509EXL-2FWM-K9,Cisco WS-6509EXL-2FWM-K9 - Cisco Catalyst 6509E 3BXL Security System,Cisco Catalyst 6509E 3BXL Security System with two FWSMs,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=41327&sl=EN,http://shop.mcidiventi.co.uk/images/P/cisco-01.png,available for order,43204,Cisco,WS-6509EXL-2FWM-K9
WS-6509-EXL-FWM-K9,"Cisco WS-6509-EXL-FWM-K9 - C6509 FW Sys,C6509, FWSM, SUP720-3BXL, FAN","C6509 FW Sys,C6509, FWSM, SUP720-3BXL, FAN",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=41328&sl=EN,http://shop.mcidiventi.co.uk/images/P/cisco-01.png,available for order,32495,Cisco,WS-6509-EXL-FWM-K9
WS-6513-RACK-MNT=,Cisco WS-6513-RACK-MNT= - 23in Rack Mount Kit for 6513,23in Rack Mount Kit for 6513,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=41329&sl=EN,http://shop.mcidiventi.co.uk/images/P/cisco-01.png,available for order,60,Cisco,WS-6513-RACK-MNT=
WS-6513XL-2FWM-K9,Cisco WS-6513XL-2FWM-K9 - Cisco Catalyst 6513 3BXL Security System,Cisco Catalyst 6513 3BXL Security System with two FWSMs,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=41330&sl=EN,http://shop.mcidiventi.co.uk/images/P/cisco-01.png,available for order,45116,Cisco,WS-6513XL-2FWM-K9
WSA-4GE-CU,"Cisco WSA-4GE-CU - WSA 4-Port 10/100/1000 Interface Card, RJ-45","WSA 4-Port 10/100/1000 Interface Card, RJ-45",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355060&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355060,available for order,2188,Cisco,WSA-4GE-CU
WSA-AMM-1Y-S1,"Cisco WSA-AMM-1Y-S1 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 100-199 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355061&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355061,available for order,8,Cisco,WSA-AMM-1Y-S1
WSA-AMM-1Y-S10,"Cisco WSA-AMM-1Y-S10 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 20K-49999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355062&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355062,available for order,2,Cisco,WSA-AMM-1Y-S10
WSA-AMM-1Y-S11,"Cisco WSA-AMM-1Y-S11 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 50K-99999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355063&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355063,available for order,1,Cisco,WSA-AMM-1Y-S11
WSA-AMM-1Y-S12,"Cisco WSA-AMM-1Y-S12 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 100K+ Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=389367&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=389367,available for order,1,Cisco,WSA-AMM-1Y-S12
WSA-AMM-1Y-S2,"Cisco WSA-AMM-1Y-S2 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 200-499 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355065&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355065,available for order,5,Cisco,WSA-AMM-1Y-S2
WSA-AMM-1Y-S3,"Cisco WSA-AMM-1Y-S3 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 500-999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355066&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355066,available for order,5,Cisco,WSA-AMM-1Y-S3
WSA-AMM-1Y-S4,"Cisco WSA-AMM-1Y-S4 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 1K-1999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355067&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355067,available for order,4,Cisco,WSA-AMM-1Y-S4
WSA-AMM-1Y-S5,"Cisco WSA-AMM-1Y-S5 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 2K-2999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355068&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355068,available for order,3,Cisco,WSA-AMM-1Y-S5
WSA-AMM-1Y-S6,"Cisco WSA-AMM-1Y-S6 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 3K-3999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355069&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355069,available for order,2,Cisco,WSA-AMM-1Y-S6
WSA-AMM-1Y-S7,"Cisco WSA-AMM-1Y-S7 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 4K-4999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355070&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355070,available for order,2,Cisco,WSA-AMM-1Y-S7
WSA-AMM-1Y-S8,"Cisco WSA-AMM-1Y-S8 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 5K-9999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355071&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355071,available for order,2,Cisco,WSA-AMM-1Y-S8
WSA-AMM-1Y-S9,"Cisco WSA-AMM-1Y-S9 - WSA Anti-Malware (McAfee) 1YR License Key,","WSA Anti-Malware (McAfee) 1YR License Key, 10K-19999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355072&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355072,available for order,2,Cisco,WSA-AMM-1Y-S9
WSA-AMM-3Y-S1,"Cisco WSA-AMM-3Y-S1 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 100-199 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355073&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355073,available for order,17,Cisco,WSA-AMM-3Y-S1
WSA-AMM-3Y-S10,"Cisco WSA-AMM-3Y-S10 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 20K-49999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355074&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355074,available for order,4,Cisco,WSA-AMM-3Y-S10
WSA-AMM-3Y-S11,"Cisco WSA-AMM-3Y-S11 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 50K-99999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355075&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355075,available for order,3,Cisco,WSA-AMM-3Y-S11
WSA-AMM-3Y-S12,"Cisco WSA-AMM-3Y-S12 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 100K+ Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355076&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355076,available for order,2,Cisco,WSA-AMM-3Y-S12
WSA-AMM-3Y-S2,"Cisco WSA-AMM-3Y-S2 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 200-499 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355077&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355077,available for order,11,Cisco,WSA-AMM-3Y-S2
WSA-AMM-3Y-S3,"Cisco WSA-AMM-3Y-S3 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 500-999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355078&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355078,available for order,10,Cisco,WSA-AMM-3Y-S3
WSA-AMM-3Y-S4,"Cisco WSA-AMM-3Y-S4 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 1K-1999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355079&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355079,available for order,8,Cisco,WSA-AMM-3Y-S4
WSA-AMM-3Y-S5,"Cisco WSA-AMM-3Y-S5 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 2K-2999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355080&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355080,available for order,7,Cisco,WSA-AMM-3Y-S5
WSA-AMM-3Y-S6,"Cisco WSA-AMM-3Y-S6 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 3K-3999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355081&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355081,available for order,5,Cisco,WSA-AMM-3Y-S6
WSA-AMM-3Y-S7,"Cisco WSA-AMM-3Y-S7 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 4K-4999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355082&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355082,available for order,5,Cisco,WSA-AMM-3Y-S7
WSA-AMM-3Y-S8,"Cisco WSA-AMM-3Y-S8 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 5K-9999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355083&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355083,available for order,5,Cisco,WSA-AMM-3Y-S8
WSA-AMM-3Y-S9,"Cisco WSA-AMM-3Y-S9 - WSA Anti-Malware (McAfee) 3YR License Key,","WSA Anti-Malware (McAfee) 3YR License Key, 10K-19999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355084&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355084,available for order,4,Cisco,WSA-AMM-3Y-S9
WSA-AMM-5Y-S1,"Cisco WSA-AMM-5Y-S1 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 100-199 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355085&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355085,available for order,28,Cisco,WSA-AMM-5Y-S1
WSA-AMM-5Y-S10,"Cisco WSA-AMM-5Y-S10 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 20K-49999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355086&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355086,available for order,6,Cisco,WSA-AMM-5Y-S10
WSA-AMM-5Y-S11,"Cisco WSA-AMM-5Y-S11 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 50K-99999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355087&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355087,available for order,5,Cisco,WSA-AMM-5Y-S11
WSA-AMM-5Y-S12,"Cisco WSA-AMM-5Y-S12 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 100K+ Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355088&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355088,available for order,4,Cisco,WSA-AMM-5Y-S12
WSA-AMM-5Y-S2,"Cisco WSA-AMM-5Y-S2 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 200-499 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355089&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355089,available for order,19,Cisco,WSA-AMM-5Y-S2
WSA-AMM-5Y-S3,"Cisco WSA-AMM-5Y-S3 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 500-999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355090&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355090,available for order,16,Cisco,WSA-AMM-5Y-S3
WSA-AMM-5Y-S4,"Cisco WSA-AMM-5Y-S4 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 1K-1999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355091&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355091,available for order,13,Cisco,WSA-AMM-5Y-S4
WSA-AMM-5Y-S5,"Cisco WSA-AMM-5Y-S5 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 2K-2999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355092&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355092,available for order,11,Cisco,WSA-AMM-5Y-S5
WSA-AMM-5Y-S6,"Cisco WSA-AMM-5Y-S6 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 3K-3999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355093&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355093,available for order,8,Cisco,WSA-AMM-5Y-S6
WSA-AMM-5Y-S7,"Cisco WSA-AMM-5Y-S7 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 4K-4999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355094&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355094,available for order,8,Cisco,WSA-AMM-5Y-S7
WSA-AMM-5Y-S8,"Cisco WSA-AMM-5Y-S8 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 5K-9999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355095&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355095,available for order,8,Cisco,WSA-AMM-5Y-S8
WSA-AMM-5Y-S9,"Cisco WSA-AMM-5Y-S9 - WSA Anti-Malware (McAfee) 5YR License Key,","WSA Anti-Malware (McAfee) 5YR License Key, 10K-19999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355096&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355096,available for order,7,Cisco,WSA-AMM-5Y-S9
WSA-HD-450GB=,Cisco WSA-HD-450GB= - WSA 450 GB HD for WSA S370 and S670 (R710 Model),WSA 450 GB HD for WSA S370 and S670 (R710 Model),Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355097&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355097,available for order,386,Cisco,WSA-HD-450GB=
WSA-S170-K9,Cisco WSA-S170-K9 - WSA S170 Web Security Appliance with Software,WSA S170 Web Security Appliance with Software,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355098&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355098,available for order,1453,Cisco,WSA-S170-K9
WSA-S370-K9,Cisco WSA-S370-K9 - WSA S370 Web Security Appliance with Software,WSA S370 Web Security Appliance with Software,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355099&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355099,available for order,3659,Cisco,WSA-S370-K9
WSA-S370-K9-WS,Cisco WSA-S370-K9-WS - WSA S370 Web Security Appliance with Software,WSA S370 Web Security Appliance with Software REFURBISHED,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=389368&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=389368,available for order,3659,Cisco,WSA-S370-K9-WS
WSA-S370-NT-K9,Cisco WSA-S370-NT-K9 - WSA S370 Web Security Appliance for China,WSA S370 Web Security Appliance for China,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355100&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355100,available for order,3659,Cisco,WSA-S370-NT-K9
WSA-S380-K9,Cisco WSA-S380-K9 - WSA S380 Web Security Appliance with Software,WSA S380 Web Security Appliance with Software,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=389369&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=389369,available for order,4211,Cisco,WSA-S380-K9
WSA-S670-K9,Cisco WSA-S670-K9 - WSA S670 Web Security Appliance with Software,WSA S670 Web Security Appliance with Software,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355101&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355101,available for order,7337,Cisco,WSA-S670-K9
WSA-S670-NT-K9,Cisco WSA-S670-NT-K9 - WSA S670 Web Security Appliance for China,WSA S670 Web Security Appliance for China,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355102&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355102,available for order,7715,Cisco,WSA-S670-NT-K9
WSA-S680-K9,Cisco WSA-S680-K9 - WSA S680 Web Security Appliance with Software,WSA S680 Web Security Appliance with Software,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=389370&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=389370,available for order,8440,Cisco,WSA-S680-K9
WSA-S680-LKFP-K9,Cisco WSA-S680-LKFP-K9 - WSA S680 Web Security Appliance with Locking,WSA S680 Web Security Appliance with Locking Faceplate,Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=389371&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=389371,available for order,9911,Cisco,WSA-S680-LKFP-K9
WSA-WSE-1Y-S1,"Cisco WSA-WSE-1Y-S1 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 100-199 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355103&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355103,available for order,13,Cisco,WSA-WSE-1Y-S1
WSA-WSE-1Y-S10,"Cisco WSA-WSE-1Y-S10 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 20K-49999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355104&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355104,available for order,6,Cisco,WSA-WSE-1Y-S10
WSA-WSE-1Y-S11,"Cisco WSA-WSE-1Y-S11 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 50K-99999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355105&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355105,available for order,4,Cisco,WSA-WSE-1Y-S11
WSA-WSE-1Y-S12,"Cisco WSA-WSE-1Y-S12 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 100K-249999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355106&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355106,available for order,3,Cisco,WSA-WSE-1Y-S12
WSA-WSE-1Y-S13,"Cisco WSA-WSE-1Y-S13 - Web Essentials SW Bundle (WREP+WUC) 1YR Lic,","Web Essentials SW Bundle (WREP+WUC) 1YR Lic, 250K-500K Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=367153&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=367153,available for order,2,Cisco,WSA-WSE-1Y-S13
WSA-WSE-1Y-S14,"Cisco WSA-WSE-1Y-S14 - Web Essentials SW Bundle (WREP+WUC) 1YR Lic,","Web Essentials SW Bundle (WREP+WUC) 1YR Lic, 500K-1M Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=367154&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=367154,available for order,2,Cisco,WSA-WSE-1Y-S14
WSA-WSE-1Y-S15,"Cisco WSA-WSE-1Y-S15 - Web Essentials SW Bundle (WREP+WUC) 1YR Lic,","Web Essentials SW Bundle (WREP+WUC) 1YR Lic, 1M+ Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=389372&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=389372,available for order,1,Cisco,WSA-WSE-1Y-S15
WSA-WSE-1Y-S2,"Cisco WSA-WSE-1Y-S2 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 200-499 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355107&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355107,available for order,12,Cisco,WSA-WSE-1Y-S2
WSA-WSE-1Y-S3,"Cisco WSA-WSE-1Y-S3 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 500-999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355108&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355108,available for order,12,Cisco,WSA-WSE-1Y-S3
WSA-WSE-1Y-S4,"Cisco WSA-WSE-1Y-S4 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 1K-1999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355109&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355109,available for order,9,Cisco,WSA-WSE-1Y-S4
WSA-WSE-1Y-S5,"Cisco WSA-WSE-1Y-S5 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 2K-2999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355110&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355110,available for order,9,Cisco,WSA-WSE-1Y-S5
WSA-WSE-1Y-S6,"Cisco WSA-WSE-1Y-S6 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 3K-3999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355111&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355111,available for order,8,Cisco,WSA-WSE-1Y-S6
WSA-WSE-1Y-S7,"Cisco WSA-WSE-1Y-S7 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 4K-4999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355112&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355112,available for order,8,Cisco,WSA-WSE-1Y-S7
WSA-WSE-1Y-S8,"Cisco WSA-WSE-1Y-S8 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 5K-9999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355113&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355113,available for order,8,Cisco,WSA-WSE-1Y-S8
WSA-WSE-1Y-S9,"Cisco WSA-WSE-1Y-S9 - Web Essentials SW Bundle (WREP+WUC) 1YR,","Web Essentials SW Bundle (WREP+WUC) 1YR, 10K-19999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355114&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355114,available for order,7,Cisco,WSA-WSE-1Y-S9
WSA-WSE-3Y-S1,"Cisco WSA-WSE-3Y-S1 - Web Essentials SW Bundle (WREP+WUC) 3YR,","Web Essentials SW Bundle (WREP+WUC) 3YR, 100-199 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355115&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355115,available for order,27,Cisco,WSA-WSE-3Y-S1
WSA-WSE-3Y-S10,"Cisco WSA-WSE-3Y-S10 - Web Essentials SW Bundle (WREP+WUC) 3YR,","Web Essentials SW Bundle (WREP+WUC) 3YR, 20K-49999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355116&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355116,available for order,13,Cisco,WSA-WSE-3Y-S10
WSA-WSE-3Y-S11,"Cisco WSA-WSE-3Y-S11 - Web Essentials SW Bundle (WREP+WUC) 3YR,","Web Essentials SW Bundle (WREP+WUC) 3YR, 50K-99999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355117&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355117,available for order,8,Cisco,WSA-WSE-3Y-S11
WSA-WSE-3Y-S12,"Cisco WSA-WSE-3Y-S12 - Web Essentials SW Bundle (WREP+WUC) 3YR,","Web Essentials SW Bundle (WREP+WUC) 3YR, 100K-249999 Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=355118&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=355118,available for order,7,Cisco,WSA-WSE-3Y-S12
WSA-WSE-3Y-S13,"Cisco WSA-WSE-3Y-S13 - Web Essentials SW Bundle (WREP+WUC) 3YR Lic,","Web Essentials SW Bundle (WREP+WUC) 3YR Lic, 250K-500K Users",Electronics > Networking,Networking,http://shop.mcidiventi.co.uk/product.php?productid=367156&sl=EN,http://shop.mcidiventi.co.uk/image.php?type=P&id=367156,available for order,5,Cisco,WSA-WSE-3Y-S13
