"Code","15/06/2016"
"1857013R8BUGT",63.54
"1857013R8BUGTKAR",63.19
"1857013TBUEN726",53.59
"1857013TMIE3B",83.83
"1857014HBRB391",75.82
"1857014HBUEN726",49.02
"1857014HBUGTFE1C",
"1857014HBUGTVP1",51.42
"1857014HBUKUKH17",60.21
"1857014HBUKUKH27",56.41
"1857014HMISAVE",82.48
"1857014TBUFA828",53.82
"1857014TBUGTWTP",
"1857014TBUKUHA31",59.94
"1857014TCOECO5",78.52
"1857014TDUSP30",77.77
"1857014TGEALTCOM",59.46
"1857014TGOEFCOMP",75.82
"1857014TGOWINUL8",90.15
"1857014TMISAVE",82.63
"1857014TMIWINTAL",83.49
"1857014TPIP4CINT",76.37
"1857014TTONE03",50.34
"1857015ZPIP6000",140.38
"1857514R6GOG26",77.51
"1857514R8GOULTGR",82.08
"1857516R8BRR660",86.68
"1857516R8BUEN616",69.31
"1857516R8BUFR51R",74.57
"1857516R8BUGTMAX",73.36
"1857516R8BUGTMPR",73.36
"1857516R8BUKU856",69.13
"1857516R8COVA100",99.73
"1857516R8COVANC2",97.96
"1857516R8COVANWI",120.4
"1857516R8COVC8PR",98.4
"1857516R8DUECONO",100.96
"1857516R8GEEUVA2",82.53
"1857516R8GOCAULT",
"1857516R8GOG26",103.56
"1857516R8MIAGIAL",128.86
"1857516R8MIAGIGR",104.63
"1857516R8PICARR",95.98
"1857516R8PICHRN2",95.69
"1857516R8TOH08",74.34
"19514R8BUEN616",64.98
"19514R8BUGTEX",71.85
"19514R8BUGTMPR",67.55
"19514R8BUKU857",78.36
"19514R8BUKUKC53",71.47
"19514R8GEEURO2",69.16
"19514R8GOG28",92.34
"19514R8MIAGIL",105.61
"19515R8BUENLT",68.88
"19515R8BUGTMPR",71.28
"19515XBR684",87.45
"19515XBRD684",88.11
"19515XBRD689",
"19515XBUFALAAT",76.12
"19515XBUFALAT110",79.65
"19515XBUKUKL71",70.33
"19515XBUKUKL78",68.27
"19515XDUAT",102.46
"19515XGEGRBGT",83.01
"19515XGOWRHPAW",82.17
"19515XMILATCRSDT",104.8
"19515XPISCSTR",90.82
"1954016VBUFA912",58.61
"1954016VBUFA914X",75.36
"1954016VTOT1R",61.72
"1954016ZCOSPT2XL",
"1954017VCOCSC3",119.79
"1954017VDUSPTMXX",105.04
"1954017ZBUFA912",69.94
"1954017ZBUFA914",75.78
"1954017ZPIPZNERO",125.04
"1954514VBUFA912",49.23
"1954514VBUFA914",71.7
"1954515VBUEN926",56.93
"1954515VBUFA912",
"1954515VBUFA914",62.44
"1954515VBUGTUHP1",61.38
"1954515VBUKUHS51",58.74
"1954515VGOF1GSD3",85.68
"1954515VMIEXA",69.35
"1954515VTOYOT1R",58.27
"1954516HBUKUWP51",67.18
"1954516HCOPREM2",93.11
"1954516VBRT001",81.72
"1954516VBUEN926",58.69
"1954516VBUFA914",67.68
"1954516VBUGTSPA",61.24
"1954516VBUGTUHP1",65.28
"1954516VBUKU51XL",63.24
"1954516VBUKUHS51",67.59
"1954516VBUKUKH31",64.51
"1954516VCONSPT3",70.51
"1954516VCOPREM2X",74.8
"1954516VDUBLUREO",88.39
"1954516VGEALTSXL",73.95
"1954516VGOEFFGRI",88.98
"1954516VMISPT3XL",95.08
"1954516VPIPZNEGT",71.41
"1954516VTOPXCF2X",63.06
"1954516VTOT1R",57.88
"1954516ZPIPZNEGT",86.19
"1954516ZTOPXR31A",67.14
"1954517ZBUFA914X",82.95
"1954517ZCOSPC3",111.55
"1954517ZGOEAGSD3",109.67
"1954517ZTOPX4",83.82
"1955013R8BUGTMAX",69.41
"1955015HBRT001",65.5
"1955015HBRT001H",55.47
"1955015HBUGTWIN",62.21
"1955015HBUGTWTP",
"1955015HBUKUKH27",52.93
"1955015HBUKUWP51",69.13
"1955015HCONPREM2",65.76
"1955015HCOPREM5",62.34
"1955015HDUBLUERE",50.83
"1955015HGEALTAS",56.21
"1955015HGEALTSPT",66.22
"1955015HGOEFFPER",63.99
"1955015HGOEXC",54.78
"1955015HGOUGPG1",81.41
"1955015HGOVEC4SE",72.45
"1955015HMIEXA2",69.11
"1955015HPIP1CIVE",62.04
"1955015HPIW210S3",79.71
"1955015HTOCF2",46.59
"1955015TCOPREM2",61.38
"1955015TGOVECT5",72.73
"1955015TMIENSAVE",71.58
"1955015TMISAVERM",80.4
"1955015VBRT001",66.84
"1955015VBRT001V",51.66
"1955015VBUEN816",44.04
"1955015VBUEN926",46.92
"1955015VBUFA914",51.04
"1955015VBUGTFE1",50.91
"1955015VBUGTVP1",50.81
"1955015VBUKUHA31",62.61
"1955015VBUKUHS51",52.05
"1955015VBUKUKH31",51.36
"1955015VCOCEC5",56.65
"1955015VCOPREM5",53.59
"1955015VDUBLUERE",52.11
"1955015VGEALTSPT",65.4
"1955015VGOEFGRPR",53.08
"1955015VMIPISPT3",58.41
"1955015VPIP1CINT",51.13
"1955015VTOPXT1R",43.24
"1955015ZBRE002",65.14
"1955016HBUKUKH17",67.15
"1955016HBUKUKH27",71.38
"1955016HBUKUWP51",80.09
"1955016HPIPW210S",134.87
"1955016VBRT001",96.49
"1955016VBUEN926",62.87
"1955016VBUFA914X",69.36
"1955016VBUGTFE1",66.96
"1955016VBUKU51XL",66.54
"1955016VCOPREM2",107.62
"1955016VCOPREMC2",106.6
"1955016VCOSPT2XL",107.53
"1955016VDUBLUERE",102.54
"1955016VDUBLURES",103.81
"1955016VGEALTSXL",76.31
"1955016VMISAVEXL",96.71
"1955016VPIP1CINT",104.2
"1955016VTOPROX",68.34
"1955515HBRB250",70.38
"1955515HBRLM30",81.42
"1955515HBRST001",70.13
"1955515HBUFAAS20",75.52
"1955515HBUGTWINP",73.69
"1955515HBUGTWTP",
"1955515HBUKUKH27",59.77
"1955515HBUKUKH31",59.02
"1955515HBUKUWP51",81.81
"1955515HCOPREM5",81.89
"1955515HDUBLRPNS",86.95
"1955515HDUSPT01",86.39
"1955515HGEALTAS",66.15
"1955515HGEALTSPT",70.47
"1955515HGO4SEAS",94.32
"1955515HGOEFGPPF",87.45
"1955515HGOUGPPER",95.93
"1955515HMISAVE",95.39
"1955515HPIP1CIVE",86.1
"1955515HPIW210S3",93.42
"1955515HTOS953XL",
"1955515VBRT001V",77.94
"1955515VBUEN816",42.24
"1955515VBUEN926",56.44
"1955515VBUFA914",61.95
"1955515VBUGTFE1",59.33
"1955515VBUGTUHP1",60.07
"1955515VBUKUHS51",63.53
"1955515VBUKUKH17",42.15
"1955515VCOCPC5",81.99
"1955515VCOPREM2",74.89
"1955515VDUBLUERE",69.43
"1955515VDUFASTRE",91.33
"1955515VGEALTSPT",70.07
"1955515VGOEFGRIP",88.44
"1955515VMISAVE",94.77
"1955515VMIXCLIMA",98.98
"1955515VPIP1CIVE",90.57
"1955515VTOR888R",105.76
"1955515VTOT1R",59.7
"1955515ZBRRE002",78.15
"1955516HBREP150",74.27
"1955516HBRER3001",86.45
"1955516HBRER300E",77.99
"1955516HBRER300R",91.06
"1955516HBRLM25",85.45
"1955516HBRT001",75.57
"1955516HBUGTVP1",66.31
"1955516HBUGTWINT",76.55
"1955516HBUGTWTP",
"1955516HBUKUKH1B",55.25
"1955516HBUKUKH27",70.48
"1955516HBUKUWP51",81.81
"1955516HCOCEC5H",76.51
"1955516HCOCPC2",89.33
"1955516HCOCPC2SR",112.95
"1955516HCOECO5",87.1
"1955516HCOECO5XL",85.78
"1955516HCOPREM2",90.55
"1955516HCOPREM5",76.5
"1955516HCOTS850",97.86
"1955516HCPCPC2BM",94.96
"1955516HDU01ROF",103.83
"1955516HDUBLURES",92.1
"1955516HGEALTSPT",78.07
"1955516HGOCARGO",
"1955516HGOEFPERF",74.15
"1955516HGOEXCELE",93.99
"1955516HGOEXCELL",90.73
"1955516HGONCT5RO",91.39
"1955516HGOUG8ROF",116.07
"1955516HGOULTGR8",136.35
"1955516HMIALPIN5",108.37
"1955516HMIPRI3ZP",119.83
"1955516HMIPRIMZP",115.5
"1955516HMISAV",98.2
"1955516HMISAVE",95.73
"1955516HMIXCLIMA",103.75
"1955516HPICINTAS",91.06
"1955516HPIP1CINT",91.77
"1955516HPIP1CRFT",104.03
"1955516HPIW210",104.95
"1955516HPIW210RF",129.45
"1955516HPIW210RS",115.11
"1955516QMIENGYEV",117.71
"1955516TCOCPC5",74.89
"1955516TDUSP01",90.81
"1955516TMIENERXL",104.91
"1955516TMIENSAVE",97.32
"1955516TMIENSAVS",97.15
"1955516TPIP1CINT",89.01
"1955516VBRDRIVE",93.34
"1955516VBREP150",79.18
"1955516VBRER300",82.12
"1955516VBRER3002",93.03
"1955516VBRER300A",97.42
"1955516VBRER300E",89.2
"1955516VBRER300V",91.17
"1955516VBRRE050A",83.67
"1955516VBUEN926",63.49
"1955516VBUFAAS20",83.01
"1955516VBUFAZ914",65.28
"1955516VBUGTFE1",72.04
"1955516VBUGTUHP1",65.75
"1955516VBUKU31RF",91.81
"1955516VBUKUKH31",63.3
"1955516VBUKUKWRF",85.9
"1955516VCOPREM2",95.88
"1955516VCOPREM5",92.61
"1955516VCOPREMM0",93.75
"1955516VCOPREMSR",111.15
"1955516VDUBLUERE",78.85
"1955516VDUBLURES",82.5
"1955516VDUSP01RO",93.54
"1955516VGEALTAS",78.21
"1955516VGEALTSPT",78.03
"1955516VGOEFFIGP",87.18
"1955516VGOEFGPPF",82.3
"1955516VGOEXWLRF",96.17
"1955516VMIENSAVR",108.41
"1955516VMIPRHPZP",122.98
"1955516VMIPRI3ZP",129.4
"1955516VMISAVE",108.4
"1955516VMISAVEXL",111.06
"1955516VMIXCLIMA",110.68
"1955516VPICINTAS",98.25
"1955516VPIP1CIRF",112.95
"1955516VPIP1CIVE",96.12
"1955516VPIP6CINT",87.91
"1955516VTOT1RXL",67.14
"1955516ZBRER300A",92.59
"1955516ZBUFA914R",82.27
"1955516ZBUKUHS51",76.11
"1955516ZBUKUKH31",82.08
"1955516ZGOEFFGRI",118.78
"1955516ZMIENGSAV",112.15
"1955520HGOEFFGRP",140.98
"1956012R8BUGTMAX",72.99
"1956014HBRER300",78.13
"1956014HBUEN816",50.82
"1956014HBUFA912",58.2
"1956014HBUGTVP1",55.99
"1956015HBRA001",75.58
"1956015HBRER300E",85.44
"1956015HBRT001",56.86
"1956015HBRT001H",56.86
"1956015HBUEN816",52.06
"1956015HBUFA914",55.2
"1956015HBUGTFE1",54.78
"1956015HBUGTVP1",55.23
"1956015HBUGTWIN",62.28
"1956015HBUKUHA31",66.21
"1956015HBUKUKH17",58.9
"1956015HBUKUKH27",53.19
"1956015HBUKUKW23",57.31
"1956015HBUKUWP51",
"1956015HCOPRECON",78.33
"1956015HCOPREM2",77.83
"1956015HDUBLUERE",57.77
"1956015HDUFASTRE",
"1956015HDUSP01",
"1956015HGEALTAS",63.21
"1956015HGEALTCOM",67.17
"1956015HGOEFGPER",58.95
"1956015HGOVECT4",81.23
"1956015HMISAVE",64.69
"1956015HPIP1CIVE",74.1
"1956015HPIP6CINT",66.88
"1956015HTOCF2",62.41
"1956015HTOS942",
"1956015TBUGTWIN",61.06
"1956015TBUKUKW23",66.21
"1956015TDUWINRES",76.26
"1956015TGEALTWIN",68.02
"1956015TMISAVE",80.33
"1956015TPIW190",85.51
"1956015TPIW190S3",79.45
"1956015VBRT001",80.13
"1956015VBRT001TL",63.13
"1956015VBUEN816",51.91
"1956015VBUFA914",58.05
"1956015VBUGT228",56.47
"1956015VBUGTFE1",56.47
"1956015VBUKUKH27",58.01
"1956015VBUKUKH31",58.9
"1956015VCOPREM5",78.04
"1956015VDUBLUERE",61.51
"1956015VDUFASTRE",80.55
"1956015VGEALTCOM",67.17
"1956015VGOEFFGP",76.03
"1956015VGOEFFPER",61.51
"1956015VGONCT5",
"1956015VMISAVE",67.63
"1956015VMIXCLIMA",82.71
"1956015VPIP1CINT",61.51
"1956015VTOCF2",56.04
"1956016HBRB250",95.97
"1956016HBUGTEXS",84.97
"1956016HBUKU857",81.81
"1956016HCOPREM2",105.04
"1956016HGOEFFGRP",103.14
"1956016HGOVEC4SE",111.69
"1956016R6BRER30",90.57
"1956016R6BRER30C",94.24
"1956016R6BUGTMPR",79.23
"1956016R6MIAGIAL",117.34
"1956016R6MIAGILI",120.58
"1956016R8BUEN616",79.27
"1956016R8COVANCO",90.33
"1956016R8GOCARMA",107.86
"1956016R8PICHRN2",92.61
"1956016VBRER300",97.37
"1956016VBUFA914",72.33
"1956016VBUKUKH27",81.04
"1956016VBUKUKU28",83.01
"1956016VCOCEC5",114.97
"1956016VCOPRM2MO",116.91
"1956016VDUSPBLUR",102.35
"1956016VDUSPTBLU",104.08
"1956016VMISAVEMO",113.45
"1956016VMIXCLIMA",119.57
"1956514HBUEN816",55.27
"1956514HBUKUKH17",58.83
"1956514HBUKUKH27",58.93
"1956515HBRA001",57.63
"1956515HBRB250",53.59
"1956515HBREP001S",60.81
"1956515HBREP150T",63.66
"1956515HBRER300",58.79
"1956515HBRT001",62.51
"1956515HBRT001H",50.76
"1956515HBRT001XL",74.51
"1956515HBUEN816",47.97
"1956515HBUFAAS20",61.79
"1956515HBUFAZ914",53.01
"1956515HBUGTFE1",50.57
"1956515HBUGTVP1",51
"1956515HBUGTWIN",63.46
"1956515HBUKUHA31",58.26
"1956515HBUKUKH17",55.07
"1956515HBUKUKH27",51.47
"1956515HBUKUWP51",67.61
"1956515HCOECO3",55.79
"1956515HCOECO5",53.73
"1956515HCOPREM2E",57.45
"1956515HCOPREM5",53.73
"1956515HDUBLUERE",48.55
"1956515HDUBLURES",77.99
"1956515HGEALTAS",54
"1956515HGEALTCOM",65.39
"1956515HGOEFFIGP",67.61
"1956515HGOEFGPER",48.76
"1956515HGOEFGRIP",51.6
"1956515HGOEXCELV",64.74
"1956515HGOVEC4SE",70.18
"1956515HMIALP5",82.79
"1956515HMIE3AXL",89.17
"1956515HMISAVA0S",62.09
"1956515HMISAVE",56.61
"1956515HMISAVEMO",59.56
"1956515HPICINTAS",71.46
"1956515HPIP1CIVE",52.08
"1956515HPIP1CIXL",78.97
"1956515HPIP6CINT",61.65
"1956515HPIW210",79.39
"1956515HPIW210C3",80.61
"1956515HTOCF2",49.23
"1956515HTOCF2XL",52.74
"1956515HTONEJ61A",55.61
"1956515R8PICARRI",76.11
"1956515RFBUFA828",57.12
"1956515RFBUFA832",54.79
"1956515RFBUGTVP1",59.01
"1956515RFCOVA200",69.09
"1956515RFGEALTCO",60.03
"1956515RFGEALTRT",66.16
"1956515RFPICHRO2",67.6
"1956515TBRB250M0",53.59
"1956515TBRB250XL",80.94
"1956515TBREP150T",52.78
"1956515TBRLM001",62.33
"1956515TBRT001XL",61.97
"1956515TBUFA828",58.86
"1956515TBUFA832",50.99
"1956515TBUGTVP1",55.01
"1956515TBUGTWTP",
"1956515TBUKUKH27",49.74
"1956515TBUKUWP51",66.21
"1956515TBUKUWP5S",51.31
"1956515TCOCPC2E",63.28
"1956515TCOECO3",56.05
"1956515TCOECO3M0",53.73
"1956515TDUFASTRE",64.38
"1956515TDUSTREE2",64.37
"1956515TDUSTREET",65.39
"1956515TDUSTRER2",76.42
"1956515TGEALTCOM",64.43
"1956515TGEALTWIN",62.47
"1956515TGODURAGP",65.2
"1956515TGOEFCOMP",60.49
"1956515TGOEFFCOM",49.61
"1956515TGOUG7P",
"1956515TGOUG9MS",71.56
"1956515TGOUGP8XL",77.46
"1956515TGOVECT5",66.47
"1956515TMIALP5",70.41
"1956515TMISAVE",56.58
"1956515TMISAVEMO",70.3
"1956515TMISAVEXL",59.43
"1956515TMISAVS1",69.77
"1956515TPIP1CINT",67.79
"1956515TPIP1CNT",59.32
"1956515TPIW190S3",73.37
"1956515TTONE03",53.32
"1956515TTONE03XL",51.85
"1956515VBRDRIVE",60.41
"1956515VBRT001",62.85
"1956515VBRT001V",52.84
"1956515VBUEN816",48.18
"1956515VBUFA914",55.11
"1956515VBUFAAS20",64.42
"1956515VBUGT228",54.96
"1956515VBUGTFE1",53.17
"1956515VBUKUKH17",57.69
"1956515VBUKUKH27",52.67
"1956515VCOECO5",58.02
"1956515VCOPREM2",63.07
"1956515VCOPREM5",55.09
"1956515VDUBLURES",53.1
"1956515VGEALTCOM",63.78
"1956515VGOEFGPER",53.09
"1956515VGOV4SEA",61.91
"1956515VMISAVE",56.27
"1956515VMIXCLIMA",74.5
"1956515VPICINTAS",74.34
"1956515VPIP1CINT",53.5
"1956515VPIP6CINT",66.65
"1956515VTOCF1",73.41
"1956515VTOCF2",49.79
"1956515ZPI6000N2",147.34
"1956516R6BRR410",90.84
"1956516R6COV200",88.86
"1956516R6COVAN2",97.67
"1956516R6GOMARAT",103.75
"1956516R6MIAGILI",114.53
"1956516R8BRR630",94.03
"1956516R8BUEN616",74.56
"1956516R8BUFAR51",79.79
"1956516R8BUGTMAX",77.83
"1956516R8BUGTMPR",77.26
"1956516R8BUGTWT2",
"1956516R8BUKU857",84.81
"1956516R8BUKUCW5",83.99
"1956516R8BUKUK53",77.62
"1956516R8BUKUKC1",89.01
"1956516R8COVA100",97.69
"1956516R8COVANC2",95.27
"1956516R8COVANEC",86.97
"1956516R8DUECONO",98.04
"1956516R8DULT30",97.61
"1956516R8DURCONO",92.91
"1956516R8GEEUROW",81.63
"1956516R8GEEUVA2",90.59
"1956516R8GOCAG26",106
"1956516R8GOVECT2",112.54
"1956516R8MIAGIAL",113.94
"1956516R8MIAGIGI",108.22
"1956516R8MIAGILI",
"1956516R8TOH08",71.94
"1956516R8TOH09",
"1956516VBRB250",93.18
"1956516VBRB250QZ",111.16
"1957014HBUGTFE1C",
"1957014HBUKUKH17",59.93
"1957014HBUKUKH27",62.13
"1957014RFBUGTKAR",70.68
"1957014RFBUGTKM6",78.01
"1957014RFPICARRI",85.95
"1957014TBRB330",59.5
"1957014TBUEN726",51.4
"1957014TBUFA828",65.22
"1957014TBUGTVP1",58.83
"1957014TDUSTREE2",81.7
"1957014TMISAVE",88.89
"1957015R6GOG26R",84.87
"1957015R6MIAGI51",91.3
"1957015R8BRR660",79.61
"1957015R8BUEN616",65.34
"1957015R8BUFAR51",69.27
"1957015R8BUGTMAX",73.06
"1957015R8BUGTMPR",67.47
"1957015R8BUGTWIN",72.23
"1957015R8BUGTWT2",
"1957015R8BUKU857",62.14
"1957015R8BUKUCW5",73.41
"1957015R8BUKUK53",62.89
"1957015R8COVA100",66.54
"1957015R8COVA200",68.05
"1957015R8COVAECO",87.77
"1957015R8DUECONO",84.47
"1957015R8DUECONS",
"1957015R8DULT60",
"1957015R8G26",87.17
"1957015R8GEEURO2",83.5
"1957015R8GEEUROW",79.2
"1957015R8GOCARGO",
"1957015R8GOVEC2",96.33
"1957015R8MIAGIAL",96.77
"1957015R8MIAGIGR",82.5
"1957015R8MIAGILI",89.8
"1957015R8PICARRI",85.37
"1957015R8PICARWI",90.89
"1957015R8TOYOH08",70.74
"1957015TCOVAWIN2",83.87
"1957020MPISPARE",159.13
"1957514R8MIAGIL8",
"1957516R8BRR630",89.69
"1957516R8BRR660",90.03
"1957516R8BUEN616",70.32
"1957516R8BUFA51",76.3
"1957516R8BUGTMAX",73.79
"1957516R8BUGTMPR",74.19
"1957516R8BUKUK53",85.27
"1957516R8COVA100",91.33
"1957516R8COVANC2",91.98
"1957516R8COVANEC",90.1
"1957516R8COVNCO2",92.8
"1957516R8DUECODR",93.85
"1957516R8DULT60W",
"1957516R8GEEURO2",84.07
"1957516R8GEEUROW",73.31
"1957516R8GOCARGO",96.58
"1957516R8GOCARVE",104.5
"1957516R8GOG26",94.21
"1957516R8MIAGCAM",114.4
"1957516R8MIAGIL+",99.47
"1957516R8MIAGILI",103.85
"1957516RDUSPLT8",
"1957516RGEWINT",117.73
"20514R8BUGTMAX",84.29
"20514R8BUKU857",85.13
"20516XBRD689RFD",89.79
"20516XBRD689S",77.25
"20516XBRD694S",106.69
"20516XBUFAWPAT",78.57
"20516XBUFAWPAT01",89.61
"20516XBUKUKL71",84
"20516XBUKUKL78",101.45
"20516XDUTG20",79.18
"20516XDUTG308PR",89.37
"20516XGEGRABTRXL",95.25
"20516XGEGRBGTXL",96.59
"20516XGOWRATS",90.48
"20516XMILATCROSS",78.01
"20516XMILATCRSDT",89.85
"20516XPISCATR",93.7
"20516XTOOPCAT",74.91
"2054017VCOSPT5XL",110.15
"2054017ZBRE050A",96.65
"2054017ZBRRE002",90.25
"2054017ZBRT001XL",96.31
"2054017ZBUEN926",65.15
"2054017ZBUFA914",69.88
"2054017ZBUGTSPA",68.75
"2054017ZBUGTUHP1",69.75
"2054017ZBUKUKU39",66.7
"2054017ZCOSP2XL",104.53
"2054017ZCOSPT5XL",106.9
"2054017ZDUSPMAXX",105.27
"2054017ZGEALTSXL",80.23
"2054017ZGOASSYM2",108.21
"2054017ZMIPS3XL",110.71
"2054017ZPIPZNERO",80.41
"2054017ZTOT1R",72.22
"2054018ZBRRE050A",139.84
"2054018ZBUFA914X",83.46
"2054018ZDUSPMXRT",133.77
"2054018ZDUSPTMRT",185.53
"2054018ZMIPISSPT",151.83
"2054018ZPIP7CRFS",173.61
"2054018ZPIPZERO",137.07
"2054515VTOT1R",74.5
"2054516HBUKUWP51",80.83
"2054516HCOECOCN5",104.38
"2054516HGOUGGW3",119.81
"2054516VBUFA914",69.9
"2054516VBUKUKH17",70.29
"2054516VCOSPT2",97.5
"2054516ZBRER300",79.37
"2054516ZBRER300X",81.75
"2054516ZBUEN926",61.99
"2054516ZBUGTSPA",68.86
"2054516ZBUGTUHP1",67.5
"2054516ZBUKUKU39",74.64
"2054516ZCOPREM2",96.13
"2054516ZDUMAXX",92.55
"2054516ZDUMAXXRT",74.89
"2054516ZGEALTSXL",77.97
"2054516ZGOF1ASM2",94.36
"2054516ZGOF1GSD3",95.33
"2054516ZMIPS3XL",99.35
"2054516ZMISPT3XL",114.9
"2054516ZPIPZNERO",79.54
"2054516ZPIPZNGT",91.96
"2054516ZTOT1RW",73.29
"2054517VBRE050A",136.14
"2054517VBRE05ARF",124.06
"2054517VBRRE050A",97.59
"2054517VBRRE050E",99.65
"2054517VBRRE050X",109.73
"2054517VBUKU31RF",111.75
"2054517VBUKUKWRF",124.95
"2054517VBUKUWP71",83.23
"2054517VCOCSC5",120.29
"2054517VCOSP3SSR",111.05
"2054517VCOSP3XL",121.63
"2054517VCOSPT3",101.14
"2054517VDUSP01RF",108.58
"2054517VDUSP90XL",
"2054517VGEALTSXL",88.47
"2054517VGORSA",129.3
"2054517VMIEXALTO",115.32
"2054517VMIPRIM3",130.31
"2054517VMIPS3XL",131.76
"2054517VPIP7CINT",121
"2054517VPIPZEROR",130.48
"2054517VPIPZERRF",103.61
"2054517VPIPZNEGT",94.71
"2054517VTOPXCF2",73.65
"2054517ZBRRE050A",109.03
"2054517ZBRRE050X",119.87
"2054517ZBRS001",115.23
"2054517ZBUEN926",72.03
"2054517ZBUFA914",81.09
"2054517ZBUFA914R",96.21
"2054517ZBUGTHPY",78.35
"2054517ZBUGTSPA",81.76
"2054517ZBUGTUHP1",78.65
"2054517ZBUKUKU39",72.01
"2054517ZCOCSC5XL",118.81
"2054517ZCOSP3SSR",133.13
"2054517ZCOSPC5XL",120.88
"2054517ZDUSMXRT2",118.35
"2054517ZDUSP01SR",137.16
"2054517ZDUSPMXRT",117.79
"2054517ZGEALTSXL",93.45
"2054517ZGEALTUHP",106.37
"2054517ZGOASYM2",119.38
"2054517ZGOASYMM3",120.22
"2054517ZGOEFFGRP",117.48
"2054517ZMIPILSPS",138.96
"2054517ZMIPRI3ZP",146.98
"2054517ZMIPRIM3",130.73
"2054517ZMIPRM3ZP",146.55
"2054517ZMIPS3XL",123.58
"2054517ZMISPT4",132.37
"2054517ZPIP7CRFT",140.71
"2054517ZPIPZCODI",154.81
"2054517ZPIPZERAR",124.43
"2054517ZPIPZERO",125.87
"2054517ZPIPZNEGT",106.55
"2054517ZTOT1R",77.94
"2054518ZGONCT5EM",166.12
"2054518ZGONCT5RO",156.42
"2055015VBUEN816",45.24
"2055015VBUEN926",59.61
"2055015VBUFA914",64.26
"2055015VBUGTUHP1",61.86
"2055015VBUKUHS51",65.58
"2055015VBUKUKU31",66.53
"2055015VCOPREM2",95.01
"2055015VTOT1R",65.19
"2055015ZBRE002",79.31
"2055016HBUGTWIN",78.76
"2055016VBUFA914",72.9
"2055016VBUGT228",68.07
"2055016VBUKUHS51",67.36
"2055016VBUKUKH17",66.53
"2055016VBUKUKH21",79.19
"2055016VBUKUKH31",69.83
"2055016VDUBLUERE",96.28
"2055016VMISPT3",92.49
"2055016VTOCF2",79.14
"2055016ZBRE002",88.83
"2055016ZBRT001",98.4
"2055016ZBRT001W",86.39
"2055016ZBUEN926",62.16
"2055016ZBUFA452",87.49
"2055016ZBUGTUHP1",71.99
"2055016ZBUKUHS51",68.45
"2055016ZBUKUKU31",72.33
"2055016ZCOCPC2",98.89
"2055016ZCOSPT2",101.11
"2055016ZDUFSTRES",
"2055016ZDUSPMXRT",99.07
"2055016ZGEALTSPT",79.83
"2055016ZGEALTUHP",87.55
"2055016ZGOEFGRIP",111.61
"2055016ZGOEFPERF",100.87
"2055016ZGOF1GSD3",
"2055016ZMIPRIMHP",115.17
"2055016ZPIP7CINT",97.35
"2055016ZTOT1R",74.34
"2055017HCOPREM2",103.84
"2055017HDUSPT01",105.71
"2055017HMIALP5XL",130.35
"2055017VBRE050A1",132.96
"2055017VBRE050RF",137.56
"2055017VBREL4002",145.32
"2055017VBRRE050R",108.43
"2055017VBRT001V",99.46
"2055017VBRT001XL",109.8
"2055017VBUFAAS20",101.74
"2055017VBUGTWTP",
"2055017VBUKUKW27",99.81
"2055017VBUKUKWRF",115.01
"2055017VBUKUWP71",93.59
"2055017VCOCEC5",100.93
"2055017VCONSPT3",101.49
"2055017VCOSPT5",96.97
"2055017VCOTS810",168.09
"2055017VDUBLUREV",109.48
"2055017VGEALTSXL",93.15
"2055017VGOEFGRPR",96.88
"2055017VGONCT5AR",116.1
"2055017VGOUGPPER",138.35
"2055017VGOVEC4",117.04
"2055017VMIALPA4",150.13
"2055017VMIPRIM3",117.12
"2055017VMIPRIM3X",115.67
"2055017VPIP7CINT",115.62
"2055017VPIP7CIRF",110.03
"2055017VPIPZERFT",111.06
"2055017VPISZ3",128.87
"2055017ZBRE050AR",129.84
"2055017ZBRRE002",101.57
"2055017ZBRRE050A",138.24
"2055017ZBRRE050Y",
"2055017ZBRS001",132.47
"2055017ZBRS02AN4",108.94
"2055017ZBRS02N3",109.65
"2055017ZBRT001X",106.47
"2055017ZBRTOO1XL",106.8
"2055017ZBUEN926",77.92
"2055017ZBUFA453X",91.78
"2055017ZBUFA914X",86.46
"2055017ZBUGTFE1",81.76
"2055017ZBUGTHPY",83.55
"2055017ZBUGTUHP1",82.35
"2055017ZBUKU31RF",97.37
"2055017ZBUKUHS51",80.79
"2055017ZBUKUKH31",85.31
"2055017ZCOPR2SSR",116.2
"2055017ZCOSC2N2",118.6
"2055017ZCOSPT2N2",126.18
"2055017ZCOSPT2XL",102.64
"2055017ZCOSPT5",99.77
"2055017ZDUBLURES",113.43
"2055017ZDUMXRT2",112.8
"2055017ZDUSPMXRT",105.31
"2055017ZGEALTSXL",91.83
"2055017ZGOEFFGRI",118.55
"2055017ZGOEFFPER",94.51
"2055017ZGOEFGRIP",128.14
"2055017ZGOEFGRRF",124.97
"2055017ZGONCT5AS",124.36
"2055017ZMIPRHPZP",130.67
"2055017ZMIPRI3XL",106.96
"2055017ZMIPRIHP",116.88
"2055017ZMIPRIM3",108.48
"2055017ZMIPRIMHP",103.17
"2055017ZMIPS2N3",141.36
"2055017ZMIPS3XL",105.7
"2055017ZMIXCLIMA",115.36
"2055017ZPICASSIX",125.19
"2055017ZPICINTAS",131.75
"2055017ZPIP7CIK2",115.74
